assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,4,0,15.9,450,0.03,0.1,0.07,0.0,5,0,0,4.3,8.4,2024-08-17,9,0,0,0,0,0,0,0,False,15,0,0,0,0,1,0,9504,0,0,1,19.0,1,0,0,0,50,False,0,450,,,0,1,0.0393431074917316,5,Sub,Newcastle United,Southampton,1,0,26606,2024,666384,0.0502568297088146,0,1,0,0.0393431074917316,0.0720905885100364,0.0327474772930145,26606,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,1,4,1,0.6,MID,1
0,0,4,0,0.2,450,0.0,0.0,0.0,0.07,144,0,0,0.4,3.4,2025-02-12,13,0,0,0,0,0,0,0,False,12,0,0,0,0,24,0,2278,0,2,2,0.0,1,-14,38,14,49,True,0,450,,,0,0,0.0,8,Sub,Everton,Liverpool,2,2,26748,2024,705761,0.0,0,0,0,0.0,0.0,0.0,26748,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,5,3,24,-0.6,MID,1
1,3,49,0,36.5,450,0.07,0.31,0.24,1.58,243,1,1,14.4,63.0,2025-02-15,85,0,0,0,0,0,0,0,False,7,0,0,0,0,25,0,2466,1,2,1,44.0,13,174,182,8,49,False,0,450,,,1,5,0.2383360415697097,90,AMC,Crystal Palace,Everton,1,2,26844,2024,706416,0.5789294838905334,1,3,1,0.2383360415697097,0.6727840900421143,0.0,26844,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,3,3,25,3.5,MID,10
0,0,4,0,0.5,450,0.01,0.01,0.0,0.26,254,0,0,0.8,7.2,2025-02-22,9,0,0,0,0,0,0,0,False,14,0,0,0,0,26,0,11903,0,2,2,0.0,1,9161,9635,474,49,True,0,450,,,0,0,0.0,3,Sub,Everton,Manchester United,2,2,26855,2024,707528,0.0,0,0,0,0.0,0.0,0.0,26855,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,2,3,26,3.0,MID,1
0,0,17,0,35.7,450,0.06,0.39,0.33,1.48,261,1,0,5.9,7.0,2025-02-26,90,0,0,0,0,0,0,0,False,4,0,0,0,0,27,0,9635,1,1,1,16.0,1,-2146,926,3072,49,False,1,450,,,0,5,0.1801691055297851,90,AMC,Brentford,Everton,1,1,26862,2024,709138,0.417935162782669,0,3,0,0.1801691055297851,0.8224332928657532,0.2715067565441131,26862,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,3,3,27,4.0,MID,1
0,0,3,0,11.3,450,0.04,0.16,0.12,0.09,280,0,0,3.0,8.0,2025-03-08,27,0,0,0,0,0,0,0,False,20,0,0,0,0,28,0,9804,0,1,1,11.0,0,34,1504,1470,49,False,1,450,,,0,2,0.0914608761668205,26,Sub,Wolverhampton Wanderers,Everton,1,1,26881,2024,711723,0.3110683560371399,0,1,0,0.0914608761668205,0.402529239654541,0.0,26881,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,3,3,28,3.2,MID,0
0,0,16,0,36.5,450,0.14,0.35,0.21,0.83,284,1,0,8.8,14.2,2025-03-15,90,0,0,0,0,0,0,0,False,19,0,0,0,0,29,0,9703,1,1,1,37.0,2,-240,988,1228,49,True,0,450,,,0,2,0.1214718967676162,90,AML,Everton,West Ham,1,1,26885,2024,712957,0.1239165961742401,0,2,0,0.1214718967676162,0.342746376991272,0.1173043549060821,26885,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,2,3,29,1.0,MID,2
0,0,1,0,2.7,450,0.02,0.34,0.32,1.26,297,1,0,2.7,7.0,2025-04-02,77,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,8137,1,0,1,17.0,2,-1468,296,1764,49,False,0,450,,,0,3,0.4376793503761291,82,AML,Liverpool,Everton,1,0,26901,2024,716258,0.0,0,0,0,0.4376793503761291,0.1265148222446441,0.0,26901,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,3,5,30,0.3,MID,2
0,0,-1,0,0.0,450,0.0,0.0,0.0,0.53,304,0,0,0.0,0.0,2025-04-05,15,0,0,0,0,0,0,0,False,1,0,0,0,0,31,0,7499,0,1,1,0.0,0,-651,283,934,49,True,1,450,,,0,0,0.0,9,Sub,Everton,Arsenal,1,1,26905,2024,716498,0.0,0,0,0,0.0,0.0,0.0,26905,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,5,3,31,0.8,MID,0
0,0,3,0,1.8,450,0.08,0.17,0.09,0.04,318,0,0,0.9,2.2,2025-04-12,23,0,0,0,0,0,0,0,False,16,0,0,0,0,32,0,6612,0,1,0,5.0,1,-869,144,1013,48,False,0,450,,,0,1,0.060588002204895,22,Sub,Nottingham Forest,Everton,0,1,26920,2024,718684,0.0,0,0,0,0.060588002204895,0.1989057958126068,0.1383177936077118,26920,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,3,4,32,0.0,MID,1
0,0,3,0,0.0,450,0.0,0.0,0.0,1.45,324,2,0,0.0,0.0,2025-04-19,11,0,0,0,0,0,0,0,False,13,0,0,0,0,33,0,5913,0,2,0,0.0,1,-691,122,813,48,True,0,450,,,0,0,0.0,11,Sub,Everton,Manchester City,0,2,26925,2024,720407,0.0,0,0,0,0.0,0.0,0.0,26925,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,4,3,33,0.5,MID,1
0,0,8,0,16.5,450,0.06,0.09,0.03,0.49,334,0,0,3.1,9.4,2025-04-26,45,0,0,0,0,0,0,0,False,6,0,0,0,0,34,0,5686,0,0,1,5.0,1,-260,80,340,47,False,0,450,,,0,1,0.0273954719305038,40,Sub,Chelsea,Everton,1,0,26935,2024,722395,0.3393945097923279,0,1,0,0.0273954719305038,0.4287472069263458,0.0619572438299655,26935,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,3,4,34,0.0,MID,1
1,0,24,0,20.7,450,0.13,0.13,0.0,0.84,347,2,0,4.2,19.4,2025-05-03,89,0,0,0,0,0,0,0,False,10,0,0,0,0,35,0,5856,1,2,2,2.0,4,86,344,258,47,True,1,450,,,0,0,0.0,90,AML,Everton,Ipswich,2,2,26950,2024,724082,0.3057006895542145,1,1,0,0.0,0.3269277513027191,0.0212270654737949,26950,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,2,3,35,2.3,MID,4
1,0,19,0,24.3,450,0.03,0.15,0.12,0.66,352,1,0,7.3,26.2,2025-05-10,83,0,0,0,0,0,0,0,False,9,0,0,0,0,36,0,5985,1,3,1,22.0,5,113,430,317,47,False,0,450,,,0,2,0.1664222031831741,87,AML,Fulham,Everton,1,3,26953,2024,725734,0.1614817231893539,1,2,0,0.1664222031831741,0.2671617567539215,0.0,26953,Southampton,Carlos Alcaraz Durán,Carlos Alcaraz,3,3,36,2.8,MID,5
