assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,13,0,19.9,117,0.19,0.19,0.0,0.98,10,1,0,3.1,11.4,2024-08-19,78,0,0,0,0,0,0,0,False,18,0,0,0,0,1,0,8082,1,1,1,0.0,2,0,0,0,50,True,0,117,,,0,0,0.0,80,AMC,Leicester,Tottenham,1,1,26611,2024,667449,0.3427987992763519,0,1,0,0.0,0.4167591035366058,0.4167591035366058,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,2,1,1,1.1,MID
1,0,19,0,38.5,117,0.19,0.19,0.0,1.74,15,2,0,6.6,25.8,2024-08-24,70,0,0,0,0,0,0,0,False,9,0,0,0,0,2,0,11229,1,1,2,2.0,5,1379,2588,1209,50,False,0,117,,,0,0,0.0,75,FWR,Fulham,Leicester,2,1,26614,2024,667968,0.5042760372161865,1,3,0,0.0,0.0194686166942119,0.0,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,1,3,2,3.0,MID
0,0,19,0,6.9,117,0.0,0.17,0.17,0.09,26,0,1,5.8,32.6,2024-08-31,22,0,0,0,0,0,0,0,False,2,0,0,0,0,3,0,16265,0,2,1,18.0,6,3328,6403,3075,50,True,0,117,,,1,2,0.5209264755249023,20,Sub,Leicester,Aston Villa,1,2,26626,2024,671822,0.0,0,0,1,0.5209264755249023,0.5209264755249023,0.0,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,3,1,3,3.8,MID
0,0,-3,0,1.7,117,0.01,0.05,0.04,0.22,45,0,0,0.8,1.4,2024-09-21,34,0,0,0,0,0,0,0,False,8,0,0,0,0,5,0,32267,0,1,1,5.0,0,-2950,2982,5932,50,True,1,117,,,0,1,0.0811550393700599,31,Sub,Leicester,Everton,1,1,26644,2024,675667,0.0,0,0,0,0.0811550393700599,0.0811550393700599,0.0,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,3,1,5,2.3,MID
1,0,16,0,14.8,117,0.06,0.24,0.18,3.42,51,2,0,7.0,32.4,2024-09-28,84,0,0,0,0,0,0,0,False,1,0,0,0,0,6,0,24867,1,2,4,23.0,4,-7437,610,8047,50,False,1,117,,,0,2,0.1314598321914672,88,AMR,Arsenal,Leicester,4,2,26655,2024,677854,0.047445710748434,1,1,0,0.1314598321914672,0.1314598321914672,0.0,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,1,5,6,-0.2,MID
0,3,40,1,16.5,117,0.15,0.45,0.3,1.66,68,0,1,9.1,44.4,2024-10-05,81,0,0,0,0,0,0,0,False,3,0,0,0,0,7,0,28397,1,0,1,30.0,11,2794,5788,2994,50,True,0,117,,,1,3,0.4877281785011291,85,AMR,Leicester,Bournemouth,1,0,26663,2024,679427,0.3606627881526947,0,1,1,0.4877281785011291,0.8483909964561462,0.4484193027019501,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,3,1,7,3.3,MID
0,0,25,0,51.8,117,0.17,1.51,1.34,2.15,78,2,1,14.8,47.0,2024-10-19,90,0,0,0,0,0,0,0,False,17,0,0,0,0,8,0,106337,1,3,2,49.0,6,73258,79208,5950,50,False,1,117,,,1,5,1.0362848043441772,90,AMR,Southampton,Leicester,2,3,26678,2024,681404,0.1698783934116363,0,3,1,1.0362848043441772,1.0462558269500732,0.8393218517303467,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,1,1,8,7.5,MID
0,0,15,0,37.6,117,0.09,0.21,0.12,1.73,88,3,0,7.5,22.6,2024-10-25,90,0,0,0,0,0,0,0,False,16,0,0,0,0,9,0,243830,1,3,1,15.0,2,132725,140312,7587,50,True,0,117,,,0,4,0.1001932546496391,90,AMC,Leicester,Nottingham Forest,1,3,26682,2024,682629,0.02845467813313,0,2,0,0.1001932546496391,0.1457591950893402,0.0281131248921155,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,4,1,9,6.3,MID
0,0,17,0,33.0,117,0.08,0.31,0.23,1.0,93,1,0,9.3,17.8,2024-11-02,90,0,0,0,0,0,0,0,False,10,0,0,0,0,10,0,337772,1,1,1,42.0,1,91153,110647,19494,51,False,1,117,,,0,3,0.2342309206724167,90,AMC,Ipswich,Leicester,1,1,26695,2024,685014,0.6651824712753296,0,3,0,0.2342309206724167,0.8942782878875732,0.0616222955286502,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,1,2,10,3.0,MID
0,0,6,0,50.1,117,0.38,0.38,0.0,0.7,106,3,0,6.6,13.6,2024-11-10,90,0,0,0,0,0,0,0,False,14,0,0,0,0,11,0,273372,1,0,3,2.0,1,-58284,12581,70865,51,False,1,117,,,0,0,0.0,90,FWR,Manchester United,Leicester,3,0,26708,2024,687363,0.3283396959304809,0,3,0,0.0,0.3308521509170532,0.3308521509170532,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,1,3,11,1.3,MID
0,1,32,0,10.5,117,0.02,0.8,0.78,2.29,121,4,1,8.8,41.4,2024-11-30,63,0,0,0,0,0,0,0,False,4,0,0,0,0,13,0,151331,1,1,4,36.0,8,-22162,6585,28747,50,False,0,117,,,1,2,0.6534450054168701,72,AMC,Brentford,Leicester,4,1,26722,2024,690074,0.0441761128604412,0,1,1,0.6534450054168701,0.6534450054168701,0.0,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,1,3,13,2.5,MID
0,0,10,1,14.8,117,0.14,0.14,0.0,2.58,137,0,0,2.8,11.6,2024-12-03,90,0,0,0,0,0,0,0,False,19,0,0,0,0,14,0,172242,1,1,3,2.0,3,17399,29977,12578,50,True,0,117,,,0,0,0.0,90,AMC,Leicester,West Ham,3,1,26738,2024,691361,0.5183331966400146,0,1,0,0.0,0.626624345779419,0.1082911565899849,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,2,1,14,3.0,MID
0,0,-1,0,1.0,117,0.0,0.0,0.0,0.51,157,1,0,0.2,1.0,2024-12-14,31,0,0,0,0,0,0,0,False,15,0,0,0,0,16,0,123310,0,0,4,0.0,1,-10313,6684,16997,50,False,0,117,,,0,0,0.0,29,Sub,Newcastle United,Leicester,4,0,26760,2024,693656,0.0,0,0,0,0.0,0.0,0.0,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,1,4,16,2.4,MID
0,0,3,0,0.0,117,0.0,0.0,0.0,0.06,167,0,0,0.0,0.0,2024-12-22,6,0,0,0,0,0,0,0,False,20,0,0,0,0,17,0,108257,0,3,0,0.0,1,-15341,2594,17935,50,True,0,117,,,0,0,0.0,3,Sub,Leicester,Wolverhampton Wanderers,0,3,26770,2024,695671,0.0,0,0,0,0.0,0.3469983041286468,0.3469983041286468,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,3,1,17,2.2,MID
0,0,2,0,2.4,117,0.0,0.0,0.0,0.14,175,1,0,0.8,6.0,2024-12-26,26,0,0,0,0,0,0,0,False,12,0,0,0,0,18,0,92216,0,1,3,0.0,1,-15871,1010,16881,49,False,0,117,,,0,0,0.0,24,Sub,Liverpool,Leicester,3,1,26776,2024,696362,0.0,0,0,0,0.0,0.0,0.0,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,1,5,18,1.3,MID
0,0,12,0,25.1,117,0.19,0.25,0.06,1.27,187,2,0,4.1,10.0,2024-12-29,90,0,0,0,0,0,0,0,False,13,0,0,0,0,19,0,84797,1,2,0,6.0,2,-7981,3354,11335,49,True,0,117,,,0,1,0.0327564217150211,90,AMR,Leicester,Manchester City,0,2,26788,2024,696589,0.0601523555815219,0,1,0,0.0327564217150211,0.1920431852340698,0.159286767244339,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,4,1,19,0.8,MID
0,0,4,0,0.3,117,0.0,0.0,0.0,0.85,191,0,0,0.3,3.0,2025-01-04,7,0,0,0,0,0,0,0,False,2,0,0,0,0,20,0,81735,0,1,2,0.0,1,-3543,7325,10868,48,False,0,117,,,0,0,0.0,4,Sub,Aston Villa,Leicester,2,1,26793,2024,697271,0.0,0,0,0,0.0,0.0,0.0,11362,Leicester,Facundo Buonanotte,Facundo Buonanotte,1,4,20,1.0,MID
