assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,11,0,27.5,525,0.47,0.55,0.08,2.03,7,2,0,5.7,7.6,2024-08-17,90,0,0,0,0,0,0,0,False,2,0,0,0,0,1,0,763274,1,2,1,22.0,2,0,0,0,65,True,0,525,,,Mohammed Kudus,0,2,0.0891134962439537,90,ML,West Ham,Aston Villa,1,2,26608,2024,666457,0.6800758838653564,0,2,0,0.0891134962439537,0.850070595741272,0.1699947267770767,26608,West Ham,Mohammed Kudus,Mohammed Kudus,3,2,1,2.3,MID,2
0,0,9,1,8.8,525,0.16,0.24,0.08,1.32,14,0,0,2.5,7.4,2024-08-24,87,0,0,0,0,0,0,0,False,7,0,0,0,0,2,0,779757,1,2,0,9.0,3,-49384,37199,86583,65,False,0,525,,,Mohammed Kudus,0,2,0.1470569521188736,88,ML,Crystal Palace,West Ham,0,2,26613,2024,667938,0.0,0,0,0,0.1470569521188736,0.3062072098255157,0.1591502726078033,26613,West Ham,Mohammed Kudus,Mohammed Kudus,2,3,2,2.5,MID,3
0,0,3,0,7.9,525,0.03,0.14,0.11,3.0,30,3,0,3.0,10.0,2024-08-31,90,0,0,0,0,0,0,0,False,13,0,0,0,0,3,0,619152,1,3,1,12.0,2,-170947,19412,190359,64,True,0,525,,,Mohammed Kudus,0,3,0.1665918529033661,90,AML,West Ham,Manchester City,1,3,26628,2024,672010,0.0,0,0,0,0.1665918529033661,0.1665918529033661,0.0,26628,West Ham,Mohammed Kudus,Mohammed Kudus,4,2,3,1.3,MID,2
0,0,16,0,33.3,525,0.07,0.1,0.03,1.54,35,1,0,5.2,12.4,2024-09-14,90,0,0,0,0,0,0,0,False,9,0,0,0,0,4,0,575587,1,1,1,6.0,2,-62820,50923,113743,64,False,0,525,,,Mohammed Kudus,0,2,0.0547607392072677,90,AML,Fulham,West Ham,1,1,26634,2024,673757,0.3403316140174866,0,2,0,0.0547607392072677,0.4065894186496734,0.3662082552909851,26634,West Ham,Mohammed Kudus,Mohammed Kudus,2,3,4,2.2,MID,2
0,0,10,0,3.8,525,0.01,0.2,0.19,2.19,50,3,0,6.7,13.6,2024-09-21,90,0,0,0,0,0,0,0,False,6,0,0,0,0,5,0,534684,1,3,0,50.0,2,-46443,20701,67144,64,True,0,525,,,Mohammed Kudus,0,3,0.1688819676637649,90,FWR,West Ham,Chelsea,0,3,26642,2024,675283,0.0,0,0,0,0.1688819676637649,0.1899233609437942,0.0210413821041584,26642,West Ham,Mohammed Kudus,Mohammed Kudus,3,2,5,2.2,MID,2
0,0,0,0,3.7,525,0.02,0.13,0.11,0.26,53,1,0,4.2,2.2,2024-09-28,45,0,0,0,0,0,0,0,False,4,0,0,0,0,6,0,486015,1,1,1,36.0,1,-52989,29441,82430,63,False,0,525,,,Mohammed Kudus,0,3,0.1679899096488952,47,ML,Brentford,West Ham,1,1,26656,2024,677885,0.0,0,0,0,0.1679899096488952,0.2007109969854354,0.0327210910618305,26656,West Ham,Mohammed Kudus,Mohammed Kudus,2,3,6,1.7,MID,1
0,0,31,0,13.2,525,0.06,1.59,1.53,0.52,70,1,1,14.7,44.0,2024-10-05,85,0,0,0,0,0,0,0,False,10,0,0,0,0,7,0,450418,1,1,4,90.0,7,-39516,19808,59324,63,True,0,525,,,Mohammed Kudus,1,5,1.7244137525558472,89,ML,West Ham,Ipswich,4,1,26665,2024,679491,0.0216533504426479,0,1,1,1.7244137525558472,2.251878499984741,0.505811333656311,26665,West Ham,Mohammed Kudus,Mohammed Kudus,2,2,7,3.5,MID,7
0,0,21,0,7.1,525,0.04,0.74,0.7,1.89,79,4,1,10.8,43.6,2024-10-19,85,0,0,0,0,0,0,0,False,18,0,0,0,1,8,0,436878,1,1,4,57.0,4,-17307,16658,33965,63,False,0,525,,,Mohammed Kudus,1,7,0.7190738916397095,87,ML,Tottenham,West Ham,4,1,26672,2024,680965,0.0,0,0,1,0.7190738916397095,0.7777144908905029,0.0697570815682411,26672,West Ham,Mohammed Kudus,Mohammed Kudus,2,3,8,3.5,MID,4
0,0,22,0,54.9,525,0.33,0.49,0.16,1.53,137,2,0,11.3,24.0,2024-12-03,78,0,0,0,0,0,0,0,False,11,0,0,0,0,14,0,258507,1,1,3,34.0,2,11992,16496,4504,62,False,0,525,,,Mohammed Kudus,0,3,0.1488190442323684,83,AML,Leicester,West Ham,3,1,26738,2024,691378,0.2761332988739013,0,4,0,0.1488190442323684,1.0239425897598269,0.7337631583213806,26738,West Ham,Mohammed Kudus,Mohammed Kudus,2,1,14,0.5,MID,2
1,2,22,0,21.3,525,0.1,0.16,0.06,1.46,150,1,0,8.0,27.6,2024-12-09,86,0,0,0,0,0,0,0,False,20,0,0,0,0,15,0,269372,1,1,2,31.0,7,9899,15514,5615,62,True,0,525,,,Mohammed Kudus,0,3,0.0844245478510856,88,AMR,West Ham,Wolverhampton Wanderers,2,1,26746,2024,693269,0.0297409612685441,1,1,0,0.0844245478510856,0.1775960773229599,0.1331503540277481,26746,West Ham,Mohammed Kudus,Mohammed Kudus,3,2,15,2.2,MID,5
0,0,18,1,50.8,525,0.23,0.31,0.08,1.27,152,0,0,7.1,15.6,2024-12-16,74,0,0,0,0,0,0,0,False,3,0,0,0,0,16,0,273682,1,1,1,5.0,3,3712,11467,7755,62,False,0,525,,,Mohammed Kudus,0,1,0.1029989048838615,77,ML,Bournemouth,West Ham,1,1,26754,2024,694823,0.2509119510650635,0,4,0,0.1029989048838615,0.429578959941864,0.1680636554956436,26754,West Ham,Mohammed Kudus,Mohammed Kudus,2,3,16,2.4,MID,3
0,2,27,0,3.7,525,0.01,0.24,0.23,0.94,170,1,1,6.4,39.6,2024-12-21,90,0,0,0,0,0,0,0,False,5,0,0,0,0,17,0,277103,1,1,1,21.0,9,2357,10519,8162,62,True,0,525,,,Mohammed Kudus,1,2,0.3564329743385315,90,ML,West Ham,Brighton,1,1,26767,2024,695299,0.0,0,0,1,0.3564329743385315,0.7249264121055603,0.3684934079647064,26767,West Ham,Mohammed Kudus,Mohammed Kudus,3,2,17,3.5,MID,7
0,0,12,1,29.0,525,0.1,0.27,0.17,1.4,179,0,0,6.4,9.6,2024-12-26,90,0,0,0,0,0,0,0,False,17,0,0,0,0,18,0,311248,1,1,0,25.0,3,29731,38217,8486,62,False,0,525,,,Mohammed Kudus,0,3,0.2065017372369766,90,ML,Southampton,West Ham,0,1,26780,2024,696295,0.1085355728864669,0,2,0,0.2065017372369766,0.8534449338912964,0.5384076237678528,26780,West Ham,Mohammed Kudus,Mohammed Kudus,2,1,18,4.5,MID,3
0,0,2,0,29.8,525,0.05,0.13,0.08,2.85,190,4,0,4.7,8.2,2024-12-29,80,0,0,0,0,0,0,0,False,12,0,0,0,0,19,0,293158,1,5,0,9.0,2,-15658,8210,23868,62,True,0,525,,,Mohammed Kudus,0,2,0.0916666537523269,84,AMR,West Ham,Liverpool,0,5,26791,2024,696802,0.3752981126308441,0,2,0,0.0916666537523269,0.4669647514820099,0.0,26791,West Ham,Mohammed Kudus,Mohammed Kudus,5,2,19,3.3,MID,2
0,0,-2,0,13.8,525,0.04,0.28,0.24,1.85,197,4,0,4.2,0.0,2025-01-04,71,0,0,0,0,0,0,0,False,13,0,0,0,0,20,0,293864,1,1,4,30.0,2,-1466,17790,19256,62,False,0,525,,,Mohammed Kudus,0,5,0.5441844463348389,73,AMR,Manchester City,West Ham,4,1,26798,2024,697298,0.0776244774460792,0,1,0,0.5441844463348389,0.688290536403656,0.066481627523899,26798,West Ham,Mohammed Kudus,Mohammed Kudus,2,4,20,3.8,MID,2
0,0,7,0,2.2,525,0.01,0.01,0.0,0.88,207,1,0,0.7,4.6,2025-01-14,62,0,0,0,0,0,0,0,False,9,0,0,0,0,21,0,300515,1,2,3,0.0,2,4058,21178,17120,62,True,0,525,,,Mohammed Kudus,0,0,0.0,67,AMR,West Ham,Fulham,3,2,26808,2024,699145,0.0,0,0,0,0.0,0.5200672149658203,0.5200672149658203,26808,West Ham,Mohammed Kudus,Mohammed Kudus,3,2,21,3.6,MID,2
0,0,2,0,6.8,525,0.02,0.1,0.08,1.32,220,2,0,2.2,6.2,2025-01-18,90,0,0,0,0,0,0,0,False,7,0,0,0,0,22,0,297362,1,2,0,9.0,2,-3657,11283,14940,62,True,0,525,,,Mohammed Kudus,0,1,0.0447173230350017,90,FW,West Ham,Crystal Palace,0,2,26821,2024,700061,0.0,0,0,0,0.0447173230350017,0.0879063382744789,0.0431890115141868,26821,West Ham,Mohammed Kudus,Mohammed Kudus,3,2,22,0.0,MID,2
0,0,8,0,14.3,525,0.03,0.11,0.08,0.85,221,1,0,4.6,11.4,2025-01-26,90,0,0,0,0,0,0,0,False,2,0,0,0,0,23,0,279127,1,1,1,20.0,2,-18788,3887,22675,62,False,0,525,,,Mohammed Kudus,0,1,0.0329575613141059,90,AMC,Aston Villa,West Ham,1,1,26823,2024,702196,0.0315674021840095,0,1,0,0.0329575613141059,0.7814022898674011,0.7498348951339722,26823,West Ham,Mohammed Kudus,Mohammed Kudus,2,4,23,2.0,MID,2
0,0,-4,0,1.6,525,0.01,0.78,0.77,1.67,234,2,0,3.9,4.8,2025-02-03,90,0,0,0,0,0,0,0,False,6,0,0,0,0,24,0,270536,1,1,2,33.0,2,-9449,3520,12969,62,False,0,525,,,Mohammed Kudus,0,4,0.5544118285179138,90,AMC,Chelsea,West Ham,2,1,26835,2024,704459,0.0,0,0,0,0.5544118285179138,0.4346188604831695,0.0,26835,West Ham,Mohammed Kudus,Mohammed Kudus,2,4,24,1.5,MID,2
0,0,9,0,7.3,525,0.03,0.33,0.3,1.66,250,1,0,2.6,6.2,2025-02-15,90,0,0,0,0,0,0,0,False,4,0,0,0,0,25,0,267187,1,1,0,12.0,2,-4822,5067,9889,62,True,0,525,,,Mohammed Kudus,0,3,0.2267192751169204,90,AMC,West Ham,Brentford,0,1,26851,2024,706283,0.0,0,0,0,0.2267192751169204,0.2267192751169204,0.0,26851,West Ham,Mohammed Kudus,Mohammed Kudus,3,2,25,2.0,MID,2
0,0,9,1,30.7,525,0.16,0.16,0.0,1.22,251,0,0,3.7,4.2,2025-02-22,90,0,0,0,0,0,0,0,False,1,0,0,0,0,26,0,262832,1,1,0,2.0,3,-4882,2314,7196,62,False,0,525,,,Mohammed Kudus,0,0,0.0,90,FW,Arsenal,West Ham,0,1,26853,2024,707784,0.1806696951389312,0,2,0,0.0,0.2243570387363433,0.1521075218915939,26853,West Ham,Mohammed Kudus,Mohammed Kudus,2,5,26,1.7,MID,3
1,0,10,1,6.6,525,0.01,0.74,0.73,0.32,266,0,0,5.2,4.4,2025-02-27,72,0,0,0,0,0,0,0,False,11,0,0,0,0,27,0,282614,1,0,2,41.0,6,18575,22831,4256,62,True,0,525,,,Mohammed Kudus,0,1,0.607280969619751,74,FW,West Ham,Leicester,2,0,26866,2024,709307,0.0,0,0,0,0.607280969619751,0.607280969619751,0.0,26866,West Ham,Mohammed Kudus,Mohammed Kudus,1,2,27,3.2,MID,6
0,0,11,0,17.1,525,0.01,0.12,0.11,1.38,279,1,0,4.9,7.6,2025-03-10,90,0,0,0,0,0,0,0,False,15,0,0,0,0,28,0,279143,1,1,0,24.0,2,-3467,4912,8379,62,True,0,525,,,Mohammed Kudus,0,3,0.0997067242860794,90,FW,West Ham,Newcastle United,0,1,26880,2024,712465,0.0880545526742935,0,1,0,0.0997067242860794,0.2026832550764084,0.051630649715662,26880,West Ham,Mohammed Kudus,Mohammed Kudus,4,2,28,2.7,MID,2
0,0,6,0,18.7,525,0.05,0.05,0.0,0.91,284,1,0,3.6,9.4,2025-03-15,90,0,0,0,0,0,0,0,False,8,0,0,0,0,29,0,294100,1,1,1,8.0,2,9284,13605,4321,62,False,0,525,,,Mohammed Kudus,0,0,0.0,90,FW,Everton,West Ham,1,1,26885,2024,712972,0.0345157533884048,0,1,0,0.0,0.1105227917432785,0.0760070383548736,26885,West Ham,Mohammed Kudus,Mohammed Kudus,2,3,29,3.2,MID,2
1,0,7,0,41.6,525,0.14,0.14,0.0,2.04,310,2,0,6.8,22.8,2025-04-05,83,0,0,0,0,0,0,0,False,3,0,0,0,0,31,0,269276,1,2,2,4.0,4,-12450,534,12984,62,True,1,525,,,Mohammed Kudus,0,0,0.0,86,AMR,West Ham,Bournemouth,2,2,26911,2024,716864,0.1135256886482238,1,3,0,0.0,0.1135256886482238,0.0,26911,West Ham,Mohammed Kudus,Mohammed Kudus,3,2,31,1.1,MID,4
0,0,6,0,5.1,525,0.01,0.19,0.18,1.78,315,2,0,6.2,10.8,2025-04-13,90,0,0,0,0,0,0,0,False,12,0,0,0,0,32,0,264500,1,1,2,46.0,2,-5054,1236,6290,62,False,0,525,,,Mohammed Kudus,0,4,0.1566241979598999,90,FW,Liverpool,West Ham,2,1,26916,2024,719268,0.0,0,0,0,0.1566241979598999,0.4850361347198486,0.3284119069576263,26916,West Ham,Mohammed Kudus,Mohammed Kudus,2,5,32,0.0,MID,2
0,0,16,1,16.3,525,0.2,0.37,0.17,0.37,330,0,0,3.9,2.6,2025-04-19,74,0,0,0,0,0,0,0,False,17,0,0,0,0,33,0,277858,1,1,1,20.0,3,12052,15616,3564,62,True,0,525,,,Mohammed Kudus,0,2,0.1925370097160339,76,AMC,West Ham,Southampton,1,1,26931,2024,720430,0.1074358373880386,0,1,0,0.1925370097160339,0.5044472217559814,0.2044743597507476,26931,West Ham,Mohammed Kudus,Mohammed Kudus,1,2,33,2.7,MID,3
0,0,27,0,2.5,525,0.03,0.33,0.3,1.31,333,3,1,8.5,41.8,2025-04-26,90,0,0,0,0,0,0,0,False,5,0,0,0,0,34,0,277940,1,2,3,41.0,7,-328,6786,7114,62,False,0,525,,,Mohammed Kudus,1,2,0.1565310806035995,90,FW,Brighton,West Ham,3,2,26934,2024,722703,0.0,0,0,1,0.1565310806035995,0.3821455836296081,0.2410743534564972,26934,West Ham,Mohammed Kudus,Mohammed Kudus,2,3,34,0.0,MID,7
0,0,13,0,33.4,525,0.11,0.15,0.04,0.77,350,1,0,5.3,13.4,2025-05-04,90,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,281637,1,1,1,6.0,1,3796,9013,5217,62,True,1,525,,,Mohammed Kudus,0,1,0.0253533497452735,90,AMC,West Ham,Tottenham,1,1,26943,2024,724669,0.0673711821436882,0,2,0,0.0253533497452735,0.4955507814884186,0.4028262495994568,26943,West Ham,Mohammed Kudus,Mohammed Kudus,2,2,35,3.2,MID,1
1,0,11,1,14.2,525,0.02,0.15,0.13,0.73,355,0,0,4.2,11.6,2025-05-11,72,0,0,0,0,0,0,0,False,14,0,0,0,0,36,0,277354,1,2,0,16.0,6,-3977,3171,7148,62,False,0,525,,,Mohammed Kudus,0,3,0.1543157696723938,75,FW,Manchester United,West Ham,0,2,26956,2024,726596,0.9126979112625122,1,1,0,0.1543157696723938,1.0670136213302612,0.0582604184746742,26956,West Ham,Mohammed Kudus,Mohammed Kudus,2,3,36,4.2,MID,6
0,0,6,0,24.5,525,0.1,0.25,0.15,1.88,370,2,0,4.9,8.0,2025-05-18,78,0,0,0,0,0,0,0,False,16,0,0,0,0,37,0,284178,1,2,1,16.0,2,6150,9196,3046,62,True,0,525,,,Mohammed Kudus,0,3,0.0932361558079719,85,FW,West Ham,Nottingham Forest,1,2,26971,2024,728409,0.034523881971836,0,1,0,0.0932361558079719,0.1173331663012504,0.0631231442093849,26971,West Ham,Mohammed Kudus,Mohammed Kudus,4,2,37,3.5,MID,2
0,1,27,0,1.0,525,0.01,0.09,0.08,0.32,373,0,1,5.4,36.4,2025-05-25,17,0,0,0,0,0,0,0,False,10,0,0,0,0,38,0,301850,0,3,1,17.0,7,15507,20809,5302,62,False,0,525,,,Mohammed Kudus,1,1,0.1049133837223053,15,Sub,Ipswich,West Ham,1,3,26980,2024,730029,0.0,0,0,1,0.1049133837223053,0.1049133837223053,0.0,26980,West Ham,Mohammed Kudus,Mohammed Kudus,2,2,38,4.5,MID,6
