assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,3,76,0,15.4,177,0.11,0.65,0.54,1.92,20,2,3,21.4,110.6,2024-08-25,90,0,0,0,0,0,0,0,False,20,0,0,0,0,2,0,35046,1,6,2,88.0,20,-6996,2609,9605,64,False,0,177,,,3,6,1.1007217168807983,90,AMR,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668755,0.1261259466409683,0,1,3,1.1007217168807983,1.285353660583496,0.0585060119628906,11357,Chelsea,Noni Madueke,Noni Madueke,3,3,2,10.0,MID
0,0,-2,0,3.9,177,0.04,0.63,0.59,0.25,23,1,0,5.0,5.0,2024-09-01,85,0,0,0,0,0,0,0,False,7,0,0,0,0,3,0,1086203,1,1,1,41.0,2,942625,1038647,96022,65,True,0,177,,,0,3,0.8514624238014221,89,AMR,Chelsea,Crystal Palace,1,1,26630,2024,672434,0.0,0,0,0,0.8514624238014221,1.3489946126937866,1.0004723072052002,11357,Chelsea,Noni Madueke,Noni Madueke,3,4,3,7.3,MID
0,0,11,1,14.4,177,0.0,0.11,0.11,1.55,32,0,0,2.6,3.2,2024-09-14,60,0,0,0,0,0,0,0,False,3,0,0,0,0,4,0,1249816,1,1,0,8.0,3,143181,377844,234663,66,False,0,177,,,0,3,0.1327870190143585,63,AMR,Bournemouth,Chelsea,0,1,26639,2024,674169,0.0712776780128479,0,1,0,0.1327870190143585,0.1894958317279815,0.0,11357,Chelsea,Noni Madueke,Noni Madueke,3,3,4,6.2,MID
0,0,12,1,16.4,177,0.01,0.17,0.16,0.85,50,0,0,5.7,9.6,2024-09-21,90,0,0,0,0,0,0,0,False,19,0,0,0,0,5,0,1261725,1,3,0,31.0,3,2084,149085,147001,66,False,0,177,,,0,2,0.3379615545272827,90,AMR,West Ham,Chelsea,0,3,26642,2024,675298,0.0698368325829505,0,1,0,0.3379615545272827,0.4241189062595367,0.0861573442816734,11357,Chelsea,Noni Madueke,Noni Madueke,3,2,5,7.0,MID
1,0,13,0,1.2,177,0.0,0.23,0.23,0.88,54,2,0,1.0,1.2,2024-09-28,62,0,0,0,0,0,0,0,False,5,0,0,0,0,6,0,1086672,1,2,4,8.0,5,-180325,96757,277082,66,True,0,177,,,0,1,0.1286199241876602,71,AMR,Chelsea,Brighton,4,2,26657,2024,677899,0.0,0,0,0,0.1286199241876602,0.1286199241876602,0.0,11357,Chelsea,Noni Madueke,Noni Madueke,3,4,6,3.2,MID
0,3,34,0,39.3,177,0.22,0.55,0.33,0.59,65,1,1,16.4,44.4,2024-10-06,89,0,0,0,0,0,0,0,False,16,0,0,0,0,7,0,970210,1,1,1,80.0,10,-124780,60271,185051,65,True,0,177,,,1,7,0.3349137902259826,90,AMR,Chelsea,Nottingham Forest,1,1,26668,2024,680142,0.2788770198822021,0,3,1,0.3349137902259826,0.6411942839622498,0.1159370020031929,11357,Chelsea,Noni Madueke,Noni Madueke,4,4,7,5.2,MID
0,0,9,0,14.3,177,0.06,0.08,0.02,1.87,74,2,0,4.9,7.4,2024-10-20,75,0,0,0,0,0,0,0,False,12,0,0,0,0,8,0,919864,1,1,2,27.0,2,-60332,67860,128192,65,False,0,177,,,0,1,0.0362117514014244,84,AMR,Liverpool,Chelsea,2,1,26679,2024,682205,0.0528028234839439,0,1,0,0.0362117514014244,0.0890145748853683,0.0,11357,Chelsea,Noni Madueke,Noni Madueke,3,5,8,5.2,MID
0,0,10,0,27.8,177,0.18,0.26,0.08,1.55,85,1,0,8.7,13.0,2024-10-27,66,0,0,0,0,0,0,0,False,15,0,0,0,0,9,0,930080,1,1,2,46.0,1,3284,66069,62785,65,True,1,177,,,0,2,0.1321231573820114,74,AMR,Chelsea,Newcastle United,2,1,26688,2024,683514,0.1376972794532776,0,2,0,0.1321231573820114,0.3961242139339447,0.2640010714530945,11357,Chelsea,Noni Madueke,Noni Madueke,4,4,9,4.8,MID
0,0,1,0,2.9,177,0.03,0.56,0.53,1.76,95,1,0,1.6,0.6,2024-11-03,70,0,0,0,0,0,0,0,False,14,0,0,0,0,10,0,880670,1,1,1,12.0,2,-51676,72454,124130,65,False,0,177,,,0,2,0.6330176591873169,72,AMR,Manchester United,Chelsea,1,1,26697,2024,685876,0.0,0,0,0,0.6330176591873169,0.0514670312404632,0.0,11357,Chelsea,Noni Madueke,Noni Madueke,3,3,10,2.2,MID
0,0,9,0,16.1,177,0.31,0.51,0.2,0.82,103,1,0,3.0,3.2,2024-11-10,67,0,0,0,0,0,0,0,False,1,0,0,0,0,11,0,793888,1,1,1,11.0,1,-88424,32601,121025,64,True,1,177,,,0,4,0.2004947960376739,71,AMR,Chelsea,Arsenal,1,1,26705,2024,687561,0.1250054240226745,0,1,0,0.2004947960376739,0.3949865698814392,0.099403940141201,11357,Chelsea,Noni Madueke,Noni Madueke,5,4,11,0.8,MID
0,0,10,1,23.9,177,0.05,0.52,0.47,0.32,117,0,0,9.5,12.8,2024-11-23,84,0,0,0,0,0,0,0,False,11,0,0,0,0,12,0,785011,1,2,1,58.0,3,-18431,66525,84956,64,False,0,177,,,0,3,0.5423605442047119,89,AMR,Leicester,Chelsea,1,2,26719,2024,688097,0.0985931158065795,0,2,0,0.5423605442047119,0.8093590140342712,0.1684053838253021,11357,Chelsea,Noni Madueke,Noni Madueke,3,1,12,2.5,MID
1,0,10,0,11.0,177,0.01,0.08,0.07,0.47,123,0,0,4.8,18.2,2024-12-01,19,0,0,0,0,0,0,0,False,2,0,0,0,0,13,0,741475,0,0,3,19.0,3,-42779,27951,70730,64,True,1,177,,,0,1,0.0380419045686721,14,Sub,Chelsea,Aston Villa,3,0,26724,2024,690689,0.0336738973855972,1,1,0,0.0380419045686721,0.0380419045686721,0.0,11357,Chelsea,Noni Madueke,Noni Madueke,3,4,13,2.7,MID
1,3,38,0,17.8,177,0.15,1.33,1.18,1.56,140,1,1,20.0,62.0,2024-12-04,71,0,0,0,0,0,0,0,False,17,0,0,0,0,14,0,704219,1,5,1,120.0,13,-39717,30190,69907,63,False,0,177,,,1,7,1.9922951459884644,77,AMR,Southampton,Chelsea,1,5,26741,2024,691469,0.1874632090330124,1,1,1,1.9922951459884644,3.54441499710083,1.4411295652389526,11357,Chelsea,Noni Madueke,Noni Madueke,3,1,14,6.0,MID
0,0,3,0,0.2,177,0.0,0.0,0.0,0.97,149,1,0,0.6,2.0,2024-12-08,4,0,0,0,0,0,0,0,False,18,0,0,0,0,15,0,768750,0,4,3,4.0,1,58754,88928,30174,63,False,0,177,,,0,0,0.0,2,Sub,Tottenham,Chelsea,3,4,26745,2024,693045,0.0,0,0,0,0.0,0.0,0.0,11357,Chelsea,Noni Madueke,Noni Madueke,3,3,15,5.0,MID
1,1,25,0,33.4,177,0.11,0.59,0.48,1.61,154,1,0,11.6,24.2,2024-12-15,90,0,0,0,0,0,0,0,False,4,0,0,0,0,16,0,750823,1,1,2,58.0,6,-17487,57033,74520,63,True,0,177,,,0,7,0.6535383462905884,90,AMR,Chelsea,Brentford,2,1,26757,2024,694596,0.423228919506073,1,2,0,0.6535383462905884,1.2376649379730225,0.2501360774040222,11357,Chelsea,Noni Madueke,Noni Madueke,3,4,16,5.7,MID
0,0,0,0,0.8,177,0.0,0.0,0.0,0.32,164,0,0,0.4,0.0,2024-12-22,14,0,0,0,0,0,0,0,False,8,0,0,0,0,17,0,778170,0,0,0,4.0,1,23194,65489,42295,63,False,0,177,,,0,0,0.0,13,Sub,Everton,Chelsea,0,0,26764,2024,695780,0.0,0,0,0,0.0,0.0,0.0,11357,Chelsea,Noni Madueke,Noni Madueke,3,3,17,5.0,MID
0,0,5,0,14.8,177,0.07,0.26,0.19,1.58,186,2,0,6.2,7.8,2024-12-30,76,0,0,0,0,0,0,0,False,10,0,0,0,0,19,0,655131,1,0,2,39.0,2,-69001,24224,93225,63,False,0,177,,,0,3,0.2387621402740478,82,AMR,Ipswich,Chelsea,2,0,26787,2024,696911,0.0685258880257606,0,1,0,0.2387621402740478,0.4556819796562195,0.1483939439058303,11357,Chelsea,Noni Madueke,Noni Madueke,3,2,19,4.3,MID
0,0,2,0,0.3,177,0.0,0.0,0.0,0.04,194,0,0,0.2,0.0,2025-01-04,4,0,0,0,0,0,0,0,False,7,0,0,0,0,20,0,596322,0,1,1,2.0,1,-60879,15150,76029,62,False,0,177,,,0,0,0.0,3,Sub,Crystal Palace,Chelsea,1,1,26795,2024,697185,0.0,0,0,0,0.0,0.0,0.0,11357,Chelsea,Noni Madueke,Noni Madueke,3,3,20,2.3,MID
0,0,9,0,21.3,177,0.32,0.47,0.15,1.01,208,2,0,4.7,4.0,2025-01-14,80,0,0,0,0,0,0,0,False,3,0,0,0,0,21,0,525711,1,2,2,22.0,2,-72239,7276,79515,62,True,0,177,,,0,3,0.1933740675449371,86,AMR,Chelsea,Bournemouth,2,2,26809,2024,699117,0.2019858062267303,0,2,0,0.1933740675449371,0.4173527956008911,0.055470522493124,11357,Chelsea,Noni Madueke,Noni Madueke,3,4,21,1.7,MID
0,0,21,0,17.3,177,0.33,1.52,1.19,0.83,213,1,1,13.0,35.8,2025-01-20,83,0,0,0,0,0,0,0,False,20,0,0,0,0,22,0,496058,1,1,3,77.0,7,-31613,5832,37445,61,True,0,177,,,1,6,1.160603642463684,90,AMR,Chelsea,Wolverhampton Wanderers,3,1,26814,2024,701007,0.0824819430708885,0,1,1,1.160603642463684,0.9563090801239014,0.6305450797080994,11357,Chelsea,Noni Madueke,Noni Madueke,3,4,22,0.0,MID
0,2,28,0,12.7,177,0.02,0.99,0.97,2.5,227,3,1,8.6,39.4,2025-01-25,90,0,0,0,0,0,0,0,False,13,0,0,0,0,23,0,468032,1,1,3,34.0,9,-28780,5097,33877,61,False,0,177,,,1,2,0.5831358432769775,90,AMR,Manchester City,Chelsea,3,1,26828,2024,701669,0.0361131578683853,0,1,1,0.5831358432769775,0.688953697681427,0.0697046965360641,11357,Chelsea,Noni Madueke,Noni Madueke,3,4,23,4.8,MID
0,0,10,0,37.7,177,0.16,0.25,0.09,0.43,234,1,0,5.4,8.0,2025-02-03,60,0,0,0,0,0,0,0,False,19,0,0,0,0,24,0,515243,1,1,2,8.0,2,37996,52997,15001,61,True,0,177,,,0,1,0.0648688003420829,64,AMR,Chelsea,West Ham,2,1,26835,2024,704442,0.3415121734142303,0,3,0,0.0648688003420829,0.5140938758850098,0.1077129021286964,11357,Chelsea,Noni Madueke,Noni Madueke,2,4,24,5.5,MID
0,0,4,0,10.8,177,0.05,0.05,0.0,0.03,242,0,0,1.9,4.4,2025-02-14,20,0,0,0,0,0,0,0,False,5,0,0,0,0,25,0,492987,1,0,3,4.0,1,-17477,16709,34186,61,False,0,177,,,0,0,0.0,20,AMR,Brighton,Chelsea,3,0,26843,2024,705895,0.1002419218420982,0,1,0,0.0,0.127222940325737,0.0269810166209936,11357,Chelsea,Noni Madueke,Noni Madueke,3,3,25,4.5,MID
0,0,8,0,0.5,177,0.01,0.01,0.0,0.49,296,0,0,0.6,5.0,2025-04-03,22,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,355256,0,0,1,0.0,1,-5917,255,6172,60,True,0,177,,,0,0,0.0,18,Sub,Chelsea,Tottenham,1,0,26897,2024,716278,0.0,0,0,0,0.0,0.0,0.0,11357,Chelsea,Noni Madueke,Noni Madueke,2,4,30,0.4,MID
0,0,3,0,2.3,177,0.01,0.08,0.07,0.53,302,0,0,2.3,1.8,2025-04-06,58,0,0,0,0,0,0,0,False,4,0,0,0,0,31,0,355568,1,0,0,19.0,1,55,1516,1461,60,False,0,177,,,0,1,0.0376106984913349,61,AMR,Brentford,Chelsea,0,0,26903,2024,717469,0.0,0,0,0,0.0376106984913349,0.0376106984913349,0.0,11357,Chelsea,Noni Madueke,Noni Madueke,3,3,31,1.2,MID
