assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,14,0,16.3,550,0.11,0.11,0.0,1.24,2,2,0,2.6,6.0,2024-08-17,90,0,0,0,0,0,0,0,False,1,0,0,0,0,1,0,83019,1,0,2,4.0,2,0,0,0,65,False,0,550,,,Hwang Hee-chan,0,0,0.0,90,AMR,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666316,0.2483385056257248,0,1,0,0.0,0.2483385056257248,0.0,26604,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,5,1,1.3,MID,2
0,0,3,0,1.0,550,0.01,0.01,0.0,0.93,20,4,0,0.6,3.4,2024-08-25,58,0,0,0,0,0,0,0,False,6,0,0,0,0,2,0,83241,1,6,2,2.0,1,-7281,4051,11332,65,True,0,550,,,Hwang Hee-chan,0,0,0.0,68,AMR,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668739,0.0,0,0,0,0.0,0.657800555229187,0.657800555229187,26619,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,3,2,1.5,MID,1
0,0,3,0,10.6,550,0.01,0.01,0.0,0.68,29,0,0,1.7,4.4,2024-08-31,30,0,0,0,0,0,0,0,False,16,0,0,0,0,3,0,73088,0,1,1,2.0,1,-12372,5169,17541,64,False,0,550,,,Hwang Hee-chan,0,0,0.0,28,Sub,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671872,0.022649522870779,0,1,0,0.0,0.022649522870779,0.0,26627,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,4,3,1.3,MID,1
0,0,3,0,5.3,550,0.02,0.02,0.0,0.5,40,2,0,0.8,2.4,2024-09-15,19,0,0,0,0,0,0,0,False,15,0,0,0,0,4,0,58389,0,2,1,0.0,1,-15735,1860,17595,63,True,0,550,,,Hwang Hee-chan,0,0,0.0,17,Sub,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674624,0.0,0,0,0,0.0,0.0,0.0,26641,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,4,3,4,0.7,MID,1
0,0,3,0,0.6,550,0.0,0.0,0.0,0.15,60,0,0,0.3,0.2,2024-09-28,22,0,0,0,0,0,0,0,False,12,0,0,0,0,6,0,43645,0,2,1,2.0,1,-8729,719,9448,62,True,0,550,,,Hwang Hee-chan,0,0,0.0,18,Sub,Wolverhampton Wanderers,Liverpool,1,2,26658,2024,678062,0.0,0,0,0,0.0,0.0,0.0,26658,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,5,3,6,0.2,MID,1
0,0,2,0,2.3,550,0.01,0.01,0.0,1.84,63,1,0,0.2,0.0,2024-10-05,33,0,0,0,0,0,0,0,False,4,0,0,0,0,7,0,39494,0,3,5,0.0,1,-4642,884,5526,62,False,0,550,,,Hwang Hee-chan,0,0,0.0,29,Sub,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679573,0.0,0,0,0,0.0,0.0533785223960876,0.0533785223960876,26667,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,3,7,0.8,MID,1
0,0,3,0,1.0,550,0.0,0.0,0.0,0.06,115,0,0,0.1,0.0,2024-11-23,1,0,0,0,0,0,0,0,False,9,0,0,0,0,12,0,26359,0,4,1,0.0,1,-916,152,1068,61,False,0,550,,,Hwang Hee-chan,0,0,0.0,1,Sub,Fulham,Wolverhampton Wanderers,1,4,26717,2024,688420,0.0,0,0,0,0.0,0.0,0.0,26717,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,3,12,0.2,MID,1
0,0,2,0,0.5,550,0.0,0.0,0.0,0.1,130,0,0,0.1,0.6,2024-11-30,8,0,0,0,0,0,0,0,False,3,0,0,0,0,13,0,28186,0,4,2,0.0,1,1558,2111,553,61,True,0,550,,,Hwang Hee-chan,0,0,0.0,1,Sub,Wolverhampton Wanderers,Bournemouth,2,4,26731,2024,689973,0.0,0,0,0,0.0,0.0,0.0,26731,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,3,13,0.5,MID,1
0,0,7,0,3.0,550,0.01,0.01,0.0,0.43,134,1,0,0.7,4.4,2024-12-04,33,0,0,0,0,0,0,0,False,8,0,0,0,0,14,0,28267,0,0,4,0.0,1,-18,1039,1057,61,False,0,550,,,Hwang Hee-chan,0,0,0.0,27,Sub,Everton,Wolverhampton Wanderers,4,0,26735,2024,691597,0.0,0,0,0,0.0,0.0,0.0,26735,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,3,14,0.8,MID,1
0,0,3,0,0.5,550,0.0,0.0,0.0,0.22,160,1,0,0.1,0.0,2024-12-14,18,0,0,0,0,0,0,0,False,10,0,0,0,0,16,0,28195,0,2,1,0.0,1,-10,1192,1202,61,True,0,550,,,Hwang Hee-chan,0,0,0.0,14,Sub,Wolverhampton Wanderers,Ipswich,1,2,26758,2024,693612,0.0,0,0,0,0.0,0.0,0.0,26758,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,2,3,16,0.8,MID,1
0,0,2,0,0.1,550,0.0,0.0,0.0,0.45,167,0,0,0.1,0.4,2024-12-22,16,0,0,0,0,0,0,0,False,11,0,0,0,0,17,0,27582,0,3,0,0.0,1,-732,520,1252,61,False,0,550,,,Hwang Hee-chan,0,0,0.0,13,Sub,Leicester,Wolverhampton Wanderers,0,3,26770,2024,695690,0.0,0,0,0,0.0,0.1041245460510253,0.1041245460510253,26770,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,1,17,0.8,MID,1
0,0,23,0,0.9,550,0.0,0.55,0.55,0.14,180,0,1,5.5,34.8,2024-12-26,16,0,0,0,0,0,0,0,False,14,0,0,0,0,18,0,26951,0,0,2,19.0,6,-726,391,1117,61,True,0,550,,,Hwang Hee-chan,1,1,0.6423093676567078,15,Sub,Wolverhampton Wanderers,Manchester United,2,0,26781,2024,696317,0.0,0,0,1,0.6423093676567078,0.6423093676567078,0.0,26781,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,2,3,18,1.7,MID,6
0,0,24,0,3.9,550,0.01,0.07,0.06,1.42,189,2,1,5.0,33.4,2024-12-29,77,0,0,0,0,0,0,0,False,18,0,0,0,0,19,0,28278,1,2,2,13.0,7,1087,1859,772,61,False,0,550,,,Hwang Hee-chan,1,1,0.0350088030099868,81,FW,Tottenham,Wolverhampton Wanderers,2,2,26790,2024,696757,0.0,0,0,1,0.0350088030099868,0.0,0.0,26790,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,3,19,2.2,MID,7
0,0,3,0,6.9,550,0.13,0.29,0.16,1.14,200,2,0,2.4,2.2,2025-01-06,74,0,0,0,0,0,0,0,False,16,0,0,0,0,20,0,37478,1,3,0,15.0,2,8482,11107,2625,61,True,0,550,,,Hwang Hee-chan,0,2,0.0953666865825653,77,AMC,Wolverhampton Wanderers,Nottingham Forest,0,3,26801,2024,697807,0.0,0,0,0,0.0953666865825653,0.0953666865825653,0.0,26801,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,4,3,20,2.8,MID,2
0,0,3,0,1.0,550,0.02,0.02,0.0,0.66,210,1,0,0.8,0.0,2025-01-15,45,0,0,0,0,0,0,0,False,15,0,0,0,0,21,0,34908,1,0,3,8.0,1,-2479,1619,4098,61,False,0,550,,,Hwang Hee-chan,0,0,0.0,49,AMC,Newcastle United,Wolverhampton Wanderers,3,0,26810,2024,699467,0.0,0,0,0,0.0,0.0,0.0,26810,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,4,21,3.4,MID,1
0,0,12,0,12.3,550,0.02,0.04,0.02,0.72,230,1,0,4.3,17.4,2025-01-25,58,0,0,0,0,0,0,0,False,1,0,0,0,0,23,0,30891,0,1,0,13.0,1,-2037,537,2574,61,True,0,550,,,Hwang Hee-chan,0,1,0.0263630431145429,59,Sub,Wolverhampton Wanderers,Arsenal,0,1,26831,2024,701449,0.0140905622392892,0,1,0,0.0263630431145429,0.0616808570921421,0.0212272517383098,26831,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,5,3,23,0.5,MID,1
1,0,11,0,3.5,550,0.0,0.0,0.0,0.26,240,0,0,0.3,0.0,2025-02-01,11,0,0,0,0,0,0,0,False,2,0,0,0,0,24,0,30188,0,0,2,0.0,4,-908,711,1619,61,True,0,550,,,Hwang Hee-chan,0,0,0.0,7,Sub,Wolverhampton Wanderers,Aston Villa,2,0,26841,2024,703647,0.0,0,0,0,0.0,0.1276030540466308,0.1276030540466308,26841,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,3,24,1.5,MID,4
0,0,0,0,1.7,550,0.0,0.0,0.0,0.19,280,0,0,0.4,0.2,2025-03-08,16,0,0,0,0,0,0,0,False,8,0,0,0,0,28,0,28430,0,1,1,2.0,1,1350,1867,517,61,True,0,550,,,Hwang Hee-chan,0,0,0.0,15,Sub,Wolverhampton Wanderers,Everton,1,1,26881,2024,711708,0.0,0,0,0,0.0,0.0,0.0,26881,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,3,28,0.2,MID,1
0,0,3,0,0.6,550,0.0,0.0,0.0,0.95,320,1,0,0.4,1.4,2025-04-13,7,0,0,0,0,0,0,0,False,18,0,0,0,0,32,0,30451,0,2,4,2.0,1,-1728,174,1902,61,True,0,550,,,Hwang Hee-chan,0,0,0.0,4,Sub,Wolverhampton Wanderers,Tottenham,4,2,26919,2024,719197,0.0,0,0,0,0.0,0.0,0.0,26919,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,2,3,32,0.0,MID,1
0,0,2,0,0.0,550,0.0,0.0,0.0,0.0,349,0,0,0.2,0.0,2025-05-02,5,0,0,0,0,0,0,0,False,13,0,0,0,0,35,0,28807,0,0,1,2.0,1,-181,229,410,61,False,0,550,,,Hwang Hee-chan,0,0,0.0,4,Sub,Manchester City,Wolverhampton Wanderers,1,0,26942,2024,723766,0.0,0,0,0,0.0,0.0,0.0,26942,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,4,35,0.0,MID,1
0,0,4,0,0.7,550,0.0,0.0,0.0,0.49,366,1,0,0.1,0.4,2025-05-20,9,0,0,0,0,0,0,0,False,7,0,0,0,0,37,0,28421,0,2,4,0.0,1,-372,18,390,61,False,0,550,,,Hwang Hee-chan,0,0,0.0,6,Sub,Crystal Palace,Wolverhampton Wanderers,4,2,26967,2024,729310,0.0,0,0,0,0.0,0.0,0.0,26967,Wolverhampton Wanderers,Hwang Hee-chan,Hee-Chan Hwang,3,3,37,0.4,MID,1
