assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2024-10-19,0,0,0,0,0,0,0,0,False,8,0,0,0,0,8,0,2097,0,2,0,0.0,0,-137,0,137,45,True,0,273,,,0,2,0.0905825719237327,90,DC,Ipswich,Everton,0,2,26674,2024,681414,0.0,0,0,0,0.0905825719237327,0.5103933811187744,0.5103933811187744,26674,Ipswich,Cameron Humphreys,Cameron Burgess,3,2,8,0.0,MID,0
0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2024-10-26,0,0,0,0,0,0,0,0,False,4,0,0,0,0,9,0,2011,0,3,4,0.0,0,-89,0,89,45,False,0,273,,,0,1,0.0290296170860528,90,DC,Brentford,Ipswich,4,3,26685,2024,683007,0.0449348613619804,0,1,0,0.0290296170860528,0.4539861977100372,0.4090513288974762,26685,Ipswich,Cameron Humphreys,Cameron Burgess,2,3,9,0.0,MID,0
0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2024-11-02,0,0,0,0,0,0,0,0,False,11,0,0,0,0,10,0,1905,0,1,1,0.0,0,-103,0,103,45,True,0,273,,,0,0,0.0,90,DC,Ipswich,Leicester,1,1,26695,2024,684993,0.0,0,0,0,0.0,0.0321267545223236,0.0321267545223236,26695,Ipswich,Cameron Humphreys,Cameron Burgess,1,2,10,0.0,MID,0
0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,108,0,0,0.0,0.0,2024-11-10,0,0,0,0,0,0,0,0,False,18,0,0,0,0,11,0,1813,0,2,1,0.0,0,-93,0,93,45,False,0,273,,,0,1,0.0283257979899644,90,DC,Tottenham,Ipswich,1,2,26709,2024,687298,0.0,0,0,0,0.0283257979899644,0.0,0.0,26709,Ipswich,Cameron Humphreys,Cameron Burgess,2,3,11,0.0,MID,0
0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2024-11-24,0,0,0,0,0,0,0,0,False,14,0,0,0,0,12,0,1723,0,1,1,0.0,0,-88,0,88,45,True,0,273,,,0,0,0.0,90,DC,Ipswich,Manchester United,1,1,26718,2024,689245,0.0,0,0,0,0.0,0.547687828540802,0.547687828540802,26718,Ipswich,Cameron Humphreys,Cameron Burgess,2,2,12,0.0,MID,0
0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2024-11-30,0,0,0,0,0,0,0,0,False,16,0,0,0,0,13,0,1660,0,0,1,0.0,0,-66,0,66,45,False,0,273,,,0,3,0.1993584781885147,90,DC,Nottingham Forest,Ipswich,1,0,26728,2024,690007,0.0,0,0,0,0.1993584781885147,0.1050358414649963,0.1050358414649963,26728,Ipswich,Cameron Humphreys,Cameron Burgess,2,4,13,0.0,MID,0
0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2024-12-08,0,0,0,0,0,0,0,0,False,3,0,0,0,0,15,0,1575,0,2,1,0.0,0,-37,0,37,45,True,0,273,,,0,1,0.0891363695263862,90,DC,Ipswich,Bournemouth,1,2,26750,2024,692743,0.1296076476573944,1,2,0,0.0891363695263862,0.1945043951272964,0.0648967549204826,26750,Ipswich,Cameron Humphreys,Cameron Burgess,3,2,15,0.0,MID,0
0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2024-12-14,0,0,0,0,0,0,0,0,False,20,0,0,0,0,16,0,1529,0,2,1,0.0,0,-47,0,47,45,False,0,273,,,0,0,0.0,90,DC,Wolverhampton Wanderers,Ipswich,1,2,26758,2024,693616,0.0,0,0,0,0.0,0.5991424918174744,0.5991424918174744,26758,Ipswich,Cameron Humphreys,Cameron Burgess,2,3,16,0.0,MID,0
0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,166,0,0,0.0,0.0,2024-12-21,0,0,0,0,0,0,0,0,False,15,0,0,0,0,17,0,1502,0,4,0,0.0,0,-29,0,29,45,True,0,273,,,0,0,0.0,90,DC,Ipswich,Newcastle United,0,4,26771,2024,695324,0.0,0,0,0,0.0,0.235129103064537,0.235129103064537,26771,Ipswich,Cameron Humphreys,Cameron Burgess,4,2,17,0.0,MID,0
0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,215,0,0,0.0,0.0,2025-01-19,0,0,0,0,0,0,0,0,False,13,0,0,0,0,22,0,1355,0,6,0,0.0,0,-21,0,21,45,True,0,273,,,0,1,0.1283558905124664,90,DC,Ipswich,Manchester City,0,6,26816,2024,700753,0.0,0,0,0,0.1283558905124664,0.1009349599480629,0.1009349599480629,26816,Ipswich,Cameron Humphreys,Cameron Burgess,4,2,22,0.0,MID,0
