assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,0,3,0,0.3,535,0.0,0.0,0.0,0.36,24,0,0,0.6,5.2,2023-08-26,5,5,0,0,0,0,3,0,120199,0,3,1,0.0,1,-29727,2600,32327,59,False,0,0,0,0.0,1,Sub,Brighton,West Ham,1,3,22301,2023,607036,0.0,0,0,0,0.0,0.0,0.0,2,3
0,0,1,0,0.3,535,0.01,0.01,0.0,0.27,38,1,0,0.0,0.0,2023-09-01,10,12,0,0,0,0,4,0,105344,0,2,1,0.0,1,-17173,2847,20020,59,False,0,0,0,0.0,8,Sub,Luton,West Ham,1,2,21925,2023,608303,0.0,0,0,0,0.0,0.0,0.0,2,2
0,0,3,0,0.1,535,0.0,0.0,0.0,0.0,49,0,0,0.0,0.0,2023-09-16,3,13,0,0,0,0,5,0,91828,0,3,1,0.0,1,-15674,2740,18414,58,True,0,0,0,0.0,1,Sub,West Ham,Manchester City,1,3,21937,2023,610351,0.0,0,0,0,0.0,0.0,0.0,5,3
0,0,3,0,0.0,535,0.0,0.0,0.0,0.35,57,0,0,0.2,0.0,2023-09-24,3,11,0,0,0,0,6,0,84109,0,1,3,2.0,1,-8493,861,9354,58,False,0,0,0,0.0,1,Sub,Liverpool,West Ham,3,1,21953,2023,612822,0.0,0,0,0,0.0,0.0,0.0,2,5
0,0,3,0,0.0,535,0.0,0.0,0.0,0.31,81,1,0,0.2,2.2,2023-10-22,4,2,0,0,0,0,9,0,74627,0,1,4,0.0,1,-2774,1857,4631,57,False,0,0,0,0.0,2,Sub,Aston Villa,West Ham,4,1,21976,2023,618991,0.0,0,0,0,0.0,0.0,0.0,2,4
0,0,3,0,0.0,535,0.0,0.0,0.0,0.07,99,0,0,0.4,0.0,2023-10-29,5,9,0,0,0,0,10,0,72941,0,1,0,4.0,1,-2073,1706,3779,57,True,0,0,0,0.0,1,Sub,West Ham,Everton,0,1,21993,2023,620338,0.0,0,0,0,0.0,0.0,0.0,2,3
0,0,0,0,0.0,535,0.0,0.0,0.0,0.37,101,1,0,0.3,1.0,2023-11-04,26,4,0,0,0,0,11,0,70975,0,2,3,2.0,0,-2325,1474,3799,56,False,1,0,0,0.0,19,Sub,Brentford,West Ham,3,2,21995,2023,621549,0.0,0,0,0,0.0,0.0,0.0,2,2
0,0,6,0,0.8,535,0.0,0.0,0.0,1.15,122,1,0,0.0,0.0,2023-11-25,61,6,0,0,0,0,13,0,74262,1,2,1,0.0,2,2481,5702,3221,56,False,0,0,0,0.0,63,FW,Burnley,West Ham,1,2,22016,2023,624862,0.0,0,0,0,0.0,0.0,0.0,2,2
0,0,5,0,0.6,535,0.0,0.0,0.0,0.02,170,0,0,0.3,2.0,2023-12-17,3,20,0,0,0,0,17,0,70059,0,0,3,0.0,1,-1288,1323,2611,56,True,0,0,0,0.0,1,Sub,West Ham,Wolverhampton Wanderers,3,0,22064,2023,630898,0.0,0,0,0,0.0,0.0,0.0,2,3
2,2,27,0,44.1,535,0.05,0.79,0.74,1.44,210,1,0,12.2,25.6,2024-01-21,90,17,0,0,0,0,21,0,68070,1,2,2,52.0,10,-279,2339,2618,56,False,0,0,6,0.8197591304779053,90,AMC,Sheffield United,West Ham,2,2,22101,2023,636208,0.3309230804443359,0,4,0,0.8197591304779053,1.064308524131775,0.1063233092427253,2,2
