assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,0,1,0,3.5,126,0.03,0.06,0.03,0.95,19,1,0,0.1,0.0,2023-08-20,29,19,0,0,0,0,2,0,298443,0,1,3,1.0,1,-9711,31737,41448,50,False,0,0,1,0.0235650092363357,20,Sub,West Ham,Chelsea,3,1,22293,2023,605921,0.0,0,0,0,0.0235650092363357,0.0235650092363357,0.0,3,3
0,0,15,1,4.4,126,0.03,0.03,0.0,0.43,26,0,0,2.4,17.6,2023-08-25,90,12,0,0,0,0,3,0,274953,1,0,3,2.0,3,-30708,16445,47153,50,True,0,0,0,0.0,90,MC,Chelsea,Luton,3,0,22295,2023,606588,0.0,0,0,0,0.0,1.24640691280365,1.24640691280365,2,3
0,0,11,0,6.0,126,0.04,0.12,0.08,0.64,35,1,0,2.0,11.6,2023-09-02,76,16,0,0,0,0,4,0,247430,1,1,0,2.0,2,-31420,7358,38778,49,True,0,0,1,0.0447011031210422,82,MC,Chelsea,Nottingham Forest,0,1,21930,2023,608744,0.0,0,0,0,0.0447011031210422,0.7986632585525513,0.7539621591567993,2,3
0,0,14,0,3.1,126,0.01,0.04,0.03,0.63,55,1,0,2.3,12.6,2023-09-24,78,2,0,0,0,0,6,0,179093,1,1,0,7.0,2,-39556,1089,40645,48,True,0,0,1,0.0162075664848089,81,DMC,Chelsea,Aston Villa,0,1,21947,2023,612739,0.0,0,0,0,0.0162075664848089,0.6850306987762451,0.6688231825828552,3,3
0,0,12,1,3.7,126,0.01,0.01,0.0,1.08,64,0,0,1.8,14.6,2023-10-02,90,10,0,0,0,0,7,0,163995,1,2,0,0.0,3,-15997,2658,18655,48,False,0,0,0,0.0,90,MC,Fulham,Chelsea,0,2,21964,2023,615828,0.0,0,0,0,0.0,0.8752210140228271,0.8752210140228271,3,3
0,0,15,0,27.4,126,0.04,0.04,0.0,0.75,73,1,0,4.9,21.6,2023-10-07,90,6,0,0,0,0,8,0,156827,1,4,1,0.0,1,-7972,3979,11951,47,False,1,0,0,0.0,90,MC,Burnley,Chelsea,1,4,21967,2023,616392,0.1027400642633438,0,2,0,0.0,0.4616401791572571,0.41245037317276,3,2
0,0,9,0,12.8,126,0.15,0.15,0.0,1.06,84,2,0,2.6,9.4,2023-10-21,90,1,0,0,0,0,9,0,154913,1,2,2,4.0,2,-2981,5616,8597,47,True,0,0,0,0.0,90,DMC,Chelsea,Arsenal,2,2,21978,2023,618313,0.1083799824118614,0,1,0,0.0,0.1083799824118614,0.0,5,3
0,0,11,0,10.6,126,0.08,0.08,0.0,0.53,95,1,0,2.0,9.6,2023-10-28,80,4,0,0,0,0,10,0,154120,1,2,0,0.0,1,-1198,7237,8435,47,True,1,0,0,0.0,84,DMC,Chelsea,Brentford,0,2,21989,2023,619560,0.0,0,0,0,0.0,0.1459657698869705,0.1459657698869705,2,3
0,0,10,0,14.7,126,0.05,0.05,0.0,0.94,110,1,0,2.2,5.6,2023-11-06,90,18,0,0,0,0,11,0,150068,1,4,1,2.0,2,-4346,4559,8905,47,False,0,0,0,0.0,90,DMC,Tottenham,Chelsea,1,4,22004,2023,622769,0.016745077446103,0,1,0,0.0,1.4682024717330933,1.4682024717330933,3,4
0,0,14,0,20.9,126,0.01,0.04,0.03,2.83,115,4,0,2.8,5.4,2023-11-12,89,13,0,0,0,0,12,0,145980,1,4,4,2.0,1,-4255,2401,6656,47,True,1,0,1,0.0313175879418849,90,DMC,Chelsea,Manchester City,4,4,22009,2023,624147,0.483214795589447,0,2,0,0.0313175879418849,0.5145323872566223,0.0,5,3
