assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,0,5,0,0.0,293,0.0,0.0,0.0,0.28,14,0,0,0.2,2.2,2023-08-19,4,3,0,0,0,0,2,0,1106632,0,1,3,0.0,1,-143608,67659,211267,75,True,0,0,0,0.0,1,Sub,Liverpool,Bournemouth,3,1,22288,2023,605130,0.0,0,0,0,0.0,0.0,0.0,2,5
0,3,50,0,0.3,293,0.09,0.61,0.52,0.4,29,0,2,10.2,65.2,2023-08-27,13,15,0,0,0,0,3,0,695498,0,2,1,36.0,11,-424333,12547,436880,73,False,1,2,2,0.3514752388000488,9,Sub,Newcastle United,Liverpool,1,2,22304,2023,607709,0.0,0,0,2,0.3514752388000488,0.4054159522056579,0.0539407432079315,4,4
2,0,16,1,13.2,293,0.01,1.15,1.14,0.57,37,0,0,5.1,11.6,2023-09-03,64,2,0,0,0,0,4,0,901420,1,0,3,26.0,8,141487,208975,67488,73,True,0,0,5,1.398556351661682,69,FW,Liverpool,Aston Villa,3,0,21933,2023,609374,0.5849390625953674,1,1,0,1.398556351661682,1.378749132156372,0.2790379226207733,3,5
0,0,-2,0,2.5,293,0.23,0.4,0.17,0.23,50,0,0,2.9,2.6,2023-09-16,34,20,0,0,0,0,5,0,1198651,0,3,1,24.0,1,244378,331927,87549,74,False,0,0,2,0.5494419932365417,32,Sub,Wolverhampton Wanderers,Liverpool,1,3,21935,2023,610083,0.0,0,0,0,0.5494419932365417,0.6113585233688354,0.0619165152311325,4,2
0,0,23,0,5.9,293,0.01,0.9,0.89,1.09,57,1,1,9.4,38.4,2023-09-24,80,19,0,0,0,0,6,0,1102629,1,1,3,50.0,6,-97254,68891,166145,74,True,0,1,3,1.267219066619873,85,FW,Liverpool,West Ham,3,1,21953,2023,612803,0.0,0,0,1,1.267219066619873,1.3219997882843018,0.054780788719654,2,5
1,0,14,0,23.1,293,0.38,0.49,0.11,2.3,72,2,0,7.2,19.4,2023-10-08,90,5,0,0,0,0,8,0,1247706,1,2,2,29.0,5,-45037,140442,185479,74,False,0,0,3,0.1252784729003906,90,FW,Brighton,Liverpool,2,2,21966,2023,616944,0.6436670422554016,1,2,0,0.1252784729003906,1.37919020652771,0.6327582001686096,4,3
1,0,17,0,11.5,293,0.08,0.1,0.02,0.03,85,0,0,5.1,22.4,2023-10-21,28,9,0,0,0,0,9,0,1348856,0,0,2,17.0,4,85504,167134,81630,74,True,0,0,1,0.0148219252005219,26,Sub,Liverpool,Everton,2,0,21979,2023,617761,0.4393172264099121,1,1,0,0.0148219252005219,0.4896730482578277,0.0355339050292968,2,5
1,1,29,1,14.4,293,0.02,1.17,1.15,0.13,97,0,1,13.4,37.2,2023-10-29,79,16,0,0,0,0,10,0,1334977,1,0,3,82.0,10,-16756,117451,134207,74,True,0,1,5,1.445675015449524,84,FW,Liverpool,Nottingham Forest,3,0,21991,2023,620603,0.0474537089467048,0,1,1,1.445675015449524,1.0222855806350708,0.0,2,5
0,0,-4,0,15.2,293,0.01,0.91,0.9,0.81,105,1,0,8.9,7.8,2023-11-05,90,12,0,0,0,0,11,0,1623608,1,1,1,66.0,2,266938,304368,37430,75,False,0,0,9,1.4395437240600586,90,FW,Luton,Liverpool,1,1,21999,2023,622371,0.0118857389315962,0,1,0,1.4395437240600586,1.948721170425415,0.4972916841506958,4,2
1,0,19,1,25.8,293,0.11,0.32,0.21,1.57,117,0,0,9.9,38.4,2023-11-12,90,4,0,0,0,0,12,0,1674014,1,0,3,35.0,5,47015,136406,89391,75,True,0,0,3,0.1373026072978973,90,FW,Liverpool,Brentford,3,0,22011,2023,623846,0.3882927000522613,1,2,0,0.1373026072978973,0.5673335194587708,0.0417382158339023,2,5
0,0,-5,0,2.2,293,0.03,0.46,0.43,1.07,126,1,0,4.5,2.8,2023-11-25,84,13,0,0,0,0,13,0,1743271,1,1,1,40.0,1,59507,144014,84507,76,False,1,0,4,0.5913522839546204,86,FW,Manchester City,Liverpool,1,1,22020,2023,624585,0.0,0,0,0,0.5913522839546204,0.5913522839546204,0.0,4,5
0,0,-2,0,14.8,293,0.06,0.37,0.31,1.22,136,3,0,4.8,0.0,2023-12-03,90,10,0,0,0,0,14,0,2034313,1,3,4,33.0,2,278670,364391,85721,76,True,0,0,3,0.8188254237174988,90,FW,Liverpool,Fulham,4,3,22030,2023,627336,0.2905765175819397,0,1,0,0.8188254237174988,1.161931037902832,0.0525291636586189,2,5
1,0,7,0,10.8,293,0.06,0.4,0.34,0.41,147,0,0,5.0,22.2,2023-12-06,23,17,0,0,0,0,15,0,1997253,0,2,0,17.0,3,-35611,73421,109032,77,False,1,0,1,0.333632618188858,17,Sub,Sheffield United,Liverpool,0,2,22040,2023,627989,0.3119440078735351,1,1,0,0.333632618188858,0.6455765962600708,0.0,4,2
