assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,1,28,1,1.9,350,0.01,0.01,0.0,0.29,16,0,0,1.3,10.6,2023-08-19,90,15,0,0,0,0,2,0,545672,1,0,1,0.0,7,-86857,34260,121117,55,True,0,0,0,0.0,90,DC,Manchester City,Newcastle United,1,0,22291,2023,605556,0.0,0,0,0,0.0,0.6470957398414612,0.6470957398414612,3,5
0,0,14,0,10.3,350,0.1,0.13,0.03,0.73,30,1,0,3.7,20.4,2023-08-27,90,17,0,0,0,0,3,0,688212,1,2,1,6.0,2,90888,126534,35646,55,False,0,0,1,0.0220532529056072,90,DC,Sheffield United,Manchester City,1,2,22303,2023,607486,0.0,0,0,0,0.0220532529056072,1.0386672019958496,1.0166139602661133,5,2
0,0,12,0,1.9,350,0.01,0.01,0.0,1.45,39,1,0,2.4,22.0,2023-09-02,90,10,0,0,0,0,4,0,797895,1,1,5,0.0,2,71223,107340,36117,55,True,0,0,0,0.0,90,DC,Manchester City,Fulham,5,1,21927,2023,608708,0.0,0,0,0,0.0,0.3291329741477966,0.3291329741477966,2,5
0,0,11,0,2.3,350,0.04,0.23,0.19,0.94,49,1,0,5.7,19.0,2023-09-16,90,19,0,0,0,0,5,0,842408,1,3,1,36.0,2,11102,61531,50429,55,False,0,0,2,0.3749752342700958,90,DC,West Ham,Manchester City,1,3,21937,2023,610354,0.0,0,0,0,0.3749752342700958,0.5540769696235657,0.5039672255516052,5,3
0,0,26,1,2.3,350,0.02,0.02,0.0,1.03,59,0,0,2.5,22.2,2023-09-23,90,16,0,0,0,0,6,0,853743,1,0,2,0.0,6,-2120,41870,43990,55,True,0,0,0,0.0,90,DC,Manchester City,Nottingham Forest,2,0,21946,2023,612149,0.0,0,0,0,0.0,0.1228318586945533,0.1228318586945533,2,5
0,0,9,0,21.8,350,0.29,0.44,0.15,0.44,70,2,0,7.0,23.2,2023-09-30,90,20,1,0,0,0,7,0,877614,1,1,2,25.0,-1,10098,41872,31774,55,False,0,0,3,0.1457349210977554,90,DC,Wolverhampton Wanderers,Manchester City,2,1,21961,2023,614616,0.0150834629312157,0,1,0,0.1457349210977554,0.1984889507293701,0.124774619936943,5,2
0,0,10,0,2.5,350,0.01,0.01,0.0,0.41,71,1,0,1.3,10.4,2023-10-08,90,1,0,0,0,0,8,0,824427,1,0,1,0.0,2,-55029,18525,73554,55,False,0,0,0,0.0,90,DC,Arsenal,Manchester City,1,0,21965,2023,617306,0.0,0,0,0,0.0,0.100006528198719,0.100006528198719,5,5
0,0,3,0,0.4,350,0.0,0.0,0.0,0.0,86,0,0,0.3,3.0,2023-10-21,15,5,0,0,0,0,9,0,824475,0,1,2,0.0,1,-13717,19195,32912,55,True,0,0,0,0.0,11,Sub,Manchester City,Brighton,2,1,21980,2023,618135,0.0,0,0,0,0.0,0.0,0.0,2,5
0,0,24,1,1.6,350,0.01,0.01,0.0,1.03,98,0,0,1.6,12.0,2023-10-29,90,14,0,0,0,0,10,0,778184,1,3,0,2.0,6,-48904,8616,57520,55,False,0,0,0,0.0,90,DC,Manchester United,Manchester City,0,3,21992,2023,620737,0.0,0,0,0,0.0,0.8354457020759583,0.8354457020759583,5,4
0,0,15,0,6.3,350,0.07,0.07,0.0,2.96,115,4,0,2.1,14.4,2023-11-12,90,7,0,0,0,0,12,0,761484,1,4,4,0.0,0,-31404,15034,46438,55,False,0,0,0,0.0,90,DC,Chelsea,Manchester City,4,4,22009,2023,624158,0.0,0,0,0,0.0,0.9304620027542114,0.9304620027542114,5,3
