assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,0,7,0,27.8,64,0.19,0.19,0.0,0.08,14,0,0,3.3,3.4,2023-08-19,14,11,0,0,0,0,2,0,9519,0,1,3,2.0,1,-135,1015,1150,50,False,0,0,0,0.0,10,Sub,Liverpool,Bournemouth,3,1,22288,2023,605147,0.4090512096881866,0,2,0,0.0,0.3383332788944244,0.0,2,5
0,0,5,0,1.4,64,0.01,0.01,0.0,0.28,22,0,0,0.6,2.2,2023-08-26,17,18,0,0,0,0,3,0,8242,0,2,0,2.0,1,-1505,243,1748,50,True,0,0,0,0.0,12,Sub,Bournemouth,Tottenham,0,2,22296,2023,606655,0.0,0,0,0,0.0,0.0170503482222557,0.0170503482222557,3,2
0,2,23,0,0.1,64,0.0,1.02,1.02,1.84,32,1,1,7.4,35.0,2023-09-02,30,4,0,0,0,0,4,0,7352,0,2,2,39.0,8,-1055,287,1342,49,False,0,1,2,1.0404340028762815,27,Sub,Brentford,Bournemouth,2,2,21928,2023,608672,0.0,0,0,1,1.0404340028762815,1.0404340028762815,0.0,2,2
0,0,4,0,10.5,64,0.04,0.04,0.0,0.0,42,0,0,1.3,2.4,2023-09-17,1,7,0,0,0,0,5,0,10517,0,0,0,0.0,1,2226,3360,1134,49,True,0,0,0,0.0,1,Sub,Bournemouth,Chelsea,0,0,21942,2023,610972,0.0932021886110305,0,1,0,0.0,0.0932021886110305,0.0,3,2
0,0,-2,0,10.7,64,0.05,0.46,0.41,0.12,53,0,0,1.8,1.8,2023-09-24,8,5,0,0,0,0,6,0,10846,0,1,3,5.0,0,255,1304,1049,49,False,1,0,1,0.3408990502357483,5,Sub,Brighton,Bournemouth,3,1,21951,2023,612732,0.0769150108098983,0,1,0,0.3408990502357483,0.4178140461444855,0.0769150108098983,2,3
0,0,3,0,4.3,64,0.02,0.02,0.0,0.51,75,0,0,0.7,2.4,2023-10-07,23,9,0,0,0,0,8,0,9892,0,0,3,0.0,1,-493,612,1105,49,False,0,0,0,0.0,21,Sub,Everton,Bournemouth,3,0,21969,2023,616428,0.0,0,0,0,0.0,0.0306156054139137,0.0306156054139137,2,2
0,0,7,0,13.4,64,0.05,0.1,0.05,0.74,82,1,0,4.2,9.4,2023-10-21,56,20,0,0,0,0,9,0,9441,1,2,1,19.0,1,-534,372,906,49,True,0,0,1,0.0525667183101177,61,AMR,Bournemouth,Wolverhampton Wanderers,1,2,21975,2023,618037,0.1308392435312271,0,1,0,0.0525667183101177,0.8259831070899963,0.6425771117210388,2,2
0,0,2,0,0.3,64,0.01,0.01,0.0,0.41,129,1,0,0.1,0.2,2023-11-25,8,17,0,0,0,0,13,0,7699,0,3,1,0.0,1,-358,126,484,49,False,0,0,0,0.0,4,Sub,Sheffield United,Bournemouth,1,3,22023,2023,624988,0.0,0,0,0,0.0,0.0,0.0,2,2
0,0,-2,0,0.3,64,0.0,0.27,0.27,0.04,177,0,0,0.4,0.0,2023-12-23,9,16,0,0,0,0,18,0,6797,0,3,2,4.0,1,-230,47,277,48,False,0,0,1,0.2854505181312561,3,Sub,Nottingham Forest,Bournemouth,2,3,22070,2023,632695,0.0,0,0,0,0.2854505181312561,0.2854505181312561,0.0,2,2
1,0,12,0,10.6,64,0.0,0.01,0.01,0.0,182,0,0,4.8,20.2,2023-12-26,2,10,0,0,0,0,19,0,6813,0,0,3,17.0,4,-19,121,140,48,True,0,0,1,0.0525736473500728,1,Sub,Bournemouth,Fulham,3,0,22075,2023,632986,0.0476367585361003,1,1,0,0.0525736473500728,0.1002104058861732,0.0476367585361003,2,2
0,0,2,0,0.7,64,0.03,0.05,0.02,0.53,198,0,0,0.0,0.0,2023-12-31,8,18,0,0,0,0,20,0,6792,0,1,3,1.0,1,-41,153,194,48,False,0,0,1,0.012008462101221,1,Sub,Tottenham,Bournemouth,3,1,22092,2023,633758,0.0,0,0,0,0.012008462101221,0.0600018166005611,0.04799335449934,2,4
0,0,6,0,18.5,64,0.05,0.56,0.51,0.65,202,3,0,3.3,6.0,2024-01-21,21,11,0,0,0,0,21,0,6566,0,4,0,8.0,1,-251,96,347,47,True,0,0,2,0.3262251317501068,19,Sub,Bournemouth,Liverpool,0,4,22102,2023,636290,0.1329410970211029,0,1,0,0.3262251317501068,0.5135849118232727,0.0696645602583885,4,2
