assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,2,31,0,0.0,524,0.0,0.0,0.0,2.45,19,1,0,3.8,38.2,2023-08-20,90,7,0,0,1,0,2,3,2110039,1,1,3,0.0,10,50058,93606,43548,40,True,0,0,0,0,90,GK,West Ham,Chelsea,3,1,22293,2023,605896,0.0,0,0,0,0,0.0583644546568393,0.0583644546568393,3,3
0,0,27,0,0.0,524,0.0,0.0,0.0,1.52,24,1,0,5.8,58.0,2023-08-26,90,5,0,0,0,0,3,9,2325077,1,3,1,0.0,5,147346,186702,39356,40,False,0,0,0,0,90,GK,Brighton,West Ham,1,3,22301,2023,607022,0.0,0,0,0,0,0.2574573755264282,0.2574573755264282,2,3
0,0,8,0,0.0,524,0.0,0.0,0.0,1.43,38,1,0,0.2,2.0,2023-09-01,90,12,0,0,0,0,4,0,2672692,1,2,1,0.0,2,274783,301435,26652,41,False,0,0,0,0,90,GK,Luton,West Ham,1,2,21925,2023,608290,0.0,0,0,0,0,0.0280350875109434,0.0280350875109434,2,2
0,0,29,0,0.0,524,0.0,0.0,0.0,3.63,49,3,0,7.6,76.0,2023-09-16,90,13,0,0,0,0,5,10,2862415,1,3,1,0.0,4,151601,218857,67256,41,True,0,0,0,0,90,GK,West Ham,Manchester City,1,3,21937,2023,610337,0.0,0,0,0,0,0.0,0.0,5,3
0,0,17,0,0.0,524,0.0,0.0,0.0,3.06,57,3,0,2.9,29.0,2023-09-24,90,11,0,0,0,0,6,4,3007688,1,1,3,0.0,2,130695,164222,33527,41,False,0,0,0,0,90,GK,Liverpool,West Ham,3,1,21953,2023,612809,0.0,0,0,0,0,0.0818610340356826,0.0818610340356826,2,5
0,0,23,1,0.0,524,0.0,0.0,0.0,1.07,69,0,0,1.6,16.4,2023-09-30,90,17,0,0,0,0,7,2,3189975,1,0,2,0.0,6,161286,193546,32260,42,True,0,0,0,0,90,GK,West Ham,Sheffield United,2,0,21960,2023,614720,0.0,0,0,0,0,0.0,0.0,2,3
0,0,10,0,0.0,524,0.0,0.0,0.0,1.95,79,2,0,1.1,11.0,2023-10-08,90,15,0,0,0,0,8,1,3467090,1,2,2,0.0,1,282165,337124,54959,42,True,0,0,0,0,90,GK,West Ham,Newcastle United,2,2,21973,2023,616949,0.0,0,0,0,0,0.6619234085083008,0.6619234085083008,3,3
0,0,14,0,0.0,524,0.0,0.0,0.0,2.02,81,4,0,3.1,30.6,2023-10-22,90,2,0,0,0,0,9,3,3580526,1,1,4,0.0,1,93651,132449,38798,42,False,0,0,0,0,90,GK,Aston Villa,West Ham,4,1,21976,2023,618978,0.0,0,0,0,0,0.0480912365019321,0.0480912365019321,2,4
0,0,17,0,0.0,524,0.0,0.0,0.0,0.82,99,1,0,2.2,21.8,2023-10-29,90,9,0,0,0,0,10,3,3767525,1,1,0,0.0,3,175355,207460,32105,42,True,0,0,0,0,90,GK,West Ham,Everton,0,1,21993,2023,620325,0.0,0,0,0,0,0.0,0.0,2,3
0,0,11,0,0.0,524,0.0,0.0,0.0,1.4,101,3,0,1.0,9.8,2023-11-04,90,4,0,0,0,0,11,2,3798638,1,2,3,0.0,1,30799,66295,35496,43,False,0,0,0,0,90,GK,Brentford,West Ham,3,2,21995,2023,621537,0.0,0,0,0,0,0.0,0.0,2,2
0,0,14,0,0.0,524,0.0,0.0,0.0,1.68,119,2,0,2.3,22.6,2023-11-12,90,16,0,0,0,0,12,3,3823410,1,2,3,0.0,2,19566,54656,35090,43,True,0,0,0,0,90,GK,West Ham,Nottingham Forest,3,2,22013,2023,623715,0.0,0,0,0,0,0.0,0.0,2,3
0,0,17,0,0.0,524,0.0,0.0,0.0,1.27,122,1,0,3.3,33.0,2023-11-25,90,6,0,0,0,0,13,4,3897797,1,2,1,0.0,3,59086,89003,29917,43,False,0,0,0,0,90,GK,Burnley,West Ham,1,2,22016,2023,624852,0.0,0,0,0,0,0.0478972196578979,0.0478972196578979,2,2
0,0,9,0,0.0,524,0.0,0.0,0.0,0.88,140,1,0,0.8,7.6,2023-12-03,90,8,0,0,0,0,14,1,3924427,1,1,1,0.0,2,22614,61252,38638,43,True,0,0,0,0,90,GK,West Ham,Crystal Palace,1,1,22034,2023,627358,0.0,0,0,0,0,0.1745639741420745,0.1745639741420745,2,3
0,1,26,1,0.0,524,0.0,0.0,0.0,0.91,179,0,0,1.9,18.8,2023-12-23,90,14,0,0,0,0,18,3,3391533,1,0,2,0.0,8,-110893,10803,121696,42,True,0,0,0,0,90,GK,West Ham,Manchester United,2,0,22072,2023,632517,0.0,0,0,0,0,0.0,0.0,3,3
0,2,37,1,0.0,524,0.0,0.0,0.0,2.68,181,0,0,5.9,59.4,2023-12-28,90,1,0,0,0,0,19,8,3419880,1,2,0,0.0,10,116,28340,28224,42,False,0,0,0,0,90,GK,Arsenal,West Ham,0,2,22076,2023,633195,0.0,0,0,0,0,0.0,0.0,2,5
0,3,37,1,0.0,524,0.0,0.0,0.0,2.48,199,0,0,6.1,61.0,2024-01-02,90,5,0,0,0,0,20,8,3521180,1,0,0,0.0,11,91070,111353,20283,42,True,0,0,0,0,90,GK,West Ham,Brighton,0,0,22093,2023,633852,0.0,0,0,0,0,0.0,0.0,2,3
