assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0.0,0.0,10.0,0.0,2.0,25.4,5.0,126.0,0.03,0.16,0.13,1.86,4.0,3.0,0.0,4.2,9.0,2025-08-17,68.0,False,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8568.0,1.0,2.0,1.0,3.0,8.0,2.0,0.0,0.0,0.0,5.0,False,0.0,126.0,,,0.0,1.0,0.0751350820064544,73.0,DMC,Nottingham Forest,Brentford,3.0,1.0,28785.0,2025.0,732267.0,0.1362572461366653,0.0,2.0,0.0,0.0751350820064544,0.1982023417949676,0.0,7166.0,Brentford,Mathias Jensen,Mathias Jensen,3.0,3.0,1.0,1.5,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.0,0.0,1.0,0.3,3.0,126.0,0.01,0.01,0.0,0.24,13.0,0.0,0.0,0.4,3.4,2025-08-23,11.0,False,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9577.0,0.0,1.0,0.0,1.0,0.0,1.0,-580.0,612.0,1192.0,5.0,True,0.0,126.0,,,0.0,0.0,0.0,3.0,Sub,Brentford,Aston Villa,1.0,0.0,28790.0,2025.0,733238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7166.0,Brentford,Mathias Jensen,Mathias Jensen,3.0,3.0,2.0,1.5,MID,0.0,0.03,0.16,0.13,1.86,3.0,0.0,4.2,9.0,25.4,8.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.08,0.14,0.0,0.0,2.0,0.0,0.08,0.2,0.0,1.5,0.0,0.01,0.05,0.04,0.62,1.0,0.0,1.4,3.0,8.47,2.67,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,1.0,0.67,0.0,0.33,0.03,0.05,0.0,0.0,0.67,0.0,0.03,0.07,0.0,0.5,0.0,0.01,0.03,0.03,0.37,0.6,0.0,0.84,1.8,5.08,1.6,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.4,0.0,0.2,0.02,0.03,0.0,0.0,0.4,0.0,0.02,0.04,0.0,0.3
0.0,0.0,17.0,0.0,4.0,22.3,10.0,126.0,0.06,0.06,0.0,0.77,33.0,1.0,0.0,3.9,14.4,2025-09-13,72.0,False,7.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,8207.0,1.0,3.0,2.0,2.0,2.0,2.0,-1065.0,246.0,1311.0,4.9,True,0.0,126.0,,,0.0,0.0,0.0,74.0,MC,Brentford,Chelsea,2.0,2.0,28815.0,2025.0,737278.0,0.0486978180706501,0.0,1.0,0.0,0.0,0.1711706966161728,0.1224728748202323,7166.0,Brentford,Mathias Jensen,Mathias Jensen,3.0,3.0,4.0,0.7,MID,0.0,0.01,0.01,0.0,0.24,0.0,0.0,0.4,3.4,0.3,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.01,0.06,0.04,0.7,1.0,0.0,1.53,4.13,8.57,2.67,26.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,1.33,1.0,0.0,0.33,0.03,0.05,0.0,0.0,0.67,0.0,0.03,0.07,0.0,1.0,0.0,0.01,0.03,0.03,0.42,0.6,0.0,0.92,2.48,5.14,1.6,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.6,0.0,0.2,0.02,0.03,0.0,0.0,0.4,0.0,0.02,0.04,0.0,0.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49000000000000005,,,126.0,,,,,,,,,,,,,,,,,,,,,,7166.0,5,,,,,6.0,,3,0.0,0.06,0.06,0.0,0.77,1.0,0.0,3.9,14.4,22.3,2.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.17,0.12,0.7,0.0,0.03,0.08,0.04,0.96,1.33,0.0,2.83,8.93,16.0,3.33,50.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,2.0,1.67,0.0,0.33,0.03,0.06,0.0,0.0,1.0,0.0,0.03,0.12,0.04,1.23,0.0,0.02,0.05,0.03,0.57,0.8,0.0,1.7,5.36,9.6,2.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,1.2,1.0,0.0,0.2,0.02,0.04,0.0,0.0,0.6,0.0,0.02,0.07,0.02,0.74
