assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0.0,0.0,9.0,0.0,0.0,25.1,3.0,455.0,0.15,0.27,0.12,1.1,9.0,1.0,0.0,5.0,7.0,2025-08-17,64.0,False,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,23000.0,1.0,1.0,1.0,0.0,18.0,2.0,0.0,0.0,0.0,6.0,True,0.0,455.0,,,Mason Mount,0.0,2.0,0.1368706226348877,66.0,AMC,Manchester United,Arsenal,0.0,1.0,28786.0,2025.0,732462.0,0.1354197114706039,0.0,2.0,0.0,0.1368706226348877,0.3296763002872467,0.0573859587311744,7768.0,Manchester United,Mason Mount,Mason Mount,4.0,3.0,1.0,1.6,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,10.0,1.0,0.0,28.5,3.0,455.0,0.19,0.19,0.0,1.06,17.0,0.0,0.0,4.1,6.4,2025-08-24,68.0,False,10.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,32207.0,1.0,2.0,1.0,1.0,6.0,3.0,149.0,4964.0,4815.0,6.0,False,0.0,455.0,,,Mason Mount,0.0,0.0,0.0,71.0,AMC,Fulham,Manchester United,1.0,1.0,28796.0,2025.0,734097.0,0.1781332194805145,0.0,2.0,0.0,0.0,0.1498929560184478,0.1498929560184478,7768.0,Manchester United,Mason Mount,Mason Mount,3.0,3.0,2.0,2.5,MID,0.0,0.15,0.27,0.12,1.1,1.0,0.0,5.0,7.0,25.1,18.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.14,0.14,0.0,0.0,2.0,0.0,0.14,0.33,0.06,1.6,0.0,0.05,0.09,0.04,0.37,0.33,0.0,1.67,2.33,8.37,6.0,21.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.67,0.0,0.67,0.05,0.05,0.0,0.0,0.67,0.0,0.05,0.11,0.02,0.53,0.0,0.03,0.05,0.02,0.22,0.2,0.0,1.0,1.4,5.02,3.6,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.4,0.03,0.03,0.0,0.0,0.4,0.0,0.03,0.07,0.01,0.32
0.0,0.0,6.0,0.0,0.0,15.3,7.0,455.0,0.1,0.16,0.06,0.2,26.0,0.0,0.0,2.7,5.0,2025-08-30,45.0,False,3.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,40437.0,1.0,2.0,2.0,3.0,7.0,1.0,2218.0,8949.0,6731.0,6.0,True,0.0,455.0,,,Mason Mount,0.0,1.0,0.0351492613554,54.0,AMC,Manchester United,Burnley,3.0,2.0,28802.0,2025.0,735105.0,0.1056495979428291,0.0,1.0,0.0,0.0351492613554,0.1504037529230117,0.0447541624307632,7768.0,Manchester United,Mason Mount,Mason Mount,2.0,3.0,3.0,2.5,MID,1.0,0.19,0.19,0.0,1.06,0.0,0.0,4.1,6.4,28.5,6.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.18,0.0,0.0,2.0,0.0,0.0,0.15,0.15,2.5,0.33,0.11,0.15,0.04,0.72,0.33,0.0,3.03,4.47,17.87,8.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.33,1.67,0.0,0.67,0.05,0.1,0.0,0.0,1.33,0.0,0.05,0.16,0.07,1.37,0.2,0.07,0.09,0.02,0.43,0.2,0.0,1.82,2.68,10.72,4.8,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,1.0,0.0,0.4,0.03,0.06,0.0,0.0,0.8,0.0,0.03,0.1,0.04,0.82
0.0,0.0,3.0,0.0,0.0,0.1,1.0,455.0,0.0,0.0,0.0,0.3,47.0,1.0,0.0,0.1,0.6,2025-09-20,21.0,False,7.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,23392.0,0.0,0.0,1.0,2.0,0.0,1.0,-5060.0,438.0,5498.0,5.9,True,0.0,455.0,,,Mason Mount,0.0,0.0,0.0,10.0,Sub,Manchester United,Chelsea,2.0,1.0,28824.0,2025.0,738848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7768.0,Manchester United,Mason Mount,Mason Mount,3.0,3.0,5.0,0.2,MID,0.0,0.1,0.16,0.06,0.2,0.0,0.0,2.7,5.0,15.3,7.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.04,0.11,0.0,0.0,1.0,0.0,0.04,0.15,0.04,2.5,0.33,0.15,0.21,0.06,0.79,0.33,0.0,3.93,6.13,22.97,10.33,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.33,2.0,0.0,1.0,0.06,0.14,0.0,0.0,1.67,0.0,0.06,0.21,0.08,2.2,0.2,0.09,0.12,0.04,0.47,0.2,0.0,2.36,3.68,13.78,6.2,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8,1.2,0.0,0.6,0.03,0.08,0.0,0.0,1.0,0.0,0.03,0.13,0.05,1.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5900000000000001,,,455.0,,,Mason Mount,,,,,,,,,,,,,,,,,,,,7768.0,14,,,,,6.0,,3,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.1,0.6,0.1,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.33,0.1,0.12,0.02,0.52,0.33,0.0,2.3,4.0,14.63,4.33,44.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,2.0,1.67,0.0,0.33,0.01,0.09,0.0,0.0,1.0,0.0,0.01,0.1,0.06,1.73,0.2,0.09,0.12,0.04,0.53,0.4,0.0,2.38,3.8,13.8,6.2,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.2,1.4,0.0,0.6,0.03,0.08,0.0,0.0,1.0,0.0,0.03,0.13,0.05,1.36
