manager_id,round,fpl_id,position_in_team,multiplier,is_captain,is_vice_captain,total_points,points_on_bench,is_starter
435495,15,260,4,1,False,False,41,3,True
435495,15,82,5,1,False,False,41,3,True
435495,15,119,6,1,False,False,41,3,True
435495,15,237,7,1,False,False,41,3,True
435495,15,16,8,1,False,True,41,3,True
435495,15,430,9,2,True,False,41,3,True
435495,15,283,10,1,False,False,41,3,True
435495,15,136,11,1,False,False,41,3,True
435495,15,469,12,0,False,False,41,3,False
435495,15,200,13,0,False,False,41,3,False
435495,15,348,14,0,False,False,41,3,False
435495,15,694,15,0,False,False,41,3,False
435495,16,470,1,1,False,False,78,11,True
435495,16,374,2,1,False,False,78,11,True
435495,16,8,3,1,False,False,78,11,True
435495,16,260,4,1,False,False,78,11,True
435495,16,449,5,1,False,False,78,11,True
435495,16,414,6,1,False,False,78,11,True
435495,16,488,7,1,False,False,78,11,True
435495,16,16,8,1,False,True,78,11,True
435495,16,242,9,1,False,False,78,11,True
435495,16,430,10,2,True,False,78,11,True
435495,16,136,11,1,False,False,78,11,True
435495,16,469,12,0,False,False,78,11,False
435495,16,178,13,0,False,False,78,11,False
435495,16,348,14,0,False,False,78,11,False
435495,16,694,15,0,False,False,78,11,False
435495,17,670,1,1,False,False,60,10,True
435495,17,374,2,1,False,False,60,10,True
435495,17,8,3,1,False,False,60,10,True
435495,17,260,4,1,False,False,60,10,True
435495,17,449,5,1,False,False,60,10,True
435495,17,414,6,1,False,False,60,10,True
435495,17,488,7,1,False,False,60,10,True
435495,17,16,8,1,False,True,60,10,True
435495,17,329,9,1,False,False,60,10,True
435495,17,430,10,2,True,False,60,10,True
435495,17,136,11,1,False,False,60,10,True
435495,17,470,12,0,False,False,60,10,False
435495,17,694,13,0,False,False,60,10,False
435495,17,178,14,0,False,False,60,10,False
435495,17,348,15,0,False,False,60,10,False
435495,18,670,1,1,False,False,45,13,True
435495,18,374,2,1,False,False,45,13,True
435495,18,260,3,1,False,False,45,13,True
435495,18,694,4,1,False,False,45,13,True
435495,18,488,5,1,False,False,45,13,True
435495,18,414,6,1,False,False,45,13,True
435495,18,329,7,1,False,False,45,13,True
435495,18,82,8,1,False,False,45,13,True
435495,18,16,9,1,False,True,45,13,True
435495,18,136,10,1,False,False,45,13,True
435495,18,430,11,2,True,False,45,13,True
435495,18,470,12,0,False,False,45,13,False
435495,18,8,13,0,False,False,45,13,False
435495,18,348,14,0,False,False,45,13,False
435495,18,178,15,0,False,False,45,13,False
435495,19,670,1,1,False,False,56,15,True
435495,19,374,2,1,False,False,56,15,True
435495,19,8,3,1,False,False,56,15,True
435495,19,260,4,1,False,False,56,15,True
435495,19,82,5,1,False,False,56,15,True
435495,19,414,6,1,False,False,56,15,True
435495,19,488,7,1,False,False,56,15,True
435495,19,16,8,1,False,True,56,15,True
435495,19,430,9,2,True,False,56,15,True
435495,19,136,10,1,False,False,56,15,True
435495,19,249,11,1,False,False,56,15,True
435495,19,470,12,0,False,False,56,15,False
435495,19,329,13,0,False,False,56,15,False
435495,19,694,14,0,False,False,56,15,False
435495,19,348,15,0,False,False,56,15,False
435495,20,670,1,1,False,False,51,11,True
435495,20,374,2,1,False,False,51,11,True
435495,20,8,3,1,False,False,51,11,True
435495,20,260,4,1,False,False,51,11,True
435495,20,82,5,1,False,False,51,11,True
435495,20,414,6,1,False,False,51,11,True
435495,20,488,7,1,False,False,51,11,True
435495,20,16,8,1,False,True,51,11,True
435495,20,430,9,2,True,False,51,11,True
435495,20,136,10,1,False,False,51,11,True
435495,20,624,11,1,False,False,51,11,True
435495,20,470,12,0,False,False,51,11,False
435495,20,694,13,0,False,False,51,11,False
435495,20,329,14,0,False,False,51,11,False
435495,20,348,15,0,False,False,51,11,False
435495,21,670,1,1,False,False,67,16,True
435495,21,295,2,1,False,False,67,16,True
435495,21,8,3,1,False,False,67,16,True
435495,21,260,4,1,False,False,67,16,True
435495,21,82,5,1,False,False,67,16,True
435495,21,414,6,1,False,False,67,16,True
435495,21,488,7,1,False,False,67,16,True
435495,21,16,8,1,False,True,67,16,True
435495,21,430,9,2,True,False,67,16,True
435495,21,136,10,1,False,False,67,16,True
435495,21,624,11,1,False,False,67,16,True
435495,21,470,12,0,False,False,67,16,False
435495,21,329,13,0,False,False,67,16,False
435495,21,694,14,0,False,False,67,16,False
435495,21,348,15,0,False,False,67,16,False
435495,22,670,1,1,False,False,34,8,True
435495,22,694,2,1,False,False,34,8,True
435495,22,348,3,1,False,False,34,8,True
435495,22,8,4,1,False,False,34,8,True
435495,22,488,5,1,False,False,34,8,True
435495,22,414,6,1,False,False,34,8,True
435495,22,329,7,1,False,False,34,8,True
435495,22,82,8,1,False,False,34,8,True
435495,22,16,9,1,False,True,34,8,True
435495,22,136,10,1,False,False,34,8,True
435495,22,430,11,2,True,False,34,8,True
435495,22,470,12,0,False,False,34,8,False
435495,22,624,13,0,False,False,34,8,False
435495,22,260,14,0,False,False,34,8,False
435495,22,295,15,0,False,False,34,8,False
435495,23,670,1,1,False,False,43,9,True
435495,23,260,2,1,False,False,43,9,True
435495,23,348,3,1,False,False,43,9,True
435495,23,8,4,1,False,False,43,9,True
435495,23,449,5,1,False,False,43,9,True
435495,23,329,6,1,False,False,43,9,True
435495,23,82,7,1,False,False,43,9,True
435495,23,16,8,1,False,True,43,9,True
435495,23,691,9,1,False,False,43,9,True
435495,23,136,10,1,False,False,43,9,True
435495,23,430,11,2,True,False,43,9,True
435495,23,470,12,0,False,False,43,9,False
435495,23,488,13,0,False,False,43,9,False
435495,23,694,14,0,False,False,43,9,False
435495,23,295,15,0,False,False,43,9,False
