manager_id,round,fpl_id,position_in_team,multiplier,is_captain,is_vice_captain,total_points,points_on_bench,is_starter
435495,1,502,1,1,False,False,70,10,True
435495,1,477,2,1,False,False,70,10,True
435495,1,507,3,1,False,False,70,10,True
435495,1,575,4,1,False,False,70,10,True
435495,1,582,5,1,False,False,70,10,True
435495,1,382,6,1,False,False,70,10,True
435495,1,235,7,1,False,True,70,10,True
435495,1,16,8,1,False,False,70,10,True
435495,1,267,9,1,False,False,70,10,True
435495,1,430,10,2,True,False,70,10,True
435495,1,249,11,1,False,False,70,10,True
435495,1,470,12,0,False,False,70,10,False
435495,1,252,13,0,False,False,70,10,False
435495,1,441,14,0,False,False,70,10,False
435495,1,348,15,0,False,False,70,10,False
435495,2,502,1,1,False,False,48,14,True
435495,2,477,2,1,False,False,48,14,True
435495,2,441,3,1,False,False,48,14,True
435495,2,507,4,1,False,False,48,14,True
435495,2,582,5,1,False,False,48,14,True
435495,2,382,6,1,False,False,48,14,True
435495,2,16,7,1,False,True,48,14,True
435495,2,267,8,1,False,False,48,14,True
435495,2,252,9,1,False,False,48,14,True
435495,2,249,10,1,False,False,48,14,True
435495,2,430,11,2,True,False,48,14,True
435495,2,470,12,0,False,False,48,14,False
435495,2,235,13,0,False,False,48,14,False
435495,2,575,14,0,False,False,48,14,False
435495,2,348,15,0,False,False,48,14,False
435495,3,502,1,1,False,False,61,9,True
435495,3,477,2,1,False,False,61,9,True
435495,3,575,3,1,False,False,61,9,True
435495,3,8,4,1,False,False,61,9,True
435495,3,582,5,1,False,False,61,9,True
435495,3,382,6,1,False,False,61,9,True
435495,3,449,7,1,False,True,61,9,True
435495,3,267,8,1,False,False,61,9,True
435495,3,252,9,1,False,False,61,9,True
435495,3,249,10,1,False,False,61,9,True
435495,3,430,11,2,True,False,61,9,True
435495,3,470,12,0,False,False,61,9,False
435495,3,441,13,0,False,False,61,9,False
435495,3,235,14,0,False,False,61,9,False
435495,3,348,15,0,False,False,61,9,False
435495,4,565,1,1,False,False,87,13,True
435495,4,477,2,1,False,False,87,13,True
435495,4,8,3,1,False,False,87,13,True
435495,4,260,4,1,False,False,87,13,True
435495,4,82,5,1,False,False,87,13,True
435495,4,119,6,1,False,False,87,13,True
435495,4,384,7,1,False,True,87,13,True
435495,4,419,8,1,False,False,87,13,True
435495,4,430,9,2,True,False,87,13,True
435495,4,249,10,1,False,False,87,13,True
435495,4,666,11,1,False,False,87,13,True
435495,4,470,12,0,False,False,87,13,False
435495,4,582,13,0,False,False,87,13,False
435495,4,72,14,0,False,False,87,13,False
435495,4,348,15,0,False,False,87,13,False
435495,5,565,1,1,False,False,54,16,True
435495,5,477,2,1,False,False,54,16,True
435495,5,8,3,1,False,False,54,16,True
435495,5,260,4,1,False,False,54,16,True
435495,5,82,5,1,False,False,54,16,True
435495,5,119,6,1,False,False,54,16,True
435495,5,384,7,1,False,False,54,16,True
435495,5,582,8,1,False,False,54,16,True
435495,5,430,9,2,True,False,54,16,True
435495,5,249,10,1,False,True,54,16,True
435495,5,666,11,1,False,False,54,16,True
435495,5,470,12,0,False,False,54,16,False
435495,5,419,13,0,False,False,54,16,False
435495,5,72,14,0,False,False,54,16,False
435495,5,348,15,0,False,False,54,16,False
435495,6,565,1,1,False,False,83,20,True
435495,6,72,2,1,False,False,83,20,True
435495,6,8,3,1,False,False,83,20,True
435495,6,260,4,1,False,False,83,20,True
435495,6,82,5,1,False,False,83,20,True
435495,6,119,6,1,False,False,83,20,True
435495,6,419,7,1,False,False,83,20,True
435495,6,582,8,1,False,False,83,20,True
435495,6,430,9,3,True,False,83,20,True
435495,6,249,10,1,False,True,83,20,True
435495,6,666,11,1,False,False,83,20,True
435495,6,470,12,0,False,False,83,20,False
435495,6,200,13,0,False,False,83,20,False
435495,6,477,14,0,False,False,83,20,False
435495,6,348,15,0,False,False,83,20,False
435495,7,565,1,1,False,False,83,4,True
435495,7,72,2,1,False,False,83,4,True
435495,7,8,3,1,False,False,83,4,True
435495,7,260,4,1,False,False,83,4,True
435495,7,82,5,1,False,False,83,4,True
435495,7,119,6,1,False,False,83,4,True
435495,7,582,7,1,False,False,83,4,True
435495,7,16,8,1,False,False,83,4,True
435495,7,430,9,2,True,False,83,4,True
435495,7,666,10,1,False,True,83,4,True
435495,7,249,11,1,False,False,83,4,True
435495,7,470,12,0,False,False,83,4,False
435495,7,200,13,0,False,False,83,4,False
435495,7,683,14,0,False,False,83,4,False
435495,7,348,15,0,False,False,83,4,False
435495,8,565,1,1,False,False,94,0,True
435495,8,72,2,1,False,False,94,0,True
435495,8,8,3,1,False,False,94,0,True
435495,8,260,4,1,False,False,94,0,True
435495,8,82,5,1,False,False,94,0,True
435495,8,200,6,1,False,False,94,0,True
435495,8,582,7,1,False,False,94,0,True
435495,8,16,8,1,False,True,94,0,True
435495,8,430,9,2,True,False,94,0,True
435495,8,666,10,1,False,False,94,0,True
435495,8,249,11,1,False,False,94,0,True
435495,8,470,12,1,False,False,94,0,True
435495,8,119,13,1,False,False,94,0,True
435495,8,694,14,1,False,False,94,0,True
435495,8,348,15,1,False,False,94,0,True
435495,9,469,1,1,False,False,59,10,True
435495,9,72,2,1,False,False,59,10,True
435495,9,8,3,1,False,False,59,10,True
435495,9,348,4,1,False,False,59,10,True
435495,9,82,5,1,False,False,59,10,True
435495,9,119,6,1,False,False,59,10,True
435495,9,582,7,1,False,False,59,10,True
435495,9,16,8,1,False,True,59,10,True
435495,9,430,9,2,True,False,59,10,True
435495,9,666,10,1,False,False,59,10,True
435495,9,249,11,1,False,False,59,10,True
435495,9,470,12,0,False,False,59,10,False
435495,9,200,13,0,False,False,59,10,False
435495,9,260,14,0,False,False,59,10,False
435495,9,694,15,0,False,False,59,10,False
435495,10,469,1,1,False,False,62,8,True
435495,10,694,2,1,False,False,62,8,True
435495,10,8,3,1,False,False,62,8,True
435495,10,260,4,1,False,False,62,8,True
435495,10,82,5,1,False,False,62,8,True
435495,10,119,6,1,False,False,62,8,True
435495,10,582,7,1,False,False,62,8,True
435495,10,16,8,1,False,True,62,8,True
435495,10,430,9,2,True,False,62,8,True
435495,10,666,10,1,False,False,62,8,True
435495,10,714,11,1,False,False,62,8,True
435495,10,470,12,0,False,False,62,8,False
435495,10,72,13,0,False,False,62,8,False
435495,10,200,14,0,False,False,62,8,False
435495,10,348,15,0,False,False,62,8,False
435495,11,469,1,1,False,False,52,8,True
435495,11,72,2,1,False,False,52,8,True
435495,11,348,3,1,False,False,52,8,True
435495,11,8,4,1,False,False,52,8,True
435495,11,237,5,1,False,False,52,8,True
435495,11,119,6,1,False,False,52,8,True
435495,11,82,7,1,False,False,52,8,True
435495,11,16,8,2,True,False,52,8,True
435495,11,283,9,1,False,False,52,8,True
435495,11,714,10,1,False,False,52,8,True
435495,11,430,11,1,False,True,52,8,True
435495,11,470,12,0,False,False,52,8,False
435495,11,200,13,0,False,False,52,8,False
435495,11,260,14,0,False,False,52,8,False
435495,11,694,15,0,False,False,52,8,False
435495,12,469,1,1,False,False,42,7,True
435495,12,72,2,1,False,False,42,7,True
435495,12,260,3,1,False,False,42,7,True
435495,12,8,4,1,False,False,42,7,True
435495,12,694,5,1,False,False,42,7,True
435495,12,237,6,1,False,False,42,7,True
435495,12,119,7,1,False,False,42,7,True
435495,12,16,8,1,False,True,42,7,True
435495,12,283,9,1,False,False,42,7,True
435495,12,249,10,1,False,False,42,7,True
435495,12,430,11,2,True,False,42,7,True
435495,12,470,12,0,False,False,42,7,False
435495,12,82,13,0,False,False,42,7,False
435495,12,348,14,0,False,False,42,7,False
435495,12,200,15,0,False,False,42,7,False
435495,13,32,1,1,False,False,80,4,True
435495,13,575,2,1,False,False,80,4,True
435495,13,411,3,1,False,False,80,4,True
435495,13,373,4,1,False,False,80,4,True
435495,13,47,5,1,False,False,80,4,True
435495,13,414,6,1,False,False,80,4,True
435495,13,449,7,1,False,True,80,4,True
435495,13,16,8,1,False,False,80,4,True
435495,13,83,9,1,False,False,80,4,True
435495,13,430,10,2,True,False,80,4,True
435495,13,136,11,1,False,False,80,4,True
435495,13,470,12,0,False,False,80,4,False
435495,13,178,13,0,False,False,80,4,False
435495,13,261,14,0,False,False,80,4,False
435495,13,694,15,0,False,False,80,4,False
435495,14,470,1,1,False,False,67,3,True
435495,14,374,2,1,False,False,67,3,True
435495,14,8,3,1,False,False,67,3,True
435495,14,260,4,1,False,False,67,3,True
435495,14,82,5,1,False,False,67,3,True
435495,14,119,6,1,False,False,67,3,True
435495,14,237,7,1,False,False,67,3,True
435495,14,16,8,1,False,True,67,3,True
435495,14,430,9,2,True,False,67,3,True
435495,14,283,10,1,False,False,67,3,True
435495,14,249,11,1,False,False,67,3,True
435495,14,469,12,0,False,False,67,3,False
435495,14,200,13,0,False,False,67,3,False
435495,14,348,14,0,False,False,67,3,False
435495,14,694,15,0,False,False,67,3,False
435495,15,470,1,1,False,False,41,3,True
435495,15,374,2,1,False,False,41,3,True
435495,15,8,3,1,False,False,41,3,True
