manager_id,round,fpl_id,position_in_team,multiplier,is_captain,is_vice_captain,total_points,points_on_bench,is_starter
6078360,1,220,1,1,False,False,55,3,True
6078360,1,317,2,1,False,False,55,3,True
6078360,1,508,3,1,False,False,55,3,True
6078360,1,568,4,1,False,False,55,3,True
6078360,1,381,5,2,True,False,55,3,True
6078360,1,235,6,1,False,True,55,3,True
6078360,1,47,7,1,False,False,55,3,True
6078360,1,449,8,1,False,False,55,3,True
6078360,1,427,9,1,False,False,55,3,True
6078360,1,64,10,1,False,False,55,3,True
6078360,1,249,11,1,False,False,55,3,True
6078360,1,470,12,0,False,False,55,3,False
6078360,1,631,13,0,False,False,55,3,False
6078360,1,191,14,0,False,False,55,3,False
6078360,1,252,15,0,False,False,55,3,False
6078360,2,220,1,1,False,False,52,12,True
6078360,2,317,2,1,False,False,52,12,True
6078360,2,191,3,1,False,False,52,12,True
6078360,2,508,4,1,False,False,52,12,True
6078360,2,631,5,1,False,False,52,12,True
6078360,2,47,6,1,False,False,52,12,True
6078360,2,449,7,1,False,False,52,12,True
6078360,2,427,8,1,False,False,52,12,True
6078360,2,381,9,2,True,False,52,12,True
6078360,2,64,10,1,False,False,52,12,True
6078360,2,249,11,1,False,False,52,12,True
6078360,2,470,12,0,False,False,52,12,False
6078360,2,235,13,0,False,True,52,12,False
6078360,2,568,14,0,False,False,52,12,False
6078360,2,252,15,0,False,False,52,12,False
6078360,3,220,1,1,False,False,52,13,True
6078360,3,568,2,1,False,False,52,13,True
6078360,3,508,3,1,False,False,52,13,True
6078360,3,631,4,1,False,False,52,13,True
6078360,3,449,5,2,True,False,52,13,True
6078360,3,381,6,1,False,True,52,13,True
6078360,3,47,7,1,False,False,52,13,True
6078360,3,427,8,1,False,False,52,13,True
6078360,3,525,9,1,False,False,52,13,True
6078360,3,64,10,1,False,False,52,13,True
6078360,3,249,11,1,False,False,52,13,True
6078360,3,470,12,0,False,False,52,13,False
6078360,3,267,13,0,False,False,52,13,False
6078360,3,191,14,0,False,False,52,13,False
6078360,3,317,15,0,False,False,52,13,False
6078360,4,220,1,1,False,False,58,8,True
6078360,4,568,2,1,False,False,58,8,True
6078360,4,317,3,1,False,False,58,8,True
6078360,4,72,4,1,False,False,58,8,True
6078360,4,449,5,1,False,False,58,8,True
6078360,4,381,6,2,True,False,58,8,True
6078360,4,47,7,1,False,False,58,8,True
6078360,4,427,8,1,False,False,58,8,True
6078360,4,612,9,1,False,False,58,8,True
6078360,4,64,10,1,False,False,58,8,True
6078360,4,249,11,1,False,True,58,8,True
6078360,4,470,12,0,False,False,58,8,False
6078360,4,525,13,0,False,False,58,8,False
6078360,4,508,14,0,False,False,58,8,False
6078360,4,631,15,0,False,False,58,8,False
6078360,5,220,1,1,False,False,43,23,True
6078360,5,631,2,1,False,False,43,23,True
6078360,5,317,3,1,False,False,43,23,True
6078360,5,508,4,1,False,False,43,23,True
6078360,5,449,5,1,False,False,43,23,True
6078360,5,381,6,2,True,False,43,23,True
6078360,5,47,7,1,False,False,43,23,True
6078360,5,612,8,1,False,False,43,23,True
6078360,5,525,9,1,False,False,43,23,True
6078360,5,64,10,1,False,False,43,23,True
6078360,5,249,11,1,False,True,43,23,True
6078360,5,470,12,0,False,False,43,23,False
6078360,5,427,13,0,False,False,43,23,False
6078360,5,72,14,0,False,False,43,23,False
6078360,5,568,15,0,False,False,43,23,False
6078360,6,1,1,1,False,False,69,10,True
6078360,6,5,2,1,False,False,69,10,True
6078360,6,291,3,1,False,False,69,10,True
6078360,6,72,4,1,False,False,69,10,True
6078360,6,449,5,1,False,False,69,10,True
6078360,6,82,6,1,False,False,69,10,True
6078360,6,427,7,1,False,False,69,10,True
6078360,6,299,8,1,False,False,69,10,True
6078360,6,430,9,2,True,False,69,10,True
6078360,6,666,10,1,False,False,69,10,True
6078360,6,249,11,1,False,True,69,10,True
6078360,6,470,12,0,False,False,69,10,False
6078360,6,660,13,0,False,False,69,10,False
6078360,6,317,14,0,False,False,69,10,False
6078360,6,261,15,0,False,False,69,10,False
6078360,7,1,1,1,False,False,73,10,True
6078360,7,5,2,1,False,False,73,10,True
6078360,7,291,3,1,False,False,73,10,True
6078360,7,72,4,1,False,False,73,10,True
6078360,7,449,5,1,False,False,73,10,True
6078360,7,82,6,1,False,False,73,10,True
6078360,7,427,7,1,False,False,73,10,True
6078360,7,299,8,1,False,False,73,10,True
6078360,7,430,9,2,True,False,73,10,True
6078360,7,666,10,1,False,True,73,10,True
6078360,7,249,11,1,False,False,73,10,True
6078360,7,470,12,0,False,False,73,10,False
6078360,7,660,13,0,False,False,73,10,False
6078360,7,317,14,0,False,False,73,10,False
6078360,7,261,15,0,False,False,73,10,False
6078360,8,1,1,1,False,False,70,15,True
6078360,8,5,2,1,False,False,70,15,True
6078360,8,261,3,1,False,False,70,15,True
6078360,8,72,4,1,False,False,70,15,True
6078360,8,449,5,1,False,False,70,15,True
6078360,8,82,6,1,False,False,70,15,True
6078360,8,427,7,1,False,False,70,15,True
6078360,8,299,8,1,False,False,70,15,True
6078360,8,430,9,2,True,False,70,15,True
6078360,8,666,10,1,False,True,70,15,True
6078360,8,249,11,1,False,False,70,15,True
6078360,8,470,12,0,False,False,70,15,False
6078360,8,660,13,0,False,False,70,15,False
6078360,8,317,14,0,False,False,70,15,False
6078360,8,291,15,0,False,False,70,15,False
6078360,9,1,1,1,False,False,40,3,True
6078360,9,5,2,1,False,False,40,3,True
6078360,9,261,3,1,False,False,40,3,True
6078360,9,72,4,1,False,False,40,3,True
6078360,9,449,5,1,False,False,40,3,True
6078360,9,82,6,1,False,False,40,3,True
6078360,9,427,7,1,False,False,40,3,True
6078360,9,299,8,1,False,False,40,3,True
6078360,9,430,9,2,True,False,40,3,True
6078360,9,666,10,1,False,True,40,3,True
6078360,9,249,11,1,False,False,40,3,True
6078360,9,470,12,0,False,False,40,3,False
6078360,9,660,13,0,False,False,40,3,False
6078360,9,317,14,0,False,False,40,3,False
6078360,9,291,15,0,False,False,40,3,False
6078360,10,1,1,1,False,False,88,7,True
6078360,10,5,2,1,False,False,88,7,True
6078360,10,261,3,1,False,False,88,7,True
6078360,10,317,4,1,False,False,88,7,True
6078360,10,267,5,1,False,False,88,7,True
6078360,10,82,6,1,False,False,88,7,True
6078360,10,237,7,1,False,False,88,7,True
6078360,10,299,8,1,False,False,88,7,True
6078360,10,430,9,2,True,False,88,7,True
6078360,10,666,10,1,False,True,88,7,True
6078360,10,283,11,1,False,False,88,7,True
6078360,10,470,12,0,False,False,88,7,False
6078360,10,427,13,0,False,False,88,7,False
6078360,10,72,14,0,False,False,88,7,False
6078360,10,192,15,0,False,False,88,7,False
6078360,11,1,1,1,False,False,34,3,True
6078360,11,317,2,1,False,False,34,3,True
6078360,11,261,3,1,False,False,34,3,True
6078360,11,5,4,1,False,False,34,3,True
6078360,11,72,5,1,False,False,34,3,True
6078360,11,237,6,1,False,False,34,3,True
6078360,11,299,7,1,False,False,34,3,True
6078360,11,267,8,1,False,False,34,3,True
6078360,11,82,9,1,False,False,34,3,True
6078360,11,283,10,1,False,False,34,3,True
6078360,11,430,11,2,True,False,34,3,True
6078360,11,470,12,0,False,False,34,3,False
6078360,11,427,13,0,False,False,34,3,False
6078360,11,666,14,0,False,True,34,3,False
6078360,11,192,15,0,False,False,34,3,False
6078360,12,1,1,1,False,False,42,13,True
6078360,12,261,2,1,False,False,42,13,True
6078360,12,72,3,1,False,False,42,13,True
6078360,12,373,4,1,False,False,42,13,True
6078360,12,237,5,1,False,False,42,13,True
6078360,12,16,6,1,False,True,42,13,True
6078360,12,267,7,1,False,False,42,13,True
6078360,12,427,8,1,False,False,42,13,True
6078360,12,252,9,1,False,False,42,13,True
6078360,12,283,10,1,False,False,42,13,True
6078360,12,430,11,2,True,False,42,13,True
6078360,12,470,12,0,False,False,42,13,False
6078360,12,82,13,0,False,False,42,13,False
6078360,12,317,14,0,False,False,42,13,False
6078360,12,192,15,0,False,False,42,13,False
6078360,13,502,1,1,False,False,68,0,True
6078360,13,106,2,1,False,False,68,0,True
6078360,13,36,3,1,False,False,68,0,True
6078360,13,411,4,1,False,False,68,0,True
6078360,13,381,5,1,False,False,68,0,True
6078360,13,384,6,1,False,False,68,0,True
6078360,13,120,7,1,False,False,68,0,True
6078360,13,414,8,1,False,True,68,0,True
6078360,13,47,9,1,False,False,68,0,True
6078360,13,430,10,2,True,False,68,0,True
6078360,13,136,11,1,False,False,68,0,True
6078360,13,255,12,0,False,False,68,0,False
6078360,13,252,13,0,False,False,68,0,False
6078360,13,13,14,0,False,False,68,0,False
6078360,13,483,15,0,False,False,68,0,False
6078360,14,1,1,1,False,False,76,5,True
6078360,14,373,2,1,False,False,76,5,True
6078360,14,261,3,1,False,False,76,5,True
6078360,14,257,4,1,False,False,76,5,True
6078360,14,449,5,1,False,False,76,5,True
6078360,14,82,6,1,False,False,76,5,True
6078360,14,237,7,1,False,False,76,5,True
6078360,14,16,8,1,False,True,76,5,True
6078360,14,242,9,1,False,False,76,5,True
6078360,14,430,10,2,True,False,76,5,True
6078360,14,283,11,1,False,False,76,5,True
6078360,14,470,12,0,False,False,76,5,False
6078360,14,252,13,0,False,False,76,5,False
6078360,14,317,14,0,False,False,76,5,False
6078360,14,192,15,0,False,False,76,5,False
6078360,15,1,1,1,False,False,73,3,True
6078360,15,373,2,1,False,False,73,3,True
6078360,15,261,3,1,False,False,73,3,True
6078360,15,317,4,1,False,False,73,3,True
6078360,15,449,5,1,False,False,73,3,True
6078360,15,119,6,1,False,False,73,3,True
6078360,15,414,7,1,False,False,73,3,True
6078360,15,16,8,1,False,True,73,3,True
6078360,15,242,9,1,False,False,73,3,True
6078360,15,430,10,2,True,False,73,3,True
6078360,15,136,11,1,False,False,73,3,True
6078360,15,470,12,0,False,False,73,3,False
6078360,15,37,13,0,False,False,73,3,False
6078360,15,252,14,0,False,False,73,3,False
6078360,15,192,15,0,False,False,73,3,False
6078360,16,1,1,1,False,False,79,7,True
6078360,16,725,2,1,False,False,79,7,True
6078360,16,261,3,1,False,False,79,7,True
6078360,16,317,4,1,False,False,79,7,True
6078360,16,449,5,1,False,False,79,7,True
6078360,16,82,6,1,False,False,79,7,True
6078360,16,414,7,1,False,False,79,7,True
6078360,16,16,8,2,True,False,79,7,True
6078360,16,387,9,1,False,False,79,7,True
6078360,16,430,10,1,False,True,79,7,True
6078360,16,136,11,1,False,False,79,7,True
6078360,16,470,12,0,False,False,79,7,False
6078360,16,348,13,0,False,False,79,7,False
6078360,16,252,14,0,False,False,79,7,False
6078360,16,192,15,0,False,False,79,7,False
6078360,17,1,1,1,False,False,78,4,True
6078360,17,725,2,1,False,False,78,4,True
6078360,17,261,3,1,False,False,78,4,True
6078360,17,317,4,1,False,False,78,4,True
6078360,17,449,5,1,False,False,78,4,True
6078360,17,82,6,1,False,False,78,4,True
6078360,17,414,7,1,False,False,78,4,True
6078360,17,16,8,1,False,True,78,4,True
6078360,17,387,9,1,False,False,78,4,True
6078360,17,430,10,2,True,False,78,4,True
6078360,17,136,11,1,False,False,78,4,True
6078360,17,470,12,0,False,False,78,4,False
6078360,17,348,13,0,False,False,78,4,False
6078360,17,252,14,0,False,False,78,4,False
6078360,17,192,15,0,False,False,78,4,False
6078360,18,1,1,1,False,False,40,11,True
6078360,18,725,2,1,False,False,40,11,True
6078360,18,348,3,1,False,False,40,11,True
6078360,18,317,4,1,False,False,40,11,True
6078360,18,547,5,1,False,False,40,11,True
6078360,18,82,6,1,False,False,40,11,True
6078360,18,414,7,1,False,False,40,11,True
6078360,18,16,8,1,False,True,40,11,True
6078360,18,450,9,1,False,False,40,11,True
6078360,18,430,10,2,True,False,40,11,True
6078360,18,661,11,1,False,False,40,11,True
6078360,18,470,12,0,False,False,40,11,False
6078360,18,261,13,0,False,False,40,11,False
6078360,18,252,14,0,False,False,40,11,False
6078360,18,192,15,0,False,False,40,11,False
6078360,19,1,1,1,False,False,36,2,True
6078360,19,725,2,1,False,False,36,2,True
6078360,19,441,3,1,False,False,36,2,True
6078360,19,317,4,1,False,False,36,2,True
6078360,19,547,5,1,False,False,36,2,True
6078360,19,82,6,1,False,False,36,2,True
6078360,19,414,7,1,False,False,36,2,True
6078360,19,16,8,1,False,True,36,2,True
6078360,19,450,9,1,False,False,36,2,True
6078360,19,430,10,2,True,False,36,2,True
6078360,19,661,11,1,False,False,36,2,True
6078360,19,470,12,0,False,False,36,2,False
6078360,19,261,13,0,False,False,36,2,False
6078360,19,252,14,0,False,False,36,2,False
6078360,19,192,15,0,False,False,36,2,False
6078360,20,1,1,1,False,False,30,1,True
6078360,20,725,2,1,False,False,30,1,True
6078360,20,441,3,1,False,False,30,1,True
6078360,20,317,4,1,False,False,30,1,True
6078360,20,547,5,1,False,False,30,1,True
6078360,20,82,6,1,False,False,30,1,True
6078360,20,414,7,1,False,False,30,1,True
6078360,20,16,8,1,False,True,30,1,True
6078360,20,450,9,1,False,False,30,1,True
6078360,20,430,10,2,True,False,30,1,True
6078360,20,661,11,1,False,False,30,1,True
6078360,20,470,12,0,False,False,30,1,False
6078360,20,261,13,0,False,False,30,1,False
6078360,20,252,14,0,False,False,30,1,False
6078360,20,192,15,0,False,False,30,1,False
6078360,21,1,1,1,False,False,39,3,True
6078360,21,725,2,1,False,False,39,3,True
6078360,21,441,3,1,False,False,39,3,True
6078360,21,317,4,1,False,False,39,3,True
6078360,21,547,5,1,False,False,39,3,True
6078360,21,82,6,1,False,False,39,3,True
6078360,21,414,7,1,False,False,39,3,True
6078360,21,16,8,1,False,True,39,3,True
6078360,21,450,9,1,False,False,39,3,True
6078360,21,430,10,2,True,False,39,3,True
6078360,21,661,11,1,False,False,39,3,True
6078360,21,470,12,0,False,False,39,3,False
6078360,21,261,13,0,False,False,39,3,False
6078360,21,252,14,0,False,False,39,3,False
6078360,21,192,15,0,False,False,39,3,False
6078360,22,1,1,1,False,False,38,5,True
6078360,22,261,2,1,False,False,38,5,True
6078360,22,694,3,1,False,False,38,5,True
6078360,22,317,4,1,False,False,38,5,True
6078360,22,414,5,1,False,False,38,5,True
6078360,22,16,6,1,False,True,38,5,True
6078360,22,547,7,1,False,False,38,5,True
6078360,22,450,8,1,False,False,38,5,True
6078360,22,82,9,1,False,False,38,5,True
6078360,22,661,10,1,False,False,38,5,True
6078360,22,430,11,2,True,False,38,5,True
6078360,22,470,12,0,False,False,38,5,False
6078360,22,260,13,0,False,False,38,5,False
6078360,22,252,14,0,False,False,38,5,False
6078360,22,192,15,0,False,False,38,5,False
6078360,23,1,1,1,False,False,44,12,True
6078360,23,260,2,1,False,False,44,12,True
6078360,23,694,3,1,False,False,44,12,True
6078360,23,317,4,1,False,False,44,12,True
6078360,23,547,5,1,False,False,44,12,True
6078360,23,82,6,1,False,False,44,12,True
6078360,23,414,7,1,False,False,44,12,True
6078360,23,16,8,1,False,True,44,12,True
6078360,23,450,9,1,False,False,44,12,True
6078360,23,430,10,2,True,False,44,12,True
6078360,23,661,11,1,False,False,44,12,True
6078360,23,470,12,0,False,False,44,12,False
6078360,23,261,13,0,False,False,44,12,False
6078360,23,252,14,0,False,False,44,12,False
6078360,23,192,15,0,False,False,44,12,False
6078360,24,1,1,1,False,False,71,1,True
6078360,24,317,2,1,False,False,71,1,True
6078360,24,694,3,1,False,False,71,1,True
6078360,24,260,4,1,False,False,71,1,True
6078360,24,261,5,1,False,False,71,1,True
6078360,24,237,6,1,False,False,71,1,True
