assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,4,0,2.8,193,0.0,0.0,0.0,0.0,8,0,0,0.3,0.4,2024-08-18,6,0,0,0,0,0,0,0,False,4,0,0,0,0,1,0,8122,0,1,2,0.0,1,0,0,0,5.0,False,0,193,,,Cheick Doucouré,0,0,0.0,3,Sub,Brentford,Crystal Palace,2,1,26609,2024,666823,0.0,0,0,0,0.0,0.5140550136566162,0.5140550136566162,26609,Crystal Palace,Cheick Doucouré,Cheick Oumar Doucoure,3,3,1,1.6,MID,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,0,14,0,0.3,193,0.0,0.02,0.02,0.41,23,0,0,1.5,9.6,2024-09-01,40,0,0,0,0,0,0,0,False,6,0,0,0,0,3,0,8205,0,1,1,5.0,4,-951,934,1885,4.9,False,0,193,,,Cheick Doucouré,0,1,0.0534110851585865,37,Sub,Chelsea,Crystal Palace,1,1,26630,2024,672453,0.0,0,0,0,0.0534110851585865,0.0603619180619716,0.0603619180619716,26630,Crystal Palace,Cheick Doucouré,Cheick Oumar Doucoure,3,4,3,1.7,MID,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,2.8,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.93,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.56,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.32,83.0,-0.3373536715147215
0,0,2,0,2.8,193,0.01,0.03,0.02,0.9,34,1,0,1.1,7.6,2024-09-14,45,0,0,0,0,0,0,0,False,11,0,0,0,0,4,0,16124,1,2,2,1.0,1,6218,8727,2509,4.9,True,0,193,,,Cheick Doucouré,0,1,0.0263619013130664,49,MC,Crystal Palace,Leicester,2,2,26636,2024,673709,0.0,0,0,0,0.0263619013130664,0.5044052004814148,0.4780432879924774,26636,Crystal Palace,Cheick Doucouré,Cheick Oumar Doucoure,1,3,4,2.0,MID,1,0.0,0.0,0.02,0.02,0.41,0.0,0.0,1.5,9.6,0.3,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.06,0.06,1.7,0.0,0.0,0.01,0.01,0.14,0.0,0.0,0.6,3.33,1.03,1.67,15.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,1.67,0.0,0.33,0.02,0.0,0.33,0.0,0.0,0.0,0.02,0.19,0.19,1.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.36,2.0,0.62,1.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,1.0,0.0,0.2,0.01,0.0,0.2,0.0,0.0,0.0,0.01,0.11,0.11,0.66,7919.0,0.5533997864008544
0,0,2,0,0.2,193,0.0,0.0,0.0,0.15,100,0,0,0.0,0.0,2024-11-02,10,0,0,0,0,0,0,0,False,20,0,0,0,0,10,0,5996,0,2,2,0.0,1,-345,68,413,4.9,False,0,193,,,Cheick Doucouré,0,0,0.0,10,Sub,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685260,0.0,0,0,0,0.0,0.0,0.0,26701,Crystal Palace,Cheick Doucouré,Cheick Oumar Doucoure,3,3,10,0.3,MID,1,0.0,0.01,0.03,0.02,0.9,1.0,0.0,1.1,7.6,2.8,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.5,0.48,2.0,0.0,0.0,0.02,0.01,0.44,0.33,0.0,0.97,5.87,1.97,2.0,30.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,1.67,2.0,0.0,0.67,0.03,0.0,0.33,0.0,0.0,0.0,0.03,0.36,0.35,1.77,0.0,0.0,0.01,0.01,0.26,0.2,0.0,0.58,3.52,1.18,1.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,1.2,0.0,0.4,0.02,0.0,0.2,0.0,0.0,0.0,0.02,0.22,0.21,1.06,-10128.0,-0.7172557172557172
0,0,1,0,0.7,193,0.0,0.02,0.02,0.63,104,1,0,0.2,0.4,2024-11-09,28,0,0,0,0,0,0,0,False,9,0,0,0,0,11,0,6087,0,2,0,1.0,1,47,240,193,4.9,True,0,193,,,Cheick Doucouré,0,1,0.0171054489910602,25,Sub,Crystal Palace,Fulham,0,2,26706,2024,686614,0.0,0,0,0,0.0171054489910602,0.033494796603918,0.0163893457502126,26706,Crystal Palace,Cheick Doucouré,Cheick Oumar Doucoure,3,3,11,0.5,MID,1,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.02,0.01,0.49,0.33,0.0,0.87,5.73,1.1,2.0,31.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,1.67,2.0,0.0,0.67,0.03,0.0,0.33,0.0,0.0,0.0,0.03,0.19,0.18,1.33,0.0,0.0,0.01,0.01,0.29,0.2,0.0,0.58,3.52,1.22,1.2,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,1.4,1.4,0.0,0.4,0.02,0.0,0.2,0.0,0.0,0.0,0.02,0.22,0.21,1.12,91.0,0.10854503464203233
0,0,11,0,0.8,193,0.0,0.0,0.0,2.8,112,1,0,0.6,4.8,2024-11-23,63,0,0,0,0,0,0,0,False,2,0,0,0,0,12,0,6145,1,2,2,0.0,2,-9,243,252,4.9,False,0,193,,,Cheick Doucouré,0,0,0.0,69,MC,Aston Villa,Crystal Palace,2,2,26716,2024,688444,0.0,0,0,0,0.0,0.8148460984230042,0.8148460984230042,26716,Crystal Palace,Cheick Doucouré,Cheick Oumar Doucoure,3,4,12,1.3,MID,2,0.0,0.0,0.02,0.02,0.63,1.0,0.0,0.2,0.4,0.7,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.5,0.0,0.0,0.02,0.01,0.56,0.67,0.0,0.43,2.67,1.23,0.67,27.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,1.33,1.0,0.0,0.67,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.16,0.93,0.0,0.0,0.01,0.01,0.42,0.4,0.0,0.62,3.6,1.36,1.4,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,1.4,1.6,0.0,0.6,0.02,0.0,0.2,0.0,0.0,0.0,0.02,0.22,0.21,1.22,58.0,-0.01818181818181818
0,0,0,0,1.3,193,0.02,0.15,0.13,0.21,136,0,0,1.1,0.6,2024-12-03,45,0,0,0,0,0,0,0,False,10,0,0,0,0,14,0,6020,1,1,0,9.0,0,-186,102,288,4.9,False,1,193,,,Cheick Doucouré,0,2,0.1142966374754905,49,MC,Ipswich,Crystal Palace,0,1,26737,2024,691344,0.0,0,0,0,0.1142966374754905,0.5164697170257568,0.4506644606590271,26737,Crystal Palace,Cheick Doucouré,Cheick Oumar Doucoure,3,2,14,0.8,MID,0,0.0,0.0,0.0,0.0,2.8,1.0,0.0,0.6,4.8,0.8,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.81,1.3,0.0,0.0,0.01,0.01,1.19,0.67,0.0,0.27,1.73,0.57,0.33,33.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,1.33,1.33,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.28,0.28,0.7,0.0,0.0,0.01,0.01,0.98,0.6,0.0,0.68,4.48,0.96,1.4,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,1.4,1.8,0.0,0.6,0.02,0.0,0.2,0.0,0.0,0.0,0.02,0.28,0.27,1.16,-125.0,-0.47692307692307695
0,0,3,0,0.0,193,0.0,0.19,0.19,0.15,153,1,0,0.5,0.2,2024-12-15,5,0,0,0,0,0,0,0,False,5,0,0,0,0,16,0,5815,0,3,1,5.0,1,-134,104,238,4.9,False,0,193,,,Cheick Doucouré,0,1,0.1375318467617035,1,Sub,Brighton,Crystal Palace,1,3,26756,2024,694215,0.0,0,0,0,0.1375318467617035,0.1375318467617035,0.0,26756,Crystal Palace,Cheick Doucouré,Cheick Oumar Doucoure,3,3,16,0.6,MID,1,0.0,0.02,0.15,0.13,0.21,0.0,0.0,1.1,0.6,1.3,9.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.52,0.45,0.8,0.0,0.01,0.06,0.05,1.21,0.67,0.0,0.63,1.93,0.93,3.33,45.33,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.67,0.67,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.45,0.43,0.87,0.0,0.01,0.04,0.03,0.94,0.6,0.0,0.6,2.68,1.16,2.2,38.2,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.8,1.2,1.0,0.0,0.8,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.37,0.35,0.98,-205.0,-0.391812865497076
0,0,2,0,1.1,193,0.01,0.01,0.0,0.15,163,1,0,0.6,4.8,2024-12-21,22,0,0,0,0,0,0,0,False,1,0,0,0,0,17,0,5715,0,5,1,0.0,1,-124,68,192,4.9,True,0,193,,,Cheick Doucouré,0,0,0.0,17,Sub,Crystal Palace,Arsenal,1,5,26765,2024,695491,0.0,0,0,0,0.0,0.0589111149311065,0.0589111149311065,26765,Crystal Palace,Cheick Doucouré,Cheick Oumar Doucoure,5,3,17,0.2,MID,1,0.0,0.0,0.19,0.19,0.15,1.0,0.0,0.5,0.2,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.6,0.0,0.01,0.11,0.11,1.05,0.67,0.0,0.73,1.87,0.7,4.67,37.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,2.0,1.0,1.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.49,0.42,0.9,0.0,0.0,0.07,0.07,0.79,0.6,0.0,0.48,1.2,0.6,3.0,30.2,0.0,0.0,0.0,0.0,0.2,0.0,0.4,2.0,1.0,1.0,0.0,0.8,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.3,0.26,0.7,-100.0,-0.47692307692307695
0,0,7,0,12.3,193,0.04,0.04,0.0,0.28,172,0,0,2.3,10.2,2024-12-26,37,0,0,0,0,0,0,0,False,3,0,0,0,0,18,0,5694,0,0,0,0.0,1,-45,120,165,4.9,False,0,193,,,Cheick Doucouré,0,0,0.0,36,Sub,Bournemouth,Crystal Palace,0,0,26772,2024,696176,0.0139362784102559,0,1,0,0.0,0.1081369072198867,0.0942006260156631,26772,Crystal Palace,Cheick Doucouré,Cheick Oumar Doucoure,3,3,18,0.5,MID,1,0.0,0.01,0.01,0.0,0.15,1.0,0.0,0.6,4.8,1.1,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.2,0.0,0.01,0.12,0.11,0.17,0.67,0.0,0.73,1.87,0.8,4.67,24.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,3.0,0.67,0.67,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.24,0.17,0.53,0.0,0.01,0.07,0.07,0.79,0.8,0.0,0.6,2.16,0.78,3.0,32.6,0.0,0.0,0.0,0.0,0.2,0.0,0.4,2.6,0.8,1.0,0.0,0.8,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.31,0.27,0.68,-21.0,-0.15789473684210525
