assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_2,expected_assists_2,expected_goal_involvements_2,expected_goals_2,expected_goals_conceded_2,goals_conceded_2,goals_scored_2,ict_index_2,influence_2,creativity_2,threat_2,minutes_2,own_goals_2,penalties_missed_2,penalties_saved_2,red_cards_2,yellow_cards_2,saves_2,starts_2,team_a_score_2,team_h_score_2,total_points_2,goals_2,shots_2,xG_2,xA_2,assists_x_2,assists_y_2,key_passes_2,npg_2,npxG_2,xGChain_2,xGBuildup_2,xP_2,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_4,expected_assists_4,expected_goal_involvements_4,expected_goals_4,expected_goals_conceded_4,goals_conceded_4,goals_scored_4,ict_index_4,influence_4,creativity_4,threat_4,minutes_4,own_goals_4,penalties_missed_4,penalties_saved_4,red_cards_4,yellow_cards_4,saves_4,starts_4,team_a_score_4,team_h_score_4,total_points_4,goals_4,shots_4,xG_4,xA_4,assists_x_4,assists_y_4,key_passes_4,npg_4,npxG_4,xGChain_4,xGBuildup_4,xP_4,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,17,0,15.3,82,0.15,0.49,0.34,1.02,10,1,0,9.5,19.0,2024-08-19,90,0,0,0,0,0,0,0,False,11,0,0,0,0,1,0,2587953,1,1,1,61.0,2,0,0,0,7.5,False,0,0,3,0.3907881677150726,90,Leicester,Tottenham,1,1,26611,2024,667464,0.0846512243151664,0,1,0,0.3907881677150726,0.2030326277017593,0.0,Tottenham,2,1,1,2.9,FWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,0,0,0,4.8,82,0.03,0.2,0.17,0.73,39,1,0,1.7,0.0,2024-09-15,90,0,0,0,0,0,0,0,False,1,0,0,0,0,4,0,697234,1,1,0,13.0,2,-349672,22974,372646,7.5,True,0,0,2,0.2038742303848266,90,Tottenham,Arsenal,0,1,26640,2024,674313,0.0,0,0,0,0.2038742303848266,0.3089618682861328,0.1050876453518867,Tottenham,5,3,4,0.0,FWD,0.0,0.15,0.49,0.34,1.02,1.0,0.0,9.5,19.0,15.3,61.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.39,0.08,0.0,0.0,1.0,0.0,0.39,0.2,0.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1890719.0,-0.8838582478135585
0,0,26,0,4.8,82,0.07,1.68,1.61,0.8,49,1,1,9.9,39.0,2024-09-21,87,0,0,0,0,0,0,0,False,4,0,0,0,0,5,0,811901,1,1,3,55.0,6,93953,157210,63257,7.5,True,0,1,4,2.210404872894287,90,Tottenham,Brentford,3,1,26648,2024,675785,0.0,0,0,1,2.210404872894287,2.416572332382202,0.2061675190925598,Tottenham,3,3,5,2.0,FWD,0.0,0.03,0.2,0.17,0.73,1.0,0.0,1.7,0.0,4.8,13.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.31,0.11,0.0,0.0,0.09,0.34,0.26,0.88,1.0,0.0,5.6,9.5,10.05,37.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,0.0,2.5,0.3,0.04,0.0,0.0,0.5,0.0,0.3,0.26,0.05,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114667.0,0.42615448116951743
0,0,29,1,16.3,82,0.01,1.34,1.33,0.96,57,0,1,14.0,46.2,2024-09-29,90,0,0,0,0,0,0,0,False,14,0,0,0,0,6,0,922429,1,3,0,77.0,6,108140,241765,133625,7.5,False,0,1,4,1.6602176427841189,90,Manchester United,Tottenham,0,3,26660,2024,678667,0.072849340736866,0,1,1,1.6602176427841189,1.2001686096191406,0.4455654919147491,Tottenham,2,3,6,3.5,FWD,0.0,0.07,1.68,1.61,0.8,1.0,1.0,9.9,39.0,4.8,55.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,1.0,4.0,2.21,0.0,0.0,0.0,0.0,1.0,2.21,2.42,0.21,2.0,0.0,0.05,0.94,0.89,0.76,1.0,0.5,5.8,19.5,4.8,34.0,88.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,4.0,0.5,3.0,1.21,0.0,0.0,0.0,0.0,0.5,1.21,1.36,0.16,1.0,0.0,0.08,0.79,0.71,0.85,1.0,0.33,7.03,19.33,8.3,43.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.33,3.33,0.33,3.0,0.94,0.03,0.0,0.0,0.33,0.33,0.94,0.98,0.1,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110528.0,0.28807373664722025
1,0,19,0,15.0,82,0.29,0.29,0.0,1.82,64,3,0,3.6,17.2,2024-10-06,90,0,0,0,0,0,0,0,False,5,0,0,0,0,7,0,1173693,1,2,3,4.0,5,231127,279572,48445,7.6,False,0,0,0,0.0,90,Brighton,Tottenham,3,2,26671,2024,680443,0.3653575778007507,1,1,0,0.0,0.5927090048789978,0.2273514121770858,Tottenham,2,3,7,4.8,FWD,1.0,0.01,1.34,1.33,0.96,0.0,1.0,14.0,46.2,16.3,77.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,4.0,1.66,0.07,0.0,0.0,1.0,1.0,1.66,1.2,0.45,3.5,0.5,0.04,1.51,1.47,0.88,0.5,1.0,11.95,42.6,10.55,66.0,88.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.5,6.0,1.0,4.0,1.94,0.04,0.0,0.0,0.5,1.0,1.94,1.81,0.33,2.75,0.33,0.04,1.07,1.04,0.83,0.67,0.67,8.53,28.4,8.63,48.33,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.0,4.67,0.67,3.33,1.36,0.02,0.0,0.0,0.33,0.67,1.36,1.31,0.25,1.83,0.25,0.06,0.93,0.86,0.88,0.75,0.5,8.78,26.05,10.3,51.5,89.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,4.0,0.5,3.25,1.12,0.04,0.0,0.0,0.5,0.5,1.12,1.03,0.19,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251264.0,0.7046189679193456
0,0,-1,0,12.3,82,0.03,0.11,0.08,0.78,79,1,0,2.4,5.6,2024-10-19,80,0,0,0,0,0,0,0,False,19,0,0,0,0,8,0,1456142,1,1,4,6.0,2,266291,314271,47980,7.7,True,0,0,1,0.0744616985321044,82,Tottenham,West Ham,4,1,26672,2024,680949,0.0881458893418312,0,1,0,0.0744616985321044,0.4128959476947784,0.3247500658035278,Tottenham,2,3,8,4.8,FWD,0.0,0.29,0.29,0.0,1.82,3.0,0.0,3.6,17.2,15.0,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.37,1.0,1.0,1.0,0.0,0.0,0.59,0.23,4.8,0.5,0.15,0.82,0.66,1.39,1.5,0.5,8.8,31.7,15.65,40.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.5,5.5,0.5,2.0,0.83,0.22,0.5,0.5,1.0,0.5,0.83,0.9,0.34,4.15,0.33,0.12,1.1,0.98,1.19,1.33,0.67,9.17,34.13,12.03,45.33,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.67,0.67,2.67,1.29,0.15,0.33,0.33,0.67,0.67,1.29,1.4,0.29,3.43,0.25,0.1,0.88,0.78,1.08,1.25,0.5,7.3,25.6,10.23,37.25,89.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.75,1.5,4.75,0.5,2.5,1.02,0.11,0.25,0.25,0.5,0.5,1.02,1.13,0.25,2.58,0.2,0.11,0.8,0.69,1.07,1.2,0.4,7.74,24.28,11.24,42.0,89.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.4,4.2,0.4,2.6,0.89,0.1,0.2,0.2,0.6,0.4,0.89,0.94,0.2,2.64,282449.0,0.7351008002738433
0,0,4,0,2.8,82,0.01,0.03,0.02,0.83,86,1,0,2.3,6.0,2024-10-27,90,0,0,0,0,0,0,0,False,7,0,0,0,0,9,0,1398344,1,0,1,14.0,2,-50533,60336,110869,7.7,False,0,0,1,0.0206185169517993,90,Crystal Palace,Tottenham,1,0,26689,2024,683501,0.0,0,0,0,0.0206185169517993,0.3533931374549866,0.3533931374549866,Tottenham,2,3,9,4.3,FWD,0.0,0.03,0.11,0.08,0.78,1.0,0.0,2.4,5.6,12.3,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,0.07,0.09,0.0,0.0,1.0,0.0,0.07,0.41,0.32,4.8,0.0,0.16,0.2,0.04,1.3,2.0,0.0,3.0,11.4,13.65,5.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,3.5,3.5,0.0,0.5,0.04,0.23,0.5,0.5,1.0,0.0,0.04,0.5,0.28,4.8,0.33,0.11,0.58,0.47,1.19,1.33,0.33,6.67,23.0,14.53,29.0,86.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.33,4.33,0.33,1.67,0.58,0.18,0.33,0.33,1.0,0.33,0.58,0.74,0.33,4.37,0.25,0.1,0.86,0.76,1.09,1.25,0.5,7.48,27.0,12.1,35.5,86.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.75,2.5,4.75,0.5,2.25,0.99,0.13,0.25,0.25,0.75,0.5,0.99,1.16,0.3,3.77,0.2,0.09,0.72,0.64,1.02,1.2,0.4,6.32,21.6,10.64,31.0,87.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,2.0,4.2,0.4,2.2,0.83,0.11,0.2,0.2,0.6,0.4,0.83,0.99,0.26,3.02,-57798.0,-0.2951607721737099
1,3,71,0,0.3,82,0.0,1.52,1.52,1.86,99,1,2,13.5,71.0,2024-11-03,90,0,0,0,0,0,0,0,False,2,0,0,0,0,10,0,1160217,1,1,4,64.0,16,-239678,18408,258086,7.6,True,0,2,5,1.2228037118911743,90,Tottenham,Aston Villa,4,1,26700,2024,685523,0.0,0,0,2,1.2228037118911743,1.1977622509002686,0.0,Tottenham,3,3,10,7.2,FWD,0.0,0.01,0.03,0.02,0.83,1.0,0.0,2.3,6.0,2.8,14.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.35,0.35,4.3,0.0,0.02,0.07,0.05,0.8,1.0,0.0,2.35,5.8,7.55,10.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.5,2.0,0.0,1.0,0.05,0.04,0.0,0.0,0.5,0.0,0.05,0.38,0.34,4.55,0.0,0.11,0.14,0.03,1.14,1.67,0.0,2.77,9.6,10.03,8.0,86.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.67,3.0,0.0,0.67,0.03,0.15,0.33,0.33,0.67,0.0,0.03,0.45,0.3,4.63,0.25,0.08,0.44,0.36,1.1,1.25,0.25,5.58,18.75,11.6,25.25,87.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.0,3.75,0.25,1.5,0.44,0.13,0.25,0.25,0.75,0.25,0.44,0.64,0.34,4.35,0.2,0.08,0.69,0.61,1.04,1.2,0.4,6.44,22.8,10.24,31.2,87.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,2.2,4.2,0.4,2.0,0.79,0.11,0.2,0.2,0.6,0.4,0.79,1.0,0.31,3.88,-238127.0,-0.8668470201885032
0,0,6,0,1.6,82,0.02,0.4,0.38,1.74,108,2,0,6.6,18.2,2024-11-10,90,0,0,0,0,0,0,0,False,10,0,0,0,0,11,0,1853239,1,2,1,46.0,2,637587,662653,25066,7.7,True,0,0,4,0.4749073684215545,90,Tottenham,Ipswich,1,2,26709,2024,687291,0.0,0,0,0,0.4749073684215545,0.4749073684215545,0.0,Tottenham,2,3,11,7.2,FWD,0.0,0.0,1.52,1.52,1.86,1.0,2.0,13.5,71.0,0.3,64.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,16.0,2.0,5.0,1.22,0.0,1.0,0.0,0.0,2.0,1.22,1.2,0.0,7.2,0.0,0.0,0.78,0.77,1.35,1.0,1.0,7.9,38.5,1.55,39.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.5,9.0,1.0,3.0,0.62,0.0,0.5,0.0,0.0,1.0,0.62,0.78,0.18,5.75,0.0,0.01,0.55,0.54,1.16,1.0,0.67,6.07,27.53,5.13,28.0,86.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,3.0,6.67,0.67,2.33,0.44,0.03,0.33,0.0,0.33,0.67,0.44,0.65,0.23,5.43,0.0,0.08,0.49,0.4,1.32,1.5,0.5,5.45,24.95,7.6,22.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.25,0.5,1.75,0.33,0.11,0.5,0.25,0.5,0.5,0.33,0.64,0.23,5.28,0.2,0.07,0.66,0.59,1.25,1.2,0.6,7.16,29.2,9.34,33.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,2.4,6.2,0.6,2.2,0.6,0.11,0.4,0.2,0.6,0.6,0.6,0.75,0.27,4.92,693022.0,0.927103947978753
1,0,21,1,21.5,82,0.05,0.17,0.12,2.14,118,0,0,6.2,21.8,2024-11-23,90,0,0,0,0,0,0,0,False,13,0,0,0,0,12,0,1408248,1,4,0,19.0,5,-395645,37648,433293,7.7,False,0,0,1,0.1025303304195404,90,Manchester City,Tottenham,0,4,26720,2024,688690,0.578758180141449,1,2,0,0.1025303304195404,0.6812885403633118,0.0,Tottenham,2,4,12,7.2,FWD,0.0,0.02,0.4,0.38,1.74,2.0,0.0,6.6,18.2,1.6,46.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,4.0,0.47,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,7.2,0.0,0.01,0.96,0.95,1.8,1.5,1.0,10.05,44.6,0.95,55.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.5,9.0,1.0,4.5,0.85,0.0,0.5,0.0,0.0,1.0,0.85,0.84,0.0,7.2,0.0,0.01,0.65,0.64,1.48,1.33,0.67,7.47,31.73,1.57,41.33,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.67,0.67,3.33,0.57,0.0,0.33,0.0,0.0,0.67,0.57,0.68,0.12,6.23,0.0,0.02,0.52,0.5,1.3,1.25,0.5,6.2,25.2,4.25,32.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,5.5,0.5,2.75,0.45,0.02,0.25,0.0,0.25,0.5,0.45,0.61,0.17,5.88,0.0,0.07,0.47,0.4,1.41,1.6,0.4,5.68,23.6,6.4,26.8,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,2.6,5.4,0.4,2.2,0.36,0.09,0.4,0.2,0.4,0.4,0.36,0.61,0.18,5.66,-444991.0,-0.8401158531535797
