assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,23,1,0.3,120,0.0,0.07,0.07,0.45,3,0,0,1.3,7.0,2024-08-17,75,0,0,0,0,0,0,0,False,8,0,0,0,0,1,0,367736,1,3,0,6.0,6,0,0,0,4.5,False,0,120,,,Lewis Dunk,0,1,0.0949353128671646,80,DC,Everton,Brighton,0,3,26605,2024,666342,0.0,0,0,0,0.0949353128671646,0.0682226195931434,0.0682226195931434,26605,Brighton,Lewis Dunk,Lewis Dunk,3,3,1,1.9,DEF,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,0,11,0,11.1,120,0.01,0.01,0.0,1.43,13,1,0,2.7,16.2,2024-08-24,90,0,0,0,0,0,0,0,False,14,0,0,0,0,2,0,462381,1,1,2,0.0,2,28927,50113,21186,4.5,True,0,120,,,Lewis Dunk,0,0,0.0,90,DC,Brighton,Manchester United,2,1,26612,2024,667695,0.0163312442600727,0,1,0,0.0,1.0757503509521484,1.0757503509521484,26612,Brighton,Lewis Dunk,Lewis Dunk,2,3,2,4.0,DEF,2,1.0,0.0,0.07,0.07,0.45,0.0,0.0,1.3,7.0,0.3,6.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.07,1.9,0.33,0.0,0.02,0.02,0.15,0.0,0.0,0.43,2.33,0.1,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,2.0,0.0,0.33,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.63,0.2,0.0,0.01,0.01,0.09,0.0,0.0,0.26,1.4,0.06,1.2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,1.2,0.0,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.38,94645.0,0.4057139651327508
0,0,17,0,39.9,120,0.23,0.23,0.0,2.08,21,1,0,7.2,30.4,2024-08-31,90,0,0,0,0,0,0,0,False,1,0,0,0,0,3,0,516904,1,1,1,2.0,2,33047,87965,54918,4.5,False,0,120,,,Lewis Dunk,0,0,0.0,90,DC,Arsenal,Brighton,1,1,26622,2024,671525,0.3552730679512024,0,2,0,0.0,0.7594560980796814,0.7411687970161438,26622,Brighton,Lewis Dunk,Lewis Dunk,3,5,3,2.3,DEF,2,0.0,0.01,0.01,0.0,1.43,1.0,0.0,2.7,16.2,11.1,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,1.08,1.08,4.0,0.33,0.0,0.03,0.02,0.63,0.33,0.0,1.33,7.73,3.8,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,0.67,2.67,0.0,0.33,0.03,0.01,0.0,0.0,0.33,0.0,0.03,0.38,0.38,1.97,0.2,0.0,0.02,0.01,0.38,0.2,0.0,0.8,4.64,2.28,1.2,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4,1.6,0.0,0.2,0.02,0.0,0.0,0.0,0.2,0.0,0.02,0.23,0.23,1.18,54523.0,0.2312871370281979
0,0,26,1,1.3,120,0.01,0.1,0.09,0.35,33,0,0,1.4,10.4,2024-09-14,90,0,0,0,0,0,0,0,False,10,0,0,0,0,4,0,810117,1,0,0,2.0,6,252279,334678,82399,4.5,True,0,120,,,Lewis Dunk,0,1,0.111086294054985,90,DC,Brighton,Ipswich,0,0,26633,2024,673644,0.0,0,0,0,0.111086294054985,0.1084460690617561,0.1084460690617561,26633,Brighton,Lewis Dunk,Lewis Dunk,2,3,4,4.5,DEF,6,0.0,0.23,0.23,0.0,2.08,1.0,0.0,7.2,30.4,39.9,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.36,0.0,0.0,2.0,0.0,0.0,0.76,0.74,2.3,0.33,0.08,0.1,0.02,1.32,0.67,0.0,3.73,17.87,17.1,2.67,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.0,3.33,0.0,0.33,0.03,0.12,0.0,0.0,1.0,0.0,0.03,0.63,0.63,2.73,0.2,0.05,0.06,0.01,0.79,0.4,0.0,2.24,10.72,10.26,1.6,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,2.0,0.0,0.2,0.02,0.07,0.0,0.0,0.6,0.0,0.02,0.38,0.38,1.64,293213.0,0.604873920163423
0,0,5,0,5.1,120,0.03,0.03,0.0,1.53,42,2,0,1.9,13.4,2024-09-22,90,0,0,0,0,0,0,0,False,16,0,0,0,0,5,0,863587,1,2,2,0.0,0,50014,77363,27349,4.6,True,1,120,,,Lewis Dunk,0,0,0.0,90,DC,Brighton,Nottingham Forest,2,2,26650,2024,676301,0.0,0,0,0,0.0,0.1007452085614204,0.1007452085614204,26650,Brighton,Lewis Dunk,Lewis Dunk,4,3,5,2.7,DEF,0,1.0,0.01,0.1,0.09,0.35,0.0,0.0,1.4,10.4,1.3,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,4.5,0.33,0.08,0.11,0.03,1.29,0.67,0.0,3.77,19.0,17.43,1.33,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.0,3.33,0.0,0.33,0.04,0.12,0.0,0.0,1.0,0.0,0.04,0.65,0.64,3.6,0.4,0.05,0.08,0.03,0.86,0.4,0.0,2.52,12.8,10.52,2.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.6,3.2,0.0,0.4,0.04,0.07,0.0,0.0,0.6,0.0,0.04,0.4,0.4,2.54,53470.0,0.4776338910535564
0,0,-3,0,2.1,120,0.01,0.01,0.0,4.16,54,4,0,2.6,21.8,2024-09-28,90,0,0,0,0,0,0,0,False,6,0,0,0,0,6,0,759160,1,2,4,2.0,-1,-98806,26674,125480,4.6,False,1,120,,,Lewis Dunk,0,0,0.0,90,DC,Chelsea,Brighton,4,2,26657,2024,677910,0.0,0,0,0,0.0,0.4388001561164856,0.4388001561164856,26657,Brighton,Lewis Dunk,Lewis Dunk,3,4,6,1.7,DEF,-1,0.0,0.03,0.03,0.0,1.53,2.0,0.0,1.9,13.4,5.1,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.7,0.33,0.09,0.12,0.03,1.32,1.0,0.0,3.5,18.07,15.43,1.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,1.0,2.67,0.0,0.33,0.04,0.12,0.0,0.0,0.67,0.0,0.04,0.32,0.32,3.17,0.4,0.06,0.09,0.03,1.17,0.8,0.0,2.9,15.48,11.54,2.0,87.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.4,1.0,3.2,0.0,0.4,0.04,0.07,0.0,0.0,0.6,0.0,0.04,0.42,0.42,3.08,-104427.0,-0.6493815476425201
0,0,5,0,0.8,120,0.0,0.0,0.0,1.37,64,2,0,2.0,17.4,2024-10-06,90,0,0,0,0,0,0,0,False,18,0,0,0,0,7,0,693847,1,2,3,2.0,1,-69958,11274,81232,4.5,True,0,120,,,Lewis Dunk,0,0,0.0,90,DC,Brighton,Tottenham,3,2,26671,2024,680420,0.0,0,0,0,0.0,0.9433849453926086,0.9433849453926086,26671,Brighton,Lewis Dunk,Lewis Dunk,2,3,7,1.5,DEF,1,0.0,0.01,0.01,0.0,4.16,4.0,0.0,2.6,21.8,2.1,2.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,1.7,0.33,0.02,0.05,0.03,2.01,2.0,0.0,1.97,15.2,2.83,1.33,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.33,2.0,1.67,0.0,0.33,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.22,0.22,2.97,0.2,0.06,0.08,0.02,1.91,1.6,0.0,3.16,18.44,11.9,1.2,90.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.2,1.8,1.8,0.0,0.2,0.02,0.07,0.0,0.0,0.6,0.0,0.02,0.5,0.49,3.04,-65313.0,-0.7562536484119949
0,0,20,1,0.4,120,0.0,0.09,0.09,2.02,76,0,0,2.1,16.6,2024-10-19,90,0,0,0,0,0,0,0,False,15,0,0,0,0,8,0,670761,1,1,0,4.0,6,-28299,11557,39856,4.5,False,0,120,,,Lewis Dunk,0,1,0.164398118853569,90,DC,Newcastle United,Brighton,0,1,26676,2024,681367,0.0,0,0,0,0.164398118853569,0.0618720613420009,0.0618720613420009,26676,Brighton,Lewis Dunk,Lewis Dunk,3,4,8,2.0,DEF,6,0.0,0.0,0.0,0.0,1.37,2.0,0.0,2.0,17.4,0.8,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,1.5,0.0,0.01,0.01,0.0,2.35,2.67,0.0,2.17,17.53,2.67,1.33,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,1.97,0.2,0.06,0.07,0.02,1.9,1.8,0.0,3.02,18.68,9.84,1.6,90.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.4,2.0,1.6,0.0,0.2,0.02,0.07,0.0,0.0,0.4,0.0,0.02,0.47,0.47,2.54,-23086.0,-0.5504249897885749
0,0,10,0,1.7,120,0.02,0.12,0.1,0.05,122,0,0,1.1,5.2,2024-11-29,18,0,0,0,0,0,0,0,False,17,0,0,0,0,13,0,434705,0,1,1,4.0,1,-14358,7028,21386,4.4,True,0,120,,,Lewis Dunk,0,1,0.0537067353725433,14,Sub,Brighton,Southampton,1,1,26723,2024,689627,0.0,0,0,0,0.0537067353725433,0.0807131603360176,0.0807131603360176,26723,Brighton,Lewis Dunk,Lewis Dunk,1,3,13,0.7,DEF,1,1.0,0.0,0.09,0.09,2.02,0.0,0.0,2.1,16.6,0.4,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.06,2.0,0.33,0.0,0.03,0.03,2.52,2.0,0.0,2.23,18.6,1.1,2.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.67,2.33,2.0,0.0,0.33,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.48,0.48,1.73,0.4,0.01,0.05,0.04,1.89,1.6,0.0,2.0,15.92,1.94,2.0,90.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.4,1.8,2.4,0.0,0.4,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.33,0.33,2.48,-236056.0,-0.5053142816921236
0,0,-3,0,1.2,120,0.01,0.01,0.0,0.66,135,3,0,1.2,9.2,2024-12-05,90,0,0,0,0,0,0,0,False,9,0,0,0,0,14,0,434291,1,1,3,2.0,0,-1959,8681,10640,4.4,False,1,120,,,Lewis Dunk,0,0,0.0,90,DC,Fulham,Brighton,3,1,26736,2024,691617,0.0,0,0,0,0.0,0.4925447106361389,0.4925447106361389,26736,Brighton,Lewis Dunk,Lewis Dunk,3,3,14,0.2,DEF,0,0.0,0.02,0.12,0.1,0.05,0.0,0.0,1.1,5.2,1.7,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.08,0.7,0.33,0.01,0.07,0.06,1.15,0.67,0.0,1.73,13.07,0.97,3.33,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.33,2.67,0.0,0.67,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.36,0.36,1.4,0.2,0.01,0.05,0.04,1.83,1.6,0.0,1.94,14.88,2.02,2.4,75.6,0.0,0.0,0.0,0.0,0.4,0.0,0.8,1.6,2.0,1.4,0.0,0.4,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.33,0.33,1.72,-414.0,-0.10139226748097925
