assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,13,0,12.7,455,0.03,0.03,0.0,0.25,5,1,0,3.3,18.4,2024-08-17,80,0,0,0,0,0,0,0,False,15,0,0,0,0,1,0,96706,1,0,1,2.0,2,0,0,0,4.0,False,0,455,,,0,0,0.0,85,DC,Newcastle United,Southampton,1,0,26606,2024,666370,0.0503203310072422,0,1,0,0.0,0.9491878747940063,0.9491878747940063,26606,Southampton,Jan Bednarek,Jan Bednarek,1,4,1,0.0,DEF,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,0,9,0,12.2,455,0.01,0.01,0.0,2.45,18,1,0,3.3,19.2,2024-08-24,90,0,0,0,0,0,0,0,False,16,0,0,0,0,2,0,211257,1,1,0,2.0,1,72602,85761,13159,4.0,True,1,455,,,0,0,0.0,90,DC,Southampton,Nottingham Forest,0,1,26616,2024,668039,0.0530361123383045,0,1,0,0.0,0.0832558721303939,0.0302197560667991,26616,Southampton,Jan Bednarek,Jan Bednarek,4,1,2,1.0,DEF,1,0.0,0.03,0.03,0.0,0.25,1.0,0.0,3.3,18.4,12.7,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.95,0.95,0.0,0.0,0.01,0.01,0.0,0.08,0.33,0.0,1.1,6.13,4.23,0.67,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.67,0.0,0.0,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.32,0.32,0.0,0.0,0.01,0.01,0.0,0.05,0.2,0.0,0.66,3.68,2.54,0.4,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.19,0.19,0.0,114551.0,0.7339466235341691
0,0,3,0,3.8,455,0.02,0.02,0.0,2.78,22,3,0,2.9,25.4,2024-08-31,90,0,0,0,0,0,0,0,False,4,0,0,0,0,3,0,268839,1,1,3,0.0,1,50317,77602,27285,4.0,False,0,455,,,0,0,0.0,90,DC,Brentford,Southampton,3,1,26623,2024,671737,0.0,0,0,0,0.0,0.3426718115806579,0.3426718115806579,26623,Southampton,Jan Bednarek,Jan Bednarek,1,3,3,0.8,DEF,1,0.0,0.01,0.01,0.0,2.45,1.0,0.0,3.3,19.2,12.2,2.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.08,0.03,1.0,0.0,0.01,0.01,0.0,0.9,0.67,0.0,2.2,12.53,8.3,1.33,56.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.33,0.33,1.0,0.0,0.0,0.0,0.03,0.0,0.0,0.67,0.0,0.0,0.34,0.33,0.33,0.0,0.01,0.01,0.0,0.54,0.4,0.0,1.32,7.52,4.98,0.8,34.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.2,0.6,0.0,0.0,0.0,0.02,0.0,0.0,0.4,0.0,0.0,0.21,0.2,0.2,57582.0,0.4797258001468247
0,0,6,0,0.9,455,0.0,0.0,0.0,2.67,38,3,0,3.2,31.2,2024-09-14,90,0,0,0,0,0,0,0,False,14,0,0,0,0,4,0,332486,1,3,0,0.0,1,56877,95755,38878,4.0,True,0,455,,,0,0,0.0,90,DC,Southampton,Manchester United,0,3,26632,2024,673358,0.0,0,0,0,0.0,0.0734385848045349,0.0734385848045349,26632,Southampton,Jan Bednarek,Jan Bednarek,2,1,4,0.7,DEF,1,0.0,0.02,0.02,0.0,2.78,3.0,0.0,2.9,25.4,3.8,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.8,0.0,0.02,0.02,0.0,1.83,1.67,0.0,3.17,21.0,9.57,1.33,86.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,1.33,1.33,0.0,0.0,0.0,0.03,0.0,0.0,0.67,0.0,0.0,0.46,0.44,0.6,0.0,0.01,0.01,0.0,1.1,1.0,0.0,1.9,12.6,5.74,0.8,52.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.4,0.8,0.8,0.0,0.0,0.0,0.02,0.0,0.0,0.4,0.0,0.0,0.28,0.26,0.36,63647.0,0.42245957528986205
0,0,13,0,0.8,455,0.01,0.01,0.0,1.69,48,1,0,2.9,28.0,2024-09-21,90,0,0,0,0,0,0,0,False,10,0,0,0,0,5,0,340678,1,1,1,0.0,2,8632,21624,12992,4.0,True,0,455,,,0,0,0.0,90,DC,Southampton,Ipswich,1,1,26643,2024,675626,0.0,0,0,0,0.0,1.3874369859695437,1.3874369859695437,26643,Southampton,Jan Bednarek,Jan Bednarek,2,1,5,1.2,DEF,2,0.0,0.0,0.0,0.0,2.67,3.0,0.0,3.2,31.2,0.9,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.7,0.0,0.01,0.01,0.0,2.63,2.33,0.0,3.13,25.27,5.63,0.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.67,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.17,0.15,0.83,0.0,0.01,0.01,0.0,1.63,1.6,0.0,2.54,18.84,5.92,0.8,70.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.0,0.8,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.4,0.0,0.0,0.29,0.28,0.5,8192.0,0.249364455743009
0,0,4,0,0.8,455,0.01,0.01,0.0,1.38,52,3,0,3.3,32.0,2024-09-30,90,0,0,0,0,0,0,0,False,3,0,0,0,0,6,0,354017,1,1,3,0.0,1,10980,35705,24725,4.0,False,0,455,,,0,0,0.0,90,DC,Bournemouth,Southampton,3,1,26661,2024,678939,0.0,0,0,0,0.0,0.112515777349472,0.112515777349472,26661,Southampton,Jan Bednarek,Jan Bednarek,1,3,6,0.8,DEF,1,0.0,0.01,0.01,0.0,1.69,1.0,0.0,2.9,28.0,0.8,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.39,1.2,0.0,0.01,0.01,0.0,2.38,2.33,0.0,3.0,28.2,1.83,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9,0.0,0.01,0.01,0.0,1.97,1.8,0.0,3.12,24.44,6.08,0.8,88.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.2,1.0,1.4,0.0,0.0,0.0,0.02,0.0,0.0,0.4,0.0,0.0,0.57,0.56,0.74,13339.0,0.1816978322025484
0,0,3,0,1.4,455,0.01,0.01,0.0,2.83,61,3,0,3.7,35.6,2024-10-05,90,0,0,0,0,0,0,0,False,1,0,0,0,0,7,0,348660,1,1,3,0.0,0,-5388,12846,18234,4.0,False,1,455,,,0,0,0.0,90,DC,Arsenal,Southampton,3,1,26666,2024,679532,0.0,0,0,0,0.0,0.1454747468233108,0.1454747468233108,26666,Southampton,Jan Bednarek,Jan Bednarek,1,5,7,-0.5,DEF,0,0.0,0.01,0.01,0.0,1.38,3.0,0.0,3.3,32.0,0.8,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.8,0.0,0.01,0.01,0.0,1.91,2.33,0.0,3.13,30.4,0.83,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.9,0.0,0.01,0.01,0.0,2.19,2.2,0.0,3.12,27.16,3.7,0.4,90.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.4,1.4,1.2,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.4,0.39,0.9,-5357.0,-0.17335907335907336
0,0,3,0,10.3,455,0.63,0.63,0.0,3.21,78,3,0,3.1,19.0,2024-10-19,90,0,0,0,0,0,0,0,False,11,0,0,0,0,8,0,341375,1,3,2,2.0,1,-8086,6111,14197,4.0,True,0,455,,,0,0,0.0,90,DC,Southampton,Leicester,2,3,26678,2024,681383,0.1387308835983276,0,1,0,0.0,0.0,0.0,26678,Southampton,Jan Bednarek,Jan Bednarek,1,1,8,0.2,DEF,1,0.0,0.01,0.01,0.0,2.83,3.0,0.0,3.7,35.6,1.4,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,-0.5,0.0,0.01,0.01,0.0,1.97,2.33,0.0,3.3,31.87,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,2.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.5,0.0,0.01,0.01,0.0,2.27,2.6,0.0,3.2,30.44,1.54,0.0,90.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.6,-7285.0,-0.39816820957258225
0,0,12,0,0.5,455,0.01,0.01,0.0,2.95,89,1,0,2.9,26.8,2024-10-26,90,0,0,0,0,0,0,0,False,13,0,0,0,0,9,0,333601,1,0,1,2.0,2,-7894,5132,13026,4.0,False,0,455,,,0,0,0.0,90,DC,Manchester City,Southampton,1,0,26683,2024,682945,0.0,0,0,0,0.0,0.3423722684383392,0.3423722684383392,26683,Southampton,Jan Bednarek,Jan Bednarek,1,4,9,-0.5,DEF,2,0.0,0.63,0.63,0.0,3.21,3.0,0.0,3.1,19.0,10.3,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.22,0.0,2.47,3.0,0.0,3.37,28.87,4.17,0.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.67,2.67,0.67,0.0,0.0,0.0,0.05,0.0,0.0,0.33,0.0,0.0,0.09,0.09,0.17,0.0,0.13,0.13,0.0,2.36,2.6,0.0,3.24,29.16,2.84,0.4,90.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.8,1.8,1.0,0.0,0.0,0.0,0.03,0.0,0.0,0.2,0.0,0.0,0.34,0.34,0.48,-7774.0,-0.434739508756471
0,0,29,1,1.0,455,0.01,0.01,0.0,1.56,98,0,0,2.2,20.8,2024-11-02,90,0,0,0,0,0,0,0,False,8,0,0,0,0,10,0,344771,1,0,1,0.0,5,8536,20188,11652,4.0,True,1,455,,,0,0,0.0,90,DC,Southampton,Everton,1,0,26699,2024,685114,0.0,0,0,0,0.0,0.2045984268188476,0.2045984268188476,26699,Southampton,Jan Bednarek,Jan Bednarek,3,1,10,2.2,DEF,5,0.0,0.01,0.01,0.0,2.95,1.0,0.0,2.9,26.8,0.5,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,-0.5,0.0,0.22,0.22,0.0,3.0,2.33,0.0,3.23,27.13,4.07,1.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,2.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.33,0.0,0.0,0.16,0.16,-0.27,0.0,0.13,0.13,0.0,2.41,2.2,0.0,3.18,28.28,2.76,0.8,90.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.2,2.0,1.2,0.0,0.0,0.0,0.03,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.24,11170.0,0.2680904522613065
