assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
1,0,11,0,13.4,211,0.02,0.02,0.0,1.59,8,2,0,3.2,12.2,2024-08-18,90,0,0,0,0,0,0,0,False,4,0,0,0,0,1,0,387466,1,1,2,6.0,4,0,0,0,5.0,False,0,211,,,Daniel Muñoz,0,0,0.0,90,DMR,Brentford,Crystal Palace,2,1,26609,2024,666813,0.0322997756302356,0,1,0,0.0,0.1558635681867599,0.1235637962818145,26609,Crystal Palace,Daniel Muñoz,Daniel Muñoz,3,3,1,2.4,DEF,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,0,9,0,4.2,211,0.02,0.02,0.0,1.39,14,2,0,2.0,11.8,2024-08-24,90,0,0,0,0,0,0,0,False,19,0,0,0,0,2,0,434799,1,2,0,4.0,1,14558,36687,22129,5.0,True,0,211,,,Daniel Muñoz,0,0,0.0,90,DMR,Crystal Palace,West Ham,0,2,26613,2024,667919,0.0,0,0,0,0.0,0.4664818048477173,0.4664818048477173,26613,Crystal Palace,Daniel Muñoz,Daniel Muñoz,2,3,2,2.5,DEF,1,0.0,0.02,0.02,0.0,1.59,2.0,0.0,3.2,12.2,13.4,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.03,1.0,0.0,1.0,0.0,0.0,0.16,0.12,2.4,0.0,0.01,0.01,0.0,0.53,0.67,0.0,1.07,4.07,4.47,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.67,1.33,0.0,0.0,0.0,0.01,0.33,0.0,0.33,0.0,0.0,0.05,0.04,0.8,0.0,0.0,0.0,0.0,0.32,0.4,0.0,0.64,2.44,2.68,1.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.8,0.0,0.0,0.0,0.01,0.2,0.0,0.2,0.0,0.0,0.03,0.02,0.48,47333.0,0.2475176822633297
0,0,2,0,16.3,211,0.26,0.26,0.0,2.27,23,1,0,3.8,15.8,2024-09-01,90,0,0,0,0,0,0,0,False,6,0,0,0,0,3,0,373102,1,1,1,6.0,1,-63191,10030,73221,5.0,False,1,211,,,Daniel Muñoz,0,0,0.0,90,DMR,Chelsea,Crystal Palace,1,1,26630,2024,672445,0.0603619180619716,0,1,0,0.0,0.1550492942333221,0.0946873724460601,26630,Crystal Palace,Daniel Muñoz,Daniel Muñoz,3,4,3,2.0,DEF,1,0.0,0.02,0.02,0.0,1.39,2.0,0.0,2.0,11.8,4.2,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,2.5,0.0,0.01,0.01,0.0,0.99,1.33,0.0,1.73,8.0,5.87,3.33,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.67,1.67,0.0,0.0,0.0,0.01,0.33,0.0,0.33,0.0,0.0,0.21,0.2,1.63,0.0,0.01,0.01,0.0,0.6,0.8,0.0,1.04,4.8,3.52,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,1.0,0.0,0.0,0.0,0.01,0.2,0.0,0.2,0.0,0.0,0.12,0.12,0.98,-61697.0,-0.7590419334302291
0,0,4,0,25.2,211,0.02,0.17,0.15,1.22,34,2,0,5.9,19.6,2024-09-14,80,0,0,0,0,0,0,0,False,11,0,0,0,0,4,0,351199,1,2,2,14.0,1,-31170,31164,62334,5.0,True,0,211,,,Daniel Muñoz,0,2,0.345882385969162,84,DMR,Crystal Palace,Leicester,2,2,26636,2024,673707,0.0884019061923027,0,2,0,0.345882385969162,1.1698249578475952,0.7593806982040405,26636,Crystal Palace,Daniel Muñoz,Daniel Muñoz,1,3,4,2.3,DEF,1,0.0,0.26,0.26,0.0,2.27,1.0,0.0,3.8,15.8,16.3,6.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.06,0.0,0.0,1.0,0.0,0.0,0.16,0.09,2.0,0.0,0.1,0.1,0.0,1.75,1.67,0.0,3.0,13.27,11.3,5.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.0,2.0,0.0,0.0,0.0,0.03,0.33,0.0,0.67,0.0,0.0,0.26,0.23,2.3,0.0,0.06,0.06,0.0,1.05,1.0,0.0,1.8,7.96,6.78,3.2,54.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.8,0.6,1.2,0.0,0.0,0.0,0.02,0.2,0.0,0.4,0.0,0.0,0.16,0.14,1.38,-21903.0,-0.3333761149971122
0,0,23,1,15.3,211,0.01,0.01,0.0,1.7,43,0,0,3.3,18.0,2024-09-21,90,0,0,0,0,0,0,0,False,14,0,0,0,0,5,0,308579,1,0,0,0.0,6,-42732,3003,45735,4.9,True,0,211,,,Daniel Muñoz,0,0,0.0,90,DMR,Crystal Palace,Manchester United,0,0,26649,2024,675931,0.0204666219651699,0,1,0,0.0,0.4755572080612182,0.4755572080612182,26649,Crystal Palace,Daniel Muñoz,Daniel Muñoz,2,3,5,2.2,DEF,6,0.0,0.02,0.17,0.15,1.22,2.0,0.0,5.9,19.6,25.2,14.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.35,0.09,0.0,0.0,2.0,0.0,0.35,1.17,0.76,2.3,0.0,0.1,0.15,0.05,1.63,1.67,0.0,3.9,15.73,15.23,8.0,86.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.67,1.0,1.0,0.0,0.67,0.12,0.05,0.0,0.0,1.0,0.0,0.12,0.6,0.44,2.27,0.0,0.06,0.09,0.03,1.29,1.4,0.0,2.98,11.88,11.82,6.0,70.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.2,1.0,1.4,0.0,0.4,0.07,0.04,0.2,0.0,0.8,0.0,0.07,0.39,0.29,1.84,-42620.0,-0.8767696663794164
0,0,12,0,14.2,211,0.07,0.25,0.18,0.89,55,2,0,6.8,15.2,2024-09-28,90,0,0,0,0,0,0,0,False,8,0,0,0,0,6,0,267332,1,1,2,39.0,1,-44475,7075,51550,4.9,False,0,211,,,Daniel Muñoz,0,2,0.151110291481018,90,DMR,Everton,Crystal Palace,2,1,26654,2024,677823,0.0268411040306091,0,1,0,0.151110291481018,0.0386179462075233,0.0386179462075233,26654,Crystal Palace,Daniel Muñoz,Daniel Muñoz,3,3,6,2.2,DEF,1,1.0,0.01,0.01,0.0,1.7,0.0,0.0,3.3,18.0,15.3,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.48,0.48,2.2,0.33,0.1,0.15,0.05,1.73,1.0,0.0,4.33,17.8,18.93,6.67,86.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,1.0,2.67,0.0,0.67,0.12,0.06,0.0,0.0,1.33,0.0,0.12,0.6,0.44,2.17,0.2,0.07,0.1,0.03,1.63,1.4,0.0,3.64,15.48,14.88,6.0,88.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.2,1.0,2.6,0.0,0.4,0.07,0.04,0.2,0.0,1.0,0.0,0.07,0.48,0.38,2.28,-41247.0,-0.75863539445629
0,0,2,0,0.0,211,0.0,0.0,0.0,0.25,66,1,0,0.8,4.0,2024-10-05,16,0,0,0,0,0,0,0,False,12,0,0,0,0,7,0,231881,1,1,0,4.0,1,-36099,2856,38955,4.9,True,0,211,,,Daniel Muñoz,0,0,0.0,16,DMR,Crystal Palace,Liverpool,0,1,26662,2024,679175,0.0,0,0,0,0.0,0.0,0.0,26662,Crystal Palace,Daniel Muñoz,Daniel Muñoz,5,3,7,1.7,DEF,1,0.0,0.07,0.25,0.18,0.89,2.0,0.0,6.8,15.2,14.2,39.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.15,0.03,0.0,0.0,1.0,0.0,0.15,0.04,0.04,2.2,0.33,0.03,0.14,0.11,1.27,1.33,0.0,5.33,17.6,18.23,17.67,86.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.33,2.67,0.0,1.33,0.17,0.05,0.0,0.0,1.33,0.0,0.17,0.56,0.42,2.23,0.2,0.08,0.14,0.07,1.49,1.4,0.0,4.36,16.08,15.04,12.6,88.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.2,1.0,2.0,0.0,0.8,0.1,0.04,0.0,0.0,1.0,0.0,0.1,0.46,0.37,2.24,-35451.0,-0.8633852335509794
0,0,12,0,31.2,211,0.08,0.08,0.0,1.62,77,1,0,5.5,23.4,2024-10-21,90,0,0,0,0,0,0,0,False,16,0,0,0,0,8,0,193955,1,0,1,0.0,1,-38547,569,39116,4.8,False,1,211,,,Daniel Muñoz,0,0,0.0,90,DMR,Nottingham Forest,Crystal Palace,1,0,26677,2024,682454,0.1163275986909866,0,2,0,0.0,0.4464900493621826,0.3301624357700348,26677,Crystal Palace,Daniel Muñoz,Daniel Muñoz,3,4,8,0.8,DEF,1,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.8,4.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.33,0.03,0.09,0.06,0.95,1.0,0.0,3.63,12.4,9.83,14.33,65.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.67,2.67,0.0,0.67,0.05,0.02,0.0,0.0,0.67,0.0,0.05,0.17,0.17,2.03,0.2,0.07,0.14,0.07,1.27,1.2,0.0,4.12,14.52,14.2,12.6,73.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,1.0,2.0,0.0,0.8,0.1,0.04,0.0,0.0,1.0,0.0,0.1,0.37,0.27,2.08,-37926.0,-0.9713241779009701
0,0,15,1,15.9,211,0.11,0.17,0.06,0.72,86,0,0,5.2,22.0,2024-10-27,90,0,0,0,0,0,0,0,False,18,0,0,0,0,9,0,179547,1,0,1,14.0,5,-15073,648,15721,4.8,True,1,211,,,Daniel Muñoz,0,2,0.0730407163500785,90,DMR,Crystal Palace,Tottenham,1,0,26689,2024,683482,0.0559440180659294,0,1,0,0.0730407163500785,0.525019645690918,0.5052253007888794,26689,Crystal Palace,Daniel Muñoz,Daniel Muñoz,2,3,9,1.8,DEF,5,0.0,0.08,0.08,0.0,1.62,1.0,0.0,5.5,23.4,31.2,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.12,0.0,0.0,2.0,0.0,0.0,0.45,0.33,0.8,0.0,0.05,0.11,0.06,0.92,1.33,0.0,4.37,14.2,15.13,14.33,65.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,1.0,1.0,0.0,0.67,0.05,0.05,0.0,0.0,1.0,0.0,0.05,0.16,0.12,1.57,0.2,0.04,0.1,0.07,1.14,1.2,0.0,4.46,16.04,17.18,11.4,73.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.8,1.0,2.0,0.0,0.8,0.1,0.05,0.0,0.0,1.2,0.0,0.1,0.43,0.32,1.84,-14408.0,-0.9208259514936771
1,0,4,0,12.7,211,0.01,0.39,0.38,1.53,100,2,0,4.6,20.4,2024-11-02,90,0,0,0,0,0,0,0,False,20,0,0,0,0,10,0,182647,1,2,2,13.0,3,875,8610,7735,4.8,False,1,211,,,Daniel Muñoz,0,2,0.4597976505756378,90,DMR,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685252,0.8746023774147034,1,1,0,0.4597976505756378,0.465119332075119,0.0672827512025833,26701,Crystal Palace,Daniel Muñoz,Daniel Muñoz,3,3,10,3.0,DEF,3,1.0,0.11,0.17,0.06,0.72,0.0,0.0,5.2,22.0,15.9,14.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,0.07,0.06,0.0,0.0,1.0,0.0,0.07,0.53,0.51,1.8,0.33,0.06,0.08,0.02,0.86,0.67,0.0,3.83,16.47,15.7,6.0,65.33,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.33,0.67,2.33,0.0,0.67,0.02,0.06,0.0,0.0,1.0,0.0,0.02,0.32,0.28,1.43,0.4,0.05,0.1,0.05,1.04,0.8,0.0,4.32,16.52,15.32,11.4,75.2,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.4,0.8,2.8,0.0,0.8,0.04,0.04,0.0,0.0,1.0,0.0,0.04,0.3,0.27,1.74,3100.0,0.05353319057815846
