assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0,0,27,0,0.4,430,0.0,0.06,0.06,0.48,8,1,1,6.1,43.6,2022-08-06,90,17,0,0,0,0,1,0,289437,1,1,4,17.0,8,0,0,0,5.0,True,0,1,1,0.0305141992866992,90,Tottenham,Southampton,4,1,18207,2022,539484,0.0,0,0,1,0.0305141992866992,0.4912950098514557,0.4912950098514557,Tottenham,2,4,1,2.8,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,14,0,0.0,430,0.0,0.0,0.0,1.58,15,2,0,4.2,22.4,2022-08-14,90,6,0,0,0,0,2,0,387017,1,2,2,20.0,1,27481,50593,23112,5.0,False,0,0,1,0.0132873002439737,90,Chelsea,Tottenham,2,2,18220,2022,541423,0.0,0,0,0,0.0132873002439737,0.0313629992306232,0.0313629992306232,Tottenham,3,4,2,4.5,DEF,0.0,0.0,0.06,0.06,0.48,1.0,1.0,6.1,43.6,0.4,17.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,8.0,1.0,1.0,0.03,0.0,0.0,0.0,1.0,0.03,0.49,0.49,2.8,289437.0,0.0,0.0,0.06,0.06,0.48,1.0,1.0,6.1,43.6,0.4,17.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,8.0,1.0,1.0,0.03,0.0,0.0,0.0,1.0,0.03,0.49,0.49,2.8,289437.0
0,0,25,1,0.7,430,0.01,0.01,0.0,0.71,29,0,0,2.3,21.8,2022-08-20,90,20,0,0,0,0,3,0,434979,1,0,1,0.0,6,23848,67594,43746,5.0,True,0,0,0,0.0,90,Tottenham,Wolverhampton Wanderers,1,0,18222,2022,542123,0.0,0,0,0,0.0,0.0322994999587535,0.0322994999587535,Tottenham,2,4,3,5.5,DEF,0.0,0.0,0.06,0.06,2.06,3.0,1.0,10.3,66.0,0.4,37.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,9.0,1.0,2.0,0.04,0.0,0.0,0.0,1.0,0.04,0.52,0.52,7.3,676454.0,0.0,0.0,0.06,0.06,2.06,3.0,1.0,10.3,66.0,0.4,37.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,9.0,1.0,2.0,0.04,0.0,0.0,0.0,1.0,0.04,0.52,0.52,7.3,676454.0
0,0,23,1,0.3,430,0.0,0.0,0.0,0.95,38,0,0,1.2,12.0,2022-08-28,90,16,0,0,0,0,4,0,484251,1,2,0,0.0,6,25869,60069,34200,5.0,False,0,0,0,0.0,90,Nottingham Forest,Tottenham,0,2,18241,2022,545404,0.0,0,0,0,0.0,0.0966309010982513,0.0966309010982513,Tottenham,3,2,4,6.2,DEF,1.0,0.01,0.07,0.06,2.77,3.0,1.0,12.6,87.8,1.1,37.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,15.0,1.0,2.0,0.04,0.0,0.0,0.0,1.0,0.04,0.55,0.55,12.8,1111433.0,1.0,0.01,0.07,0.06,2.77,3.0,1.0,12.6,87.8,1.1,37.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,15.0,1.0,2.0,0.04,0.0,0.0,0.0,1.0,0.04,0.55,0.55,12.8,1111433.0
0,1,17,0,0.7,430,0.0,0.0,0.0,1.24,47,1,0,2.3,22.0,2022-08-31,90,19,0,0,0,0,5,0,500096,1,1,1,0.0,3,6593,35644,29051,5.0,False,0,0,0,0.0,90,West Ham,Tottenham,1,1,18249,2022,546422,0.0,0,0,0,0.0,0.1907979995012283,0.1907979995012283,Tottenham,3,3,5,5.3,DEF,2.0,0.01,0.01,0.0,3.24,2.0,0.0,7.7,56.2,1.0,20.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,13.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.01,0.16,0.16,16.2,1306247.0,2.0,0.01,0.07,0.06,3.72,3.0,1.0,13.8,99.8,1.4,37.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,21.0,1.0,2.0,0.04,0.0,0.0,0.0,1.0,0.04,0.65,0.65,19.0,1595684.0
0,0,12,0,1.0,430,0.01,0.2,0.19,0.73,59,1,0,2.1,8.4,2022-09-03,90,9,0,0,0,0,6,0,575633,1,1,2,12.0,2,53012,87953,34941,5.0,True,0,0,2,0.1762800067663192,90,Tottenham,Fulham,2,1,18255,2022,547157,0.0,0,0,0,0.1762800067663192,0.8386710286140442,0.7111830115318298,Tottenham,2,4,6,4.6,DEF,2.0,0.01,0.01,0.0,2.9,1.0,0.0,5.8,55.8,1.7,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,17.0,1419326.0,2.0,0.01,0.07,0.06,4.96,4.0,1.0,16.1,121.8,2.1,37.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,24.0,1.0,2.0,0.04,0.0,0.0,0.0,1.0,0.04,0.84,0.84,24.3,2095780.0
0,0,24,0,0.2,430,0.01,0.19,0.18,1.77,79,2,1,9.8,47.6,2022-09-17,90,10,0,0,0,0,8,0,691608,1,2,6,50.0,7,68332,88753,20421,5.0,True,0,1,2,0.0734032988548278,90,Tottenham,Leicester,6,2,18278,2022,550890,0.0,0,0,1,0.0734032988548278,0.5661889910697937,0.5661889910697937,Tottenham,3,4,8,5.0,DEF,0.0,0.01,0.2,0.19,1.97,2.0,0.0,4.4,30.4,1.7,12.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,0.0,2.0,0.18,0.0,0.0,0.0,0.0,0.18,1.03,0.9,9.9,1075729.0,2.0,0.02,0.21,0.19,3.63,2.0,0.0,7.9,64.2,2.7,12.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,17.0,0.0,2.0,0.18,0.0,0.0,0.0,0.0,0.18,1.16,1.03,21.6,1994959.0
0,0,14,0,20.4,430,0.01,0.01,0.0,2.38,81,3,0,4.1,18.2,2022-10-01,90,1,0,0,0,0,9,0,722804,1,1,3,2.0,0,66674,113432,46758,5.1,False,1,0,0,0.0,90,Arsenal,Tottenham,3,1,18282,2022,552008,0.4878959953784942,0,2,0,0.0,0.0392283014953136,0.0392283014953136,Tottenham,3,4,9,3.5,DEF,0.0,0.02,0.39,0.37,2.5,3.0,1.0,11.9,56.0,1.2,62.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,9.0,1.0,4.0,0.25,0.0,0.0,0.0,1.0,0.25,1.4,1.28,9.6,1267241.0,1.0,0.02,0.39,0.37,4.69,4.0,1.0,15.4,90.0,2.2,62.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,18.0,1.0,4.0,0.25,0.0,0.0,0.0,1.0,0.25,1.69,1.56,21.1,2251588.0
0,0,26,1,0.3,430,0.0,0.0,0.0,0.72,93,0,0,1.3,12.6,2022-10-08,90,5,0,0,0,0,10,0,754438,1,1,0,0.0,6,25811,77150,51339,5.1,False,0,0,0,0.0,90,Brighton,Tottenham,0,1,18294,2022,554386,0.0,0,0,0,0.0,0.0841018036007881,0.0841018036007881,Tottenham,3,3,10,4.8,DEF,0.0,0.02,0.2,0.18,4.15,5.0,1.0,13.9,65.8,20.6,52.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,9.0,7.0,1.0,2.0,0.07,0.49,0.0,2.0,1.0,0.07,0.61,0.61,8.5,1414412.0,0.0,0.03,0.4,0.37,6.12,7.0,1.0,18.3,96.2,22.3,64.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,12.0,12.0,1.0,4.0,0.25,0.49,0.0,2.0,1.0,0.25,1.63,1.51,18.4,2490141.0
0,0,24,1,1.3,430,0.03,0.13,0.1,0.43,109,0,0,5.1,13.2,2022-10-15,90,8,0,0,0,0,11,0,1110715,1,0,2,36.0,6,334996,354046,19050,5.2,True,0,0,1,0.0497401989996433,90,Tottenham,Everton,2,0,18310,2022,556174,0.0,0,0,0,0.0497401989996433,0.7625849843025208,0.7625849843025208,Tottenham,2,4,11,5.3,DEF,1.0,0.02,0.2,0.18,4.87,5.0,1.0,15.2,78.4,20.9,52.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,9.0,13.0,1.0,2.0,0.07,0.49,0.0,2.0,1.0,0.07,0.69,0.69,13.3,2168850.0,1.0,0.03,0.4,0.37,5.6,6.0,1.0,17.3,86.8,21.9,64.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,11.0,15.0,1.0,4.0,0.25,0.49,0.0,2.0,1.0,0.25,1.53,1.4,17.9,2744483.0
