assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0,0,15,0,0.0,81,0.0,0.0,0.0,0.62,6,2,0,2.0,19.8,2022-08-07,90,10,0,0,0,0,1,3,495719,1,2,2,0.0,2,0,0,0,4.5,False,0,0,0,0.0,90,Leicester,Brentford,2,2,18210,2022,539835,0.0,0,0,0,0.0,0.0155373997986316,0.0155373997986316,Brentford,3,3,1,2.2,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,30,1,0.0,81,0.0,0.0,0.0,0.92,13,0,0,2.8,27.6,2022-08-13,90,14,0,0,0,0,2,4,493521,1,0,4,0.0,7,-18230,11190,29420,4.5,True,0,0,0,0.0,90,Brentford,Manchester United,4,0,18218,2022,540793,0.0,0,0,0,0.0,0.0,0.0,Brentford,3,3,2,4.0,GK,0.0,0.0,0.0,0.0,0.62,2.0,0.0,2.0,19.8,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,2.2,495719.0,0.0,0.0,0.0,0.0,0.62,2.0,0.0,2.0,19.8,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,2.2,495719.0
0,0,20,0,0.0,81,0.0,0.0,0.0,2.54,24,3,0,4.4,43.8,2022-08-20,90,9,0,0,0,0,3,6,579074,1,2,3,0.0,3,61062,105847,44785,4.5,False,0,0,0,0.0,90,Fulham,Brentford,3,2,18225,2022,542410,0.0,0,0,0,0.0,0.051589798182249,0.051589798182249,Brentford,3,2,3,4.5,GK,1.0,0.0,0.0,0.0,1.54,2.0,0.0,4.8,47.4,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,6.2,989240.0,1.0,0.0,0.0,0.0,1.54,2.0,0.0,4.8,47.4,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,6.2,989240.0
0,2,25,0,0.0,81,0.0,0.0,0.0,1.07,33,1,0,4.1,41.0,2022-08-27,90,8,0,0,0,0,4,6,611992,1,1,1,0.0,6,21445,64060,42615,4.5,True,0,0,0,0.0,90,Brentford,Everton,1,1,18233,2022,544519,0.0,0,0,0,0.0,0.1404229998588562,0.1404229998588562,Brentford,2,3,4,4.5,GK,1.0,0.0,0.0,0.0,4.08,5.0,0.0,9.2,91.2,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,4.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,10.7,1568314.0,1.0,0.0,0.0,0.0,4.08,5.0,0.0,9.2,91.2,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,4.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,10.7,1568314.0
0,0,16,0,0.0,81,0.0,0.0,0.0,0.98,43,1,0,2.0,20.0,2022-08-30,90,7,0,0,0,0,5,3,634308,1,1,1,0.0,3,13586,49912,36326,4.5,False,0,0,0,0.0,90,Crystal Palace,Brentford,1,1,18243,2022,545867,0.0,0,0,0,0.0,0.0270677004009485,0.0270677004009485,Brentford,3,2,5,4.2,GK,1.0,0.0,0.0,0.0,4.53,4.0,0.0,11.3,112.4,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,3.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,13.0,1684587.0,1.0,0.0,0.0,0.0,5.15,6.0,0.0,13.3,132.2,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,5.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,15.2,2180306.0
0,0,17,0,10.0,81,0.01,0.01,0.0,1.92,52,2,0,4.2,32.4,2022-09-03,90,11,0,0,0,0,6,4,676343,1,2,5,0.0,2,30697,64150,33453,4.5,True,0,0,0,0.0,90,Brentford,Leeds,5,2,18257,2022,547213,0.1369500011205673,0,1,0,0.0,0.4637160003185272,0.3267660140991211,Brentford,2,3,6,4.7,GK,0.0,0.0,0.0,0.0,4.59,5.0,0.0,10.5,104.8,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,4.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,13.2,1825374.0,1.0,0.0,0.0,0.0,6.13,7.0,0.0,15.3,152.2,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,6.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,19.4,2814614.0
0,0,17,0,0.0,81,0.0,0.0,0.0,1.52,72,3,0,3.7,36.8,2022-09-18,90,1,0,0,0,0,8,4,655913,1,3,0,0.0,2,-17529,38469,55998,4.5,True,0,0,0,0.0,90,Brentford,Arsenal,0,3,18280,2022,551037,0.0,0,0,0,0.0,0.3999710083007812,0.3999710083007812,Brentford,4,3,8,2.7,GK,0.0,0.01,0.01,0.0,2.9,3.0,0.0,6.2,52.4,10.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,6.0,5.0,0.0,0.0,0.0,0.14,0.0,1.0,0.0,0.0,0.49,0.35,8.9,1310651.0,0.0,0.01,0.01,0.0,6.51,7.0,0.0,14.7,137.2,10.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,6.0,10.0,14.0,0.0,0.0,0.0,0.14,0.0,1.0,0.0,0.0,0.68,0.55,17.9,2501717.0
0,0,25,1,0.0,81,0.0,0.0,0.0,0.38,82,0,0,0.7,6.6,2022-10-01,90,3,0,0,0,0,9,0,729000,1,0,0,0.0,6,47918,92078,44160,4.5,False,0,0,0,0.0,90,Bournemouth,Brentford,0,0,18283,2022,552403,0.0,0,0,0,0.0,0.0176812000572681,0.0176812000572681,Brentford,3,2,9,4.5,GK,0.0,0.01,0.01,0.0,3.44,5.0,0.0,7.9,69.2,10.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,5.0,5.0,4.0,0.0,0.0,0.0,0.14,0.0,1.0,0.0,0.0,0.86,0.73,7.4,1332256.0,0.0,0.01,0.01,0.0,5.49,7.0,0.0,14.0,130.2,10.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,7.0,7.0,13.0,0.0,0.0,0.0,0.14,0.0,1.0,0.0,0.0,1.03,0.89,16.1,2578556.0
0,0,11,0,0.0,81,0.0,0.0,0.0,1.53,98,5,0,1.0,10.4,2022-10-08,90,15,0,0,0,0,10,2,743449,1,1,5,0.0,0,14472,45925,31453,4.5,False,0,0,0,0.0,90,Newcastle United,Brentford,5,1,18299,2022,554102,0.0,0,0,0,0.0,0.0,0.0,Brentford,3,4,10,2.7,GK,1.0,0.0,0.0,0.0,1.9,3.0,0.0,4.4,43.4,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,7.2,1384913.0,1.0,0.01,0.01,0.0,4.8,6.0,0.0,10.6,95.8,10.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,6.0,6.0,13.0,0.0,0.0,0.0,0.14,0.0,1.0,0.0,0.0,0.91,0.77,16.1,2695564.0
0,2,36,1,0.0,81,0.0,0.0,0.0,1.95,102,0,0,4.8,47.8,2022-10-14,90,5,0,0,0,0,11,7,729615,1,0,2,0.0,10,-15180,15545,30725,4.5,True,0,0,0,0.0,90,Brentford,Brighton,2,0,18303,2022,555534,0.0,0,0,0,0.0,0.0,0.0,Brentford,3,3,11,4.5,GK,1.0,0.0,0.0,0.0,3.43,8.0,0.0,5.4,53.8,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,9.9,2128362.0,1.0,0.01,0.01,0.0,5.35,10.0,0.0,9.6,86.2,10.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,10.0,10.0,0.0,0.0,0.0,0.14,0.0,1.0,0.0,0.0,0.88,0.74,14.6,2804705.0
