assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,7,0,0.3,291,0.0,0.0,0.0,1.23,10,1,0,1.6,15.4,2024-08-19,90,0,0,0,0,0,0,0,False,18,0,0,0,0,1,0,616143,1,1,1,0.0,1,0,0,0,40,True,1,291,,,0,0,0.0,90,DC,Leicester,Tottenham,1,1,26611,2024,667443,0.0,0,0,0,0.0,0.3427987992763519,0.3427987992763519,8646,Leicester,Wout Faes,Wout Faes,DEF
1,0,0,20,0,0.3,291,0.0,0.33,0.33,1.78,15,2,1,10.5,60.4,2024-08-24,90,0,0,0,0,0,0,0,False,9,0,0,0,0,2,0,693649,1,1,2,44.0,7,36478,59746,23268,40,False,0,291,,,1,3,0.6292279362678528,90,DC,Fulham,Leicester,2,1,26614,2024,667961,0.0,0,0,1,0.6292279362678528,0.0872571021318435,0.0410540513694286,8646,Leicester,Wout Faes,Wout Faes,DEF
2,0,0,7,0,1.3,291,0.01,0.01,0.0,1.55,26,2,0,1.9,16.0,2024-08-31,90,0,0,0,0,0,0,0,False,2,0,0,0,0,3,0,1117010,1,2,1,2.0,1,362549,438185,75636,41,True,0,291,,,0,0,0.0,90,DC,Leicester,Aston Villa,1,2,26626,2024,671813,0.0,0,0,0,0.0,0.0096669672057032,0.0096669672057032,8646,Leicester,Wout Faes,Wout Faes,DEF
3,0,0,1,0,0.2,291,0.0,0.0,0.0,2.55,34,2,0,3.8,38.2,2024-09-14,90,0,0,0,0,0,0,0,False,7,0,0,0,0,4,0,1296219,1,2,2,0.0,1,170763,280874,110111,41,False,0,291,,,0,0,0.0,90,DC,Crystal Palace,Leicester,2,2,26636,2024,673720,0.0,0,0,0,0.0,0.0,0.0,8646,Leicester,Wout Faes,Wout Faes,DEF
4,0,0,10,0,1.4,291,0.06,0.12,0.06,1.1,45,1,0,3.3,25.4,2024-09-21,90,0,0,0,0,0,0,0,False,8,0,0,0,0,5,0,1346776,1,1,1,6.0,2,48773,91988,43215,41,True,0,291,,,0,1,0.045278575271368,90,DC,Leicester,Everton,1,1,26644,2024,675658,0.0,0,0,0,0.045278575271368,0.0224186331033706,0.0224186331033706,8646,Leicester,Wout Faes,Wout Faes,DEF
5,0,0,0,0,0.1,291,0.0,0.0,0.0,4.6,51,4,0,2.2,22.2,2024-09-28,90,0,0,0,0,0,0,0,False,1,0,0,0,0,6,0,1380374,1,2,4,0.0,0,31383,160874,129491,41,False,0,291,,,0,0,0.0,90,DC,Arsenal,Leicester,4,2,26655,2024,677849,0.0,0,0,0,0.0,0.0439637079834938,0.0439637079834938,8646,Leicester,Wout Faes,Wout Faes,DEF
6,0,0,26,1,10.3,291,0.0,0.0,0.0,2.16,68,0,0,4.5,34.8,2024-10-05,90,0,0,0,0,0,0,0,False,3,0,0,0,0,7,0,1406769,1,0,1,0.0,6,20124,79400,59276,41,True,0,291,,,0,0,0.0,90,DC,Leicester,Bournemouth,1,0,26663,2024,679422,0.0192568060010671,0,1,0,0.0,0.8067258596420288,0.7874690890312195,8646,Leicester,Wout Faes,Wout Faes,DEF
7,0,0,3,0,3.6,291,0.03,0.47,0.44,2.15,78,2,0,3.3,21.6,2024-10-19,90,0,0,0,0,0,0,0,False,17,0,0,0,0,8,0,1442686,1,3,2,8.0,1,30948,71302,40354,42,False,0,291,,,0,1,0.4374498128890991,90,DC,Southampton,Leicester,2,3,26678,2024,681399,0.0,0,0,0,0.4374498128890991,0.1843922138214111,0.1843922138214111,8646,Leicester,Wout Faes,Wout Faes,DEF
8,0,0,0,0,2.3,291,0.04,0.04,0.0,1.73,88,3,0,1.4,9.2,2024-10-25,90,0,0,0,0,0,0,0,False,16,0,0,0,0,9,0,1420678,1,3,1,2.0,1,-19996,23161,43157,42,True,0,291,,,0,0,0.0,90,DC,Leicester,Nottingham Forest,1,3,26682,2024,682623,0.0,0,0,0,0.0,0.0236389432102441,0.0236389432102441,8646,Leicester,Wout Faes,Wout Faes,DEF
9,0,0,12,0,1.3,291,0.01,0.12,0.11,1.0,93,1,0,3.0,19.6,2024-11-02,90,0,0,0,0,0,0,0,False,10,0,0,0,0,10,0,1395619,1,1,1,9.0,2,-28531,26424,54955,42,False,0,291,,,0,2,0.1219929233193397,90,DC,Ipswich,Leicester,1,1,26695,2024,685008,0.0,0,0,0,0.1219929233193397,0.7687739729881287,0.6849247813224792,8646,Leicester,Wout Faes,Wout Faes,DEF
