assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,4,0,1.3,289,0.0,0.05,0.05,0.11,117,0,0,0.6,0.0,2024-11-23,11,0,0,0,0,0,0,0,False,6,0,0,0,0,12,0,13224,0,2,1,5.0,1,1202,2244,1042,48,True,0,289,,,0,1,0.0670611634850502,7,Sub,Leicester,Chelsea,1,2,26719,2024,688087,0.0,0,0,0,0.0670611634850502,0.0670611634850502,0.0,26719,Leicester,Patson Daka,Patson Daka,FWD
1,0,0,3,0,1.2,289,0.0,0.02,0.02,0.1,121,0,0,0.9,2.2,2024-11-30,26,0,0,0,0,0,0,0,False,4,0,0,0,0,13,0,16457,0,1,4,6.0,1,2650,3945,1295,48,False,0,289,,,0,1,0.0096117267385125,18,Sub,Brentford,Leicester,4,1,26722,2024,690079,0.0,0,0,0,0.0096117267385125,0.0096117267385125,0.0,26722,Leicester,Patson Daka,Patson Daka,FWD
2,0,2,31,0,3.1,289,0.0,0.14,0.14,1.29,137,1,1,6.4,38.0,2024-12-03,30,0,0,0,0,0,0,0,False,19,0,0,0,0,14,0,22776,0,1,3,23.0,7,5679,7420,1741,48,True,0,289,,,1,1,0.3004772961139679,26,Sub,Leicester,West Ham,3,1,26738,2024,691367,0.0,0,0,1,0.3004772961139679,0.3004772961139679,0.0,26738,Leicester,Patson Daka,Patson Daka,FWD
3,0,0,3,0,0.4,289,0.0,0.0,0.0,0.31,147,0,0,0.1,0.2,2024-12-08,9,0,0,0,0,0,0,0,False,5,0,0,0,0,15,0,57431,0,2,2,0.0,1,31547,35051,3504,48,True,0,289,,,0,0,0.0,7,Sub,Leicester,Brighton,2,2,26751,2024,692785,0.0,0,0,0,0.0,0.0202712547034025,0.0202712547034025,26751,Leicester,Patson Daka,Patson Daka,FWD
4,0,0,1,0,0.0,289,0.0,0.0,0.0,0.51,157,1,0,1.0,10.0,2024-12-14,31,0,0,0,0,0,0,0,False,15,0,0,0,0,16,0,75670,0,0,4,0.0,1,17914,26195,8281,48,False,0,289,,,0,0,0.0,29,Sub,Newcastle United,Leicester,4,0,26760,2024,693659,0.0,0,0,0,0.0,0.0,0.0,26760,Leicester,Patson Daka,Patson Daka,FWD
5,0,0,4,0,3.6,289,0.0,0.0,0.0,1.91,175,3,0,1.1,5.6,2024-12-26,90,0,0,0,0,0,0,0,False,12,0,0,0,0,18,0,85200,1,1,3,2.0,2,-1673,18491,20164,48,False,0,289,,,0,0,0.0,90,FW,Liverpool,Leicester,3,1,26776,2024,696361,0.0,0,0,0,0.0,0.0,0.0,26776,Leicester,Patson Daka,Patson Daka,FWD
6,0,0,2,0,0.0,289,0.0,0.0,0.0,0.0,187,0,0,0.2,0.0,2024-12-29,5,0,0,0,0,0,0,0,False,13,0,0,0,0,19,0,94838,0,2,0,2.0,1,8430,21638,13208,48,True,0,289,,,0,0,0.0,4,Sub,Leicester,Manchester City,0,2,26788,2024,696594,0.0,0,0,0,0.0,0.0,0.0,26788,Leicester,Patson Daka,Patson Daka,FWD
7,0,0,2,0,1.0,289,0.01,0.01,0.0,0.85,191,0,0,0.0,0.0,2025-01-04,8,0,0,0,0,0,0,0,False,2,0,0,0,0,20,0,94858,0,1,2,0.0,1,-714,17143,17857,48,False,0,289,,,0,0,0.0,5,Sub,Aston Villa,Leicester,2,1,26793,2024,697275,0.0,0,0,0,0.0,0.0,0.0,26793,Leicester,Patson Daka,Patson Daka,FWD
8,0,0,2,0,1.1,289,0.01,0.26,0.25,0.35,205,1,0,1.8,0.0,2025-01-15,24,0,0,0,0,0,0,0,False,7,0,0,0,0,21,0,95853,0,2,0,18.0,1,-120,13126,13246,48,True,0,289,,,0,4,0.2017302364110946,21,Sub,Leicester,Crystal Palace,0,2,26806,2024,699296,0.0,0,0,0,0.2017302364110946,0.2951031029224396,0.0933728516101837,26806,Leicester,Patson Daka,Patson Daka,FWD
9,0,0,5,0,1.0,289,0.01,0.01,0.0,0.41,216,0,0,0.3,0.4,2025-01-18,19,0,0,0,0,0,0,0,False,9,0,0,0,0,22,0,93310,0,2,0,2.0,1,-2628,7254,9882,48,True,0,289,,,0,0,0.0,17,Sub,Leicester,Fulham,0,2,26817,2024,700032,0.0,0,0,0,0.0,0.0,0.0,26817,Leicester,Patson Daka,Patson Daka,FWD
