assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,2,0,25.0,205,0.06,0.06,0.0,0.64,8,1,0,3.7,7.8,2024-08-18,69,0,0,0,0,0,0,0,False,4,0,0,0,0,1,0,50612,1,1,2,4.0,1,0,0,0,55,False,1,205,,,0,0,0.0,73,AMC,Brentford,Crystal Palace,2,1,26609,2024,666817,0.0549270510673522,0,2,0,0.0,0.0146144451573491,0.0,26609,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
1,0,0,7,0,23.9,205,0.03,0.03,0.0,0.56,14,2,0,3.4,9.8,2024-08-24,27,0,0,0,0,0,0,0,False,19,0,0,0,0,2,0,50513,0,2,0,0.0,1,-3267,2787,6054,55,True,0,205,,,0,0,0.0,27,Sub,Crystal Palace,West Ham,0,2,26613,2024,667927,0.041619922965765,0,2,0,0.0,0.0921757221221923,0.0781054720282554,26613,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
2,0,0,12,0,13.6,205,0.03,0.15,0.12,1.98,23,1,0,4.0,4.4,2024-09-01,87,0,0,0,0,0,0,0,False,6,0,0,0,0,3,0,33355,1,1,1,22.0,2,-17684,977,18661,54,False,0,205,,,0,2,0.1011942997574806,90,AMC,Chelsea,Crystal Palace,1,1,26630,2024,672449,0.0204970818012952,0,1,0,0.1011942997574806,0.121691383421421,0.0204970818012952,26630,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
3,0,0,2,0,4.3,205,0.01,0.1,0.09,0.01,34,0,0,1.6,4.8,2024-09-14,26,0,0,0,0,0,0,0,False,11,0,0,0,0,4,0,29363,0,2,2,7.0,1,-5032,3535,8567,54,True,0,205,,,0,2,0.0946418344974517,23,Sub,Crystal Palace,Leicester,2,2,26636,2024,673715,0.0,0,0,0,0.0946418344974517,0.1434291154146194,0.0487872809171676,26636,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
4,0,0,11,1,1.4,205,0.02,0.02,0.0,1.7,43,0,0,1.7,15.4,2024-09-21,90,0,0,0,0,0,0,0,False,14,0,0,0,0,5,0,23698,1,0,0,0.0,3,-5812,453,6265,53,True,0,205,,,0,0,0.0,90,MC,Crystal Palace,Manchester United,0,0,26649,2024,675933,0.0,0,0,0,0.0,1.062425971031189,1.062425971031189,26649,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
5,0,0,7,0,12.9,205,0.07,0.07,0.0,0.75,55,2,0,2.9,10.0,2024-09-28,61,0,0,0,0,0,0,0,False,8,0,0,0,0,6,0,20691,1,1,2,6.0,2,-3318,1130,4448,53,False,0,205,,,0,0,0.0,63,MC,Everton,Crystal Palace,2,1,26654,2024,677825,0.0527228042483329,0,1,0,0.0,0.0,0.0,26654,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
6,0,0,3,0,3.0,205,0.0,0.0,0.0,0.09,66,0,0,0.5,2.0,2024-10-05,2,0,0,0,0,0,0,0,False,12,0,0,0,0,7,0,18073,0,1,0,0.0,1,-2754,577,3331,52,True,0,205,,,0,0,0.0,1,Sub,Crystal Palace,Liverpool,0,1,26662,2024,679183,0.0,0,0,0,0.0,0.0,0.0,26662,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
7,0,0,9,0,23.8,205,0.03,0.23,0.2,1.62,77,1,0,4.6,11.6,2024-10-21,87,0,0,0,0,0,0,0,False,16,0,0,0,0,8,0,16876,1,0,1,11.0,1,-1393,515,1908,52,False,1,205,,,0,2,0.1163275986909866,90,AMC,Nottingham Forest,Crystal Palace,1,0,26677,2024,682458,0.0913398340344429,0,2,0,0.1163275986909866,0.2450326085090637,0.0830044373869896,26677,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
8,0,0,4,0,0.3,205,0.01,0.01,0.0,0.04,86,0,0,0.9,8.2,2024-10-27,2,0,0,0,0,0,0,0,False,18,0,0,0,0,9,0,16107,0,0,1,0.0,1,-837,304,1141,52,True,0,205,,,0,0,0.0,1,Sub,Crystal Palace,Tottenham,1,0,26689,2024,683489,0.0,0,0,0,0.0,0.0,0.0,26689,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
9,0,0,13,0,41.3,205,0.2,0.35,0.15,1.53,100,2,0,8.5,20.2,2024-11-02,90,0,0,0,0,0,0,0,False,20,0,0,0,0,10,0,16109,1,2,2,23.0,2,-165,995,1160,51,False,0,205,,,0,2,0.186118334531784,90,MC,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685254,0.194442868232727,0,3,0,0.186118334531784,0.4693993628025055,0.1621864736080169,26701,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
10,0,0,4,0,17.3,205,0.05,0.05,0.0,1.38,104,2,0,2.3,5.6,2024-11-09,75,0,0,0,0,0,0,0,False,9,0,0,0,1,11,0,16561,1,2,0,0.0,-1,310,1430,1120,51,True,0,205,,,0,0,0.0,79,AMC,Crystal Palace,Fulham,0,2,26706,2024,686610,0.1318117678165435,0,1,0,0.0,0.4918858110904693,0.4918858110904693,26706,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
11,0,0,9,0,16.8,205,0.19,0.19,0.0,0.23,153,1,0,2.3,6.0,2024-12-15,30,0,0,0,0,0,0,0,False,5,0,0,0,0,16,0,11834,0,3,1,0.0,1,-266,125,391,51,False,0,205,,,0,0,0.0,26,Sub,Brighton,Crystal Palace,1,3,26756,2024,694214,0.2732867896556854,0,1,0,0.0,0.5613716840744019,0.2880849242210388,26756,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
12,0,0,2,0,0.9,205,0.01,0.03,0.02,2.72,163,4,0,0.2,0.0,2024-12-21,60,0,0,0,0,0,0,0,False,1,0,0,0,0,17,0,11672,1,5,1,1.0,2,-207,83,290,51,True,0,205,,,0,1,0.0168659053742885,66,AMC,Crystal Palace,Arsenal,1,5,26765,2024,695487,0.0,0,0,0,0.0168659053742885,0.1633668690919876,0.1465009599924087,26765,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
13,0,0,4,0,4.3,205,0.04,0.04,0.0,0.05,172,0,0,0.8,3.2,2024-12-26,8,0,0,0,0,0,0,0,False,3,0,0,0,0,18,0,11589,0,0,0,0.0,1,-135,177,312,51,False,0,205,,,0,0,0.0,7,Sub,Bournemouth,Crystal Palace,0,0,26772,2024,696175,0.0,0,0,0,0.0,0.0139362784102559,0.0139362784102559,26772,Crystal Palace,Daichi Kamada,Daichi Kamada,MID
