assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,6,0,26.7,560,0.16,0.2,0.04,0.11,9,1,0,4.3,7.4,2024-08-18,32,0,0,0,0,0,0,0,False,13,0,0,0,0,1,0,100779,0,2,0,9.0,1,0,0,0,65,True,0,0,1,0.0504299737513065,25,Sub,Chelsea,Manchester City,0,2,26610,2024,667022,0.1282843202352523,0,2,0,0.0504299737513065,0.1787142902612686,0.108023852109909,Chelsea
1,1,0,12,0,13.3,560,0.05,0.05,0.0,0.17,20,0,0,4.1,21.6,2024-08-25,45,0,0,0,0,0,0,0,False,20,0,0,0,0,2,0,106044,0,6,2,6.0,4,-7679,11121,18800,65,False,0,0,0,0.0,35,Sub,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668760,0.1129174754023552,1,1,0,0.0,0.2497705072164535,0.2497705072164535,Chelsea
2,0,0,-1,0,2.2,560,0.02,0.02,0.0,0.13,23,1,0,0.1,0.0,2024-09-01,57,0,0,0,0,0,0,0,False,7,0,0,0,0,3,0,107645,1,1,1,0.0,0,-3643,20308,23951,65,True,1,0,0,0.0,61,AML,Chelsea,Crystal Palace,1,1,26630,2024,672436,0.0,0,0,0,0.0,0.0,0.0,Chelsea
3,0,0,5,0,16.3,560,0.03,0.03,0.0,1.29,32,0,0,2.1,4.4,2024-09-14,45,0,0,0,0,0,0,0,False,3,0,0,0,0,4,0,93108,1,1,0,0.0,1,-17382,10810,28192,64,False,0,0,0,0.0,47,AML,Bournemouth,Chelsea,0,1,26639,2024,674171,0.0542932525277137,0,1,0,0.0,0.0,0.0,Chelsea
4,0,0,4,0,2.8,560,0.02,0.02,0.0,0.35,50,0,0,1.7,8.4,2024-09-21,33,0,0,0,0,0,0,0,False,19,0,0,0,0,5,0,80588,0,3,0,6.0,1,-13757,3013,16770,64,False,0,0,0,0.0,31,Sub,West Ham,Chelsea,0,3,26642,2024,675304,0.0,0,0,0,0.0,1.0722980499267578,1.0722980499267578,Chelsea
5,0,0,5,0,10.3,560,0.09,0.16,0.07,0.22,54,0,0,2.4,4.2,2024-09-28,27,0,0,0,0,0,0,0,False,5,0,0,0,0,6,0,65681,0,2,4,9.0,1,-15530,1533,17063,63,True,0,0,1,0.0729085430502891,19,Sub,Chelsea,Brighton,4,2,26657,2024,677906,0.1305889040231704,0,1,0,0.0729085430502891,0.203497439622879,0.0,Chelsea
6,0,0,5,0,19.5,560,0.04,0.04,0.0,0.25,65,0,0,2.4,4.0,2024-10-06,1,0,0,0,0,0,0,0,False,16,0,0,0,0,7,0,56899,0,1,1,0.0,0,-9456,1341,10797,62,True,1,0,0,0.0,1,Sub,Chelsea,Nottingham Forest,1,1,26668,2024,680147,0.1988500207662582,0,1,0,0.0,0.1988500207662582,0.1988500207662582,Chelsea
7,0,0,6,0,40.9,560,0.09,0.11,0.02,0.78,74,1,0,5.1,8.6,2024-10-20,45,0,0,0,0,0,0,0,False,12,0,0,0,0,8,0,51808,0,1,2,1.0,1,-5707,727,6434,62,False,0,0,1,0.0166405644267797,36,Sub,Liverpool,Chelsea,2,1,26679,2024,682212,0.1603420376777649,0,3,0,0.0166405644267797,0.1769825965166092,0.0362117514014244,Chelsea
8,1,1,28,0,42.8,560,0.27,0.45,0.18,1.92,85,1,0,11.0,31.4,2024-10-27,90,0,0,0,0,0,0,0,False,15,0,0,0,0,9,0,51705,1,1,2,36.0,5,-586,1963,2549,62,True,1,0,5,0.2504968047142029,90,AML,Chelsea,Newcastle United,2,1,26688,2024,683516,0.7113414406776428,1,3,0,0.2504968047142029,0.962264597415924,0.1263037919998169,Chelsea
9,0,0,10,0,2.4,560,0.01,0.07,0.06,1.98,95,1,0,2.7,8.0,2024-11-03,90,0,0,0,0,0,0,0,False,14,0,0,0,0,10,0,70829,1,1,1,17.0,2,17494,20581,3087,62,False,0,0,2,0.0550673156976699,90,AML,Manchester United,Chelsea,1,1,26697,2024,685878,0.0,0,0,0,0.0550673156976699,0.1065343469381332,0.0514670312404632,Chelsea
10,0,3,35,0,35.3,560,0.52,0.58,0.06,0.99,103,1,1,9.7,44.4,2024-11-10,90,0,0,0,0,0,0,0,False,1,0,0,0,0,11,0,75229,1,1,1,17.0,9,4077,9779,5702,62,True,1,1,3,0.08494134247303,90,AML,Chelsea,Arsenal,1,1,26705,2024,687563,0.6295479536056519,0,2,1,0.08494134247303,0.7395736575126648,0.0572960972785949,Chelsea
11,0,0,8,1,7.1,560,0.05,0.08,0.03,1.15,123,0,0,1.6,3.6,2024-12-01,90,0,0,0,0,0,0,0,False,2,0,0,0,0,13,0,159186,1,0,3,5.0,3,-30255,10524,40779,62,True,0,0,1,0.0395656526088714,90,AMR,Chelsea,Aston Villa,3,0,26724,2024,690681,0.0,0,0,0,0.0395656526088714,0.2591302394866943,0.2195645868778228,Chelsea
12,0,0,12,0,33.9,560,0.34,0.41,0.07,1.93,149,2,0,7.5,12.4,2024-12-08,85,0,0,0,0,0,0,0,False,18,0,0,0,0,15,0,123573,1,4,3,29.0,1,-23744,4695,28439,62,False,1,0,1,0.0655604973435401,88,AMR,Tottenham,Chelsea,3,4,26745,2024,693037,0.3359570503234863,0,3,0,0.0655604973435401,0.5210309028625488,0.1195133626461029,Chelsea
13,0,0,5,1,3.0,560,0.03,0.12,0.09,0.71,164,0,0,2.8,3.2,2024-12-22,75,0,0,0,0,0,0,0,False,8,0,0,0,0,17,0,82918,1,0,0,22.0,3,-4571,3826,8397,62,False,0,0,2,0.0718861892819404,77,AMR,Everton,Chelsea,0,0,26764,2024,695775,0.0,0,0,0,0.0718861892819404,0.6468334197998047,0.5749471783638,Chelsea
14,0,0,9,0,18.8,560,0.1,0.13,0.03,1.78,174,2,0,3.8,7.8,2024-12-26,90,0,0,0,0,0,0,0,False,9,0,0,0,0,18,0,81210,1,2,1,11.0,1,-2319,4233,6552,62,True,1,0,1,0.0649060681462287,90,AMR,Chelsea,Fulham,1,2,26775,2024,696185,0.0133604919537901,0,1,0,0.0649060681462287,0.2870456874370575,0.2087791264057159,Chelsea
15,0,0,4,0,0.8,560,0.0,0.02,0.02,0.0,186,0,0,0.4,1.2,2024-12-30,13,0,0,0,0,0,0,0,False,10,0,0,0,0,19,0,81635,0,0,2,2.0,1,-126,5557,5683,62,False,0,0,1,0.0266837067902088,8,Sub,Ipswich,Chelsea,2,0,26787,2024,696916,0.0,0,0,0,0.0266837067902088,0.0878965109586715,0.0612128041684627,Chelsea
