assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,0,0,0.4,228,0.01,0.02,0.01,1.43,3,3,0,1.7,12.2,2024-08-17,90,0,0,0,0,0,0,0,False,5,0,0,0,0,1,0,195758,1,3,0,4.0,1,0,0,0,40,True,0,228,,,Michael Keane,0,1,0.0090796602889895,90,DC,Everton,Brighton,0,3,26605,2024,666327,0.0,0,0,0,0.0090796602889895,0.1576380729675293,0.1485584080219268,26605,Everton,Michael Keane,Michael Keane,DEF
1,0,0,-1,0,10.6,228,0.01,0.01,0.0,2.43,19,4,0,3.3,20.8,2024-08-24,90,0,0,0,0,0,0,0,False,18,0,0,0,0,2,0,222239,1,0,4,2.0,0,7564,21029,13465,40,False,0,228,,,Michael Keane,0,0,0.0,90,DC,Tottenham,Everton,4,0,26617,2024,667993,0.1236345618963241,0,1,0,0.0,0.0512336231768131,0.0512336231768131,26617,Everton,Michael Keane,Michael Keane,DEF
2,0,0,7,0,0.4,228,0.0,0.23,0.23,2.22,24,3,1,6.7,39.8,2024-08-31,90,0,0,0,0,0,0,0,False,3,0,0,0,0,3,0,228665,1,3,2,27.0,6,1331,24778,23447,40,True,1,228,,,Michael Keane,1,3,0.4817509055137634,90,DC,Everton,Bournemouth,2,3,26624,2024,671753,0.0,0,0,1,0.4817509055137634,0.5709130167961121,0.5709130167961121,26624,Everton,Michael Keane,Michael Keane,DEF
3,0,0,2,0,0.1,228,0.0,0.02,0.02,2.12,31,3,0,3.2,22.4,2024-09-14,90,0,0,0,0,0,0,0,False,2,0,0,0,0,4,0,564328,1,2,3,9.0,1,301136,370809,69673,40,False,0,228,,,Michael Keane,0,1,0.0155591880902647,90,DC,Aston Villa,Everton,3,2,26638,2024,673939,0.0,0,0,0,0.0155591880902647,0.1042647957801818,0.1042647957801818,26638,Everton,Michael Keane,Michael Keane,DEF
4,0,0,2,0,0.1,228,0.0,0.0,0.0,0.66,45,1,0,2.1,20.8,2024-09-21,90,0,0,0,0,0,0,0,False,11,0,0,0,0,5,0,566968,1,1,1,0.0,1,12047,47945,35898,40,False,1,228,,,Michael Keane,0,0,0.0,90,DC,Leicester,Everton,1,1,26644,2024,675673,0.0,0,0,0,0.0,0.0446279793977737,0.0446279793977737,26644,Everton,Michael Keane,Michael Keane,DEF
5,0,0,27,1,0.3,228,0.0,0.0,0.0,2.05,67,0,0,1.5,14.4,2024-10-05,90,0,0,0,0,0,0,0,False,15,0,0,0,0,7,0,645334,1,0,0,0.0,6,-1999,33895,35894,40,True,0,228,,,Michael Keane,0,0,0.0,90,DC,Everton,Newcastle United,0,0,26669,2024,679730,0.0,0,0,0,0.0,0.023619532585144,0.023619532585144,26669,Everton,Michael Keane,Michael Keane,DEF
6,0,3,40,1,0.1,228,0.0,0.03,0.03,1.25,73,0,1,7.5,55.4,2024-10-19,90,0,0,0,0,0,0,0,False,10,0,0,0,0,8,0,701798,1,2,0,19.0,14,51659,68967,17308,41,False,1,228,,,Michael Keane,1,1,0.0489771626889705,90,DC,Ipswich,Everton,0,2,26674,2024,681431,0.0,0,0,1,0.0489771626889705,0.0,0.0,26674,Everton,Michael Keane,Michael Keane,DEF
7,0,0,10,0,10.3,228,0.0,0.04,0.04,1.26,87,1,0,3.7,22.2,2024-10-26,90,0,0,0,0,0,0,0,False,9,0,0,0,0,9,0,981956,1,1,1,4.0,2,267084,279430,12346,42,True,0,228,,,Michael Keane,0,1,0.0198609419167041,90,DC,Everton,Fulham,1,1,26687,2024,683145,0.0,0,0,0,0.0198609419167041,0.0933959856629371,0.0735350400209426,26687,Everton,Michael Keane,Michael Keane,DEF
8,0,0,2,0,0.6,228,0.0,0.1,0.1,0.74,98,1,0,3.3,13.6,2024-11-02,90,0,0,0,0,0,0,0,False,17,0,0,0,0,10,0,1220911,1,0,1,19.0,1,232659,252830,20171,43,False,1,228,,,Michael Keane,0,1,0.2194411605596542,90,DC,Southampton,Everton,1,0,26699,2024,685130,0.0,0,0,0,0.2194411605596542,0.1143718212842941,0.1143718212842941,26699,Everton,Michael Keane,Michael Keane,DEF
9,0,0,-2,0,0.0,228,0.0,0.0,0.0,0.26,214,1,0,0.0,0.0,2025-01-19,2,0,0,0,0,0,0,0,False,18,0,0,0,0,22,0,524620,0,2,3,0.0,1,-17567,9553,27120,39,True,0,228,,,Michael Keane,0,0,0.0,1,Sub,Everton,Tottenham,3,2,26815,2024,700451,0.0,0,0,0,0.0,0.0,0.0,26815,Everton,Michael Keane,Michael Keane,DEF
