assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,2,27,1,0.0,413,0.0,0.0,0.0,1.77,5,0,0,2.5,25.2,2024-08-17,90,0,0,0,0,0,0,0,False,17,0,0,0,0,1,3,510361,1,0,1,0.0,9,0,0,0,50,True,0,413,,,0,0,0.0,90,GK,Newcastle United,Southampton,1,0,26606,2024,666355,0.0,0,0,0,0.0,0.0,0.0,5552,Newcastle United,Nick Pope,Nick Pope,GK
1,0,0,14,0,0.0,413,0.0,0.0,0.0,2.23,12,1,0,2.6,25.6,2024-08-25,90,0,0,0,0,0,0,0,False,3,0,0,0,0,2,3,855716,1,1,1,0.0,3,151457,181570,30113,50,False,0,413,,,0,0,0.0,90,GK,Bournemouth,Newcastle United,1,1,26620,2024,668716,0.0,0,0,0,0.0,0.0989904925227165,0.0989904925227165,5552,Newcastle United,Nick Pope,Nick Pope,GK
2,0,0,16,0,0.0,413,0.0,0.0,0.0,1.26,28,1,0,3.5,34.8,2024-09-01,90,0,0,0,0,0,0,0,False,18,0,0,0,0,3,6,839389,1,1,2,0.0,4,-30263,77529,107792,50,True,0,413,,,0,0,0.0,90,GK,Newcastle United,Tottenham,2,1,26629,2024,672455,0.0,0,0,0,0.0,0.8435561656951904,0.8435561656951904,5552,Newcastle United,Nick Pope,Nick Pope,GK
3,0,0,12,0,0.0,413,0.0,0.0,0.0,0.99,40,1,0,3.4,33.6,2024-09-15,90,0,0,0,0,0,0,0,False,20,0,0,0,0,4,4,925661,1,2,1,0.0,3,47458,136366,88908,50,False,0,413,,,0,0,0.0,90,GK,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674626,0.0,0,0,0,0.0,0.3085587918758392,0.3085587918758392,5552,Newcastle United,Nick Pope,Nick Pope,GK
4,0,0,9,0,0.0,413,0.0,0.0,0.0,2.29,44,3,0,5.3,53.0,2024-09-21,90,0,0,0,0,0,0,0,False,9,0,0,0,0,5,8,928683,1,1,3,0.0,3,-1891,39791,41682,50,False,0,413,,,0,0,0.0,90,GK,Fulham,Newcastle United,3,1,26646,2024,675729,0.0,0,0,0,0.0,0.0,0.0,5552,Newcastle United,Nick Pope,Nick Pope,GK
5,0,0,14,0,0.0,413,0.0,0.0,0.0,0.91,58,1,0,3.5,35.4,2024-09-28,90,0,0,0,0,0,0,0,False,13,0,0,0,0,6,5,811290,1,1,1,0.0,3,-117139,11026,128165,50,True,0,413,,,0,0,0.0,90,GK,Newcastle United,Manchester City,1,1,26652,2024,677432,0.0,0,0,0,0.0,0.0327307805418968,0.0327307805418968,5552,Newcastle United,Nick Pope,Nick Pope,GK
6,0,0,24,1,0.0,413,0.0,0.0,0.0,0.67,67,0,0,1.6,16.2,2024-10-05,90,0,0,0,0,0,0,0,False,8,0,0,0,0,7,2,751744,1,0,0,0.0,6,-65743,16446,82189,50,False,0,413,,,0,0,0.0,90,GK,Everton,Newcastle United,0,0,26669,2024,679741,0.0,0,0,0,0.0,0.3275180757045746,0.3275180757045746,5552,Newcastle United,Nick Pope,Nick Pope,GK
7,0,0,13,0,0.0,413,0.0,0.0,0.0,1.12,76,1,0,2.7,27.4,2024-10-19,90,0,0,0,0,0,0,0,False,5,0,0,0,0,8,4,755562,1,1,0,0.0,3,-5000,20889,25889,50,True,0,413,,,0,0,0.0,90,GK,Newcastle United,Brighton,0,1,26676,2024,681349,0.0,0,0,0,0.0,0.0609520114958286,0.0609520114958286,5552,Newcastle United,Nick Pope,Nick Pope,GK
8,0,0,13,0,0.0,413,0.0,0.0,0.0,1.64,85,2,0,3.7,37.2,2024-10-27,90,0,0,0,0,0,0,0,False,6,0,0,0,0,9,5,733651,1,1,2,0.0,2,-22057,5329,27386,50,False,0,413,,,0,0,0.0,90,GK,Chelsea,Newcastle United,2,1,26688,2024,683522,0.0,0,0,0,0.0,0.0,0.0,5552,Newcastle United,Nick Pope,Nick Pope,GK
9,0,0,19,1,0.0,413,0.0,0.0,0.0,1.05,96,0,0,0.0,0.0,2024-11-02,90,0,0,0,0,0,0,0,False,1,0,0,0,0,10,0,714431,1,0,1,0.0,5,-22317,8265,30582,50,True,1,413,,,0,0,0.0,90,GK,Newcastle United,Arsenal,1,0,26694,2024,684652,0.0,0,0,0,0.0,0.0779419615864753,0.0779419615864753,5552,Newcastle United,Nick Pope,Nick Pope,GK
