assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,13,0,25.1,432,0.16,0.18,0.02,0.55,6,0,0,4.5,10.4,2024-08-17,53,0,0,0,0,0,0,0,False,3,0,0,0,0,1,0,214240,1,1,1,9.0,1,0,0,0,55,True,0,432,,,Anthony Elanga,0,1,0.01649528183043,65,AMR,Nottingham Forest,Bournemouth,1,1,26607,2024,666392,0.1566866785287857,0,2,0,0.01649528183043,0.1897836625576019,0.0993517786264419,26607,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
1,0,0,11,1,40.7,432,0.24,0.46,0.22,0.14,18,0,0,8.7,17.0,2024-08-24,90,0,0,0,0,0,0,0,False,17,0,0,0,0,2,0,163934,1,1,0,29.0,3,-52890,1884,54774,55,False,0,432,,,Anthony Elanga,0,2,0.2249038964509964,90,AMR,Southampton,Nottingham Forest,0,1,26616,2024,668061,0.3274573981761932,0,3,0,0.2249038964509964,0.3831179738044739,0.0795002207159996,26616,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
2,0,0,9,0,30.2,432,0.07,0.09,0.02,0.73,29,1,0,4.6,4.0,2024-08-31,90,0,0,0,0,0,0,0,False,20,0,0,0,0,3,0,150115,1,1,1,12.0,2,-17710,11466,29176,54,True,0,432,,,Anthony Elanga,0,1,0.0288645923137664,90,AMR,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671850,0.0905425995588302,0,2,0,0.0288645923137664,0.696803867816925,0.696803867816925,26627,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
3,1,0,8,0,10.6,432,0.0,0.23,0.23,0.2,36,0,0,5.0,18.2,2024-09-14,29,0,0,0,0,0,0,0,False,12,0,0,0,0,4,0,121525,0,1,0,21.0,3,-29888,5986,35874,54,False,1,432,,,Anthony Elanga,0,2,0.1888196170330047,26,Sub,Liverpool,Nottingham Forest,0,1,26635,2024,673792,0.0536222159862518,1,1,0,0.1888196170330047,0.2424418330192566,0.0,26635,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
4,0,0,3,0,0.5,432,0.0,0.0,0.0,0.39,42,2,0,0.1,0.6,2024-09-22,45,0,0,0,0,0,0,0,False,5,0,0,0,0,5,0,121649,1,2,2,0.0,1,-1811,8989,10800,53,False,0,432,,,Anthony Elanga,0,0,0.0,50,AML,Brighton,Nottingham Forest,2,2,26650,2024,676322,0.0,0,0,0,0.0,0.0,0.0,26650,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
5,0,0,2,0,2.0,432,0.01,0.08,0.07,0.98,59,1,0,1.7,0.0,2024-09-28,45,0,0,0,0,0,0,0,False,9,0,0,0,0,6,0,112123,0,1,0,15.0,1,-10135,7139,17274,53,True,0,432,,,Anthony Elanga,0,1,0.0614547841250896,42,Sub,Nottingham Forest,Fulham,0,1,26653,2024,677786,0.0,0,0,0,0.0614547841250896,0.0614547841250896,0.0,26653,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
6,0,0,3,0,0.5,432,0.01,0.01,0.0,1.03,65,0,0,0.3,2.0,2024-10-06,8,0,0,0,0,0,0,0,False,6,0,0,0,0,7,0,98997,0,1,1,0.0,1,-13500,3663,17163,53,False,0,432,,,Anthony Elanga,0,0,0.0,7,Sub,Chelsea,Nottingham Forest,1,1,26668,2024,680164,0.0,0,0,0,0.0,0.0197459664195776,0.0197459664195776,26668,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
7,0,0,4,1,23.1,432,0.26,0.26,0.0,0.83,77,0,0,2.7,1.4,2024-10-21,62,0,0,0,0,0,0,0,False,7,0,0,0,0,8,0,94069,1,0,1,2.0,3,-5786,3938,9724,52,True,0,432,,,Anthony Elanga,0,0,0.0,65,AMR,Nottingham Forest,Crystal Palace,1,0,26677,2024,682441,0.0615853890776634,0,1,0,0.0,0.1037228628993034,0.1037228628993034,26677,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
8,0,0,5,0,11.3,432,0.01,0.06,0.05,0.7,88,1,0,2.1,1.6,2024-10-25,75,0,0,0,0,0,0,0,False,11,0,0,0,0,9,0,92313,1,3,1,8.0,2,-2267,3701,5968,52,False,0,432,,,Anthony Elanga,0,1,0.0522313825786113,78,AMR,Leicester,Nottingham Forest,1,3,26682,2024,682642,0.0195006411522626,0,1,0,0.0522313825786113,0.0,0.0,26682,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
9,0,0,10,1,15.0,432,0.09,0.09,0.0,0.07,97,0,0,2.8,8.8,2024-11-02,62,0,0,0,0,0,0,0,False,19,0,0,0,0,10,0,90909,1,0,3,4.0,3,-1874,5761,7635,52,True,0,432,,,Anthony Elanga,0,0,0.0,67,AMR,Nottingham Forest,West Ham,3,0,26698,2024,685060,0.1017873138189315,0,1,0,0.0,0.1017873138189315,0.1017873138189315,26698,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
10,1,0,17,0,43.8,432,0.42,0.53,0.11,1.52,107,3,0,9.0,29.0,2024-11-10,87,0,0,0,0,0,0,0,False,15,0,0,0,0,11,0,88560,1,3,1,17.0,5,-2588,4574,7162,52,True,0,432,,,Anthony Elanga,0,2,0.2620865702629089,90,AMR,Nottingham Forest,Newcastle United,1,3,26704,2024,687317,0.7520662546157837,1,3,0,0.2620865702629089,0.3801310956478119,0.1180445402860641,26704,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
11,0,0,3,0,5.4,432,0.0,0.0,0.0,0.88,111,1,0,1.3,3.2,2024-11-23,45,0,0,0,0,0,0,0,False,1,0,0,0,0,12,0,88842,1,0,3,4.0,1,-488,6038,6526,52,False,0,432,,,Anthony Elanga,0,0,0.0,51,AMR,Arsenal,Nottingham Forest,3,0,26714,2024,688503,0.0,0,0,0,0.0,0.0,0.0,26714,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
12,0,0,2,0,0.8,432,0.0,0.0,0.0,0.15,127,0,0,0.1,0.0,2024-11-30,12,0,0,0,0,0,0,0,False,10,0,0,0,0,13,0,81049,0,0,1,0.0,1,-7670,1194,8864,52,True,0,432,,,Anthony Elanga,0,0,0.0,10,Sub,Nottingham Forest,Ipswich,1,0,26728,2024,690003,0.0,0,0,0,0.0,0.0,0.0,26728,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
13,0,0,10,0,16.5,432,0.22,0.36,0.14,2.41,138,3,0,3.2,5.4,2024-12-04,90,0,0,0,0,0,0,0,False,13,0,0,0,0,14,0,76474,1,0,3,10.0,2,-4977,1560,6537,51,False,0,432,,,Anthony Elanga,0,2,0.1414627581834793,90,AMR,Manchester City,Nottingham Forest,3,0,26739,2024,691408,0.0608018562197685,0,1,0,0.1414627581834793,0.1639352440834045,0.0224724803119897,26739,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
14,0,0,4,0,0.0,432,0.0,0.0,0.0,0.2,148,0,0,0.2,2.0,2024-12-07,11,0,0,0,0,0,0,0,False,14,0,0,0,0,15,0,74232,0,3,2,0.0,1,-2537,1781,4318,51,False,0,432,,,Anthony Elanga,0,0,0.0,10,Sub,Manchester United,Nottingham Forest,2,3,26744,2024,692403,0.0,0,0,0,0.0,0.0,0.0,26744,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
15,0,0,24,0,1.5,432,0.0,0.2,0.2,0.05,158,0,1,5.2,33.0,2024-12-14,13,0,0,0,0,0,0,0,False,2,0,0,0,0,16,0,71403,0,1,2,17.0,6,-3104,1422,4526,51,True,0,432,,,Anthony Elanga,1,1,0.5203089118003845,9,Sub,Nottingham Forest,Aston Villa,2,1,26761,2024,693888,0.0,0,0,1,0.5203089118003845,0.5203089118003845,0.0,26761,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
16,0,1,30,1,1.6,432,0.02,0.23,0.21,0.54,162,0,1,7.4,38.4,2024-12-21,63,0,0,0,0,0,0,0,False,4,0,0,0,0,17,0,72850,1,2,0,34.0,9,913,3605,2692,51,False,0,432,,,Anthony Elanga,1,2,0.1985766887664795,65,AMC,Brentford,Nottingham Forest,0,2,26766,2024,695282,0.0,0,0,1,0.1985766887664795,0.2924025654792785,0.093825876712799,26766,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
17,0,3,30,1,1.2,432,0.02,0.37,0.35,0.83,178,0,1,7.8,35.8,2024-12-26,73,0,0,0,0,0,0,0,False,18,0,0,0,0,18,0,84189,1,0,1,41.0,11,10339,13545,3206,51,True,0,432,,,Anthony Elanga,1,3,0.7137874960899353,75,AMR,Nottingham Forest,Tottenham,1,0,26779,2024,696244,0.0,0,0,1,0.7137874960899353,0.8065261840820312,0.0927387028932571,26779,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
18,1,0,24,1,40.3,432,0.13,0.47,0.34,0.89,184,0,0,8.9,31.8,2024-12-29,90,0,0,0,0,0,0,0,False,8,0,0,0,0,19,0,212319,1,2,0,17.0,6,123741,128700,4959,51,False,0,432,,,Anthony Elanga,0,1,0.4424421787261963,90,AMR,Everton,Nottingham Forest,0,2,26785,2024,696692,0.5133921504020691,1,3,0,0.4424421787261963,1.414059281349182,0.458224892616272,26785,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
19,1,0,20,1,47.2,432,0.23,0.23,0.0,1.5,200,0,0,7.9,25.6,2025-01-06,69,0,0,0,0,0,0,0,False,20,0,0,0,0,20,0,408862,1,3,0,6.0,6,192373,225322,32949,52,False,0,432,,,Anthony Elanga,0,0,0.0,72,AMR,Wolverhampton Wanderers,Nottingham Forest,0,3,26801,2024,697820,0.3477296233177185,1,4,0,0.0,0.7858856320381165,0.4776661694049835,26801,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
20,1,2,27,0,24.3,432,0.14,0.19,0.05,1.99,206,1,0,7.4,32.8,2025-01-14,90,0,0,0,0,0,0,0,False,12,0,0,0,0,21,0,436959,1,1,1,17.0,7,31913,80600,48687,52,True,0,432,,,Anthony Elanga,0,1,0.0603245347738266,90,AMR,Nottingham Forest,Liverpool,1,1,26807,2024,699205,0.3956543207168579,1,2,0,0.0603245347738266,0.4395358264446258,0.0438815169036388,26807,Nottingham Forest,Anthony Elanga,Anthony Elanga,MID
