assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team
0,0,0,6,0,11.7,619,0.0,0.0,0.0,0.07,25,0,0,1.7,5.4,2024-08-31,20,0,0,0,0,0,0,0,False,9,0,0,0,0,3,0,2025,0,1,1,0.0,1,910,1347,437,45,True,0,619,0,0,0.0,18,Sub,Ipswich,Fulham,1,1,26625,2024,671794,0.0284756682813167,0,1,0,0.0,0.085615798830986,0.0571401305496692,10301,Ipswich
1,0,0,5,0,13.3,619,0.02,0.04,0.02,2.11,48,1,0,1.7,3.0,2024-09-21,60,0,0,0,0,0,0,0,False,17,0,0,0,0,5,0,4803,1,1,1,1.0,2,118,604,486,45,False,0,619,0,1,0.0195678547024726,63,DMC,Southampton,Ipswich,1,1,26643,2024,675646,0.0353469997644424,0,1,0,0.0195678547024726,0.5098406076431274,0.4744936227798462,10301,Ipswich
2,0,0,11,0,7.1,619,0.11,0.11,0.0,3.87,83,3,0,1.8,10.4,2024-10-26,90,0,0,0,0,0,0,0,False,4,0,0,0,0,9,0,4326,1,3,4,0.0,2,-358,66,424,45,False,0,619,0,0,0.0,90,DMC,Brentford,Ipswich,4,3,26685,2024,683011,0.0,0,0,0,0.0,0.0,0.0,10301,Ipswich
3,0,0,2,0,0.0,619,0.0,0.0,0.0,1.16,93,1,0,0.1,1.0,2024-11-02,9,0,0,0,0,0,0,0,False,11,0,0,0,0,10,0,5802,0,1,1,0.0,0,1279,1713,434,45,True,1,619,0,0,0.0,7,Sub,Ipswich,Leicester,1,1,26695,2024,685005,0.0,0,0,0,0.0,0.0,0.0,10301,Ipswich
4,0,0,7,0,0.9,619,0.01,0.01,0.0,1.65,108,1,0,1.0,4.6,2024-11-10,90,0,0,0,0,0,0,0,False,18,0,0,0,0,11,0,5082,1,2,1,4.0,2,-706,317,1023,45,False,0,619,0,0,0.0,90,DMC,Tottenham,Ipswich,1,2,26709,2024,687302,0.0,0,0,0,0.0,0.0,0.0,10301,Ipswich
5,0,0,10,0,4.0,619,0.01,0.07,0.06,0.62,116,1,0,0.3,0.0,2024-11-24,64,0,0,0,0,0,0,0,False,14,0,0,0,0,12,0,6164,1,1,1,1.0,2,875,1325,450,45,True,0,619,0,1,0.0333061888813972,68,DMC,Ipswich,Manchester United,1,1,26718,2024,689249,0.0,0,0,0,0.0333061888813972,0.5809940099716187,0.5809940099716187,10301,Ipswich
6,0,0,2,0,1.9,619,0.01,0.01,0.0,1.64,127,1,0,0.7,4.8,2024-11-30,73,0,0,0,0,0,0,0,False,16,0,0,0,0,13,0,6795,1,0,1,0.0,1,611,1104,493,45,False,1,619,0,0,0.0,76,DMC,Nottingham Forest,Ipswich,1,0,26728,2024,690011,0.0,0,0,0,0.0,0.0,0.0,10301,Ipswich
7,0,0,13,0,13.7,619,0.02,0.02,0.0,1.24,136,1,0,2.1,4.8,2024-12-03,65,0,0,0,0,0,0,0,False,7,0,0,0,0,14,0,8648,1,1,0,2.0,2,1674,2342,668,45,True,0,619,0,0,0.0,69,DMC,Ipswich,Crystal Palace,0,1,26737,2024,691329,0.0496523380279541,0,1,0,0.0,0.0593021996319294,0.0096498578786849,10301,Ipswich
8,0,0,3,0,0.0,619,0.0,0.0,0.0,0.65,146,1,0,0.0,0.0,2024-12-08,1,0,0,0,0,0,0,0,False,3,0,0,0,0,15,0,11899,0,2,1,0.0,1,3002,3811,809,45,True,0,619,0,0,0.0,1,Sub,Ipswich,Bournemouth,1,2,26750,2024,692755,0.0,0,0,0,0.0,0.0,0.0,10301,Ipswich
9,0,0,19,0,12.4,619,0.02,0.02,0.0,0.52,160,1,0,2.3,10.6,2024-12-14,74,0,0,0,0,0,0,0,False,20,0,0,0,0,16,0,12861,1,2,1,0.0,2,1040,2199,1159,45,False,0,619,0,0,0.0,78,DMC,Wolverhampton Wanderers,Ipswich,1,2,26758,2024,693620,0.027023009955883,0,1,0,0.0,0.5991424918174744,0.5991424918174744,10301,Ipswich
