assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,15,0,9.1,295,0.01,0.07,0.06,1.23,10,1,0,3.8,24.0,2024-08-19,90,0,0,0,0,0,0,0,False,18,0,0,0,0,1,0,23101,1,1,1,5.0,2,0,0,0,45,True,0,0,1,0.060171615332365,90,DR,Leicester,Tottenham,1,1,26611,2024,667442,0.0,0,0,0,0.060171615332365,0.0,0.0,Leicester
1,0,0,10,0,0.5,295,0.0,0.0,0.0,1.78,15,2,0,1.8,17.8,2024-08-24,90,0,0,0,0,0,0,0,False,9,0,0,0,0,2,0,30080,1,1,2,0.0,1,2265,4340,2075,45,False,0,0,0,0.0,90,DC,Fulham,Leicester,2,1,26614,2024,667963,0.0,0,0,0,0.0,0.0872571021318435,0.0872571021318435,Leicester
2,0,0,5,0,2.1,295,0.01,0.09,0.08,1.55,26,2,0,1.5,9.2,2024-08-31,90,0,0,0,0,0,0,0,False,2,0,0,0,0,3,0,27574,1,2,1,4.0,1,-3549,1521,5070,45,True,0,0,1,0.1190608441829681,90,DR,Leicester,Aston Villa,1,2,26626,2024,671812,0.0,0,0,0,0.1190608441829681,0.0096669672057032,0.0096669672057032,Leicester
3,0,0,2,0,0.4,295,0.0,0.05,0.05,2.55,34,2,0,0.9,5.6,2024-09-14,90,0,0,0,0,0,0,0,False,7,0,0,0,0,4,0,27296,1,2,2,3.0,1,-1597,2015,3612,45,False,0,0,1,0.0470208302140235,90,DR,Crystal Palace,Leicester,2,2,26636,2024,673719,0.0,0,0,0,0.0470208302140235,0.6013093590736389,0.5542885661125183,Leicester
4,0,0,19,0,16.3,295,0.02,0.02,0.0,1.1,45,1,0,3.9,22.4,2024-09-21,90,0,0,0,0,0,0,0,False,8,0,0,0,0,5,0,29264,1,1,1,0.0,2,1225,3469,2244,45,True,0,0,0,0.0,90,DR,Leicester,Everton,1,1,26644,2024,675657,0.0542508922517299,0,2,0,0.0,0.0702619552612304,0.0543065145611763,Leicester
5,0,0,27,0,0.3,295,0.0,0.15,0.15,4.6,51,4,2,12.2,82.4,2024-09-28,90,0,0,0,0,0,0,0,False,1,0,0,0,0,6,0,25810,1,2,4,39.0,12,-3676,907,4583,45,False,0,2,3,0.2064491361379623,90,DR,Arsenal,Leicester,4,2,26655,2024,677848,0.0,0,0,2,0.2064491361379623,0.1590034216642379,0.0,Leicester
6,1,2,32,1,11.6,295,0.04,0.04,0.0,2.16,68,0,0,3.9,27.2,2024-10-05,90,0,0,0,0,0,0,0,False,3,0,0,0,0,7,0,129505,1,0,1,0.0,10,93178,102445,9267,45,True,1,0,0,0.0,90,DR,Leicester,Bournemouth,1,0,26663,2024,679421,0.4268062710762024,1,1,0,0.0,0.8676477670669556,0.8676477670669556,Leicester
7,0,0,10,0,19.8,295,0.06,0.09,0.03,2.15,78,2,0,5.8,19.2,2024-10-19,90,0,0,0,0,0,0,0,False,17,0,0,0,0,8,0,429986,1,3,2,19.0,1,281534,299665,18131,46,False,0,0,2,0.034720417112112,90,DR,Southampton,Leicester,2,3,26678,2024,681398,0.0414192713797092,0,1,0,0.034720417112112,1.1865568161010742,1.1451375484466553,Leicester
8,0,0,0,0,14.3,295,0.02,0.02,0.0,1.73,88,3,0,3.8,21.6,2024-10-25,90,0,0,0,0,0,0,0,False,16,0,0,0,0,9,0,514766,1,3,1,2.0,1,88204,110548,22344,46,True,0,0,0,0.0,90,DL,Leicester,Nottingham Forest,1,3,26682,2024,682625,0.0236389432102441,0,1,0,0.0,0.1190322339534759,0.1190322339534759,Leicester
9,0,0,-4,0,2.3,295,0.02,0.02,0.0,0.66,106,3,0,2.1,18.2,2024-11-10,82,0,0,0,0,0,0,0,False,14,0,0,0,0,11,0,427778,1,0,3,0.0,1,-87255,2993,90248,46,False,0,0,0,0.0,85,DR,Manchester United,Leicester,3,0,26708,2024,687356,0.0,0,0,0,0.0,0.2786405980587005,0.2786405980587005,Leicester
10,0,0,1,0,1.0,295,0.0,0.0,0.0,2.75,117,2,0,1.9,18.2,2024-11-23,90,0,0,0,0,0,0,0,False,6,0,0,0,0,12,0,382856,1,2,1,0.0,1,-47615,4682,52297,46,True,0,0,0,0.0,90,DR,Leicester,Chelsea,1,2,26719,2024,688075,0.0,0,0,0,0.0,0.0670611634850502,0.0670611634850502,Leicester
11,0,0,-5,0,5.6,295,0.02,0.15,0.13,2.4,121,4,0,2.3,9.4,2024-11-30,90,0,0,0,0,0,0,0,False,4,0,0,0,0,13,0,360019,1,1,4,8.0,-1,-24824,4217,29041,46,False,1,0,1,0.1244711950421333,90,DMR,Brentford,Leicester,4,1,26722,2024,690070,0.0,0,0,0,0.1244711950421333,0.0,0.0,Leicester
