assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,13,0,16.3,360,0.08,0.08,0.0,0.04,37,0,0,2.4,7.6,2024-09-14,45,0,0,0,0,0,0,0,False,4,0,0,0,0,4,0,192092,0,1,2,0.0,1,-1186,18702,19888,64,True,0,0,0,0.0,39,Sub,Manchester City,Brentford,2,1,26637,2024,673687,0.0520608685910701,0,1,0,0.0,0.7975656986236572,0.7975656986236572,Manchester City
1,0,0,5,0,0.8,360,0.01,0.01,0.0,0.0,47,0,0,0.4,3.2,2024-09-22,20,0,0,0,0,0,0,0,False,1,0,0,0,0,5,0,198008,1,2,2,0.0,1,1010,12439,11429,64,True,0,0,0,0.0,20,MC,Manchester City,Arsenal,2,2,26651,2024,676591,0.0,0,0,0,0.0,0.6479843854904175,0.6479843854904175,Manchester City
2,0,0,3,0,0.4,360,0.0,0.0,0.0,0.29,369,1,0,0.2,1.4,2025-05-20,7,0,0,0,0,0,0,0,False,3,0,0,0,0,37,0,86458,0,1,3,0.0,1,-13,64,77,62,True,0,0,0,0.0,5,Sub,Manchester City,Bournemouth,3,1,26970,2024,729325,0.0,0,0,0,0.0,0.0,0.0,Manchester City
