assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,13,0,12.7,455,0.03,0.03,0.0,0.25,5,1,0,3.3,18.4,2024-08-17,80,0,0,0,0,0,0,0,False,15,0,0,0,0,1,0,96706,1,0,1,2.0,2,0,0,0,40,False,0,455,,,0,0,0.0,85,DC,Newcastle United,Southampton,1,0,26606,2024,666370,0.0503203310072422,0,1,0,0.0,0.9491878747940063,0.9491878747940063,26606,Southampton,Jan Bednarek,Jan Bednarek,DEF
1,0,0,9,0,12.2,455,0.01,0.01,0.0,2.45,18,1,0,3.3,19.2,2024-08-24,90,0,0,0,0,0,0,0,False,16,0,0,0,0,2,0,211257,1,1,0,2.0,1,72602,85761,13159,40,True,1,455,,,0,0,0.0,90,DC,Southampton,Nottingham Forest,0,1,26616,2024,668039,0.0530361123383045,0,1,0,0.0,0.0832558721303939,0.0302197560667991,26616,Southampton,Jan Bednarek,Jan Bednarek,DEF
2,0,0,3,0,3.8,455,0.02,0.02,0.0,2.78,22,3,0,2.9,25.4,2024-08-31,90,0,0,0,0,0,0,0,False,4,0,0,0,0,3,0,268839,1,1,3,0.0,1,50317,77602,27285,40,False,0,455,,,0,0,0.0,90,DC,Brentford,Southampton,3,1,26623,2024,671737,0.0,0,0,0,0.0,0.3426718115806579,0.3426718115806579,26623,Southampton,Jan Bednarek,Jan Bednarek,DEF
3,0,0,6,0,0.9,455,0.0,0.0,0.0,2.67,38,3,0,3.2,31.2,2024-09-14,90,0,0,0,0,0,0,0,False,14,0,0,0,0,4,0,332486,1,3,0,0.0,1,56877,95755,38878,40,True,0,455,,,0,0,0.0,90,DC,Southampton,Manchester United,0,3,26632,2024,673358,0.0,0,0,0,0.0,0.0734385848045349,0.0734385848045349,26632,Southampton,Jan Bednarek,Jan Bednarek,DEF
4,0,0,13,0,0.8,455,0.01,0.01,0.0,1.69,48,1,0,2.9,28.0,2024-09-21,90,0,0,0,0,0,0,0,False,10,0,0,0,0,5,0,340678,1,1,1,0.0,2,8632,21624,12992,40,True,0,455,,,0,0,0.0,90,DC,Southampton,Ipswich,1,1,26643,2024,675626,0.0,0,0,0,0.0,1.3874369859695437,1.3874369859695437,26643,Southampton,Jan Bednarek,Jan Bednarek,DEF
5,0,0,4,0,0.8,455,0.01,0.01,0.0,1.38,52,3,0,3.3,32.0,2024-09-30,90,0,0,0,0,0,0,0,False,3,0,0,0,0,6,0,354017,1,1,3,0.0,1,10980,35705,24725,40,False,0,455,,,0,0,0.0,90,DC,Bournemouth,Southampton,3,1,26661,2024,678939,0.0,0,0,0,0.0,0.112515777349472,0.112515777349472,26661,Southampton,Jan Bednarek,Jan Bednarek,DEF
6,0,0,3,0,1.4,455,0.01,0.01,0.0,2.83,61,3,0,3.7,35.6,2024-10-05,90,0,0,0,0,0,0,0,False,1,0,0,0,0,7,0,348660,1,1,3,0.0,0,-5388,12846,18234,40,False,1,455,,,0,0,0.0,90,DC,Arsenal,Southampton,3,1,26666,2024,679532,0.0,0,0,0,0.0,0.1454747468233108,0.1454747468233108,26666,Southampton,Jan Bednarek,Jan Bednarek,DEF
7,0,0,3,0,10.3,455,0.63,0.63,0.0,3.21,78,3,0,3.1,19.0,2024-10-19,90,0,0,0,0,0,0,0,False,11,0,0,0,0,8,0,341375,1,3,2,2.0,1,-8086,6111,14197,40,True,0,455,,,0,0,0.0,90,DC,Southampton,Leicester,2,3,26678,2024,681383,0.1387308835983276,0,1,0,0.0,0.0,0.0,26678,Southampton,Jan Bednarek,Jan Bednarek,DEF
8,0,0,12,0,0.5,455,0.01,0.01,0.0,2.95,89,1,0,2.9,26.8,2024-10-26,90,0,0,0,0,0,0,0,False,13,0,0,0,0,9,0,333601,1,0,1,2.0,2,-7894,5132,13026,40,False,0,455,,,0,0,0.0,90,DC,Manchester City,Southampton,1,0,26683,2024,682945,0.0,0,0,0,0.0,0.3423722684383392,0.3423722684383392,26683,Southampton,Jan Bednarek,Jan Bednarek,DEF
9,0,0,29,1,1.0,455,0.01,0.01,0.0,1.56,98,0,0,2.2,20.8,2024-11-02,90,0,0,0,0,0,0,0,False,8,0,0,0,0,10,0,344771,1,0,1,0.0,5,8536,20188,11652,40,True,1,455,,,0,0,0.0,90,DC,Southampton,Everton,1,0,26699,2024,685114,0.0,0,0,0,0.0,0.2045984268188476,0.2045984268188476,26699,Southampton,Jan Bednarek,Jan Bednarek,DEF
10,0,0,5,0,2.9,455,0.02,0.03,0.01,1.26,110,2,0,1.8,13.0,2024-11-09,90,0,0,0,0,0,0,0,False,20,0,0,0,0,11,0,371118,1,0,2,2.0,1,24066,33800,9734,40,False,0,455,,,0,1,0.0078547345474362,90,DC,Wolverhampton Wanderers,Southampton,2,0,26711,2024,686678,0.0,0,0,0,0.0078547345474362,0.0078547345474362,0.0,26711,Southampton,Jan Bednarek,Jan Bednarek,DEF
11,0,0,-4,0,0.7,455,0.0,0.0,0.0,2.44,159,5,0,3.2,29.6,2024-12-15,90,0,0,0,0,0,0,0,False,18,0,0,0,0,16,0,267173,1,5,0,2.0,0,-12635,3309,15944,40,True,0,455,,,0,0,0.0,90,DC,Southampton,Tottenham,0,5,26759,2024,694619,0.0,0,0,0,0.0,0.6517561674118042,0.6517561674118042,26759,Southampton,Jan Bednarek,Jan Bednarek,DEF
12,0,2,29,1,0.3,455,0.0,0.0,0.0,1.04,165,0,0,2.2,19.6,2024-12-22,90,0,0,0,0,0,0,0,False,9,0,0,0,0,17,0,266022,1,0,0,2.0,8,-1960,6074,8034,40,False,0,455,,,0,0,0.0,90,DC,Fulham,Southampton,0,0,26763,2024,695646,0.0,0,0,0,0.0,0.0789125859737396,0.0789125859737396,26763,Southampton,Jan Bednarek,Jan Bednarek,DEF
13,0,0,17,0,0.6,455,0.0,0.0,0.0,1.81,179,1,0,3.3,32.8,2024-12-26,90,0,0,0,0,0,0,0,False,19,0,0,0,0,18,0,279701,1,1,0,0.0,2,11870,19900,8030,40,True,0,455,,,0,0,0.0,90,DC,Southampton,West Ham,0,1,26780,2024,696270,0.0,0,0,0,0.0,0.1100466698408126,0.1100466698408126,26780,Southampton,Jan Bednarek,Jan Bednarek,DEF
14,0,0,5,0,0.3,455,0.0,0.0,0.0,2.03,183,2,0,3.7,34.8,2024-12-29,90,0,0,0,0,0,0,0,False,7,0,0,0,0,19,0,287591,1,1,2,2.0,0,8214,17449,9235,40,False,1,455,,,0,0,0.0,90,DC,Crystal Palace,Southampton,2,1,26784,2024,696655,0.0,0,0,0,0.0,0.1239357367157936,0.1239357367157936,26784,Southampton,Jan Bednarek,Jan Bednarek,DEF
