assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,18,0,27.9,452,0.44,0.49,0.05,0.25,5,1,0,5.2,14.8,2024-08-17,69,0,0,0,0,0,0,0,False,15,0,0,0,0,1,0,4540,1,0,1,9.0,2,0,0,0,50,False,0,452,,,0,1,0.0383631624281406,74,MC,Newcastle United,Southampton,1,0,26606,2024,666376,0.5928481221199036,0,2,0,0.0383631624281406,0.928577959537506,0.4204671680927276,26606,Southampton,Joe Aribo,Joe Ayodele-Aribo,MID
1,0,0,10,0,6.2,452,0.03,0.03,0.0,2.26,18,1,0,2.1,9.0,2024-08-24,75,0,0,0,0,0,0,0,False,16,0,0,0,0,2,0,6306,1,1,0,6.0,2,365,1104,739,50,True,0,452,,,0,0,0.0,77,MC,Southampton,Nottingham Forest,0,1,26616,2024,668045,0.0,0,0,0,0.0,0.1016373261809349,0.1016373261809349,26616,Southampton,Joe Aribo,Joe Ayodele-Aribo,MID
2,0,0,9,0,16.2,452,0.02,0.5,0.48,2.59,22,3,0,3.0,2.4,2024-08-31,81,0,0,0,0,0,0,0,False,4,0,0,0,0,3,0,6416,1,1,3,11.0,2,-217,881,1098,50,False,0,452,,,0,1,0.6077521443367004,85,MC,Brentford,Southampton,3,1,26623,2024,671743,0.0224801730364561,0,1,0,0.6077521443367004,0.1674828082323074,0.1450026333332061,26623,Southampton,Joe Aribo,Joe Ayodele-Aribo,MID
3,0,0,3,0,0.3,452,0.0,0.0,0.0,0.55,48,1,0,0.0,0.0,2024-09-21,1,0,0,0,0,0,0,0,False,10,0,0,0,0,5,0,5953,0,1,1,0.0,1,-732,256,988,50,True,0,452,,,0,0,0.0,1,Sub,Southampton,Ipswich,1,1,26643,2024,675637,0.0,0,0,0,0.0,0.0,0.0,26643,Southampton,Joe Aribo,Joe Ayodele-Aribo,MID
4,0,0,8,0,4.7,452,0.02,0.04,0.02,0.41,52,0,0,1.5,5.8,2024-09-30,45,0,0,0,0,0,0,0,False,3,0,0,0,0,6,0,5489,0,1,3,4.0,1,-553,161,714,49,False,0,452,,,0,1,0.0211841408163309,41,Sub,Bournemouth,Southampton,3,1,26661,2024,678949,0.0,0,0,0,0.0211841408163309,0.0763144791126251,0.055130336433649,26661,Southampton,Joe Aribo,Joe Ayodele-Aribo,MID
5,0,0,15,0,5.3,452,0.0,0.04,0.04,2.83,61,3,0,2.8,17.6,2024-10-05,90,0,0,0,0,0,0,0,False,1,0,0,0,0,7,0,5290,1,1,3,5.0,2,-297,194,491,49,False,0,452,,,0,1,0.0770623460412025,90,MC,Arsenal,Southampton,3,1,26666,2024,679537,0.0,0,0,0,0.0770623460412025,0.1621707081794738,0.1621707081794738,26666,Southampton,Joe Aribo,Joe Ayodele-Aribo,MID
6,0,2,29,0,7.6,452,0.01,0.65,0.64,3.21,78,3,1,10.7,46.0,2024-10-19,90,0,0,0,0,0,0,0,False,11,0,0,0,0,8,0,5305,1,3,2,53.0,9,-73,241,314,49,True,0,452,,,1,3,0.557433545589447,90,MC,Southampton,Leicester,2,3,26678,2024,681387,0.0,0,0,1,0.557433545589447,0.6073024272918701,0.0861322581768035,26678,Southampton,Joe Aribo,Joe Ayodele-Aribo,MID
7,0,0,6,0,3.1,452,0.03,0.03,0.0,1.4,89,0,0,0.9,3.4,2024-10-26,30,0,0,0,0,0,0,0,False,13,0,0,0,0,9,0,6735,0,0,1,2.0,1,1242,1550,308,49,False,0,452,,,0,0,0.0,29,Sub,Manchester City,Southampton,1,0,26683,2024,682955,0.0,0,0,0,0.0,0.0608166456222534,0.0608166456222534,26683,Southampton,Joe Aribo,Joe Ayodele-Aribo,MID
8,0,0,4,0,2.1,452,0.0,0.04,0.04,1.37,98,0,0,2.5,4.6,2024-11-02,45,0,0,0,0,0,0,0,False,8,0,0,0,0,10,0,6987,0,0,1,18.0,1,168,1054,886,49,True,0,452,,,0,2,0.0316434912383556,41,Sub,Southampton,Everton,1,0,26699,2024,685125,0.0,0,0,0,0.0316434912383556,0.2280174493789672,0.1963739544153213,26699,Southampton,Joe Aribo,Joe Ayodele-Aribo,MID
9,0,0,11,0,2.5,452,0.01,0.01,0.0,1.23,110,2,0,1.0,5.4,2024-11-09,72,0,0,0,0,0,0,0,False,20,0,0,0,0,11,0,8181,1,0,2,2.0,2,1082,1800,718,49,False,0,452,,,0,0,0.0,79,MC,Wolverhampton Wanderers,Southampton,2,0,26711,2024,686683,0.0,0,0,0,0.0,0.0613311044871807,0.0613311044871807,26711,Southampton,Joe Aribo,Joe Ayodele-Aribo,MID
