assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,4,0,2.8,193,0.0,0.0,0.0,0.0,8,0,0,0.3,0.4,2024-08-18,6,0,0,0,0,0,0,0,False,4,0,0,0,0,1,0,8122,0,1,2,0.0,1,0,0,0,50,False,0,0,0,0.0,3,Sub,Brentford,Crystal Palace,2,1,26609,2024,666823,0.0,0,0,0,0.0,0.5140550136566162,0.5140550136566162,Crystal Palace
1,1,0,14,0,0.3,193,0.0,0.02,0.02,0.41,23,0,0,1.5,9.6,2024-09-01,40,0,0,0,0,0,0,0,False,6,0,0,0,0,3,0,8205,0,1,1,5.0,4,-951,934,1885,49,False,0,0,1,0.0534110851585865,37,Sub,Chelsea,Crystal Palace,1,1,26630,2024,672453,0.0,0,0,0,0.0534110851585865,0.0603619180619716,0.0603619180619716,Crystal Palace
2,0,0,2,0,2.8,193,0.01,0.03,0.02,0.9,34,1,0,1.1,7.6,2024-09-14,45,0,0,0,0,0,0,0,False,11,0,0,0,0,4,0,16124,1,2,2,1.0,1,6218,8727,2509,49,True,0,0,1,0.0263619013130664,49,MC,Crystal Palace,Leicester,2,2,26636,2024,673709,0.0,0,0,0,0.0263619013130664,0.5044052004814148,0.4780432879924774,Crystal Palace
3,0,0,2,0,0.2,193,0.0,0.0,0.0,0.15,100,0,0,0.0,0.0,2024-11-02,10,0,0,0,0,0,0,0,False,20,0,0,0,0,10,0,5996,0,2,2,0.0,1,-345,68,413,49,False,0,0,0,0.0,10,Sub,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685260,0.0,0,0,0,0.0,0.0,0.0,Crystal Palace
4,0,0,1,0,0.7,193,0.0,0.02,0.02,0.63,104,1,0,0.2,0.4,2024-11-09,28,0,0,0,0,0,0,0,False,9,0,0,0,0,11,0,6087,0,2,0,1.0,1,47,240,193,49,True,0,0,1,0.0171054489910602,25,Sub,Crystal Palace,Fulham,0,2,26706,2024,686614,0.0,0,0,0,0.0171054489910602,0.033494796603918,0.0163893457502126,Crystal Palace
5,0,0,11,0,0.8,193,0.0,0.0,0.0,2.8,112,1,0,0.6,4.8,2024-11-23,63,0,0,0,0,0,0,0,False,2,0,0,0,0,12,0,6145,1,2,2,0.0,2,-9,243,252,49,False,0,0,0,0.0,69,MC,Aston Villa,Crystal Palace,2,2,26716,2024,688444,0.0,0,0,0,0.0,0.8148460984230042,0.8148460984230042,Crystal Palace
6,0,0,0,0,1.3,193,0.02,0.15,0.13,0.21,136,0,0,1.1,0.6,2024-12-03,45,0,0,0,0,0,0,0,False,10,0,0,0,0,14,0,6020,1,1,0,9.0,0,-186,102,288,49,False,1,0,2,0.1142966374754905,49,MC,Ipswich,Crystal Palace,0,1,26737,2024,691344,0.0,0,0,0,0.1142966374754905,0.5164697170257568,0.4506644606590271,Crystal Palace
7,0,0,3,0,0.0,193,0.0,0.19,0.19,0.15,153,1,0,0.5,0.2,2024-12-15,5,0,0,0,0,0,0,0,False,5,0,0,0,0,16,0,5815,0,3,1,5.0,1,-134,104,238,49,False,0,0,1,0.1375318467617035,1,Sub,Brighton,Crystal Palace,1,3,26756,2024,694215,0.0,0,0,0,0.1375318467617035,0.1375318467617035,0.0,Crystal Palace
8,0,0,2,0,1.1,193,0.01,0.01,0.0,0.15,163,1,0,0.6,4.8,2024-12-21,22,0,0,0,0,0,0,0,False,1,0,0,0,0,17,0,5715,0,5,1,0.0,1,-124,68,192,49,True,0,0,0,0.0,17,Sub,Crystal Palace,Arsenal,1,5,26765,2024,695491,0.0,0,0,0,0.0,0.0589111149311065,0.0589111149311065,Crystal Palace
9,0,0,7,0,12.3,193,0.04,0.04,0.0,0.28,172,0,0,2.3,10.2,2024-12-26,37,0,0,0,0,0,0,0,False,3,0,0,0,0,18,0,5694,0,0,0,0.0,1,-45,120,165,49,False,0,0,0,0.0,36,Sub,Bournemouth,Crystal Palace,0,0,26772,2024,696176,0.0139362784102559,0,1,0,0.0,0.1081369072198867,0.0942006260156631,Crystal Palace
