assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,22,0,0.3,208,0.0,0.06,0.06,0.0,300,0,1,5.3,31.4,2025-04-02,14,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,25187,0,1,1,21.0,6,-554,111,665,44,False,0,208,,,Matheus França de Oliveira,1,2,0.1210963651537895,13,Sub,Southampton,Crystal Palace,1,1,26900,2024,716230,0.0,0,0,1,0.1210963651537895,0.1210963651537895,0.0,26900,Crystal Palace,Matheus França de Oliveira,Matheus França,MID
