assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,2,0,0.0,542,0.0,0.0,0.0,0.0,2,0,0,0.2,2.4,2024-08-17,6,0,0,0,0,0,0,0,False,1,0,0,0,0,1,0,16382,0,0,2,0.0,1,0,0,0,45,False,0,0,0,0.0,5,Sub,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666324,0.0,0,0,0,0.0,0.0448911525309085,0.0448911525309085,Wolverhampton Wanderers
1,0,0,0,0,0.1,542,0.0,0.0,0.0,0.32,20,1,0,0.3,3.0,2024-08-25,23,0,0,0,0,0,0,0,False,6,0,0,0,0,2,0,17717,0,6,2,0.0,1,-1277,356,1633,45,True,0,0,0,0.0,13,Sub,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668746,0.0,0,0,0,0.0,0.0,0.0,Wolverhampton Wanderers
2,0,0,11,0,0.3,542,0.0,0.0,0.0,1.04,29,1,0,3.1,26.6,2024-08-31,90,0,0,0,0,0,0,0,False,16,0,0,0,0,3,0,17648,1,1,1,4.0,2,-1126,636,1762,45,False,0,0,0,0.0,90,DC,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671861,0.0,0,0,0,0.0,0.024617264047265,0.024617264047265,Wolverhampton Wanderers
3,0,0,4,0,13.8,542,0.04,0.04,0.0,1.21,40,2,0,3.7,18.8,2024-09-15,90,0,0,0,0,0,0,0,False,15,0,0,0,0,4,0,18141,1,2,1,4.0,1,-455,952,1407,45,True,0,0,0,0.0,90,DC,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674613,0.0121301747858524,0,1,0,0.0,0.464390754699707,0.4522605538368225,Wolverhampton Wanderers
4,0,0,2,0,11.1,542,0.0,0.07,0.07,1.73,41,3,0,3.3,17.4,2024-09-21,90,0,0,0,0,0,0,0,False,2,0,0,0,0,5,0,20015,1,1,3,4.0,1,1320,2380,1060,45,False,0,0,1,0.0454049482941627,90,DC,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675764,0.0576550103724002,0,1,0,0.0454049482941627,0.2201247960329055,0.2201247960329055,Wolverhampton Wanderers
5,0,0,-8,0,1.9,542,0.02,0.07,0.05,4.25,63,5,0,3.5,14.4,2024-10-05,90,0,0,0,0,0,0,0,False,4,0,0,0,0,7,0,17975,1,3,5,19.0,-1,-447,847,1294,44,False,1,0,1,0.0649482011795044,90,DC,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679563,0.0,0,0,0,0.0649482011795044,0.2290928065776825,0.2290928065776825,Wolverhampton Wanderers
6,0,0,3,0,0.1,542,0.0,0.0,0.0,1.62,80,2,0,1.8,17.8,2024-10-20,90,0,0,0,0,0,0,0,False,13,0,0,0,0,8,0,16765,1,2,1,0.0,1,-1319,106,1425,44,True,0,0,0,0.0,90,DC,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681877,0.0,0,0,0,0.0,0.3284612894058227,0.3284612894058227,Wolverhampton Wanderers
7,1,0,18,0,1.0,542,0.0,0.34,0.34,1.31,84,2,0,4.9,35.8,2024-10-26,90,0,0,0,0,0,0,0,False,5,0,0,0,0,9,0,17139,1,2,2,12.0,4,195,723,528,44,False,0,0,2,0.266606330871582,90,DC,Brighton,Wolverhampton Wanderers,2,2,26686,2024,683040,0.0,0,0,0,0.266606330871582,0.1588069200515747,0.1588069200515747,Wolverhampton Wanderers
8,0,0,6,0,0.7,542,0.01,0.01,0.0,2.51,100,2,0,3.5,28.6,2024-11-02,90,0,0,0,0,0,0,0,False,7,0,0,0,0,10,0,18819,1,2,2,6.0,1,1378,2234,856,44,True,0,0,0,0.0,90,DC,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685237,0.0,0,0,0,0.0,0.8307968378067017,0.8307968378067017,Wolverhampton Wanderers
9,0,1,29,1,0.1,542,0.0,0.0,0.0,0.66,110,0,0,2.7,27.0,2024-11-09,90,0,0,0,0,0,0,0,False,17,0,0,0,0,11,0,21596,1,0,2,0.0,7,2471,3518,1047,44,True,0,0,0,0.0,90,DC,Wolverhampton Wanderers,Southampton,2,0,26711,2024,686664,0.0,0,0,0,0.0,0.0280286967754364,0.0280286967754364,Wolverhampton Wanderers
10,0,0,-1,0,0.3,542,0.0,0.0,0.0,1.05,130,1,0,0.4,3.4,2024-11-30,45,0,0,0,0,0,0,0,False,3,0,0,0,0,13,0,23754,0,4,2,0.0,0,267,1632,1365,44,True,1,0,0,0.0,36,Sub,Wolverhampton Wanderers,Bournemouth,2,4,26731,2024,689972,0.0,0,0,0,0.0,0.0,0.0,Wolverhampton Wanderers
11,0,0,-17,0,0.3,542,0.0,0.0,0.0,1.02,134,4,0,0.2,1.6,2024-12-04,90,0,0,0,0,0,0,0,False,8,2,0,0,0,14,0,24013,1,0,4,0.0,-4,118,2010,1892,44,False,0,0,0,0.0,90,DC,Everton,Wolverhampton Wanderers,4,0,26735,2024,691587,0.0,0,0,0,0.0,0.0,0.0,Wolverhampton Wanderers
12,0,0,3,0,0.0,542,0.0,0.0,0.0,0.34,167,0,0,0.1,1.0,2024-12-22,7,0,0,0,0,0,0,0,False,11,0,0,0,0,17,0,19358,0,3,0,0.0,1,-1389,222,1611,44,False,0,0,0,0.0,4,Sub,Leicester,Wolverhampton Wanderers,0,3,26770,2024,695689,0.0,0,0,0,0.0,0.0,0.0,Wolverhampton Wanderers
13,0,0,3,0,0.0,542,0.0,0.0,0.0,0.08,180,0,0,0.0,0.0,2024-12-26,1,0,0,0,0,0,0,0,False,14,0,0,0,0,18,0,18241,0,0,2,0.0,1,-1170,147,1317,44,True,0,0,0,0.0,1,Sub,Wolverhampton Wanderers,Manchester United,2,0,26781,2024,696316,0.0,0,0,0,0.0,0.0,0.0,Wolverhampton Wanderers
14,0,0,2,0,1.6,542,0.0,0.04,0.04,1.42,189,2,0,1.4,6.4,2024-12-29,77,0,0,0,0,0,0,0,False,18,0,0,0,0,19,0,17521,1,2,2,6.0,1,-809,167,976,44,False,0,0,1,0.0298812519758939,81,DC,Tottenham,Wolverhampton Wanderers,2,2,26790,2024,696750,0.0,0,0,0,0.0298812519758939,0.0,0.0,Wolverhampton Wanderers
