assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,6,0,3.7,348,0.01,0.01,0.0,0.72,9,0,0,1.3,9.0,2024-08-18,45,0,0,0,0,0,0,0,False,6,0,0,0,0,1,0,1585478,0,2,0,0.0,1,0,0,0,95,False,0,348,,,Phil Foden,0,0,0.0,38,Sub,Chelsea,Manchester City,0,2,26610,2024,667036,0.0,0,0,0,0.0,0.0,0.0,26610,Manchester City,Phil Foden,Phil Foden,MID
1,0,0,3,0,14.9,348,0.24,0.31,0.07,0.06,47,0,0,3.0,1.4,2024-09-22,20,0,0,0,0,0,0,0,False,1,0,0,0,0,5,0,570824,0,2,2,14.0,1,-52658,22446,75104,93,True,0,348,,,Phil Foden,0,2,0.0946770906448364,11,Sub,Manchester City,Arsenal,2,2,26651,2024,676598,0.0216647684574127,0,1,0,0.0946770906448364,0.3121574223041534,0.2500770986080169,26651,Manchester City,Phil Foden,Phil Foden,MID
2,0,0,9,0,17.3,348,0.12,0.18,0.06,0.21,58,0,0,4.7,8.2,2024-09-28,24,0,0,0,0,0,0,0,False,15,0,0,0,0,6,0,538581,0,1,1,21.0,1,-39113,30379,69492,93,False,0,348,,,Phil Foden,0,1,0.1188350841403007,23,Sub,Newcastle United,Manchester City,1,1,26652,2024,677459,0.1138557717204094,0,1,0,0.1188350841403007,0.2764267921447754,0.0437359251081943,26652,Manchester City,Phil Foden,Phil Foden,MID
3,0,0,15,0,57.3,348,0.44,0.54,0.1,2.38,69,1,0,7.2,7.6,2024-10-05,77,0,0,0,0,0,0,0,False,9,0,0,0,0,7,0,568775,1,2,3,7.0,2,19584,75411,55827,92,True,0,348,,,Phil Foden,0,2,0.0609546229243278,79,MC,Manchester City,Fulham,3,2,26664,2024,679459,0.229640245437622,0,3,0,0.0609546229243278,0.7189853191375732,0.5099846720695496,26664,Manchester City,Phil Foden,Phil Foden,MID
4,1,0,12,0,21.2,348,0.27,0.3,0.03,0.0,80,0,0,4.7,17.6,2024-10-20,24,0,0,0,0,0,0,0,False,20,0,0,0,0,8,0,689204,0,2,1,8.0,4,107119,143073,35954,92,False,0,348,,,Phil Foden,0,1,0.0229978989809751,22,Sub,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681901,0.0974356830120086,1,1,0,0.0229978989809751,0.2877540588378906,0.2877540588378906,26681,Manchester City,Phil Foden,Phil Foden,MID
5,0,0,20,1,76.6,348,0.72,0.9,0.18,0.21,89,0,0,10.5,12.2,2024-10-26,90,0,0,0,0,0,0,0,False,17,0,0,0,0,9,0,899276,1,0,1,16.0,3,201247,230044,28797,92,True,0,348,,,Phil Foden,0,3,0.2510980069637298,90,MC,Manchester City,Southampton,1,0,26683,2024,682938,0.7275768518447876,0,5,0,0.2510980069637298,0.8400261998176575,0.0566318817436695,26683,Manchester City,Phil Foden,Phil Foden,MID
6,0,0,16,0,23.0,348,0.69,1.04,0.35,2.04,91,2,0,4.4,2.6,2024-11-02,90,0,0,0,0,0,0,0,False,3,0,0,0,0,10,0,837152,1,1,2,18.0,2,-60185,44413,104598,93,False,0,348,,,Phil Foden,0,4,0.2364155948162078,90,MR,Bournemouth,Manchester City,2,1,26692,2024,684984,0.7918850183486938,0,2,0,0.2364155948162078,0.741369903087616,0.2513927519321441,26692,Manchester City,Phil Foden,Phil Foden,MID
7,0,0,19,0,59.2,348,0.28,0.36,0.08,2.29,102,2,0,8.4,14.2,2024-11-09,90,0,0,0,0,0,0,0,False,5,0,0,0,0,11,0,735577,1,1,2,11.0,2,-104543,15162,119705,93,False,0,348,,,Phil Foden,0,2,0.1605133861303329,90,MC,Brighton,Manchester City,2,1,26703,2024,686872,0.6256124377250671,0,4,0,0.1605133861303329,0.9412833452224731,0.6210129857063293,26703,Manchester City,Phil Foden,Phil Foden,MID
8,0,0,5,0,7.7,348,0.04,0.55,0.51,2.51,118,4,0,2.9,0.0,2024-11-23,90,0,0,0,0,0,0,0,False,18,0,0,0,0,12,0,574125,1,4,0,21.0,2,-161904,3866,165770,92,True,0,348,,,Phil Foden,0,5,0.3124813139438629,90,FWR,Manchester City,Tottenham,0,4,26720,2024,688675,0.0,0,0,0,0.3124813139438629,0.5789876580238342,0.2789860069751739,26720,Manchester City,Phil Foden,Phil Foden,MID
9,0,0,3,0,15.0,348,0.02,0.02,0.0,3.24,125,2,0,2.7,0.2,2024-12-01,78,0,0,0,0,0,0,0,False,12,0,0,0,0,13,0,515544,1,0,2,12.0,1,-63223,2586,65809,91,False,1,348,,,Phil Foden,0,0,0.0,82,AMC,Liverpool,Manchester City,2,0,26726,2024,690880,0.0634948462247848,0,1,0,0.0,0.1517323553562164,0.0882375016808509,26726,Manchester City,Phil Foden,Phil Foden,MID
