assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team
0,0,0,3,0,0.3,252,0.0,0.0,0.0,0.87,1,1,0,0.1,0.2,2024-08-16,12,0,0,0,0,0,0,0,False,14,0,0,0,0,1,0,42210,0,0,1,0.0,1,0,0,0,55,False,0,252,0,0,0.0,11,Sub,Manchester United,Fulham,1,0,26602,2024,666196,0.0,0,0,0,0.0,0.0,0.0,4105,Fulham
1,0,0,2,0,0.3,252,0.0,0.0,0.0,0.15,15,0,0,0.1,0.2,2024-08-24,10,0,0,0,0,0,0,0,False,11,0,0,0,0,2,0,42883,0,1,2,0.0,1,-5232,4165,9397,55,True,0,252,0,0,0.0,6,Sub,Fulham,Leicester,2,1,26614,2024,667956,0.0,0,0,0,0.0,0.0,0.0,4105,Fulham
2,0,0,6,0,0.3,252,0.0,0.04,0.04,0.09,25,0,0,2.3,5.2,2024-08-31,11,0,0,0,0,0,0,0,False,10,0,0,0,0,3,0,43256,0,1,1,17.0,1,-2442,8208,10650,55,False,0,252,0,1,0.0622550994157791,9,Sub,Ipswich,Fulham,1,1,26625,2024,671806,0.0,0,0,0,0.0622550994157791,0.0622550994157791,0.0,4105,Fulham
3,0,3,29,1,22.1,252,0.04,0.3,0.26,0.42,35,0,1,12.1,42.4,2024-09-14,72,0,0,0,0,0,0,0,False,19,0,0,0,0,4,0,41230,1,1,1,56.0,9,-3793,7639,11432,54,True,0,252,1,2,0.6774824857711792,74,FW,Fulham,West Ham,1,1,26634,2024,673742,0.1894369721412658,0,2,1,0.6774824857711792,0.8669194579124451,0.0,4105,Fulham
4,0,0,26,0,4.7,252,0.01,0.5,0.49,1.24,44,1,1,10.6,38.0,2024-09-21,73,0,0,0,0,0,0,0,False,15,0,0,0,0,5,0,81801,1,1,3,63.0,6,35466,43160,7694,54,True,0,252,1,4,0.8211846947669983,75,FW,Fulham,Newcastle United,3,1,26646,2024,675723,0.0162500962615013,0,1,1,0.8211846947669983,0.8755481839179993,0.0966672450304031,4105,Fulham
5,0,3,37,1,3.4,252,0.03,0.94,0.91,0.65,59,0,1,8.1,35.8,2024-09-28,82,0,0,0,0,0,0,0,False,16,0,0,0,0,6,0,298253,1,1,0,42.0,9,207728,245671,37943,55,False,0,252,1,3,0.9667266607284546,85,FW,Nottingham Forest,Fulham,0,1,26653,2024,677799,0.0,0,0,0,0.2055578082799911,0.3121633231639862,0.1066055223345756,4105,Fulham
6,1,0,23,0,33.7,252,0.79,1.24,0.45,1.34,69,2,0,8.0,18.2,2024-10-05,76,0,0,0,0,0,0,0,False,13,0,0,0,0,7,0,504060,1,2,3,28.0,5,198788,243185,44397,56,False,0,252,0,5,0.4174302220344543,78,FW,Manchester City,Fulham,3,2,26664,2024,679476,1.4258036613464355,1,3,0,0.4174302220344543,2.332560539245605,1.0963609218597412,4105,Fulham
7,0,1,25,0,1.8,252,0.0,0.74,0.74,1.68,72,3,1,9.3,37.2,2024-10-19,90,0,0,0,0,0,0,0,False,2,0,0,0,0,8,0,704668,1,3,1,54.0,7,190929,221150,30221,56,True,0,252,1,4,1.690707802772522,90,FW,Fulham,Aston Villa,1,3,26673,2024,681328,0.0,0,0,1,1.690707802772522,1.158581018447876,0.0,4105,Fulham
8,0,0,10,1,37.3,252,0.24,0.71,0.47,0.41,87,0,0,8.2,11.2,2024-10-26,90,0,0,0,0,0,0,0,False,8,0,0,0,0,9,0,1056070,1,1,1,33.0,2,341726,365568,23842,57,False,0,252,0,4,0.264898806810379,90,FW,Everton,Fulham,1,1,26687,2024,683168,0.8790334463119507,0,3,0,0.264898806810379,1.2230863571166992,0.1728837639093399,4105,Fulham
9,0,0,7,0,4.1,252,0.01,0.09,0.08,0.18,92,1,0,2.9,4.6,2024-11-04,72,0,0,0,0,0,0,0,False,4,0,0,0,0,10,0,1215554,1,1,2,20.0,2,158936,226375,67439,58,True,0,252,0,2,0.0994016453623771,75,FW,Fulham,Brentford,2,1,26693,2024,686115,0.0,0,0,0,0.0994016453623771,0.1022076681256294,0.0473452918231487,4105,Fulham
