assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,1,28,0,59.3,495,0.32,0.41,0.09,0.96,10,1,1,13.0,50.0,2024-08-19,90,0,0,0,0,0,0,0,False,11,0,0,0,0,1,0,3078763,1,1,1,21.0,9,0,0,0,55,False,0,495,,,1,1,0.1359588205814361,90,DR,Leicester,Tottenham,1,1,26611,2024,667456,0.2627365887165069,0,4,1,0.1359588205814361,0.5383501648902893,0.4023913443088531,6912,Tottenham,Pedro Porro,Pedro Porro,DEF
1,0,0,23,1,21.5,495,0.11,0.14,0.03,1.0,19,0,0,4.8,25.2,2024-08-24,90,0,0,0,0,0,0,0,False,8,0,0,0,0,2,0,3281105,1,0,4,1.0,6,734,165086,164352,55,True,0,495,,,0,1,0.0213539022952318,90,DR,Tottenham,Everton,4,0,26617,2024,667976,0.0764976516366005,0,1,0,0.0213539022952318,0.5673612356185913,0.490863561630249,6912,Tottenham,Pedro Porro,Pedro Porro,DEF
2,0,0,4,0,15.9,495,0.17,0.38,0.21,1.57,28,2,0,5.5,16.0,2024-09-01,90,0,0,0,0,0,0,0,False,15,0,0,0,0,3,0,3565812,1,1,2,23.0,1,152937,358314,205377,55,False,0,495,,,0,6,0.2024832814931869,90,DR,Newcastle United,Tottenham,2,1,26629,2024,672471,0.059588611125946,0,1,0,0.2024832814931869,0.213645800948143,0.1540571898221969,6912,Tottenham,Pedro Porro,Pedro Porro,DEF
3,0,0,18,0,57.1,495,0.07,0.07,0.0,0.73,39,1,0,9.7,38.0,2024-09-15,90,0,0,0,0,0,0,0,False,1,0,0,0,0,4,0,3445940,1,1,0,2.0,2,-169685,226685,396370,55,True,0,495,,,0,0,0.0,90,DR,Tottenham,Arsenal,0,1,26640,2024,674305,0.2299446761608123,0,4,0,0.0,0.2483871728181839,0.0184424985200166,6912,Tottenham,Pedro Porro,Pedro Porro,DEF
4,0,0,13,0,7.9,495,0.03,0.09,0.06,0.8,49,1,0,2.8,14.2,2024-09-21,87,0,0,0,0,0,0,0,False,4,0,0,0,0,5,0,3516690,1,1,3,6.0,2,32674,142451,109777,56,True,0,495,,,0,2,0.024803090840578,90,DR,Tottenham,Brentford,3,1,26648,2024,675777,0.0,0,0,0,0.024803090840578,0.5756630301475525,0.5667545795440674,6912,Tottenham,Pedro Porro,Pedro Porro,DEF
5,0,0,30,1,27.7,495,0.09,0.21,0.12,0.96,57,0,0,6.7,22.2,2024-09-29,90,0,0,0,0,0,0,0,False,14,0,0,0,0,6,0,3137291,1,3,0,17.0,5,-372117,75293,447410,56,False,1,495,,,0,1,0.1195585206151008,90,DR,Manchester United,Tottenham,0,3,26660,2024,678659,0.3745900094509125,0,2,0,0.1195585206151008,1.187514305114746,0.7599241733551025,6912,Tottenham,Pedro Porro,Pedro Porro,DEF
6,0,0,4,0,16.0,495,0.19,0.22,0.03,1.82,64,3,0,4.3,24.6,2024-10-06,90,0,0,0,0,0,0,0,False,5,0,0,0,0,7,0,3080537,1,2,3,2.0,1,-81203,86617,167820,55,False,0,495,,,0,1,0.0202279407531023,90,DR,Brighton,Tottenham,3,2,26671,2024,680435,0.0862133279442787,0,1,0,0.0202279407531023,0.1115732863545417,0.0913453474640846,6912,Tottenham,Pedro Porro,Pedro Porro,DEF
7,0,0,10,0,43.5,495,0.15,0.26,0.11,0.78,79,1,0,7.9,16.0,2024-10-19,90,0,0,0,0,0,0,0,False,19,0,0,0,0,8,0,3085094,1,1,4,19.0,2,-15416,110143,125559,55,True,0,495,,,0,4,0.155852124094963,90,DR,Tottenham,West Ham,4,1,26672,2024,680941,0.0805020779371261,0,2,0,0.155852124094963,0.537513792514801,0.4181035161018371,6912,Tottenham,Pedro Porro,Pedro Porro,DEF
8,0,0,10,0,23.1,495,0.11,0.14,0.03,0.83,86,1,0,4.1,14.8,2024-10-27,90,0,0,0,0,0,0,0,False,7,0,0,0,0,9,0,3110514,1,0,1,3.0,2,16522,116200,99678,55,False,0,495,,,0,1,0.0336087718605995,90,DR,Crystal Palace,Tottenham,1,0,26689,2024,683493,0.0503389500081539,0,1,0,0.0336087718605995,0.0336087718605995,0.0,6912,Tottenham,Pedro Porro,Pedro Porro,DEF
9,0,0,5,0,4.6,495,0.02,0.06,0.04,1.86,99,1,0,1.8,5.0,2024-11-03,90,0,0,0,0,0,0,0,False,2,0,0,0,0,10,0,2987001,1,1,4,8.0,1,-123964,60224,184188,55,True,1,495,,,0,2,0.080623984336853,90,DR,Tottenham,Aston Villa,4,1,26700,2024,685515,0.0,0,0,0,0.080623984336853,0.1298275887966156,0.0492036044597625,6912,Tottenham,Pedro Porro,Pedro Porro,DEF
