goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
1,1,0.0657067522406578,90,MC,Wolverhampton Wanderers,Leeds,1,3,2025-09-20,28820,2025,738604,0.2599199414253235,1,1,1,0.0657067522406578,0.2599199414253235,0
0,3,0.08351258933544159,90,MC,Fulham,Leeds,1,0,2025-09-13,28813,2025,737011,0.3879980444908142,0,1,0,0.08351258933544159,0.471510648727417,0
0,3,0.16160856187343597,90,MC,Leeds,Newcastle United,0,0,2025-08-30,28803,2025,735227,0.0816517174243927,0,2,0,0.16160856187343597,0.2321242094039917,0.09758104383945465
0,0,0,90,MC,Arsenal,Leeds,5,0,2025-08-23,28793,2025,733407,0.1567608118057251,0,3,0,0,0.07350794225931168,0.024242989718914032
0,4,0.4103873074054718,90,MC,Leeds,Everton,1,0,2025-08-18,28787,2025,732648,0.3010127544403076,0,4,0,0.4103873074054718,0.7194839715957642,0.21856345236301422
0,0,0,83,MC,Hoffenheim,Bayern Munich,0,4,2025-05-17,28041,2024,727728,0,0,0,0,0,0,0
0,3,0.31731075048446655,90,DMC,Wolfsburg,Hoffenheim,2,2,2025-05-09,28035,2024,725382,0.16257217526435852,0,3,0,0.31731075048446655,0.5890864729881287,0.17156831920146942
0,4,0.10787113010883331,90,MC,Borussia M.Gladbach,Hoffenheim,4,4,2025-05-03,28027,2024,724005,0.039442431181669235,0,1,0,0.10787113010883331,0.42788970470428467,0.340145468711853
0,1,0.0175168514251709,90,MC,Hoffenheim,Borussia Dortmund,2,3,2025-04-26,28016,2024,722561,0.10581722855567932,1,2,0,0.0175168514251709,0.19272343814373016,0.1673554629087448
0,2,0.0752795934677124,90,MC,Freiburg,Hoffenheim,3,2,2025-04-19,28007,2024,720164,0.5010403394699097,0,1,0,0.0752795934677124,0.7312566637992859,0.15493671596050262
0,2,0.13978435099124908,90,DMC,Hoffenheim,Mainz 05,2,0,2025-04-12,27998,2024,718539,0,0,0,0,0.13978435099124908,0.13978435099124908,0
0,0,0,90,DMC,RasenBallsport Leipzig,Hoffenheim,3,1,2025-04-05,27985,2024,716783,0.4360347092151642,0,1,0,0,0.4360347092151642,0
0,0,0,90,DMC,Hoffenheim,Augsburg,1,1,2025-03-29,27983,2024,714748,0,0,0,0,0,0.8054225444793701,0.8054225444793701
0,0,0,90,DMC,St. Pauli,Hoffenheim,1,0,2025-03-14,27975,2024,712602,0,0,0,0,0,0.07392261177301407,0.07392261177301407
0,3,0.06987576931715012,90,DMC,Bochum,Hoffenheim,0,1,2025-03-01,27957,2024,709631,0.037802767008543015,0,1,0,0.06987576931715012,0.16725994646549225,0.11118616163730621
0,0,0,90,MC,Hoffenheim,VfB Stuttgart,1,1,2025-02-23,27943,2024,708818,0.09606005251407623,0,2,0,0,0.09458087384700775,0.04896221682429314
1,4,0.2330935150384903,79,DMC,Werder Bremen,Hoffenheim,1,3,2025-02-16,27935,2024,706852,0.014645644463598728,0,1,1,0.2330935150384903,0.5260987877845764,0.4235263168811798
0,3,0.1401020884513855,90,DMC,Hoffenheim,Eintracht Frankfurt,2,2,2025-01-26,27906,2024,702053,0.08992551267147064,0,2,0,0.1401020884513855,0.39269015192985535,0.180966317653656
0,0,0,72,DMC,Holstein Kiel,Hoffenheim,1,3,2025-01-18,27903,2024,699863,0,0,0,0,0,0.272687166929245,0.272687166929245
0,1,0.011889250949025154,90,DMC,Hoffenheim,Wolfsburg,0,1,2025-01-11,27879,2024,698075,0.0914977416396141,0,2,0,0.011889250949025154,0.2645522356033325,0.2526629865169525
0,1,0.04711848497390747,90,MC,Hoffenheim,Borussia M.Gladbach,1,2,2024-12-21,27872,2024,695139,0.09357134252786636,0,1,0,0.04711848497390747,2.2077744007110596,2.2077744007110596
0,1,0.10599058121442795,80,MC,Borussia Dortmund,Hoffenheim,1,1,2024-12-15,27860,2024,694488,0.12356113642454147,0,2,0,0.10599058121442795,0.3527984619140625,0.2240549474954605
0,2,0.37606823444366455,90,DMC,Hoffenheim,Freiburg,1,1,2024-12-08,27852,2024,693051,0.32320454716682434,0,1,0,0.37606823444366455,0.44516968727111816,0.12196514010429382
0,1,0.016645124182105064,90,DMC,Mainz 05,Hoffenheim,2,0,2024-12-01,27847,2024,691064,0,0,0,0,0.016645124182105064,0.03629705682396889,0.019651934504508972
0,1,0.02144830860197544,90,DMC,Hoffenheim,RasenBallsport Leipzig,4,3,2024-11-23,27837,2024,688206,0.19584079086780548,1,1,0,0.02144830860197544,1.2470042705535889,1.2255560159683228
0,0,0,79,DC,Augsburg,Hoffenheim,0,0,2024-11-10,27827,2024,687415,0,0,0,0,0,0.018897386267781258,0.018897386267781258
0,1,0.3755805790424347,90,DC,Hoffenheim,St. Pauli,0,2,2024-11-02,27818,2024,684875,0.032185379415750504,0,1,0,0.3755805790424347,0.13369464874267578,0.10150926560163498
0,0,0,90,DC,FC Heidenheim,Hoffenheim,0,0,2024-10-27,27807,2024,683991,0,0,0,0,0,0,0
0,0,0,90,DC,Hoffenheim,Bochum,3,1,2024-10-19,27799,2024,681227,0,0,0,0,0,0.4926539361476898,0.4926539361476898
0,0,0,90,DC,VfB Stuttgart,Hoffenheim,1,1,2024-10-06,27795,2024,680621,0,0,0,0,0,0.41454604268074036,0.41454604268074036
0,0,0,40,Sub,Hoffenheim,Werder Bremen,3,4,2024-09-29,27786,2024,678687,0.04187842085957527,0,1,0,0,0.04187842085957527,0.04187842085957527
0,0,0,90,MC,Union Berlin,Hoffenheim,2,1,2024-09-21,27770,2024,675456,0,0,0,0,0,0,0
0,2,0.02814887836575508,90,DC,Hoffenheim,Bayer Leverkusen,1,4,2024-09-14,27761,2024,673610,0,0,0,0,0.02814887836575508,0.5488919019699097,0.5207430720329285
0,1,0.00728952931240201,90,DC,Eintracht Frankfurt,Hoffenheim,3,1,2024-08-31,27756,2024,671583,0.11896962672472,0,3,0,0.00728952931240201,0.7297435998916626,0.7023707628250122
0,2,0.051994677633047104,90,DC,Hoffenheim,Holstein Kiel,3,2,2024-08-24,27744,2024,667852,0.05632152780890465,0,1,0,0.051994677633047104,1.0259170532226562,1.0259170532226562
0,1,0.051302358508110046,83,MC,Hoffenheim,Bayern Munich,4,2,2024-05-18,23367,2023,662749,0.07406937330961227,0,1,0,0.051302358508110046,0.10400824248790741,0.029938865453004837
0,0,0,50,MC,Darmstadt,Hoffenheim,0,6,2024-05-12,23361,2023,661233,0,0,0,0,0,0.4697835147380829,0.4697835147380829
