goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,4,Sub,Tottenham,Burnley,3,0,2025-08-16,28782,2025,731844,0,0,0,0,0,0,0
