id,xP
1,0.0
2,0.0
3,4.2
4,0.0
5,0.0
6,3.8
7,0.8
8,0.0
9,0.0
12,5.0
13,3.5
15,4.5
16,4.2
17,0.0
18,4.5
20,3.2
21,0.5
22,0.0
23,3.2
24,0.5
25,0.5
73,0.0
186,1.5
578,0.8
597,0.0
633,4.8
638,0.0
639,0.0
657,0.0
659,0.0
662,0.0
665,0.0
735,6.5
756,0.0
28,0.4
29,0.0
30,0.0
31,0.0
32,0.6
33,0.0
34,0.0
35,0.0
36,1.4
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.6
45,1.2
46,0.0
47,2.0
48,1.6
49,1.0
50,0.0
51,0.0
52,0.0
53,1.2
54,2.1
55,0.0
56,0.0
57,3.6
58,4.6
167,0.4
233,0.0
385,3.8
598,0.6
640,0.0
641,0.0
656,0.0
679,0.0
710,0.0
725,1.0
731,1.2
737,4.6
762,4.8
59,0.0
60,2.3
61,0.0
62,2.3
63,4.5
64,2.3
65,0.0
66,0.0
67,0.0
68,1.0
69,1.3
70,2.5
71,5.3
72,0.0
74,3.7
75,0.0
76,0.0
77,1.3
78,2.7
79,0.0
80,1.0
81,0.0
83,2.7
84,0.0
85,0.0
152,2.5
580,1.7
592,0.0
599,0.5
617,0.7
680,0.5
687,0.5
702,0.5
707,0.5
712,0.5
713,0.5
722,0.5
723,0.5
727,0.5
728,0.5
738,3.0
86,4.0
87,0.0
88,4.0
89,4.2
90,0.0
91,5.0
92,0.0
93,0.0
94,2.0
95,0.0
96,0.0
97,0.2
98,2.5
99,6.0
100,0.0
101,0.0
102,0.0
103,0.0
104,2.2
105,0.0
106,4.2
107,0.0
108,0.0
109,0.2
110,5.2
111,0.8
112,0.0
314,2.0
338,0.0
602,0.0
634,0.0
649,0.0
661,0.0
674,0.5
705,0.0
752,6.2
757,1.0
759,0.0
780,0.0
113,0.3
114,0.0
115,1.5
116,0.0
118,0.0
119,0.0
120,0.0
122,0.3
124,0.0
125,0.0
126,3.0
127,0.0
128,0.0
129,5.0
130,0.0
131,2.7
132,-0.3
133,0.0
134,0.0
135,5.7
136,4.7
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,2.7
145,0.3
146,4.0
147,3.0
148,1.8
149,-0.3
595,0.5
600,0.7
601,0.0
615,-0.5
618,4.0
628,0.0
629,0.0
663,0.0
668,-0.5
681,0.0
685,-0.5
714,0.7
739,9.7
758,-0.5
763,-0.5
150,0.0
151,0.0
153,0.0
154,1.0
155,1.0
157,2.5
158,0.0
159,0.0
161,0.0
162,5.5
163,5.8
164,0.0
165,1.0
166,1.5
168,4.8
169,0.0
170,0.0
171,3.2
172,1.8
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,5.0
182,4.2
183,0.0
184,0.0
185,1.0
187,4.0
189,0.5
386,2.8
560,7.2
575,0.0
581,4.2
621,0.0
