goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,DR,Werder Bremen,RasenBallsport Leipzig,0,0,2025-05-10,28034,2024,725663,0,0,0,0,0,0.15348707139492035,0.15348707139492035
0,0,0,88,DR,RasenBallsport Leipzig,Bayern Munich,3,3,2025-05-03,28021,2024,724014,0,0,0,0,0,0,0
0,0,0,49,DMR,Eintracht Frankfurt,RasenBallsport Leipzig,4,0,2025-04-26,28015,2024,722787,0,0,0,0,0,0,0
0,0,0,47,DR,RasenBallsport Leipzig,Holstein Kiel,1,1,2025-04-19,28003,2024,720205,0,0,0,0,0,0,0
0,1,0.01957840658724308,79,DR,Wolfsburg,RasenBallsport Leipzig,2,3,2025-04-11,27999,2024,718172,0.09406663477420807,0,1,0,0.01957840658724308,0.17873427271842957,0.15915586054325104
0,1,0.01811058633029461,75,DR,RasenBallsport Leipzig,Hoffenheim,3,1,2025-04-05,27985,2024,716762,0.09536084532737732,0,1,0,0.01811058633029461,0.20982879400253296,0.20982879400253296
0,0,0,23,Sub,Borussia M.Gladbach,RasenBallsport Leipzig,1,0,2025-03-29,27980,2024,714867,0,0,0,0,0,0,0
0,0,0,14,Sub,RasenBallsport Leipzig,Mainz 05,1,2,2025-03-01,27950,2024,709749,0.09548673778772354,0,1,0,0,0.09548673778772354,0
0,0,0,7,Sub,RasenBallsport Leipzig,FC Heidenheim,2,2,2025-02-23,27941,2024,708422,0,0,0,0,0,0,0
0,2,0.6053498983383179,7,Sub,Augsburg,RasenBallsport Leipzig,0,0,2025-02-14,27936,2024,705807,0,0,0,0,0.6053498983383179,0.6053498983383179,0
0,0,0,3,Sub,Wolverhampton Wanderers,Aston Villa,2,0,2025-02-01,26841,2024,703664,0,0,0,0,0,0.01879197359085083,0.01879197359085083
0,0,0,17,Sub,Newcastle United,Aston Villa,3,0,2024-12-26,26778,2024,696236,0,0,0,0,0,0,0
0,0,0,9,Sub,Leicester,Aston Villa,1,2,2024-08-31,26626,2024,671842,0,0,0,0,0,0.12262330204248428,0.12262330204248428
0,0,0,75,Sub,Aston Villa,Arsenal,0,2,2024-08-24,26618,2024,668274,0,0,0,0,0,0.04438185319304466,0.04438185319304466
0,0,0,5,Sub,West Ham,Aston Villa,1,2,2024-08-17,26608,2024,666479,0,0,0,0,0,0,0
