FPL_ID,FPL_Name,Understat_ID,Understat_Name
0,116,Aaron Hickey,8942,Aaron Hickey
3,610,Aaron Wan-Bissaka,5584,Aaron Wan-Bissaka
7,406,Abdukodir Khusanov,11763,Abduqodir Khusanov
8,326,Adama Traoré Diarra,900,Adama Traoré
10,73,Adam Smith,825,Adam Smith
12,273,Adam Wharton,12409,Adam Wharton
14,74,Adrien Truffert,8640,Adrien Truffert
19,453,Alejandro Garnacho Ferreyra,10552,Alejandro Garnacho
21,386,Alexis Mac Allister,8379,Alexis Mac Allister
23,324,Alex Iwobi,500,Alex Iwobi
26,90,Alex Scott,12149,Alex Scott
28,366,Alisson Becker,1257,Alisson
30,431,Altay Bayındır,12054,Altay Bayindir
31,59,Amadou Onana,9667,Amadou Onana
32,452,Amad Diallo,8127,Amad Diallo Traore
34,697,Amine Adli,8211,Amine Adli
37,372,Andrew Robertson,1688,Andrew Robertson
38,246,Andrey Nascimento dos Santos,11808,Andrey Santos
42,643,André Trindade da Costa Neto,13022,André
43,621,Andy Irving,12774,Andy Irving
45,486,Anthony Elanga,9524,Anthony Elanga
46,485,Anthony Gordon,8150,Anthony Gordon
48,82,Antoine Semenyo,11363,Antoine Semenyo
49,316,Antonee Robinson,8940,Antonee Robinson
50,122,Antoni Milambo,13780,Antoni Milambo
52,660,Anton Stach,9910,Anton Stach
55,591,Archie Gray,10184,Archie Gray
56,680,Armando Broja,8384,Armando Broja
57,696,Arnaud Kalimuendo,8056,Arnaud Kalimuendo Muinga
63,447,Ayden Heaven,13080,Ayden Heaven
64,685,Bafodé Diakité,7268,Bafode Diakite
65,139,Bart Verbruggen,11711,Bart Verbruggen
71,681,Benjamin Sesko,11974,Benjamin Sesko
72,11,Benjamin White,7298,Ben White
78,96,Ben Winterburn,13242,Ben Winterburn
79,416,Bernardo Mota Veiga de Carvalho e Silva,3635,Bernardo Silva
80,314,Bernd Leno,181,Bernd Leno
84,58,Boubacar Kamara,5789,Boubacar Kamara
86,702,Bradley Burrowes,13870,Bradley Burrowes
87,162,Brajan Gruda,11310,Brajan Gruda
90,350,Brenden Aaronson,10751,Brenden Aaronson
91,580,Brennan Johnson,10760,Brennan Johnson
92,730,Brian Brobbey,9789,Brian Brobbey
93,449,Bruno Borges Fernandes,1228,Bruno Fernandes
94,488,Bruno Guimarães Rodriguez Moura,8327,Bruno Guimarães
96,119,Bryan Mbeumo,6552,Bryan Mbeumo
97,16,Bukayo Saka,7322,Bukayo Saka
101,516,Callum Hudson-Odoi,6456,Callum Hudson-Odoi
104,671,Callum Wilson,468,Callum Wilson
105,318,Calvin Bassey,11728,Calvin Bassey
107,101,Caoimhín Kelleher,7904,Caoimhin Kelleher
108,457,Carlos Henrique Casimiro,2248,Casemiro
110,301,Carlos Alcaraz Durán,11297,Carlos Alcaraz
111,167,Carlos Baleba,10527,Carlos Baleba
118,553,Chemsdine Talbi,13717,Chemsdine Talbi
120,732,Christantus Uche,12726,Christantus Uche
124,261,Chris Richards,8430,Chris Richards
125,551,Chris Rigg,13719,Chris Rigg
126,525,Chris Wood,4456,Chris Wood
129,384,Cody Gakpo,11296,Cody Gakpo
130,235,Cole Palmer,8497,Cole Palmer
132,375,Conor Bradley,10120,Conor Bradley
133,662,Cristhian Mosquera,10024,Cristhian Mosquera
134,569,Cristian Romero,7218,Cristian Romero
135,615,Crysencio Summerville,9492,Crysencio Summerville
136,388,Curtis Jones,6665,Curtis Jones
137,271,Daichi Kamada,6145,Daichi Kamada
139,83,Dango Ouattara,9662,Dango Ouattara
143,353,Daniel James,5595,Daniel James
144,256,Daniel Muñoz Mejía,12408,Daniel Muñoz
145,178,Danny Welbeck,501,Danny Welbeck
146,476,Dan Burn,7382,Dan Burn
147,669,Dan Ndoye,8662,Dan Ndoye
152,86,David Brooks,6820,David Brooks
154,682,David Møller Wolfe,13740,David Møller Wolfe
156,1,David Raya Martín,9676,David Raya
157,253,Dean Henderson,7702,Dean Henderson
158,21,Declan Rice,5553,Declan Rice
162,574,Destiny Udogie,8831,Iyenoma Destiny Udogie
163,144,Diego Coppola,10169,Diego Coppola
164,169,Diego Gómez Amarilla,13364,Diego Gómez
166,734,Dilane Bakwa,8920,Dilane Bakwa
167,440,Diogo Dalot Teixeira,7281,Diogo Dalot
169,573,Djed Spence,10764,Djed Spence
170,691,Dominic Calvert-Lewin,5555,Dominic Calvert-Lewin
172,596,Dominic Solanke-Mitchell,1679,Dominic Solanke
173,387,Dominik Szoboszlai,9788,Dominik Szoboszlai
174,53,Donyell Malen,9749,Donyell Malen
176,300,Dwight McNeil,6756,Dwight McNeil
178,266,Eberechi Eze,8706,Eberechi Eze
183,603,El Hadji Malick Diouf,13723,El Hadji Malick Diouf
184,100,Eli Junior Kroupi,11504,Eli Junior Kroupi
185,561,Eliezer Mayenda Dossou,13718,Eliezer Mayenda
188,517,Elliot Anderson,9154,Elliot Anderson
191,325,Emile Smith Rowe,7230,Emile Smith-Rowe
192,50,Emiliano Buendía Stati,2203,Emiliano Buendía
193,32,Emiliano Martínez Romero,4401,Emiliano Martinez
195,631,Emmanuel Agbadou,10856,Emmanuel Agbadou
196,392,Endo Wataru,8808,Wataru Endo
202,547,Enzo Le Fée,8651,Enzo Le Fée
204,430,Erling Haaland,8260,Erling Haaland
205,238,Estêvão Almeida de Oliveira Gonçalves,13775,Estêvão
206,354,Ethan Ampadu,6369,Ethan Ampadu
207,25,Ethan Nwaneri,11132,Ethan Nwaneri
208,111,Ethan Pinnock,9678,Ethan Pinnock
211,677,Evann Guessand,8006,Evann Guessand
214,474,Fabian Schär,76,Fabian Schär
215,168,Facundo Buonanotte,11362,Facundo Buonanotte
216,385,Federico Chiesa,1433,Federico Chiesa
217,511,Felipe Rodrigues da Silva,13068,Morato
218,148,Ferdi Kadıoğlu,13066,Ferdi Kadioglu
219,645,Fer López González,13200,Fernando López
222,722,Florentino Ibrain Morris Luís,8969,Florentino Luís
223,382,Florian Wirtz,8397,Florian Wirtz
224,97,Francisco Evanilson de Lima Barbosa,12963,Evanilson
226,128,Frank Onyeka,9681,Frank Onyeka
227,623,Freddie Potts,13724,Freddie Potts
230,123,Fábio Freitas Gouveia Carvalho,9501,Fabio Carvalho
232,5,Gabriel dos Santos Magalhães,5613,Gabriel
234,347,Gabriel Gudmundsson,9944,Gabriel Gudmundsson
235,19,Gabriel Martinelli Silva,7752,Gabriel Martinelli
239,158,Georginio Rutter,6937,Georginio Rutter
240,736,Gianluigi Donnarumma,1116,Gianluigi Donnarumma
244,668,Granit Xhaka,204,Granit Xhaka
245,565,Guglielmo Vicario,8858,Guglielmo Vicario
246,618,Guido Rodríguez,8267,Guido Rodríguez
248,544,Habib Diarra,9767,Habib Diarra
249,93,Hamed Traorè,6986,Hamed Junior Traore
251,207,Hannibal Mejbri,9558,Hannibal Mejbri
252,305,Harrison Armstrong,12757,Harrison Armstrong
257,442,Harry Maguire,1687,Harry Maguire
259,329,Harry Wilson,5596,Harry Wilson
260,487,Harvey Barnes,6681,Harvey Barnes
261,389,Harvey Elliott,7546,Harvey Elliott
262,190,Hjalmar Ekdal,11704,Hjalmar Ekdal
264,661,Hugo Ekitiké,8995,Hugo Ekitike
265,642,Hwang Hee-chan,8845,Hee-Chan Hwang
269,374,Ibrahima Konaté,6326,Ibrahima Konaté
270,521,Ibrahim Sangaré,5722,Ibrahim Sangare
272,526,Igor Jesus Maciel da Cruz,13778,Igor Jesus
275,356,Ilia Gruev,8000,Ilia Gruev
276,299,Iliman Ndiaye,9307,Iliman Ndiaye
282,267,Ismaïla Sarr,5675,Ismaila Sarr
286,695,Jackson Tchatchoua,12113,Jackson Tchatchoua
288,419,Jack Grealish,675,Jack Grealish
289,352,Jack Harrison,8720,Jack Harrison
290,163,Jack Hinshelwood,11269,Jack Hinshelwood
292,202,Jacob Bruun Larsen,5355,Jacob Bruun Larsen
293,489,Jacob Murphy,6063,Jacob Murphy
294,52,Jacob Ramsey,8941,Jacob Ramsey
297,200,Jaidon Anthony,10746,Jaidon Anthony
304,303,James Garner,7438,James Garner
305,77,James Hill,10747,James Hill
306,706,James Justin,7753,James Justin
308,426,James McAtee,10126,James McAtee
310,170,James Milner,489,James Milner
311,291,James Tarkowski,1665,James Tarkowski
312,182,James Trafford,9077,James Trafford
313,614,James Ward-Prowse,843,James Ward-Prowse
315,239,Jamie Bynoe-Gittens,10542,Jamie Bynoe-Gittens
316,151,Jan Paul van Hecke,10807,Jan Paul van Hecke
318,624,Jarrod Bowen,1776,Jarrod Bowen
322,342,Jayden Bogle,9205,Jayden Bogle
327,609,Jean-Clair Todibo,6816,Jean-Clair Todibo
328,283,Jean-Philippe Mateta,5735,Jean-Philippe Mateta
329,644,Jean-Ricner Bellegarde,7762,Jean-Ricner Bellegarde
330,272,Jefferson Lerma Solís,2182,Jefferson Lerma
332,542,Jenson Seelt,13714,Jenson Seelt
333,370,Jeremie Frimpong,9328,Jeremie Frimpong
336,663,Jhon Arias,13741,Jhon Arias
337,317,Joachim Andersen,6314,Joachim Andersen
338,490,Joelinton Cássio Apolinário de Lira,87,Joelinton
342,376,Joe Gomez,987,Joseph Gomez
345,348,Joe Rodon,6377,Joe Rodon
347,494,Joe Willock,6630,Joe Willock
348,199,Joe Worrall,10756,Joe Worrall
350,54,John McGinn,7723,John McGinn
351,409,John Stones,586,John Stones
354,124,Jordan Henderson,605,Jordan Henderson
355,287,Jordan Pickford,741,Jordan Pickford
356,321,Jorge Cuenca Barreno,8489,Jorge Cuenca
357,672,Jorrel Hato,13776,Jorrel Hato
358,466,Joshua Zirkzee,8044,Joshua Zirkzee
359,233,Josh Acheampong,12535,Josh Acheampong
360,205,Josh Cullen,1018,Josh Cullen
361,335,Josh King,12410,Joshua King
362,209,Josh Laurent,13728,Josh Laurent
364,628,José Malheiro de Sá,9740,José Sá
365,673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,10715,João Palhinha
366,518,João Pedro Ferreira da Silva,8272,João Pedro
368,646,João Victor Gomes da Silva,11384,João Gomes
369,362,Joël Piroe,13835,Joël Piroe
370,152,Joël Veltman,8780,Joël Veltman
371,403,Joško Gvardiol,9790,Josko Gvardiol
374,80,Julio Soler Barreto,13474,Julio Soler
376,8,Jurriën Timber,11707,Jurriën Timber
377,276,Justin Devenny,13038,Justin Devenny
378,81,Justin Kluivert,6963,Justin Kluivert
379,418,Jérémy Doku,8981,Jéremy Doku
380,654,Jørgen Strand Larsen,11070,Jørgen Strand Larsen
384,30,Kai Havertz,5220,Kai Havertz
386,341,Karl Darlow,780,Karl Darlow
388,107,Keane Lewis-Potter,10809,Keane Lewis-Potter
390,322,Kenny Tete,5973,Kenny Tete
392,570,Kevin Danso,5261,Kevin Danso
