FPL_ID,FPL_Name,Understat_ID,Understat_Name
147,211,Daniel Muñoz,12408.0,Daniel Muñoz
149,523,Danny Ings,986.0,Danny Ings
150,308,Danny Ward,473.0,Danny Ward
151,148,Danny Welbeck,501.0,Danny Welbeck
152,395,Dan Burn,7382.0,Dan Burn
155,164,David Datro Fofana,11295.0,David Datro Fofana
156,62,David Brooks,6820.0,David Brooks
157,212,David Ozoh,11268.0,David Ozoh
159,201,Dean Henderson,7702.0,Dean Henderson
160,580,Dean Huijsen,11943.0,Dean Huijsen
161,16,Declan Rice,5553.0,Declan Rice
163,492,Dejan Kulusevski,6691.0,Dejan Kulusevski
169,698,Divin Mubama,11242.0,Divin Mubama
170,504,Djed Spence,10764.0,Djed Spence
171,220,Dominic Calvert-Lewin,5555.0,Dominic Calvert-Lewin
173,336,Dominik Szoboszlai,9788.0,Dominik Szoboszlai
174,230,Dwight McNeil,6756.0,Dwight McNeil
175,199,Eberechi Eze,8706.0,Eberechi Eze
176,11,Eddie Nketiah,6482.0,Eddie Nketiah
180,423,Elliot Anderson,9154.0,Elliot Anderson
186,405,Emil Krafth,1545.0,Emil Krafth
189,65,Enes Ünal,6219.0,Enes Ünal
190,547,Enso González,12047.0,Enso González
192,168,Enzo Fernández,11356.0,Enzo Fernández
193,428,Eric da Silva Moreira,12765.0,Eric da Silva Moreira
194,351,Erling Haaland,8260.0,Erling Haaland
196,12,Ethan Nwaneri,11132.0,Ethan Nwaneri
197,104,Ethan Pinnock,9678.0,Ethan Pinnock
198,648,Ethan Wheatley,12568.0,Ethan Wheatley
199,123,Evan Ferguson,10177.0,Evan Ferguson
201,44,Ezri Konsa Ngoyo,7726.0,Ezri Konsa Ngoyo
202,415,Fabian Schär,76.0,Fabian Schär
203,117,Facundo Buonanotte,11362.0,Facundo Buonanotte
205,636,Federico Chiesa,1433.0,Federico Chiesa
207,628,Ferdi Kadioglu,13066.0,Ferdi Kadioglu
210,518,Flynn Downes,10845.0,Flynn Downes
214,102,Frank Onyeka,9681.0,Frank Onyeka
215,488,Fraser Forster,831.0,Fraser Forster
225,519,George Earthy,12474.0,George Earthy
226,269,George Edmundson,12947.0,George Edmundson
227,272,George Hirst,8563.0,George Hirst
228,618,Georginio Rutter,6937.0,Georginio Rutter
229,493,Giovani Lo Celso,5681.0,Giovani Lo Celso
232,508,Guglielmo Vicario,8858.0,Guglielmo Vicario
233,588,Guido Rodríguez,8267.0,Guido Rodríguez
236,287,Hamza Choudhury,6418.0,Hamza Choudhury
237,373,Hannibal Mejbri,9558.0,Hannibal Mejbri
238,603,Harrison Armstrong,12757.0,Harrison Armstrong
239,254,Harrison Reed,910.0,Harrison Reed
241,266,Harry Clarke,13133.0,Harry Clarke
242,377,Harry Maguire,1687.0,Harry Maguire
244,444,Harry Toffolo,10758.0,Harry Toffolo
245,259,Harry Wilson,5596.0,Harry Wilson
246,309,Harry Winks,971.0,Harry Winks
247,392,Harvey Barnes,6681.0,Harvey Barnes
249,319,Harvey Elliott,7546.0,Harvey Elliott
254,109,Hákon Valdimarsson,12595.0,Hákon Valdimarsson
255,45,Ian Maatsen,11807.0,Ian Maatsen
256,326,Ibrahima Konaté,6326.0,Ibrahima Konaté
259,222,Idrissa Gueye,668.0,Idrissa Gueye
262,232,Iliman Ndiaye,9307.0,Iliman Ndiaye
263,625,Ilkay Gündogan,314.0,Ilkay Gündogan
264,85,Illia Zabarnyi,11486.0,Illia Zabarnyi
269,245,Issa Diop,3203.0,Issa Diop
271,108,Ivan Toney,998.0,Ivan Toney
272,631,Jack Clarke,13019.0,Jack Clarke
274,349,Jack Grealish,675.0,Jack Grealish
275,224,Jack Harrison,8720.0,Jack Harrison
276,126,Jack Hinshelwood,11269.0,Jack Hinshelwood
277,472,Jack Stephens,1735.0,Jack Stephens
278,281,Jack Taylor,12754.0,Jack Taylor
279,270,Jacob Greaves,12745.0,Jacob Greaves
280,402,Jacob Murphy,6063.0,Jacob Murphy
281,53,Jacob Ramsey,8941.0,Jacob Ramsey
285,386,Jadon Sancho,6345.0,Jadon Sancho
286,672,Jahmai Simpson-Pusey,13185.0,Jahmai Simpson-Pusey
287,61,Jaidon Anthony,10746.0,Jaidon Anthony
289,8,Jakub Kiwior,10012.0,Jakub Kiwior
290,137,Jakub Moder,9284.0,Jakub Moder
291,304,Jakub Stolarczyk,13301.0,Jakub Stolarczyk
292,407,Jamaal Lascelles,766.0,Jamaal Lascelles
294,457,James Bree,11359.0,James Bree
295,223,James Garner,7438.0,James Garner
296,68,James Hill,10747.0,James Hill
297,295,James Justin,7753.0,James Justin
298,494,James Maddison,6818.0,James Maddison
299,357,James McAtee,10126.0,James McAtee
300,330,James McConnell,11811.0,James McConnell
301,134,James Milner,489.0,James Milner
302,236,James Tarkowski,1665.0,James Tarkowski
303,531,James Ward-Prowse,843.0,James Ward-Prowse
304,306,Jamie Vardy,755.0,Jamie Vardy
305,144,Jan Paul van Hecke,10807.0,Jan Paul van Hecke
306,307,Jannik Vestergaard,111.0,Jannik Vestergaard
307,455,Jan Bednarek,6042.0,Jan Bednarek
308,333,Jarell Quansah,10187.0,Jarell Quansah
309,219,Jarrad Branthwaite,8476.0,Jarrad Branthwaite
310,514,Jarrod Bowen,1776.0,Jarrod Bowen
311,142,Jason Steele,7235.0,Jason Steele
313,709,Jayden Danns,12455.0,Jayden Danns
314,649,Jayden Meghoma,13067.0,Jayden Meghoma
315,256,Jay Stansfield,10718.0,Jay Stansfield
316,591,Jean-Clair Todibo,6816.0,Jean-Clair Todibo
317,207,Jean-Philippe Mateta,5735.0,Jean-Philippe Mateta
318,535,Jean-Ricner Bellegarde,7762.0,Jean-Ricner Bellegarde
320,214,Jeffrey Schlupp,757.0,Jeffrey Schlupp
322,619,Jens Cajuste,10301.0,Jens Cajuste
325,213,Jesurun Rak-Sakyi,9461.0,Jesurun Rak-Sakyi
326,38,Jhon Durán,11366.0,Jhon Durán
327,191,Joachim Andersen,6314.0,Joachim Andersen
329,215,Joel Ward,510.0,Joel Ward
334,466,Joe Lumley,12762.0,Joe Lumley
335,419,Joe White,9959.0,Joe White
336,420,Joe Willock,6630.0,Joe Willock
337,448,Joe Worrall,10756.0,Joe Worrall
338,48,John McGinn,7723.0,John McGinn
340,362,John Stones,586.0,John Stones
342,371,Jonny Evans,807.0,Jonny Evans
343,192,Jordan Ayew,672.0,Jordan Ayew
344,235,Jordan Pickford,741.0,Jordan Pickford
348,389,Joshua Zirkzee,8044.0,Joshua Zirkzee
349,697,Josh Acheampong,12535.0,Josh Acheampong
351,90,Josh Dasilva,10405.0,Josh Dasilva
362,145,Joël Veltman,8780.0,Joël Veltman
365,121,Julio Enciso,11058.0,Julio Enciso
367,352,Julián Álvarez,10846.0,Julián Álvarez
368,6,Jurriën Timber,11707.0,Jurriën Timber
369,645,Justin Devenny,13038.0,Justin Devenny
370,71,Justin Kluivert,6963.0,Justin Kluivert
372,566,Jørgen Strand Larsen,11070.0,Jørgen Strand Larsen
376,643,Kaelan Casey,11409.0,Kaelan Casey
378,4,Kai Havertz,5220.0,Kai Havertz
379,359,Kalvin Phillips,8719.0,Kalvin Phillips
380,462,Kamaldeen Sulemana,9630.0,Kamaldeen Sulemana
382,299,Kasey McAteer,10166.0,Kasey McAteer
383,98,Keane Lewis-Potter,10809.0,Keane Lewis-Potter
384,257,Kenny Tete,5973.0,Kenny Tete
386,345,Kevin De Bruyne,447.0,Kevin De Bruyne
388,106,Kevin Schade,9156.0,Kevin Schade
391,418,Kieran Trippier,652.0,Kieran Trippier
392,166,Kiernan Dewsbury-Hall,9739.0,Kiernan Dewsbury-Hall
395,378,Kobbie Mainoo,11174.0,Kobbie Mainoo
396,528,Konstantinos Mavropanos,6722.0,Konstantinos Mavropanos
397,337,Konstantinos Tsimikas,8852.0,Konstantinos Tsimikas
400,86,Kristoffer Ajer,9677.0,Kristoffer Ajer
401,532,Kurt Zouma,935.0,Kurt Zouma
402,476,Kyle Walker-Peters,885.0,Kyle Walker-Peters
403,363,Kyle Walker,638.0,Kyle Walker
404,598,Lamare Bogarde,10025.0,Lamare Bogarde
405,33,Leander Dendoncker,7236.0,Leander Dendoncker
406,23,Leandro Trossard,7698.0,Leandro Trossard
407,267,Leif Davis,8919.0,Leif Davis
408,572,Leny Yoro,10564.0,Leny Yoro
409,28,Leon Bailey,5221.0,Leon Bailey
410,539,Leon Chiwome,12532.0,Leon Chiwome
412,162,Levi Colwill,10805.0,Levi Colwill
413,64,Lewis Cook,1789.0,Lewis Cook
414,37,Lewis Dobbin,10027.0,Lewis Dobbin
415,120,Lewis Dunk,6048.0,Lewis Dunk
416,399,Lewis Hall,10216.0,Lewis Hall
417,411,Lewis Miley,11386.0,Lewis Miley
420,268,Liam Delap,8868.0,Liam Delap
422,380,Lisandro Martínez,10802.0,Lisandro Martínez
423,404,Lloyd Kelly,8090.0,Lloyd Kelly
425,481,Lucas Bergvall,12912.0,Lucas Bergvall
426,36,Lucas Digne,1823.0,Lucas Digne
430,327,Luis Díaz,10408.0,Luis Díaz
431,80,Luis Sinisterra,10866.0,Luis Sinisterra
433,246,Luke Harris,10719.0,Luke Harris
434,387,Luke Shaw,1006.0,Luke Shaw
435,305,Luke Thomas,8562.0,Luke Thomas
436,284,Luke Woolfenden,12746.0,Luke Woolfenden
437,293,Mads Hermansen,12910.0,Mads Hermansen
440,119,Mahmoud Dahoud,205.0,Mahmoud Dahoud
445,171,Malo Gusto,9017.0,Malo Gusto
446,502,Manor Solomon,10716.0,Manor Solomon
447,340,Manuel Akanji,6490.0,Manuel Akanji
448,652,Manuel Ugarte,11766.0,Manuel Ugarte
449,79,Marcos Senesi,10864.0,Marcos Senesi
452,385,Marcus Rashford,556.0,Marcus Rashford
453,83,Marcus Tavernier,10741.0,Marcus Tavernier
457,557,Mario Lemina,1299.0,Mario Lemina
458,91,Mark Flekken,7047.0,Mark Flekken
459,138,Mark O’Mahony,12205.0,Mark O’Mahony
460,84,Mark Travers,7582.0,Mark Travers
461,605,Martial Godo,11164.0,Martial Godo
464,225,Mason Holgate,985.0,Mason Holgate
465,382,Mason Mount,7768.0,Mason Mount
466,277,Massimo Luongo,12747.0,Massimo Luongo
473,95,Mathias Jensen,7166.0,Mathias Jensen
475,149,Mats Wieffer,12758.0,Mats Wieffer
476,593,Matthijs de Ligt,7902.0,Matthijs de Ligt
478,543,Matt Doherty,6852.0,Matt Doherty
480,416,Matt Targett,884.0,Matt Targett
481,445,Matt Turner,10700.0,Matt Turner
482,443,Matz Sels,6903.0,Matz Sels
483,650,Maxence Lacroix,8853.0,Maxence Lacroix
484,515,Maxwel Cornet,3278.0,Maxwel Cornet
485,59,Max Aarons,7688.0,Max Aarons
487,524,Max Kilman,7332.0,Max Kilman
490,228,Michael Keane,1653.0,Michael Keane
491,512,Michail Antonio,531.0,Michail Antonio
492,506,Micky van de Ven,10050.0,Micky van de Ven
494,633,Mikel Merino,5304.0,Mikel Merino
495,610,Mikey Moore,12603.0,Mikey Moore
496,89,Mikkel Damsgaard,8859.0,Mikkel Damsgaard
497,70,Milos Kerkez,11709.0,Milos Kerkez
500,328,Mohamed Salah,1250.0,Mohamed Salah
501,525,Mohammed Kudus,12027.0,Mohammed Kudus
503,433,Morgan Gibbs-White,6857.0,Morgan Gibbs-White
504,54,Morgan Rogers,12412.0,Morgan Rogers
505,34,Moussa Diaby,6556.0,Moussa Diaby
507,179,Mykhailo Mudryk,11305.0,Mykhailo Mudryk
508,597,Myles Lewis-Skelly,12272.0,Myles Lewis-Skelly
509,103,Myles Peart-Harris,10205.0,Myles Peart-Harris
510,190,Naouirou Ahamada,9274.0,Naouirou Ahamada
511,196,Nathaniel Clyne,603.0,Nathaniel Clyne
513,341,Nathan Aké,579.0,Nathan Aké
514,262,Nathan Broadhead,9406.0,Nathan Broadhead
516,88,Nathan Collins,9733.0,Nathan Collins
517,546,Nathan Fraser,11210.0,Nathan Fraser
518,234,Nathan Patterson,10292.0,Nathan Patterson
521,229,Neal Maupay,3621.0,Neal Maupay
522,437,Neco Williams,8204.0,Neco Williams
523,413,Nick Pope,5552.0,Nick Pope
524,589,Niclas Füllkrug,6098.0,Niclas Füllkrug
525,180,Nicolas Jackson,10048.0,Nicolas Jackson
526,431,Nicolás Domínguez,8252.0,Nicolás Domínguez
529,177,Noni Madueke,11357.0,Noni Madueke
532,594,Noussair Mazraoui,10696.0,Noussair Mazraoui
534,139,Odeluga Offiah,10453.0,Odeluga Offiah
535,198,Odsonne Edouard,3697.0,Odsonne Edouard
537,422,Ola Aina,725.0,Ola Aina
538,25,Oleksandr Zinchenko,2958.0,Oleksandr Zinchenko
539,501,Oliver Skipp,7198.0,Oliver Skipp
542,58,Ollie Watkins,8865.0,Ollie Watkins
544,173,Omari Kellyman,11739.0,Omari Kellyman
546,651,Orel Mangala,6088.0,Orel Mangala
547,343,Oscar Bobb,11903.0,Oscar Bobb
548,565,Pablo Sarabia,2199.0,Pablo Sarabia
550,674,Paris Maghoma,10053.0,Paris Maghoma
551,125,Pascal Groß,239.0,Pascal Groß
552,289,Patson Daka,9738.0,Patson Daka
553,470,Paul Onuachu,11360.0,Paul Onuachu
554,52,Pau Torres,6221.0,Pau Torres
557,495,Pedro Porro,6912.0,Pedro Porro
559,76,Philip Billing,6034.0,Philip Billing
560,348,Phil Foden,6055.0,Phil Foden
561,490,Pierre-Emile Højbjerg,343.0,Pierre-Emile Højbjerg
563,186,Raheem Sterling,618.0,Raheem Sterling
564,620,Ramón Sosa,13021.0,Ramón Sosa
565,375,Rasmus Højlund,11055.0,Rasmus Højlund
567,252,Raúl Jiménez,4105.0,Raúl Jiménez
568,172,Reece James,8067.0,Reece James
569,10,Reiss Nelson,6492.0,Reiss Nelson
570,209,Remi Matthews,9834.0,Remi Matthews
575,578,Riccardo Calafiori,8129.0,Riccardo Calafiori
577,92,Rico Henry,9679.0,Rico Henry
578,355,Rico Lewis,10847.0,Rico Lewis
579,185,Robert Sánchez,9098.0,Robert Sánchez
580,51,Robin Olsen,6962.0,Robin Olsen
583,480,Rodrigo Bentancur,6108.0,Rodrigo Bentancur
586,66,Romain Faivre,6420.0,Romain Faivre
587,627,Roman Dixon,12946.0,Roman Dixon
590,460,Ronnie Edwards,13239.0,Ronnie Edwards
591,29,Ross Barkley,592.0,Ross Barkley
592,473,Ross Stewart,13060.0,Ross Stewart
594,63,Ryan Christie,10744.0,Ryan Christie
595,397,Ryan Fraser,1683.0,Ryan Fraser
596,323,Ryan Gravenberch,10697.0,Ryan Gravenberch
597,467,Ryan Manning,13134.0,Ryan Manning
598,579,Ryan Sessegnon,6837.0,Ryan Sessegnon
599,602,Ryan Trevitt,11146.0,Ryan Trevitt
600,449,Ryan Yates,11003.0,Ryan Yates
604,451,Samuel Amo-Ameyaw,11618.0,Samuel Amo-Ameyaw
605,459,Samuel Edozie,10072.0,Samuel Edozie
608,204,Sam Johnstone,978.0,Sam Johnstone
609,278,Sam Morsy,12748.0,Sam Morsy
611,622,Sander Berge,8285.0,Sander Berge
612,417,Sandro Tonali,7958.0,Sandro Tonali
613,564,Santiago Bueno,10945.0,Santiago Bueno
617,381,Scott McTominay,5560.0,Scott McTominay
618,410,Sean Longstaff,7078.0,Sean Longstaff
619,338,Sepp van den Berg,10721.0,Sepp van den Berg
620,496,Sergio Reguilón,7187.0,Sergio Reguilón
623,113,Simon Adingra,11710.0,Simon Adingra
624,132,Solly March,6049.0,Solly March
628,358,Stefan Ortega Moreno,8786.0,Stefan Ortega Moreno
629,298,Stephy Mavididi,7484.0,Stephy Mavididi
632,393,Sven Botman,8635.0,Sven Botman
636,424,Taiwo Awoniyi,7814.0,Taiwo Awoniyi
637,131,Tariq Lamptey,8226.0,Tariq Lamptey
638,538,Tawanda Chirewa,12234.0,Tawanda Chirewa
639,461,Taylor Harwood-Bellis,8495.0,Taylor Harwood-Bellis
640,20,Thomas Partey,2328.0,Thomas Partey
642,244,Timothy Castagne,6157.0,Timothy Castagne
643,509,Timo Werner,65.0,Timo Werner
644,226,Tim Iroegbunam,9554.0,Tim Iroegbunam
645,253,Tim Ream,7184.0,Tim Ream
647,613,Toby Collyer,12461.0,Toby Collyer
649,544,Tommy Doyle,8496.0,Tommy Doyle
651,243,Tom Cairney,6835.0,Tom Cairney
658,187,Tosin Adarabioyo,5590.0,Tosin Adarabioyo
660,311,Trent Alexander-Arnold,1791.0,Trent Alexander-Arnold
661,159,Trevoh Chalobah,6615.0,Trevoh Chalobah
663,60,Tyler Adams,7352.0,Tyler Adams
664,608,Tyler Dibling,10586.0,Tyler Dibling
666,379,Tyrell Malacia,10803.0,Tyrell Malacia
667,210,Tyrick Mitchell,8214.0,Tyrick Mitchell
669,49,Tyrone Mings,1024.0,Tyrone Mings
670,116,Valentín Barco,12498.0,Valentín Barco
671,296,Victor Kristiansen,11367.0,Victor Kristiansen
672,376,Victor Lindelöf,6080.0,Victor Lindelöf
674,339,Virgil van Dijk,833.0,Virgil van Dijk
675,231,Vitalii Mykolenko,10291.0,Vitalii Mykolenko
676,94,Vitaly Janelt,9680.0,Vitaly Janelt
678,660,Vítezslav Jaros,13103.0,Vítezslav Jaros
680,189,Wesley Fofana,7589.0,Wesley Fofana
681,264,Wes Burns,12749.0,Wes Burns
682,522,Wes Foderingham,8776.0,Wes Foderingham
683,300,Wilfred Ndidi,5545.0,Wilfred Ndidi
684,590,William Osula,9556.0,William Osula
685,18,William Saliba,6888.0,William Saliba
686,425,Willy Boly,6850.0,Willy Boly
687,606,Will Alves,13302.0,Will Alves
689,203,Will Hughes,6104.0,Will Hughes
690,609,Will Lankshear,13127.0,Will Lankshear
692,612,Wilson Odobert,10822.0,Wilson Odobert
693,291,Wout Faes,8646.0,Wout Faes
694,135,Yankuba Minteh,12759.0,Yankuba Minteh
695,600,Yasin Ayari,11385.0,Yasin Ayari
697,558,Yerson Mosquera,9958.0,Yerson Mosquera
698,110,Yoane Wissa,5786.0,Yoane Wissa
699,57,Youri Tielemans,5956.0,Youri Tielemans
702,482,Yves Bissouma,5609.0,Yves Bissouma
5,310,Alisson Ramses Becker,1257,Alisson
7,364,Amad Diallo,12200,Amadou Diallo
10,240,Andreas Hoelgebaum Pereira,922,Andreas Pereira
12,150,Andrey Nascimento dos Santos,11808,Andrey Santos
13,642,André Trindade da Costa Neto,13022,André
14,365,Antony Matheus dos Santos,11094,Antony
22,24,Benjamin White,7298,Ben White
23,153,Benoît Badiashile,7240,Benoit Badiashile Mukinayi
26,342,Bernardo Veiga de Carvalho e Silva,3635,Bernardo Silva
27,290,Bobby De Cordova-Reid,6827,Bobby Reid
28,534,Boubacar Traoré,8119,Boubacar Traore
29,285,Boubakary Soumaré,6310,Boubakary Soumare
31,366,Bruno Borges Fernandes,1228,Bruno Fernandes
32,394,Bruno Guimarães Rodriguez Moura,8327,Bruno Guimarães
38,368,Carlos Henrique Casimiro,2248,Casemiro
40,655,Carlos Roberto Forbs Borges,13092,Carlos Forbs
41,258,Carlos Vinícius Alves Morais,7395,Carlos Vinicius
42,450,Carlos Alcaraz Durán,11297,Carlos Alcaraz
44,195,Chadi Riad Dnanou,11167,Chadi Riad
45,193,Cheick Doucouré,8666,Cheick Oumar Doucoure
48,562,Daniel Castelo Podence,8291,Daniel Podence
50,429,Danilo dos Santos de Oliveira,11317,Danilo
52,316,Darwin Núñez Ribeiro,10720,Darwin Núñez
53,15,David Raya Martin,9676,David Raya
54,165,Deivid Washington de Souza Eugênio,12033,Deivid Washington
56,505,Destiny Udogie,8831,Iyenoma Destiny Udogie
57,35,Diego Carlos Santos Silva,5712,Diego Carlos
58,369,Diogo Dalot Teixeira,7281,Diogo Dalot
59,317,Diogo Teixeira da Silva,6854,Diogo Jota
60,82,Dominic Solanke-Mitchell,1679,Dominic Solanke
61,347,Ederson Santana de Moraes,6054,Ederson
62,511,Edson Álvarez Velázquez,11926,Edson Álvarez
64,487,Emerson Leite de Souza Junior,7430,Emerson
65,520,Emerson Palmieri dos Santos,1245,Emerson
66,19,Emile Smith Rowe,7230,Emile Smith-Rowe
67,31,Emiliano Buendía Stati,2203,Emiliano Buendía
68,47,Emiliano Martínez Romero,4401,Emiliano Martinez
70,320,Endo Wataru,8808,Wataru Endo
75,653,Felipe Rodrigues da Silva,7921,Felipe
76,581,Filip Jørgensen,9272,Filip Jorgensen
78,617,Francisco Evanilson de Lima Barbosa,12963,Evanilson
79,537,Francisco Jorge Tomás Oliveira,10327,Chiquinho
82,1,Fábio Ferreira Vieira,11007,Fábio Vieira
83,314,Fábio Freitas Gouveia Carvalho,9501,Fabio Carvalho
84,545,Fábio Silva,8778,Fabio Silva
85,3,Gabriel dos Santos Magalhães,5613,Gabriel
86,2,Gabriel Fernando de Jesus,5543,Gabriel Jesus
87,9,Gabriel Martinelli Silva,7752,Gabriel Martinelli
91,548,Gonçalo Manuel Ganchinho Guedes,5682,Gonçalo Guedes
93,67,Hamed Traorè,6986,Hamed Junior Traore
98,549,Hugo Bueno López,10140,Hugo Bueno
99,550,Hwang Hee-chan,8845,Hee-Chan Hwang
102,442,Ibrahim Sangaré,5722,Ibrahim Sangare
103,128,Igor Julio dos Santos de Paulo,7943,Igor Julio
104,107,Igor Thiago Nascimento Rodrigues,13222,Thiago
107,585,Ismaïla Sarr,5675,Ismaila Sarr
113,569,Jaden Philogene,9415,Jaden Philogene-Bidace
114,582,Jake O'Brien,12014,Jake O&#039;Brien
117,206,Jefferson Lerma Solís,2182,Jefferson Lerma
119,141,Jeremy Sarmiento Morante,10036,Jeremy Sarmiento
120,577,Jesper Lindstrøm,9752,Jesper Lindstrom
121,403,Joelinton Cássio Apolinário de Lira,87,Joelinton
122,452,Joe Aribo,10766,Joe Ayodele-Aribo
124,322,Joe Gomez,987,Joseph Gomez
128,7,Jorge Luiz Frello Filho,1389,Jorginho
129,586,Jorge Cuenca Barreno,8489,Jorge Cuenca
132,604,Josh King,12410,Joshua King
135,554,José Malheiro de Sá,9740,José Sá
137,129,João Pedro Junqueira de Jesus,8272,João Pedro
138,553,João Victor Gomes da Silva,11384,João Gomes
140,621,João Félix Sequeira,7892,João Félix
142,350,Joško Gvardiol,9790,Josko Gvardiol
144,592,Julián Araujo Zúñiga,11745,Julián Araujo
145,346,Jérémy Doku,8981,Jéremy Doku
149,43,Kaine Kesler-Hayden,9409,Kaine Hayden
151,152,Kepa Arrizabalaga,5061,Kepa
154,21,Kieran Tierney,652,Kieran Trippier
156,96,Kim Ji-soo,12136,Kim Ji-Soo
