player names,first score,anytime score,last score,two or more,hatrick,contest
Reece James,22/1,15/2,22/1,50/1,500/1,Chelsea v Bournemouth
Trevoh Chalobah,22/1,15/2,22/1,50/1,500/1,Chelsea v Bournemouth
Moises Caicedo,22/1,15/2,22/1,50/1,500/1,Chelsea v Bournemouth
Tosin Adarabioyo,25/1,9/1,25/1,66/1,500/1,Chelsea v Bournemouth
Josh Acheampong,25/1,9/1,25/1,66/1,500/1,Chelsea v Bournemouth
Benoit Badiashile,28/1,11/1,28/1,80/1,500/1,Chelsea v Bournemouth
Malo Gusto,28/1,11/1,28/1,80/1,500/1,Chelsea v Bournemouth
Wesley Fofana,33/1,12/1,33/1,100/1,500/1,Chelsea v Bournemouth
Estevao,6/1,13/8,6/1,9/1,40/1,Chelsea v Bournemouth
Antoine Semenyo,10/1,29/10,10/1,16/1,66/1,Chelsea v Bournemouth
Eli Junior Kroupi,9/1,13/5,9/1,14/1,66/1,Chelsea v Bournemouth
Evanilson,9/1,14/5,9/1,16/1,66/1,Chelsea v Bournemouth
Enes Unal,10/1,3/1,10/1,18/1,66/1,Chelsea v Bournemouth
Justin Kluivert,12/1,7/2,12/1,22/1,80/1,Chelsea v Bournemouth
Amine Adli,12/1,4/1,12/1,28/1,100/1,Chelsea v Bournemouth
Marcus Tavernier,16/1,5/1,16/1,40/1,200/1,Chelsea v Bournemouth
David Brooks,16/1,11/2,16/1,40/1,250/1,Chelsea v Bournemouth
Ryan Christie,20/1,13/2,20/1,50/1,400/1,Chelsea v Bournemouth
Alejandro Jimenez,33/1,12/1,33/1,100/1,500/1,Chelsea v Bournemouth
Alex Scott,25/1,9/1,25/1,66/1,500/1,Chelsea v Bournemouth
Bafode Diakite,28/1,11/1,28/1,100/1,500/1,Chelsea v Bournemouth
Marcos Senesi,40/1,16/1,40/1,200/1,500/1,Chelsea v Bournemouth
Adam Smith,50/1,22/1,50/1,300/1,500/1,Chelsea v Bournemouth
Adrien Truffert,50/1,22/1,50/1,300/1,500/1,Chelsea v Bournemouth
Lewis Cook,40/1,18/1,40/1,250/1,500/1,Chelsea v Bournemouth
Julio Soler,50/1,22/1,50/1,300/1,500/1,Chelsea v Bournemouth
James Hill,50/1,22/1,50/1,300/1,500/1,Chelsea v Bournemouth
Igor Jesus,17/4,6/4,17/4,17/2,33/1,Nottingham Forest v Everton
Taiwo Awoniyi,24/5,7/4,24/5,10/1,40/1,Nottingham Forest v Everton
Arnaud Kalimuendo,11/2,2/1,11/2,12/1,50/1,Nottingham Forest v Everton
Morgan Gibbs-White,7/1,13/5,7/1,16/1,66/1,Nottingham Forest v Everton
James McAtee,9/1,7/2,9/1,22/1,80/1,Nottingham Forest v Everton
Omari Hutchinson,11/1,17/4,11/1,33/1,150/1,Nottingham Forest v Everton
Callum Hudson-Odoi,11/1,17/4,11/1,33/1,150/1,Nottingham Forest v Everton
Dilane Bakwa,11/1,17/4,11/1,33/1,150/1,Nottingham Forest v Everton
Elliot Anderson,12/1,5/1,12/1,33/1,200/1,Nottingham Forest v Everton
Nicolas Dominguez,12/1,5/1,12/1,40/1,200/1,Nottingham Forest v Everton
Nikola Milenkovic,20/1,9/1,20/1,66/1,500/1,Nottingham Forest v Everton
Douglas Luiz,22/1,10/1,22/1,66/1,500/1,Nottingham Forest v Everton
Nicolo Savona,25/1,11/1,25/1,80/1,500/1,Nottingham Forest v Everton
Neco Williams,22/1,10/1,22/1,80/1,500/1,Nottingham Forest v Everton
Jair Cunha,25/1,11/1,25/1,80/1,500/1,Nottingham Forest v Everton
Murillo,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Everton
Oleksandr Zinchenko,28/1,14/1,28/1,150/1,500/1,Nottingham Forest v Everton
Morato,33/1,16/1,33/1,200/1,500/1,Nottingham Forest v Everton
Zach Abbott,40/1,18/1,40/1,250/1,500/1,Nottingham Forest v Everton
Thierno Barry,5/1,19/10,5/1,11/1,40/1,Nottingham Forest v Everton
Beto,6/1,11/5,6/1,12/1,50/1,Nottingham Forest v Everton
Carlos Alcaraz,9/1,18/5,9/1,22/1,100/1,Nottingham Forest v Everton
Tyler Dibling,12/1,5/1,12/1,33/1,200/1,Nottingham Forest v Everton
Jack Grealish,12/1,5/1,12/1,33/1,200/1,Nottingham Forest v Everton
Merlin Rohl,14/1,11/2,14/1,40/1,250/1,Nottingham Forest v Everton
Dwight McNeil,20/1,9/1,20/1,66/1,500/1,Nottingham Forest v Everton
Michael Keane,22/1,10/1,22/1,66/1,500/1,Nottingham Forest v Everton
Jake O'Brien,25/1,10/1,25/1,80/1,500/1,Nottingham Forest v Everton
James Garner,25/1,11/1,25/1,80/1,500/1,Nottingham Forest v Everton
James Tarkowski,28/1,14/1,28/1,150/1,500/1,Nottingham Forest v Everton
Tim Iroegbunam,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Everton
Adam Aznou,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Everton
Nathan Patterson,40/1,25/1,40/1,300/1,500/1,Nottingham Forest v Everton
Vitaliy Mykolenko,50/1,33/1,50/1,300/1,500/1,Nottingham Forest v Everton
Jarrod Bowen,13/2,19/10,13/2,11/1,40/1,West Ham v Brighton
Callum Wilson,15/2,23/10,15/2,12/1,50/1,West Ham v Brighton
Lucas Paqueta,9/1,14/5,9/1,16/1,66/1,West Ham v Brighton
Tomas Soucek,12/1,15/4,12/1,25/1,100/1,West Ham v Brighton
Crysencio Summerville,11/1,18/5,11/1,22/1,100/1,West Ham v Brighton
Mateus Fernandes,18/1,7/1,18/1,50/1,400/1,West Ham v Brighton
Freddie Potts,28/1,11/1,28/1,80/1,500/1,West Ham v Brighton
Konstantinos Mavropanos,28/1,12/1,28/1,100/1,500/1,West Ham v Brighton
Guido Rodriguez,28/1,12/1,28/1,100/1,500/1,West Ham v Brighton
Soungoutou Magassa,28/1,12/1,28/1,100/1,500/1,West Ham v Brighton
Kyle Walker-Peters,33/1,14/1,33/1,150/1,500/1,West Ham v Brighton
Max Kilman,33/1,16/1,33/1,200/1,500/1,West Ham v Brighton
Oliver Scarles,33/1,16/1,33/1,200/1,500/1,West Ham v Brighton
Jean-Clair Todibo,40/1,20/1,40/1,300/1,500/1,West Ham v Brighton
Danny Welbeck,5/1,7/5,5/1,15/2,33/1,West Ham v Brighton
Kaoru Mitoma,15/2,23/10,15/2,12/1,50/1,West Ham v Brighton
Georginio Rutter,13/2,2/1,13/2,11/1,50/1,West Ham v Brighton
Diego Gomez,9/1,3/1,9/1,18/1,66/1,West Ham v Brighton
Yankuba Minteh,10/1,3/1,10/1,18/1,66/1,West Ham v Brighton
Maxime De Cuyper,11/1,18/5,11/1,25/1,100/1,West Ham v Brighton
Brajan Gruda,12/1,15/4,12/1,28/1,100/1,West Ham v Brighton
Jack Hinshelwood,16/1,11/2,16/1,40/1,250/1,West Ham v Brighton
Yasin Ayari,16/1,11/2,16/1,40/1,250/1,West Ham v Brighton
Jan Paul van Hecke,22/1,8/1,22/1,50/1,500/1,West Ham v Brighton
Mats Wieffer,22/1,17/2,22/1,66/1,500/1,West Ham v Brighton
Lewis Dunk,22/1,9/1,22/1,66/1,500/1,West Ham v Brighton
Ferdi Kadioglu,22/1,17/2,22/1,66/1,500/1,West Ham v Brighton
Olivier Boscagli,28/1,10/1,28/1,80/1,500/1,West Ham v Brighton
Viktor Gyokeres,15/4,11/10,15/4,6/1,22/1,Arsenal v Aston Villa
Gabriel Jesus,24/5,29/20,24/5,8/1,33/1,Arsenal v Aston Villa
Bukayo Saka,5/1,13/8,5/1,9/1,40/1,Arsenal v Aston Villa
Kai Havertz,24/5,29/20,24/5,8/1,33/1,Arsenal v Aston Villa
Eberechi Eze,6/1,19/10,6/1,11/1,50/1,Arsenal v Aston Villa
Gabriel Martinelli,13/2,21/10,13/2,12/1,50/1,Arsenal v Aston Villa
Leandro Trossard,13/2,2/1,13/2,12/1,50/1,Arsenal v Aston Villa
Noni Madueke,13/2,21/10,13/2,12/1,50/1,Arsenal v Aston Villa
Ethan Nwaneri,8/1,13/5,8/1,16/1,66/1,Arsenal v Aston Villa
Mikel Merino,11/2,7/4,11/2,10/1,40/1,Arsenal v Aston Villa
Martin Odegaard,10/1,7/2,10/1,22/1,80/1,Arsenal v Aston Villa
Declan Rice,12/1,17/4,12/1,33/1,150/1,Arsenal v Aston Villa
Gabriel Magalhaes,18/1,13/2,18/1,50/1,400/1,Arsenal v Aston Villa
Martin Zubimendi,18/1,13/2,18/1,50/1,400/1,Arsenal v Aston Villa
Riccardo Calafiori,18/1,13/2,18/1,50/1,400/1,Arsenal v Aston Villa
Christian Norgaard,20/1,7/1,20/1,50/1,500/1,Arsenal v Aston Villa
Jurrien Timber,22/1,9/1,22/1,66/1,500/1,Arsenal v Aston Villa
Piero Hincapie,25/1,10/1,25/1,66/1,500/1,Arsenal v Aston Villa
William Saliba,28/1,11/1,28/1,80/1,500/1,Arsenal v Aston Villa
Myles Lewis-Skelly,33/1,12/1,33/1,100/1,500/1,Arsenal v Aston Villa
Ollie Watkins,9/1,3/1,9/1,18/1,80/1,Arsenal v Aston Villa
Donyell Malen,10/1,17/5,10/1,20/1,80/1,Arsenal v Aston Villa
Morgan Rogers,14/1,24/5,14/1,33/1,200/1,Arsenal v Aston Villa
Emiliano Buendia,16/1,6/1,16/1,40/1,300/1,Arsenal v Aston Villa
Jadon Sancho,18/1,13/2,18/1,50/1,400/1,Arsenal v Aston Villa
John McGinn,20/1,15/2,20/1,50/1,500/1,Arsenal v Aston Villa
Youri Tielemans,25/1,10/1,25/1,80/1,500/1,Arsenal v Aston Villa
Amadou Onana,28/1,12/1,28/1,100/1,500/1,Arsenal v Aston Villa
George Hemmings,28/1,11/1,28/1,80/1,500/1,Arsenal v Aston Villa
Ian Maatsen,33/1,14/1,33/1,200/1,500/1,Arsenal v Aston Villa
Ezri Konsa,50/1,22/1,50/1,300/1,500/1,Arsenal v Aston Villa
Andres Garcia,50/1,22/1,50/1,300/1,500/1,Arsenal v Aston Villa
Lamare Bogarde,50/1,28/1,50/1,300/1,500/1,Arsenal v Aston Villa
Victor Lindelof,50/1,28/1,50/1,300/1,500/1,Arsenal v Aston Villa
Lucas Digne,50/1,28/1,50/1,300/1,500/1,Arsenal v Aston Villa
Matheus Cunha,15/4,19/20,15/4,5/1,16/1,Man Utd v Wolves
Benjamin Sesko,15/4,19/20,15/4,5/1,16/1,Man Utd v Wolves
Joshua Zirkzee,5/1,29/20,5/1,8/1,33/1,Man Utd v Wolves
Mason Mount,13/2,19/10,13/2,11/1,40/1,Man Utd v Wolves
Jack Fletcher,10/1,16/5,10/1,18/1,80/1,Man Utd v Wolves
Patrick Dorgu,11/1,7/2,11/1,22/1,80/1,Man Utd v Wolves
Casemiro,12/1,17/4,12/1,28/1,150/1,Man Utd v Wolves
Lisandro Martinez,18/1,6/1,18/1,40/1,300/1,Man Utd v Wolves
Diogo Dalot,20/1,15/2,20/1,50/1,500/1,Man Utd v Wolves
Ayden Heaven,25/1,9/1,25/1,66/1,500/1,Man Utd v Wolves
Manuel Ugarte,25/1,9/1,25/1,66/1,500/1,Man Utd v Wolves
Leny Yoro,25/1,9/1,25/1,66/1,500/1,Man Utd v Wolves
Tyler Fredricson,28/1,11/1,28/1,80/1,500/1,Man Utd v Wolves
Tyrell Malacia,28/1,12/1,28/1,100/1,500/1,Man Utd v Wolves
Luke Shaw,40/1,20/1,40/1,300/1,500/1,Man Utd v Wolves
Jorgen Strand Larsen,17/2,5/2,17/2,14/1,50/1,Man Utd v Wolves
Tolu Arokodare,11/1,10/3,11/1,20/1,80/1,Man Utd v Wolves
Hwang Hee-chan,12/1,15/4,12/1,28/1,100/1,Man Utd v Wolves
Mateus Mane,12/1,17/4,12/1,28/1,100/1,Man Utd v Wolves
Jhon Arias,14/1,5/1,14/1,40/1,200/1,Man Utd v Wolves
Fer Lopez,16/1,11/2,16/1,40/1,250/1,Man Utd v Wolves
Joao Gomes,25/1,9/1,25/1,66/1,500/1,Man Utd v Wolves
Ladislav Krejci,28/1,11/1,28/1,80/1,500/1,Man Utd v Wolves
Ki-Jana Hoever,33/1,12/1,33/1,100/1,500/1,Man Utd v Wolves
Jackson Tchatchoua,33/1,12/1,33/1,100/1,500/1,Man Utd v Wolves
Yerson Mosquera,33/1,12/1,33/1,100/1,500/1,Man Utd v Wolves
Matt Doherty,33/1,14/1,33/1,150/1,500/1,Man Utd v Wolves
David Moller Wolfe,40/1,16/1,40/1,200/1,500/1,Man Utd v Wolves
Andre,40/1,18/1,40/1,250/1,500/1,Man Utd v Wolves
Hugo Bueno ,50/1,22/1,50/1,300/1,500/1,Man Utd v Wolves
Santiago Bueno,50/1,28/1,50/1,300/1,500/1,Man Utd v Wolves
Jean-Philippe Mateta,18/5,11/10,18/5,11/2,22/1,Crystal Palace v Fulham
Eddie Nketiah,11/2,19/10,11/2,11/1,50/1,Crystal Palace v Fulham
Christantus Uche,7/1,12/5,7/1,12/1,50/1,Crystal Palace v Fulham
Yeremy Pino,9/1,16/5,9/1,20/1,80/1,Crystal Palace v Fulham
Romaine Esse,11/1,4/1,11/1,28/1,100/1,Crystal Palace v Fulham
Justin Devenny,11/1,4/1,11/1,28/1,100/1,Crystal Palace v Fulham
Daichi Kamada,12/1,24/5,12/1,33/1,200/1,Crystal Palace v Fulham
Jefferson Lerma,20/1,17/2,20/1,66/1,500/1,Crystal Palace v Fulham
Marc Guehi,25/1,10/1,25/1,80/1,500/1,Crystal Palace v Fulham
Maxence Lacroix,25/1,10/1,25/1,80/1,500/1,Crystal Palace v Fulham
Chris Richards,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Fulham
Nathaniel Clyne,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Fulham
Will Hughes,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Fulham
Adam Wharton,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Fulham
Tyrick Mitchell,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Fulham
Jaydee Canvot,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Fulham
Borna Sosa,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Fulham
Raul Jimenez,11/2,9/5,11/2,10/1,40/1,Crystal Palace v Fulham
Emile Smith Rowe,11/1,15/4,11/1,28/1,100/1,Crystal Palace v Fulham
Harry Wilson,17/2,29/10,11/1,28/1,100/1,Crystal Palace v Fulham
Kevin,12/1,24/5,12/1,40/1,200/1,Crystal Palace v Fulham
Adama Traore,14/1,5/1,14/1,40/1,200/1,Crystal Palace v Fulham
Joshua King,14/1,5/1,14/1,40/1,200/1,Crystal Palace v Fulham
Tom Cairney,18/1,7/1,18/1,50/1,500/1,Crystal Palace v Fulham
Sasa Lukic,20/1,15/2,20/1,50/1,500/1,Crystal Palace v Fulham
Sander Berge,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Fulham
Harrison Reed,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Fulham
Kenny Tete,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Fulham
Joachim Andersen,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Fulham
Jorge Cuenca,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Fulham
Timothy Castagne,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Fulham
Issa Diop,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Fulham
Antonee Robinson,40/1,20/1,40/1,300/1,500/1,Crystal Palace v Fulham
Igor Thiago,16/5,19/20,16/5,5/1,16/1,Brentford v Tottenham
Kevin Schade,6/1,2/1,17/2,16/1,66/1,Brentford v Tottenham
Keane Lewis-Potter,9/1,3/1,9/1,20/1,80/1,Brentford v Tottenham
Reiss Nelson,9/1,16/5,9/1,20/1,80/1,Brentford v Tottenham
Sepp van den Berg,16/1,13/2,16/1,50/1,400/1,Brentford v Tottenham
Mikkel Damsgaard,16/1,13/2,16/1,50/1,400/1,Brentford v Tottenham
Mathias Jensen,16/1,13/2,16/1,50/1,400/1,Brentford v Tottenham
Nathan Collins,22/1,17/2,22/1,66/1,500/1,Brentford v Tottenham
Kristoffer Ajer,28/1,11/1,28/1,100/1,500/1,Brentford v Tottenham
Vitaly Janelt,25/1,11/1,25/1,100/1,500/1,Brentford v Tottenham
Ethan Pinnock,28/1,12/1,28/1,100/1,500/1,Brentford v Tottenham
Yehor Yarmolyuk,28/1,12/1,28/1,100/1,500/1,Brentford v Tottenham
Aaron Hickey,33/1,12/1,33/1,150/1,500/1,Brentford v Tottenham
Michael Kayode,33/1,14/1,33/1,200/1,500/1,Brentford v Tottenham
Rico Henry,33/1,14/1,33/1,200/1,500/1,Brentford v Tottenham
Jordan Henderson,40/1,18/1,40/1,250/1,500/1,Brentford v Tottenham
Dane Scarlett,13/2,21/10,13/2,12/1,50/1,Brentford v Tottenham
Randal Kolo Muani,7/1,9/4,7/1,12/1,50/1,Brentford v Tottenham
Mohammed Kudus,8/1,27/10,8/1,14/1,66/1,Brentford v Tottenham
Richarlison,7/1,9/4,8/1,14/1,66/1,Brentford v Tottenham
Mathys Tel,6/1,2/1,6/1,11/1,50/1,Brentford v Tottenham
Brennan Johnson,9/1,10/3,9/1,22/1,80/1,Brentford v Tottenham
Wilson Odobert,12/1,4/1,12/1,28/1,150/1,Brentford v Tottenham
Lucas Bergvall,14/1,5/1,14/1,40/1,250/1,Brentford v Tottenham
Micky van de Ven,20/1,8/1,20/1,66/1,500/1,Brentford v Tottenham
Joao Palhinha,20/1,8/1,20/1,66/1,500/1,Brentford v Tottenham
Cristian Romero,25/1,10/1,25/1,80/1,500/1,Brentford v Tottenham
Rodrigo Bentancur,28/1,12/1,28/1,100/1,500/1,Brentford v Tottenham
Radu Dragusin,33/1,12/1,33/1,150/1,500/1,Brentford v Tottenham
Ben Davies,33/1,12/1,33/1,150/1,500/1,Brentford v Tottenham
Pedro Porro,33/1,14/1,33/1,200/1,500/1,Brentford v Tottenham
Archie Gray,33/1,14/1,33/1,200/1,500/1,Brentford v Tottenham
Kevin Danso,33/1,14/1,33/1,150/1,500/1,Brentford v Tottenham
Djed Spence,40/1,16/1,40/1,250/1,500/1,Brentford v Tottenham
Brian Brobbey,10/1,3/1,10/1,18/1,80/1,Sunderland v Man City
Wilson Isidor,9/1,29/10,9/1,16/1,66/1,Sunderland v Man City
Eliezer Mayenda,11/1,17/5,11/1,22/1,80/1,Sunderland v Man City
Simon Adingra,16/1,5/1,16/1,40/1,250/1,Sunderland v Man City
Enzo Le Fee,16/1,11/2,16/1,40/1,250/1,Sunderland v Man City
Romaine Mundle,16/1,11/2,16/1,40/1,300/1,Sunderland v Man City
Chris Rigg,18/1,13/2,18/1,50/1,400/1,Sunderland v Man City
Daniel Ballard,22/1,17/2,22/1,66/1,500/1,Sunderland v Man City
Nordi Mukiele,33/1,12/1,33/1,100/1,500/1,Sunderland v Man City
Granit Xhaka,28/1,12/1,28/1,100/1,500/1,Sunderland v Man City
Lutsharel Geertruida,28/1,12/1,28/1,100/1,500/1,Sunderland v Man City
Omar Alderete,33/1,12/1,33/1,100/1,500/1,Sunderland v Man City
Dennis Cirkin,33/1,12/1,33/1,100/1,500/1,Sunderland v Man City
Dan Neil,33/1,14/1,33/1,200/1,500/1,Sunderland v Man City
Luke O'Nien,33/1,14/1,33/1,200/1,500/1,Sunderland v Man City
Trai Hume,40/1,14/1,40/1,200/1,500/1,Sunderland v Man City
Erling Haaland,11/5,8/15,11/5,5/2,17/2,Sunderland v Man City
Divine Mukasa,5/1,7/5,5/1,15/2,33/1,Sunderland v Man City
Phil Foden,13/2,19/10,13/2,11/1,50/1,Sunderland v Man City
Rayan Cherki,17/2,27/10,17/2,14/1,66/1,Sunderland v Man City
Savinho,9/1,14/5,9/1,16/1,66/1,Sunderland v Man City
Tijjani Reijnders,11/1,18/5,11/1,25/1,100/1,Sunderland v Man City
Nico O'Reilly,18/1,6/1,18/1,50/1,300/1,Sunderland v Man City
Bernardo Silva,18/1,13/2,18/1,50/1,400/1,Sunderland v Man City
Rodri,18/1,6/1,18/1,50/1,300/1,Sunderland v Man City
Josko Gvardiol,20/1,15/2,20/1,50/1,500/1,Sunderland v Man City
Rico Lewis,20/1,15/2,20/1,50/1,500/1,Sunderland v Man City
Nico Gonzalez,22/1,8/1,22/1,66/1,500/1,Sunderland v Man City
Nathan Ake,22/1,8/1,22/1,66/1,500/1,Sunderland v Man City
Matheus Nunes,33/1,12/1,33/1,100/1,500/1,Sunderland v Man City
Ruben Dias,33/1,12/1,33/1,100/1,500/1,Sunderland v Man City
Abdukodir Khusanov,33/1,12/1,33/1,100/1,500/1,Sunderland v Man City
Armando Broja,15/2,23/10,15/2,14/1,50/1,Burnley v Newcastle
Marcus Edwards,12/1,4/1,12/1,28/1,100/1,Burnley v Newcastle
Lesley Ugochukwu,18/1,13/2,18/1,50/1,400/1,Burnley v Newcastle
Loum Tchaouna,16/1,6/1,16/1,50/1,300/1,Burnley v Newcastle
Florentino Luis,28/1,11/1,28/1,80/1,500/1,Burnley v Newcastle
Josh Laurent,28/1,11/1,28/1,80/1,500/1,Burnley v Newcastle
Hjalmar Ekdal,40/1,16/1,40/1,250/1,500/1,Burnley v Newcastle
Kyle Walker,50/1,25/1,50/1,300/1,500/1,Burnley v Newcastle
Lucas Pires,50/1,25/1,50/1,300/1,500/1,Burnley v Newcastle
Maxime Esteve,50/1,25/1,50/1,300/1,500/1,Burnley v Newcastle
Yoane Wissa,24/5,6/4,24/5,8/1,33/1,Burnley v Newcastle
Anthony Gordon,11/2,7/4,11/2,10/1,40/1,Burnley v Newcastle
Harvey Barnes,6/1,19/10,6/1,11/1,40/1,Burnley v Newcastle
Bruno Guimaraes,12/1,9/2,12/1,33/1,150/1,Burnley v Newcastle
Sandro Tonali,14/1,11/2,14/1,40/1,250/1,Burnley v Newcastle
Joelinton,14/1,11/2,14/1,40/1,250/1,Burnley v Newcastle
Fabian Schar,20/1,15/2,20/1,50/1,500/1,Burnley v Newcastle
Lewis Miley,22/1,9/1,22/1,66/1,500/1,Burnley v Newcastle
Malick Thiaw,22/1,9/1,22/1,66/1,500/1,Burnley v Newcastle
Lewis Hall,28/1,11/1,28/1,80/1,500/1,Burnley v Newcastle
Cole Palmer,5/1,13/10,5/1,15/2,28/1,Chelsea v Bournemouth
Alejandro Garnacho,17/2,23/10,17/2,14/1,50/1,Chelsea v Bournemouth
Enzo Fernandez,10/1,3/1,10/1,18/1,66/1,Chelsea v Bournemouth
Trevoh Chalobah,22/1,8/1,22/1,66/1,500/1,Chelsea v Bournemouth
Moises Caicedo,22/1,8/1,22/1,66/1,500/1,Chelsea v Bournemouth
Josh Acheampong,28/1,10/1,28/1,80/1,500/1,Chelsea v Bournemouth
Malo Gusto,28/1,12/1,28/1,100/1,500/1,Chelsea v Bournemouth
Wesley Fofana,33/1,14/1,33/1,100/1,500/1,Chelsea v Bournemouth
Estevao,13/2,9/5,13/2,10/1,40/1,Chelsea v Bournemouth
Liam Delap,11/2,6/4,11/2,17/2,33/1,Chelsea v Bournemouth
Antoine Semenyo,10/1,3/1,10/1,18/1,66/1,Chelsea v Bournemouth
Evanilson,10/1,14/5,10/1,16/1,66/1,Chelsea v Bournemouth
Justin Kluivert,12/1,18/5,12/1,22/1,100/1,Chelsea v Bournemouth
Marcus Tavernier,16/1,5/1,16/1,40/1,250/1,Chelsea v Bournemouth
David Brooks,18/1,6/1,18/1,40/1,300/1,Chelsea v Bournemouth
Alejandro Jimenez,33/1,12/1,33/1,100/1,500/1,Chelsea v Bournemouth
Alex Scott,25/1,9/1,25/1,66/1,500/1,Chelsea v Bournemouth
Marcos Senesi,40/1,16/1,40/1,200/1,500/1,Chelsea v Bournemouth
Adrien Truffert,50/1,20/1,50/1,300/1,500/1,Chelsea v Bournemouth
James Hill,50/1,20/1,50/1,300/1,500/1,Chelsea v Bournemouth
Igor Jesus,17/4,8/5,17/4,9/1,33/1,Nottingham Forest v Everton
Morgan Gibbs-White,9/1,17/5,9/1,22/1,80/1,Nottingham Forest v Everton
Omari Hutchinson,10/1,4/1,10/1,28/1,100/1,Nottingham Forest v Everton
Callum Hudson-Odoi,10/1,4/1,10/1,28/1,100/1,Nottingham Forest v Everton
Elliot Anderson,16/1,7/1,16/1,50/1,400/1,Nottingham Forest v Everton
Nicolas Dominguez,16/1,15/2,16/1,50/1,500/1,Nottingham Forest v Everton
Nikola Milenkovic,20/1,17/2,20/1,66/1,500/1,Nottingham Forest v Everton
Neco Williams,22/1,10/1,22/1,66/1,500/1,Nottingham Forest v Everton
Murillo,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Everton
Oleksandr Zinchenko,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Everton
Thierno Barry,11/2,2/1,11/2,11/1,50/1,Nottingham Forest v Everton
