player names,first score,anytime score,last score,two or more,hatrick,contest
Matt Targett,40/1,22/1,40/1,300/1,500/1,Aston Villa v Newcastle
Emil Krafth,40/1,22/1,40/1,300/1,500/1,Aston Villa v Newcastle
Danny Welbeck,24/5,7/5,24/5,8/1,33/1,Brighton v Fulham
Kaoru Mitoma,15/2,27/10,17/2,16/1,66/1,Brighton v Fulham
Julio Enciso,15/2,12/5,17/2,16/1,66/1,Brighton v Fulham
Yankuba Minteh,17/2,3/1,9/1,18/1,80/1,Brighton v Fulham
Georginio Rutter,11/2,21/10,13/2,12/1,50/1,Brighton v Fulham
Brajan Gruda,11/1,18/5,11/1,25/1,100/1,Brighton v Fulham
Solly March,11/1,18/5,11/1,25/1,100/1,Brighton v Fulham
Matt O'Riley,13/2,21/10,13/2,12/1,50/1,Brighton v Fulham
Diego Gomez,12/1,17/4,12/1,33/1,150/1,Brighton v Fulham
Yasin Ayari,14/1,5/1,14/1,40/1,250/1,Brighton v Fulham
Jack Hinshelwood,18/1,7/1,18/1,50/1,400/1,Brighton v Fulham
Mats Wieffer,18/1,7/1,18/1,50/1,400/1,Brighton v Fulham
Ferdi Kadioglu,20/1,8/1,20/1,50/1,500/1,Brighton v Fulham
Lewis Dunk ,25/1,9/1,25/1,66/1,500/1,Brighton v Fulham
Maxim De Cuyper,20/1,8/1,20/1,50/1,500/1,Brighton v Fulham
Carlos Baleba,25/1,9/1,25/1,66/1,500/1,Brighton v Fulham
Jan Paul van Hecke,28/1,12/1,28/1,100/1,500/1,Brighton v Fulham
Tariq Lamptey,28/1,12/1,28/1,100/1,500/1,Brighton v Fulham
Adam Webster,28/1,12/1,28/1,100/1,500/1,Brighton v Fulham
Olivier Boscagli,28/1,12/1,28/1,100/1,500/1,Brighton v Fulham
Joel Veltman,33/1,14/1,33/1,200/1,500/1,Brighton v Fulham
Raul Jimenez,6/1,9/5,6/1,10/1,40/1,Brighton v Fulham
Rodrigo Muniz,6/1,9/5,6/1,10/1,40/1,Brighton v Fulham
Harry Wilson,12/1,15/4,12/1,28/1,100/1,Brighton v Fulham
Emile Smith Rowe,12/1,15/4,12/1,28/1,100/1,Brighton v Fulham
Adama Traore,12/1,17/4,12/1,33/1,150/1,Brighton v Fulham
Ryan Sessegnon,14/1,5/1,14/1,40/1,200/1,Brighton v Fulham
Alex Iwobi,12/1,5/1,14/1,40/1,200/1,Brighton v Fulham
Andreas Pereira,14/1,5/1,14/1,40/1,200/1,Brighton v Fulham
Josh King,16/1,6/1,16/1,40/1,300/1,Brighton v Fulham
Sasa Lukic,22/1,9/1,22/1,66/1,500/1,Brighton v Fulham
Sander Berge,28/1,12/1,28/1,100/1,500/1,Brighton v Fulham
Kenny Tete,33/1,12/1,33/1,100/1,500/1,Brighton v Fulham
Joachim Andersen,33/1,14/1,33/1,150/1,500/1,Brighton v Fulham
Harrison Reed,33/1,14/1,33/1,150/1,500/1,Brighton v Fulham
Jorge Cuenca,33/1,14/1,33/1,150/1,500/1,Brighton v Fulham
Timothy Castagne,33/1,14/1,33/1,150/1,500/1,Brighton v Fulham
Issa Diop,33/1,14/1,33/1,150/1,500/1,Brighton v Fulham
Calvin Bassey,40/1,16/1,40/1,200/1,500/1,Brighton v Fulham
Wilson Isidor,6/1,2/1,6/1,12/1,50/1,Sunderland v West Ham
Eliezer Mayenda,13/2,9/4,13/2,12/1,50/1,Sunderland v West Ham
Marc Guiu,7/1,12/5,7/1,14/1,50/1,Sunderland v West Ham
Simon Adingra,10/1,18/5,10/1,22/1,100/1,Sunderland v West Ham
Chemsdine Talbi,11/1,4/1,11/1,28/1,100/1,Sunderland v West Ham
Patrick Roberts,12/1,23/5,12/1,33/1,150/1,Sunderland v West Ham
Habib Diarra,12/1,23/5,12/1,33/1,150/1,Sunderland v West Ham
Chris Rigg,14/1,5/1,14/1,40/1,250/1,Sunderland v West Ham
Enzo Le Fee,16/1,6/1,16/1,50/1,300/1,Sunderland v West Ham
Daniel Ballard,20/1,17/2,20/1,66/1,500/1,Sunderland v West Ham
Granit Xhaka,22/1,9/1,22/1,66/1,500/1,Sunderland v West Ham
Dan Neil,25/1,11/1,25/1,80/1,500/1,Sunderland v West Ham
Jenson Seelt,28/1,12/1,28/1,100/1,500/1,Sunderland v West Ham
Trai Hume,28/1,12/1,28/1,100/1,500/1,Sunderland v West Ham
Reinildo Mandava,33/1,14/1,33/1,150/1,500/1,Sunderland v West Ham
Noah Sadiki,33/1,14/1,33/1,150/1,500/1,Sunderland v West Ham
Arthur Masuaku,33/1,14/1,33/1,150/1,500/1,Sunderland v West Ham
Niall Huggins,33/1,16/1,33/1,200/1,500/1,Sunderland v West Ham
Jarrod Bowen,5/1,7/4,5/1,10/1,40/1,Sunderland v West Ham
Callum Wilson,5/1,7/4,5/1,10/1,40/1,Sunderland v West Ham
Niclas Fullkrug,6/1,21/10,6/1,12/1,50/1,Sunderland v West Ham
Lucas Paqueta,8/1,14/5,8/1,16/1,66/1,Sunderland v West Ham
Tomas Soucek,10/1,18/5,10/1,25/1,100/1,Sunderland v West Ham
Luis Guilherme,14/1,5/1,14/1,40/1,200/1,Sunderland v West Ham
El Hadji Malick Diouf,14/1,11/2,14/1,40/1,250/1,Sunderland v West Ham
James Ward-Prowse,14/1,11/2,14/1,40/1,250/1,Sunderland v West Ham
Konstantinos Mavropanos,22/1,10/1,22/1,66/1,500/1,Sunderland v West Ham
Nayef Aguerd,25/1,11/1,25/1,80/1,500/1,Sunderland v West Ham
Freddie Potts,22/1,9/1,22/1,66/1,500/1,Sunderland v West Ham
Kyle Walker-Peters,25/1,11/1,25/1,80/1,500/1,Sunderland v West Ham
Edson Alvarez,22/1,9/1,22/1,66/1,500/1,Sunderland v West Ham
Aaron Wan-Bissaka,28/1,12/1,28/1,100/1,500/1,Sunderland v West Ham
Maximilian Kilman,28/1,12/1,28/1,100/1,500/1,Sunderland v West Ham
Guido Rodriguez,28/1,12/1,28/1,100/1,500/1,Sunderland v West Ham
Jean-Clair Todibo,33/1,16/1,33/1,250/1,500/1,Sunderland v West Ham
Dominic Solanke,15/4,11/10,15/4,11/2,20/1,Tottenham v Burnley
Richarlison,15/4,11/10,15/4,11/2,20/1,Tottenham v Burnley
Mathys Tel,5/1,13/8,5/1,9/1,40/1,Tottenham v Burnley
Brennan Johnson,6/1,9/5,6/1,10/1,40/1,Tottenham v Burnley
Mohammed Kudus,13/2,2/1,13/2,12/1,50/1,Tottenham v Burnley
Wilson Odobert,7/1,23/10,7/1,14/1,50/1,Tottenham v Burnley
Pape Matar Sarr,10/1,10/3,10/1,20/1,80/1,Tottenham v Burnley
Lucas Bergvall,12/1,23/5,12/1,33/1,150/1,Tottenham v Burnley
Joao Palhinha,14/1,11/2,14/1,40/1,250/1,Tottenham v Burnley
Cristian Romero,16/1,13/2,16/1,50/1,300/1,Tottenham v Burnley
Rodrigo Bentancur,16/1,13/2,16/1,50/1,300/1,Tottenham v Burnley
Pedro Porro,18/1,7/1,18/1,50/1,400/1,Tottenham v Burnley
Micky van de Ven,22/1,17/2,22/1,66/1,500/1,Tottenham v Burnley
Djed Spence,22/1,9/1,22/1,66/1,500/1,Tottenham v Burnley
Ben Davies,22/1,9/1,22/1,66/1,500/1,Tottenham v Burnley
Archie Gray,25/1,10/1,25/1,80/1,500/1,Tottenham v Burnley
Lyle Foster,9/1,29/10,9/1,16/1,66/1,Tottenham v Burnley
Ashley Barnes,9/1,3/1,9/1,18/1,66/1,Tottenham v Burnley
Jacob Bruun Larsen,11/1,7/2,11/1,22/1,80/1,Tottenham v Burnley
Jaidon Anthony,12/1,17/4,12/1,28/1,150/1,Tottenham v Burnley
Loum Tchaouna,14/1,9/2,14/1,33/1,150/1,Tottenham v Burnley
Marcus Edwards,12/1,4/1,12/1,28/1,100/1,Tottenham v Burnley
Luca Koleosho,16/1,11/2,16/1,40/1,250/1,Tottenham v Burnley
Josh Laurent,20/1,7/1,20/1,50/1,400/1,Tottenham v Burnley
Hannibal Mejbri,22/1,9/1,22/1,66/1,500/1,Tottenham v Burnley
Hjalmar Ekdal,28/1,11/1,28/1,80/1,500/1,Tottenham v Burnley
Oliver Sonne,28/1,11/1,28/1,80/1,500/1,Tottenham v Burnley
Josh Cullen,40/1,16/1,40/1,200/1,500/1,Tottenham v Burnley
Joe Worrall,40/1,16/1,40/1,200/1,500/1,Tottenham v Burnley
Lucas Pires,40/1,18/1,40/1,250/1,500/1,Tottenham v Burnley
Maxime Esteve,50/1,25/1,50/1,300/1,500/1,Tottenham v Burnley
Quilindschy Hartman,50/1,25/1,50/1,300/1,500/1,Tottenham v Burnley
Kyle Walker,50/1,33/1,50/1,300/1,500/1,Tottenham v Burnley
Cole Palmer,17/4,6/5,17/4,13/2,25/1,Chelsea v Crystal Palace
Liam Delap,24/5,13/10,24/5,7/1,28/1,Chelsea v Crystal Palace
Joao Pedro,5/1,29/20,5/1,8/1,33/1,Chelsea v Crystal Palace
Estevao,8/1,12/5,8/1,14/1,50/1,Chelsea v Crystal Palace
Pedro Neto,9/1,14/5,9/1,16/1,66/1,Chelsea v Crystal Palace
Jamie Gittens,9/1,14/5,9/1,16/1,66/1,Chelsea v Crystal Palace
Tyrique George,9/1,14/5,9/1,16/1,66/1,Chelsea v Crystal Palace
Enzo Fernandez,12/1,4/1,12/1,28/1,100/1,Chelsea v Crystal Palace
Andrey Santos,14/1,23/5,14/1,33/1,150/1,Chelsea v Crystal Palace
Marc Cucurella,18/1,13/2,18/1,50/1,300/1,Chelsea v Crystal Palace
Reece James,20/1,7/1,20/1,50/1,400/1,Chelsea v Crystal Palace
Tosin Adarabioyo,20/1,15/2,20/1,50/1,500/1,Chelsea v Crystal Palace
Trevoh Chalobah,22/1,17/2,22/1,66/1,500/1,Chelsea v Crystal Palace
Jorrel Hato,28/1,10/1,28/1,80/1,500/1,Chelsea v Crystal Palace
Wesley Fofana,28/1,10/1,28/1,80/1,500/1,Chelsea v Crystal Palace
Moises Caicedo,28/1,12/1,28/1,100/1,500/1,Chelsea v Crystal Palace
Josh Acheampong,28/1,10/1,28/1,80/1,500/1,Chelsea v Crystal Palace
Dario Essugo,28/1,12/1,28/1,100/1,500/1,Chelsea v Crystal Palace
Malo Gusto,33/1,14/1,33/1,150/1,500/1,Chelsea v Crystal Palace
Jean-Philippe Mateta,7/1,2/1,7/1,12/1,50/1,Chelsea v Crystal Palace
Odsonne Edouard,17/2,5/2,17/2,14/1,50/1,Chelsea v Crystal Palace
Eberechi Eze,10/1,3/1,10/1,18/1,80/1,Chelsea v Crystal Palace
Ismaila Sarr,11/1,17/5,11/1,22/1,80/1,Chelsea v Crystal Palace
Romaine Esse,14/1,24/5,14/1,33/1,200/1,Chelsea v Crystal Palace
Daichi Kamada,16/1,11/2,16/1,40/1,250/1,Chelsea v Crystal Palace
Justin Devenny,16/1,11/2,16/1,40/1,250/1,Chelsea v Crystal Palace
Daniel Munoz,20/1,7/1,20/1,50/1,400/1,Chelsea v Crystal Palace
Jefferson Lerma,28/1,12/1,28/1,100/1,500/1,Chelsea v Crystal Palace
Maxence Lacroix,33/1,12/1,33/1,100/1,500/1,Chelsea v Crystal Palace
Marc Guehi,33/1,14/1,33/1,150/1,500/1,Chelsea v Crystal Palace
Adam Wharton,33/1,14/1,33/1,150/1,500/1,Chelsea v Crystal Palace
Chris Richards,40/1,16/1,40/1,200/1,500/1,Chelsea v Crystal Palace
Will Hughes,40/1,16/1,40/1,200/1,500/1,Chelsea v Crystal Palace
Tyrick Mitchell,40/1,16/1,40/1,200/1,500/1,Chelsea v Crystal Palace
Borna Sosa,40/1,18/1,40/1,250/1,500/1,Chelsea v Crystal Palace
Nathaniel Clyne,66/1,33/1,66/1,300/1,500/1,Chelsea v Crystal Palace
Chris Wood,17/4,7/5,17/4,15/2,28/1,Nottingham Forest v Brentford
Taiwo Awoniyi,11/2,9/5,11/2,10/1,40/1,Nottingham Forest v Brentford
Igor Jesus,13/2,9/4,13/2,12/1,50/1,Nottingham Forest v Brentford
Jota Silva,9/1,3/1,9/1,18/1,80/1,Nottingham Forest v Brentford
Dan Ndoye,9/1,17/5,9/1,20/1,80/1,Nottingham Forest v Brentford
Morgan Gibbs-White,9/1,17/5,9/1,20/1,80/1,Nottingham Forest v Brentford
Callum Hudson-Odoi,10/1,18/5,10/1,25/1,100/1,Nottingham Forest v Brentford
Ryan Yates,16/1,7/1,16/1,50/1,400/1,Nottingham Forest v Brentford
Elliot Anderson,18/1,8/1,18/1,50/1,500/1,Nottingham Forest v Brentford
Nikola Milenkovic,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Brentford
Ibrahim Sangare,25/1,11/1,25/1,80/1,500/1,Nottingham Forest v Brentford
Willy Boly,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Brentford
Ola Aina,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Brentford
Murillo,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Brentford
Morato,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Brentford
Neco Williams,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Brentford
Jair Cunha,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Brentford
Igor Thiago,6/1,2/1,6/1,12/1,50/1,Nottingham Forest v Brentford
Kevin Schade,8/1,14/5,8/1,16/1,66/1,Nottingham Forest v Brentford
Fabio Carvalho,9/1,17/5,9/1,22/1,80/1,Nottingham Forest v Brentford
Antoni Milambo,14/1,5/1,14/1,40/1,200/1,Nottingham Forest v Brentford
Mikkel Damsgaard,14/1,11/2,14/1,40/1,250/1,Nottingham Forest v Brentford
Keane Lewis-Potter,14/1,6/1,14/1,40/1,300/1,Nottingham Forest v Brentford
Mathias Jensen,22/1,10/1,22/1,66/1,500/1,Nottingham Forest v Brentford
Nathan Collins,25/1,11/1,25/1,80/1,500/1,Nottingham Forest v Brentford
Yehor Yarmolyuk,25/1,11/1,25/1,80/1,500/1,Nottingham Forest v Brentford
Jordan Henderson,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Brentford
Kristoffer Ajer,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Brentford
Michael Kayode,40/1,20/1,40/1,300/1,500/1,Nottingham Forest v Brentford
Sepp Van den Berg,40/1,20/1,40/1,300/1,500/1,Nottingham Forest v Brentford
Rico Henry,40/1,20/1,40/1,300/1,500/1,Nottingham Forest v Brentford
Aaron Hickey,40/1,20/1,40/1,300/1,500/1,Nottingham Forest v Brentford
Mads Roerslev,40/1,20/1,40/1,300/1,500/1,Nottingham Forest v Brentford
Benjamin Sesko,17/2,13/5,17/2,16/1,66/1,Man Utd v Arsenal
Matheus Cunha,9/1,29/10,9/1,16/1,66/1,Man Utd v Arsenal
Rasmus Hojlund,9/1,29/10,9/1,16/1,66/1,Man Utd v Arsenal
Joshua Zirkzee,9/1,29/10,9/1,16/1,66/1,Man Utd v Arsenal
Chido Obi,9/1,3/1,9/1,18/1,66/1,Man Utd v Arsenal
Bruno Fernandes,10/1,10/3,10/1,20/1,80/1,Man Utd v Arsenal
Bryan Mbeumo,11/1,7/2,11/1,22/1,80/1,Man Utd v Arsenal
Mason Mount,16/1,6/1,16/1,40/1,300/1,Man Utd v Arsenal
Amad Diallo,18/1,13/2,18/1,50/1,300/1,Man Utd v Arsenal
Kobbie Mainoo,22/1,17/2,22/1,66/1,500/1,Man Utd v Arsenal
Casemiro,25/1,10/1,25/1,66/1,500/1,Man Utd v Arsenal
Patrick Dorgu,25/1,10/1,25/1,66/1,500/1,Man Utd v Arsenal
Harry Maguire,25/1,10/1,25/1,80/1,500/1,Man Utd v Arsenal
Matthijs De Ligt,28/1,11/1,28/1,80/1,500/1,Man Utd v Arsenal
Diogo Dalot,28/1,12/1,28/1,100/1,500/1,Man Utd v Arsenal
Leny Yoro,33/1,14/1,33/1,150/1,500/1,Man Utd v Arsenal
Tyrell Malacia,33/1,16/1,33/1,200/1,500/1,Man Utd v Arsenal
Manuel Ugarte,33/1,16/1,33/1,200/1,500/1,Man Utd v Arsenal
Noussair Mazraoui,40/1,16/1,40/1,250/1,500/1,Man Utd v Arsenal
Ayden Heaven,40/1,16/1,40/1,250/1,500/1,Man Utd v Arsenal
Luke Shaw,50/1,28/1,50/1,300/1,500/1,Man Utd v Arsenal
Viktor Gyokeres,17/4,5/4,17/4,13/2,25/1,Man Utd v Arsenal
Bukayo Saka,6/1,9/5,6/1,10/1,40/1,Man Utd v Arsenal
Kai Havertz,6/1,9/5,6/1,10/1,40/1,Man Utd v Arsenal
Leandro Trossard,17/2,14/5,17/2,16/1,66/1,Man Utd v Arsenal
Noni Madueke,17/2,14/5,17/2,16/1,66/1,Man Utd v Arsenal
Gabriel Martinelli,9/1,29/10,9/1,16/1,66/1,Man Utd v Arsenal
Ethan Nwaneri,9/1,3/1,9/1,18/1,66/1,Man Utd v Arsenal
Reiss Nelson,10/1,16/5,10/1,20/1,80/1,Man Utd v Arsenal
Martin Odegaard,12/1,17/4,12/1,28/1,150/1,Man Utd v Arsenal
Mikel Merino,12/1,17/4,12/1,28/1,150/1,Man Utd v Arsenal
Declan Rice,16/1,6/1,16/1,40/1,300/1,Man Utd v Arsenal
Fabio Vieira,14/1,5/1,14/1,40/1,200/1,Man Utd v Arsenal
Gabriel,18/1,13/2,18/1,50/1,400/1,Man Utd v Arsenal
Christian Norgaard,20/1,8/1,20/1,50/1,500/1,Man Utd v Arsenal
William Saliba,22/1,9/1,22/1,66/1,500/1,Man Utd v Arsenal
Martin Zubimendi,22/1,9/1,22/1,66/1,500/1,Man Utd v Arsenal
Oleksandr Zinchenko,28/1,11/1,28/1,100/1,500/1,Man Utd v Arsenal
Riccardo Calafiori,28/1,11/1,28/1,100/1,500/1,Man Utd v Arsenal
Jurrien Timber,28/1,12/1,28/1,100/1,500/1,Man Utd v Arsenal
Ben White,28/1,12/1,28/1,100/1,500/1,Man Utd v Arsenal
Jakub Kiwior,28/1,12/1,28/1,100/1,500/1,Man Utd v Arsenal
Myles Lewis-Skelly,33/1,14/1,33/1,150/1,500/1,Man Utd v Arsenal
Cristhian Mosquera,33/1,14/1,33/1,150/1,500/1,Man Utd v Arsenal
Joel Piroe,5/1,7/4,5/1,9/1,40/1,Leeds v Everton
Lukas Nmecha,6/1,21/10,6/1,12/1,50/1,Leeds v Everton
Wilfried Gnonto,8/1,29/10,8/1,16/1,66/1,Leeds v Everton
Daniel James,17/2,3/1,17/2,18/1,80/1,Leeds v Everton
Largie Ramazani,17/2,3/1,17/2,18/1,80/1,Leeds v Everton
Jack Harrison,9/1,7/2,9/1,22/1,100/1,Leeds v Everton
Brenden Aaronson,11/1,4/1,11/1,28/1,100/1,Leeds v Everton
Pascal Struijk ,10/1,18/5,10/1,25/1,100/1,Leeds v Everton
Jayden Bogle,20/1,15/2,20/1,66/1,500/1,Leeds v Everton
Ao Tanaka,18/1,7/1,18/1,50/1,400/1,Leeds v Everton
Sean Longstaff,20/1,15/2,20/1,66/1,500/1,Leeds v Everton
Anton Stach,14/1,11/2,14/1,40/1,250/1,Leeds v Everton
Isaac Schmidt,25/1,11/1,25/1,100/1,500/1,Leeds v Everton
Gabriel Gudmundsson,28/1,12/1,28/1,100/1,500/1,Leeds v Everton
Sam Byram,28/1,12/1,28/1,100/1,500/1,Leeds v Everton
Ilia Gruev,28/1,12/1,28/1,100/1,500/1,Leeds v Everton
Joe Rodon,40/1,16/1,40/1,250/1,500/1,Leeds v Everton
Ethan Ampadu,33/1,14/1,33/1,150/1,500/1,Leeds v Everton
Beto,13/2,21/10,13/2,12/1,50/1,Leeds v Everton
Thierno Barry,7/1,12/5,7/1,14/1,66/1,Leeds v Everton
Iliman Ndiaye,15/2,27/10,15/2,14/1,66/1,Leeds v Everton
Carlos Alcaraz,10/1,15/4,10/1,28/1,100/1,Leeds v Everton
Dwight McNeil,11/1,17/4,11/1,33/1,150/1,Leeds v Everton
Jack Grealish,12/1,23/5,12/1,33/1,150/1,Leeds v Everton
Kiernan Dewsbury-Hall,12/1,23/5,12/1,33/1,150/1,Leeds v Everton
Jake O'Brien,22/1,17/2,22/1,66/1,500/1,Leeds v Everton
James Tarkowski,22/1,10/1,22/1,80/1,500/1,Leeds v Everton
Michael Keane,25/1,10/1,25/1,80/1,500/1,Leeds v Everton
Tim Iroegbunam,22/1,10/1,22/1,80/1,500/1,Leeds v Everton
Jarrad Branthwaite,28/1,11/1,28/1,100/1,500/1,Leeds v Everton
Adam Aznou,28/1,11/1,28/1,100/1,500/1,Leeds v Everton
James Garner,28/1,11/1,28/1,100/1,500/1,Leeds v Everton
Idrissa Gueye,28/1,12/1,28/1,100/1,500/1,Leeds v Everton
Seamus Coleman  ,33/1,14/1,33/1,200/1,500/1,Leeds v Everton
Vitaliy Mykolenko,40/1,18/1,40/1,300/1,500/1,Leeds v Everton
