player names,first score,anytime score,last score,two or more,hatrick,contest
Phil Foden,9/1,29/10,9/1,16/1,66/1,Fulham v Man City
Rayan Cherki,10/1,16/5,10/1,18/1,80/1,Fulham v Man City
Savinho,10/1,16/5,10/1,18/1,80/1,Fulham v Man City
Tijjani Reijnders,11/1,15/4,11/1,28/1,100/1,Fulham v Man City
Jeremy Doku,11/1,15/4,11/1,28/1,100/1,Fulham v Man City
Nico O'Reilly,16/1,6/1,16/1,50/1,300/1,Fulham v Man City
Rayan Ait-Nouri,20/1,7/1,20/1,50/1,500/1,Fulham v Man City
Bernardo Silva,20/1,7/1,20/1,50/1,500/1,Fulham v Man City
Nico Gonzalez,20/1,7/1,20/1,50/1,500/1,Fulham v Man City
Josko Gvardiol,22/1,17/2,22/1,66/1,500/1,Fulham v Man City
Nathan Ake,22/1,17/2,22/1,66/1,500/1,Fulham v Man City
Matheus Nunes,28/1,11/1,28/1,80/1,500/1,Fulham v Man City
John Stones,28/1,11/1,28/1,80/1,500/1,Fulham v Man City
Rico Lewis,28/1,11/1,28/1,80/1,500/1,Fulham v Man City
Ruben Dias,33/1,14/1,33/1,150/1,500/1,Fulham v Man City
Abdukodir Khusanov,33/1,14/1,33/1,150/1,500/1,Fulham v Man City
Nick Woltemade,17/4,6/5,17/4,13/2,25/1,Newcastle v Tottenham
Anthony Gordon,5/1,29/20,5/1,8/1,33/1,Newcastle v Tottenham
Harvey Barnes,13/2,19/10,13/2,11/1,50/1,Newcastle v Tottenham
Anthony Elanga,8/1,5/2,8/1,14/1,66/1,Newcastle v Tottenham
Jacob Murphy,9/1,29/10,9/1,16/1,66/1,Newcastle v Tottenham
Jacob Ramsey,10/1,17/5,10/1,22/1,80/1,Newcastle v Tottenham
Joelinton,12/1,4/1,12/1,28/1,100/1,Newcastle v Tottenham
Joe Willock,12/1,4/1,12/1,28/1,100/1,Newcastle v Tottenham
Bruno Guimaraes,14/1,5/1,14/1,40/1,200/1,Newcastle v Tottenham
Sandro Tonali,16/1,11/2,16/1,40/1,250/1,Newcastle v Tottenham
Fabian Schar,18/1,13/2,18/1,50/1,300/1,Newcastle v Tottenham
Lewis Miley,16/1,11/2,16/1,40/1,250/1,Newcastle v Tottenham
Malick Thiaw,22/1,9/1,22/1,66/1,500/1,Newcastle v Tottenham
Dan Burn,22/1,9/1,22/1,66/1,500/1,Newcastle v Tottenham
Sven Botman,22/1,9/1,22/1,66/1,500/1,Newcastle v Tottenham
Lewis Hall,28/1,12/1,28/1,100/1,500/1,Newcastle v Tottenham
Tino Livramento,40/1,18/1,40/1,250/1,500/1,Newcastle v Tottenham
Emil Krafth,40/1,18/1,40/1,250/1,500/1,Newcastle v Tottenham
Richarlison,15/2,23/10,15/2,12/1,50/1,Newcastle v Tottenham
Randal Kolo Muani,8/1,5/2,8/1,14/1,50/1,Newcastle v Tottenham
Mathys Tel,17/2,27/10,17/2,16/1,66/1,Newcastle v Tottenham
Brennan Johnson,10/1,16/5,10/1,20/1,80/1,Newcastle v Tottenham
Mohammed Kudus,11/1,18/5,11/1,25/1,100/1,Newcastle v Tottenham
Xavi Simons,14/1,23/5,14/1,33/1,150/1,Newcastle v Tottenham
Wilson Odobert,14/1,23/5,14/1,33/1,150/1,Newcastle v Tottenham
Lucas Bergvall,16/1,6/1,16/1,50/1,300/1,Newcastle v Tottenham
Pape Sarr,18/1,7/1,18/1,50/1,400/1,Newcastle v Tottenham
Micky van de Ven,22/1,17/2,22/1,66/1,500/1,Newcastle v Tottenham
Joao Palhinha,25/1,9/1,25/1,66/1,500/1,Newcastle v Tottenham
Pedro Porro,28/1,12/1,28/1,100/1,500/1,Newcastle v Tottenham
Cristian Romero,28/1,12/1,28/1,100/1,500/1,Newcastle v Tottenham
Rodrigo Bentancur,28/1,11/1,28/1,80/1,500/1,Newcastle v Tottenham
Kevin Danso,33/1,14/1,33/1,150/1,500/1,Newcastle v Tottenham
Djed Spence,33/1,14/1,33/1,200/1,500/1,Newcastle v Tottenham
Destiny Udogie,33/1,14/1,33/1,200/1,500/1,Newcastle v Tottenham
Archie Gray,33/1,14/1,33/1,200/1,500/1,Newcastle v Tottenham
Viktor Gyokeres,17/4,13/10,17/4,7/1,28/1,Arsenal v Brentford
Bukayo Saka,23/5,7/5,23/5,15/2,33/1,Arsenal v Brentford
Mikel Merino,5/1,13/8,5/1,9/1,33/1,Arsenal v Brentford
Gabriel Martinelli,13/2,21/10,13/2,12/1,50/1,Arsenal v Brentford
Leandro Trossard,13/2,21/10,13/2,12/1,50/1,Arsenal v Brentford
Eberechi Eze,15/2,12/5,15/2,14/1,50/1,Arsenal v Brentford
Noni Madueke,15/2,12/5,15/2,14/1,50/1,Arsenal v Brentford
Martin Odegaard,11/1,15/4,11/1,25/1,100/1,Arsenal v Brentford
Declan Rice,12/1,9/2,12/1,33/1,150/1,Arsenal v Brentford
Riccardo Calafiori,16/1,6/1,16/1,40/1,300/1,Arsenal v Brentford
Martin Zubimendi,18/1,7/1,18/1,50/1,500/1,Arsenal v Brentford
Jurrien Timber,20/1,8/1,20/1,50/1,500/1,Arsenal v Brentford
William Saliba,22/1,9/1,22/1,66/1,500/1,Arsenal v Brentford
Piero Hincapie,25/1,10/1,25/1,80/1,500/1,Arsenal v Brentford
Myles Lewis-Skelly,25/1,10/1,25/1,80/1,500/1,Arsenal v Brentford
Cristhian Mosquera,28/1,12/1,28/1,100/1,500/1,Arsenal v Brentford
Igor Thiago,10/1,3/1,10/1,18/1,80/1,Arsenal v Brentford
Kevin Schade,16/1,11/2,16/1,40/1,250/1,Arsenal v Brentford
Dango Ouattara,16/1,11/2,16/1,40/1,250/1,Arsenal v Brentford
Mathias Jensen,25/1,10/1,25/1,80/1,500/1,Arsenal v Brentford
Mikkel Damsgaard,25/1,10/1,25/1,80/1,500/1,Arsenal v Brentford
Keane Lewis-Potter,25/1,10/1,25/1,66/1,500/1,Arsenal v Brentford
Vitaly Janelt,40/1,16/1,40/1,200/1,500/1,Arsenal v Brentford
Nathan Collins,40/1,18/1,40/1,250/1,500/1,Arsenal v Brentford
Aaron Hickey,40/1,18/1,40/1,250/1,500/1,Arsenal v Brentford
Sepp van den Berg,40/1,22/1,40/1,300/1,500/1,Arsenal v Brentford
Rico Henry,40/1,22/1,40/1,300/1,500/1,Arsenal v Brentford
Kristoffer Ajer,40/1,22/1,40/1,300/1,500/1,Arsenal v Brentford
Jordan Henderson,40/1,22/1,40/1,300/1,500/1,Arsenal v Brentford
Michael Kayode,50/1,28/1,50/1,300/1,500/1,Arsenal v Brentford
Yehor Yarmolyuk,40/1,16/1,40/1,250/1,500/1,Arsenal v Brentford
Danny Welbeck,23/5,7/5,23/5,15/2,33/1,Brighton v Aston Villa
Stefanos Tzimas,5/1,13/8,5/1,9/1,40/1,Brighton v Aston Villa
Charalampos Kostoulas,7/1,9/4,7/1,12/1,50/1,Brighton v Aston Villa
Yankuba Minteh,9/1,3/1,9/1,18/1,66/1,Brighton v Aston Villa
Georginio Rutter,9/1,3/1,9/1,18/1,66/1,Brighton v Aston Villa
Brajan Gruda,11/1,15/4,11/1,28/1,100/1,Brighton v Aston Villa
Diego Gomez,11/1,4/1,11/1,28/1,100/1,Brighton v Aston Villa
Jack Hinshelwood,14/1,11/2,14/1,40/1,250/1,Brighton v Aston Villa
Ferdi Kadioglu,14/1,11/2,14/1,40/1,250/1,Brighton v Aston Villa
Yasin Ayari,16/1,6/1,16/1,40/1,300/1,Brighton v Aston Villa
Maxim De Cuyper,14/1,5/1,14/1,40/1,200/1,Brighton v Aston Villa
Carlos Baleba,22/1,17/2,22/1,66/1,500/1,Brighton v Aston Villa
Lewis Dunk,25/1,10/1,25/1,66/1,500/1,Brighton v Aston Villa
Mats Wieffer,25/1,10/1,25/1,66/1,500/1,Brighton v Aston Villa
Jan Paul van Hecke,28/1,12/1,28/1,100/1,500/1,Brighton v Aston Villa
Olivier Boscagli,28/1,12/1,28/1,100/1,500/1,Brighton v Aston Villa
Diego Coppola,28/1,12/1,28/1,100/1,500/1,Brighton v Aston Villa
Joel Veltman,33/1,16/1,33/1,200/1,500/1,Brighton v Aston Villa
Donyell Malen,13/2,21/10,13/2,12/1,50/1,Brighton v Aston Villa
Ollie Watkins,13/2,2/1,13/2,12/1,50/1,Brighton v Aston Villa
Evann Guessand,9/1,3/1,9/1,18/1,80/1,Brighton v Aston Villa
Morgan Rogers,10/1,10/3,10/1,20/1,80/1,Brighton v Aston Villa
John McGinn,12/1,17/4,12/1,28/1,100/1,Brighton v Aston Villa
Emi Buendia,14/1,24/5,14/1,33/1,200/1,Brighton v Aston Villa
Jadon Sancho,14/1,24/5,14/1,33/1,200/1,Brighton v Aston Villa
Youri Tielemans,16/1,6/1,16/1,40/1,300/1,Brighton v Aston Villa
Ross Barkley,14/1,11/2,14/1,40/1,250/1,Brighton v Aston Villa
Amadou Onana,22/1,9/1,22/1,66/1,500/1,Brighton v Aston Villa
Matty Cash,25/1,10/1,25/1,80/1,500/1,Brighton v Aston Villa
Ian Maatsen,25/1,10/1,25/1,80/1,500/1,Brighton v Aston Villa
Pau Torres,33/1,14/1,33/1,150/1,500/1,Brighton v Aston Villa
Ezri Konsa,40/1,18/1,40/1,300/1,500/1,Brighton v Aston Villa
Lucas Digne,40/1,18/1,40/1,300/1,500/1,Brighton v Aston Villa
Boubacar Kamara,40/1,18/1,40/1,300/1,500/1,Brighton v Aston Villa
Victor Lindelof,40/1,18/1,40/1,300/1,500/1,Brighton v Aston Villa
Lamare Bogarde,40/1,18/1,40/1,300/1,500/1,Brighton v Aston Villa
Zian Flemming,15/2,5/2,15/2,14/1,66/1,Burnley v Crystal Palace
Lyle Foster,9/1,3/1,9/1,18/1,66/1,Burnley v Crystal Palace
Armando Broja,9/1,3/1,9/1,18/1,66/1,Burnley v Crystal Palace
Jaidon Anthony,10/1,17/5,10/1,22/1,80/1,Burnley v Crystal Palace
Jacob Bruun Larsen,10/1,15/4,10/1,25/1,100/1,Burnley v Crystal Palace
Marcus Edwards,12/1,24/5,12/1,33/1,200/1,Burnley v Crystal Palace
Loum Tchaouna,14/1,5/1,14/1,40/1,200/1,Burnley v Crystal Palace
Lesley Ugochukwu,20/1,15/2,20/1,50/1,500/1,Burnley v Crystal Palace
Josh Laurent,25/1,10/1,25/1,80/1,500/1,Burnley v Crystal Palace
Hannibal Mejbri,22/1,9/1,22/1,66/1,500/1,Burnley v Crystal Palace
Josh Cullen,28/1,12/1,28/1,100/1,500/1,Burnley v Crystal Palace
Florentino Luis,28/1,12/1,28/1,100/1,500/1,Burnley v Crystal Palace
Hjalmar Ekdal,40/1,18/1,40/1,250/1,500/1,Burnley v Crystal Palace
Quilindschy Hartman,40/1,20/1,40/1,300/1,500/1,Burnley v Crystal Palace
Lucas Pires,40/1,20/1,40/1,300/1,500/1,Burnley v Crystal Palace
Maxime Esteve,50/1,25/1,50/1,300/1,500/1,Burnley v Crystal Palace
Kyle Walker,50/1,33/1,50/1,300/1,500/1,Burnley v Crystal Palace
Axel Tuanzebe,50/1,33/1,50/1,300/1,500/1,Burnley v Crystal Palace
Jean-Philippe Mateta,3/1,Evs,3/1,5/1,18/1,Burnley v Crystal Palace
Eddie Nketiah,19/4,31/20,19/4,17/2,33/1,Burnley v Crystal Palace
Ismaila Sarr,6/1,21/10,6/1,12/1,50/1,Burnley v Crystal Palace
Christantus Uche,7/1,12/5,7/1,14/1,50/1,Burnley v Crystal Palace
Yeremy Pino,8/1,29/10,8/1,16/1,66/1,Burnley v Crystal Palace
Justin Devenny,10/1,7/2,10/1,22/1,80/1,Burnley v Crystal Palace
Daniel Munoz,12/1,24/5,12/1,33/1,200/1,Burnley v Crystal Palace
Daichi Kamada,11/1,4/1,11/1,28/1,100/1,Burnley v Crystal Palace
Jefferson Lerma,20/1,8/1,20/1,50/1,500/1,Burnley v Crystal Palace
Maxence Lacroix,22/1,17/2,22/1,66/1,500/1,Burnley v Crystal Palace
Will Hughes,22/1,9/1,22/1,66/1,500/1,Burnley v Crystal Palace
Marc Guehi,25/1,10/1,25/1,80/1,500/1,Burnley v Crystal Palace
Chris Richards,25/1,10/1,25/1,80/1,500/1,Burnley v Crystal Palace
Adam Wharton,25/1,10/1,25/1,80/1,500/1,Burnley v Crystal Palace
Borna Sosa,28/1,12/1,28/1,100/1,500/1,Burnley v Crystal Palace
Tyrick Mitchell,28/1,12/1,28/1,100/1,500/1,Burnley v Crystal Palace
Jaydee Canvot,33/1,14/1,33/1,200/1,500/1,Burnley v Crystal Palace
Nathaniel Clyne,40/1,18/1,40/1,250/1,500/1,Burnley v Crystal Palace
Jorgen Strand Larsen,5/1,9/5,5/1,10/1,40/1,Wolves v Nottingham Forest
Tolu Arokodare,7/1,5/2,7/1,14/1,50/1,Wolves v Nottingham Forest
Hwang Hee-chan,15/2,27/10,15/2,16/1,66/1,Wolves v Nottingham Forest
Jhon Arias,11/1,4/1,11/1,28/1,100/1,Wolves v Nottingham Forest
Marshall Munetsi,12/1,23/5,12/1,33/1,150/1,Wolves v Nottingham Forest
Jean-Ricner Bellegarde,16/1,6/1,16/1,50/1,300/1,Wolves v Nottingham Forest
Ladislav Krejci,18/1,15/2,18/1,50/1,500/1,Wolves v Nottingham Forest
Joao Gomes,22/1,9/1,22/1,66/1,500/1,Wolves v Nottingham Forest
Emmanuel Agbadou,25/1,11/1,25/1,80/1,500/1,Wolves v Nottingham Forest
Yerson Mosquera,25/1,11/1,25/1,80/1,500/1,Wolves v Nottingham Forest
Jackson Tchatchoua,28/1,12/1,28/1,100/1,500/1,Wolves v Nottingham Forest
Toti Gomes,33/1,14/1,33/1,200/1,500/1,Wolves v Nottingham Forest
Santiago Bueno,33/1,14/1,33/1,200/1,500/1,Wolves v Nottingham Forest
Hugo Bueno,33/1,14/1,33/1,200/1,500/1,Wolves v Nottingham Forest
David Moller Wolfe,33/1,14/1,33/1,200/1,500/1,Wolves v Nottingham Forest
Andre,40/1,20/1,40/1,300/1,500/1,Wolves v Nottingham Forest
Igor Jesus,5/1,9/5,5/1,10/1,40/1,Wolves v Nottingham Forest
Arnaud Kalimuendo,11/2,2/1,11/2,11/1,50/1,Wolves v Nottingham Forest
Morgan Gibbs-White,15/2,27/10,15/2,16/1,66/1,Wolves v Nottingham Forest
Dan Ndoye,9/1,17/5,9/1,20/1,80/1,Wolves v Nottingham Forest
James McAtee,9/1,17/5,9/1,20/1,80/1,Wolves v Nottingham Forest
Callum Hudson-Odoi,12/1,9/2,12/1,33/1,150/1,Wolves v Nottingham Forest
Omari Hutchinson,12/1,9/2,12/1,33/1,150/1,Wolves v Nottingham Forest
Ryan Yates,14/1,5/1,14/1,40/1,250/1,Wolves v Nottingham Forest
Elliot Anderson,16/1,13/2,16/1,50/1,300/1,Wolves v Nottingham Forest
Nicolas Dominguez,16/1,13/2,16/1,50/1,300/1,Wolves v Nottingham Forest
Ibrahim Sangare,22/1,9/1,22/1,66/1,500/1,Wolves v Nottingham Forest
Nikola Milenkovic,22/1,10/1,22/1,80/1,500/1,Wolves v Nottingham Forest
Neco Williams,22/1,10/1,22/1,80/1,500/1,Wolves v Nottingham Forest
Nicolo Savona,28/1,14/1,28/1,100/1,500/1,Wolves v Nottingham Forest
Murillo,28/1,14/1,28/1,100/1,500/1,Wolves v Nottingham Forest
Jair Cunha,28/1,14/1,28/1,100/1,500/1,Wolves v Nottingham Forest
Morato,33/1,16/1,33/1,250/1,500/1,Wolves v Nottingham Forest
Zach Abbott,33/1,16/1,33/1,250/1,500/1,Wolves v Nottingham Forest
Lukas Nmecha,7/1,21/10,7/1,12/1,50/1,Leeds v Chelsea
Joel Piroe,13/2,21/10,13/2,12/1,50/1,Leeds v Chelsea
Dominic Calvert-Lewin,7/1,9/4,7/1,12/1,50/1,Leeds v Chelsea
Daniel James,11/1,15/4,11/1,25/1,100/1,Leeds v Chelsea
Wilfried Gnonto,12/1,4/1,12/1,28/1,100/1,Leeds v Chelsea
Noah Okafor,12/1,17/4,12/1,28/1,100/1,Leeds v Chelsea
Brenden Aaronson,12/1,17/4,12/1,28/1,100/1,Leeds v Chelsea
Jack Harrison,14/1,24/5,14/1,33/1,200/1,Leeds v Chelsea
Ao Tanaka,22/1,9/1,22/1,66/1,500/1,Leeds v Chelsea
Pascal Struijk,28/1,12/1,28/1,100/1,500/1,Leeds v Chelsea
Jayden Bogle,28/1,12/1,28/1,100/1,500/1,Leeds v Chelsea
James Justin,28/1,12/1,28/1,100/1,500/1,Leeds v Chelsea
Jaka Bijol,33/1,14/1,33/1,100/1,500/1,Leeds v Chelsea
Joe Rodon,33/1,16/1,33/1,200/1,500/1,Leeds v Chelsea
Ilia Gruev,33/1,14/1,33/1,150/1,500/1,Leeds v Chelsea
Gabriel Gudmondsson,33/1,16/1,33/1,200/1,500/1,Leeds v Chelsea
Ethan Ampadu,33/1,16/1,33/1,200/1,500/1,Leeds v Chelsea
Cole Palmer,23/5,7/5,23/5,15/2,33/1,Leeds v Chelsea
Liam Delap,11/2,17/10,11/2,9/1,40/1,Leeds v Chelsea
Joao Pedro,11/2,17/10,11/2,9/1,40/1,Leeds v Chelsea
Estevao,11/2,9/5,11/2,10/1,40/1,Leeds v Chelsea
Enzo Fernandez,13/2,21/10,13/2,12/1,50/1,Leeds v Chelsea
Alejandro Garnacho,15/2,5/2,15/2,14/1,50/1,Leeds v Chelsea
Jamie Gittens,9/1,3/1,9/1,18/1,66/1,Leeds v Chelsea
Pedro Neto,11/1,15/4,11/1,25/1,100/1,Leeds v Chelsea
Andrey Santos,14/1,5/1,14/1,40/1,200/1,Leeds v Chelsea
Marc Cucurella,20/1,15/2,20/1,50/1,500/1,Leeds v Chelsea
Trevoh Chalobah,22/1,17/2,22/1,66/1,500/1,Leeds v Chelsea
Reece James,22/1,17/2,22/1,66/1,500/1,Leeds v Chelsea
Tosin Adarabioyo,28/1,11/1,28/1,80/1,500/1,Leeds v Chelsea
Benoit Badiashile,28/1,11/1,28/1,80/1,500/1,Leeds v Chelsea
Josh Acheampong,28/1,11/1,28/1,80/1,500/1,Leeds v Chelsea
Malo Gusto,28/1,12/1,28/1,100/1,500/1,Leeds v Chelsea
Wesley Fofana,33/1,14/1,33/1,150/1,500/1,Leeds v Chelsea
Mohamed Salah,15/4,Evs,15/4,5/1,18/1,Liverpool v Sunderland
Alexander Isak,15/4,19/20,15/4,5/1,16/1,Liverpool v Sunderland
Hugo Ekitike,9/2,6/5,9/2,13/2,25/1,Liverpool v Sunderland
Cody Gakpo,11/2,8/5,11/2,9/1,33/1,Liverpool v Sunderland
Federico Chiesa,13/2,19/10,13/2,11/1,40/1,Liverpool v Sunderland
Florian Wirtz,17/2,5/2,17/2,14/1,50/1,Liverpool v Sunderland
Rio Ngumoha,8/1,12/5,8/1,14/1,50/1,Liverpool v Sunderland
Dominik Szoboszlai,12/1,17/4,12/1,28/1,150/1,Liverpool v Sunderland
Alexis MacAllister,14/1,5/1,14/1,40/1,200/1,Liverpool v Sunderland
Curtis Jones,14/1,5/1,14/1,40/1,200/1,Liverpool v Sunderland
Virgil van Dijk,20/1,15/2,20/1,50/1,500/1,Liverpool v Sunderland
Ryan Gravenberch,20/1,15/2,20/1,50/1,500/1,Liverpool v Sunderland
Ibrahima Konate,25/1,9/1,25/1,66/1,500/1,Liverpool v Sunderland
Milos Kerkez,25/1,9/1,25/1,66/1,500/1,Liverpool v Sunderland
Andrew Robertson,28/1,12/1,28/1,100/1,500/1,Liverpool v Sunderland
Joe Gomez,33/1,14/1,33/1,150/1,500/1,Liverpool v Sunderland
Wilson Isidor,10/1,16/5,10/1,20/1,80/1,Liverpool v Sunderland
Brian Brobbey,10/1,3/1,10/1,18/1,80/1,Liverpool v Sunderland
Eliezer Mayenda,11/1,17/5,11/1,20/1,80/1,Liverpool v Sunderland
Bertrand Traore,16/1,5/1,16/1,40/1,200/1,Liverpool v Sunderland
Enzo Le Fee,16/1,11/2,16/1,40/1,250/1,Liverpool v Sunderland
Chemsdine Talbi,16/1,11/2,16/1,40/1,250/1,Liverpool v Sunderland
Simon Adingra,16/1,11/2,16/1,40/1,250/1,Liverpool v Sunderland
Romaine Mundle,16/1,11/2,16/1,40/1,250/1,Liverpool v Sunderland
Daniel Ballard,28/1,10/1,28/1,80/1,500/1,Liverpool v Sunderland
Granit Xhaka,33/1,12/1,33/1,100/1,500/1,Liverpool v Sunderland
Nordi Mukiele,33/1,14/1,33/1,150/1,500/1,Liverpool v Sunderland
Omar Alderete,33/1,14/1,33/1,150/1,500/1,Liverpool v Sunderland
Lutsharel Geertruida,33/1,14/1,33/1,100/1,500/1,Liverpool v Sunderland
Trai Hume,40/1,16/1,40/1,250/1,500/1,Liverpool v Sunderland
Noah Sadiki,40/1,18/1,40/1,250/1,500/1,Liverpool v Sunderland
Reinildo Mandava,50/1,28/1,50/1,300/1,500/1,Liverpool v Sunderland
Bryan Mbeumo,5/1,13/10,5/1,13/2,28/1,Man Utd v West Ham
Matheus Cunha,5/1,13/10,5/1,13/2,28/1,Man Utd v West Ham
Bruno Fernandes,13/2,7/4,13/2,9/1,40/1,Man Utd v West Ham
Joshua Zirkzee,11/2,29/20,11/2,8/1,33/1,Man Utd v West Ham
Amad Diallo,9/1,13/5,9/1,14/1,66/1,Man Utd v West Ham
Mason Mount,9/1,14/5,9/1,16/1,66/1,Man Utd v West Ham
Casemiro,12/1,15/4,12/1,28/1,100/1,Man Utd v West Ham
Kobbie Mainoo,12/1,15/4,12/1,28/1,100/1,Man Utd v West Ham
Matthijs de Ligt,18/1,6/1,18/1,50/1,300/1,Man Utd v West Ham
Patrick Dorgu,18/1,6/1,18/1,50/1,300/1,Man Utd v West Ham
Diogo Dalot,25/1,9/1,25/1,66/1,500/1,Man Utd v West Ham
Leny Yoro,25/1,9/1,25/1,66/1,500/1,Man Utd v West Ham
Manuel Ugarte,25/1,9/1,25/1,66/1,500/1,Man Utd v West Ham
Ayden Heaven,25/1,9/1,25/1,66/1,500/1,Man Utd v West Ham
Lisandro Martinez,25/1,9/1,25/1,66/1,500/1,Man Utd v West Ham
Noussair Mazraoui,33/1,12/1,33/1,100/1,500/1,Man Utd v West Ham
Luke Shaw,40/1,20/1,40/1,300/1,500/1,Man Utd v West Ham
Jarrod Bowen,17/2,12/5,17/2,14/1,50/1,Man Utd v West Ham
Callum Wilson,8/1,23/10,8/1,12/1,50/1,Man Utd v West Ham
Niclas Fullkrug,9/1,14/5,9/1,16/1,66/1,Man Utd v West Ham
Tomas Soucek,14/1,23/5,14/1,33/1,200/1,Man Utd v West Ham
Crysencio Summerville,16/1,5/1,16/1,40/1,250/1,Man Utd v West Ham
Luis Guilherme,18/1,6/1,18/1,40/1,300/1,Man Utd v West Ham
Mateus Fernandes,22/1,8/1,22/1,66/1,500/1,Man Utd v West Ham
Konstantinos Mavropanos,28/1,11/1,28/1,100/1,500/1,Man Utd v West Ham
El Hadji Malick Diouf,28/1,11/1,28/1,100/1,500/1,Man Utd v West Ham
Kyle Walker-Peters,40/1,16/1,40/1,200/1,500/1,Man Utd v West Ham
Max Kilman,40/1,16/1,40/1,200/1,500/1,Man Utd v West Ham
Aaron Wan-Bissaka,40/1,18/1,40/1,250/1,500/1,Man Utd v West Ham
Freddie Potts,40/1,18/1,40/1,250/1,500/1,Man Utd v West Ham
Guido Rodriguez,40/1,16/1,40/1,200/1,500/1,Man Utd v West Ham
Soungoutou Magassa,50/1,22/1,50/1,300/1,500/1,Man Utd v West Ham
Jean-Clair Todibo,50/1,22/1,50/1,300/1,500/1,Man Utd v West Ham
Igor,50/1,28/1,50/1,300/1,500/1,Man Utd v West Ham
