player names,first score,anytime score,last score,two or more,hatrick,contest
Sven Botman,28/1,11/1,28/1,80/1,500/1,Wolves v Newcastle
Lewis Hall,33/1,14/1,33/1,150/1,500/1,Wolves v Newcastle
Kieran Trippier,50/1,22/1,50/1,300/1,500/1,Wolves v Newcastle
Tino Livramento,50/1,22/1,50/1,300/1,500/1,Wolves v Newcastle
Ollie Watkins,15/4,21/20,15/4,11/2,18/1,Aston Villa v Everton
Morgan Rogers,11/2,17/10,11/2,10/1,40/1,Aston Villa v Everton
Emiliano Buendia,8/1,5/2,8/1,14/1,66/1,Aston Villa v Everton
Jadon Sancho,9/1,29/10,9/1,16/1,66/1,Aston Villa v Everton
John McGinn,10/1,7/2,10/1,22/1,80/1,Aston Villa v Everton
Youri Tielemans,14/1,24/5,14/1,33/1,200/1,Aston Villa v Everton
Matty Cash,20/1,8/1,20/1,50/1,500/1,Aston Villa v Everton
Ian Maatsen,22/1,17/2,22/1,66/1,500/1,Aston Villa v Everton
Pau Torres,28/1,11/1,28/1,80/1,500/1,Aston Villa v Everton
Andres Garcia,28/1,11/1,28/1,80/1,500/1,Aston Villa v Everton
Boubacar Kamara,28/1,11/1,28/1,80/1,500/1,Aston Villa v Everton
Ezri Konsa,28/1,12/1,28/1,100/1,500/1,Aston Villa v Everton
Tyrone Mings,28/1,12/1,28/1,100/1,500/1,Aston Villa v Everton
Lucas Digne,28/1,12/1,28/1,100/1,500/1,Aston Villa v Everton
Victor Lindelof,33/1,14/1,33/1,150/1,500/1,Aston Villa v Everton
Lamare Bogarde,33/1,14/1,33/1,150/1,500/1,Aston Villa v Everton
Thierno Barry,7/1,21/10,7/1,12/1,50/1,Aston Villa v Everton
Beto,7/1,21/10,7/1,12/1,50/1,Aston Villa v Everton
Tyler Dibling,14/1,5/1,14/1,40/1,250/1,Aston Villa v Everton
Jack Grealish,14/1,5/1,14/1,40/1,250/1,Aston Villa v Everton
Dwight McNeil,16/1,11/2,16/1,40/1,250/1,Aston Villa v Everton
Merlin Rohl,16/1,11/2,16/1,40/1,250/1,Aston Villa v Everton
Harrison Armstrong,18/1,13/2,18/1,50/1,300/1,Aston Villa v Everton
James Tarkowski,28/1,12/1,28/1,100/1,500/1,Aston Villa v Everton
Jake O'Brien,28/1,12/1,28/1,100/1,500/1,Aston Villa v Everton
Tim Iroegbunam,28/1,12/1,28/1,100/1,500/1,Aston Villa v Everton
James Garner,28/1,12/1,28/1,100/1,500/1,Aston Villa v Everton
Adam Aznou,28/1,12/1,28/1,100/1,500/1,Aston Villa v Everton
Reece Welch,40/1,16/1,40/1,200/1,500/1,Aston Villa v Everton
Elijah Campbell,40/1,16/1,40/1,200/1,500/1,Aston Villa v Everton
Nathan Patterson,40/1,18/1,40/1,250/1,500/1,Aston Villa v Everton
Vitaliy Mykolenko,50/1,22/1,50/1,300/1,500/1,Aston Villa v Everton
Danny Welbeck,24/5,6/5,24/5,13/2,25/1,Brighton v Bournemouth
Charalampos Kostoulas,11/2,6/4,11/2,17/2,33/1,Brighton v Bournemouth
Georginio Rutter,6/1,8/5,6/1,9/1,33/1,Brighton v Bournemouth
Tom Watson,7/1,2/1,7/1,11/1,50/1,Brighton v Bournemouth
Kaoru Mitoma,8/1,23/10,8/1,12/1,50/1,Brighton v Bournemouth
Yankuba Minteh,17/2,12/5,17/2,14/1,50/1,Brighton v Bournemouth
Diego Gomez,9/1,13/5,9/1,16/1,66/1,Brighton v Bournemouth
Brajan Gruda,10/1,3/1,10/1,18/1,80/1,Brighton v Bournemouth
Pascal Gross,11/1,16/5,11/1,20/1,80/1,Brighton v Bournemouth
James Milner,12/1,15/4,12/1,25/1,100/1,Brighton v Bournemouth
Maxime De Cuyper,12/1,4/1,12/1,28/1,100/1,Brighton v Bournemouth
Jack Hinshelwood,14/1,23/5,14/1,33/1,150/1,Brighton v Bournemouth
Yasin Ayari,16/1,5/1,16/1,40/1,250/1,Brighton v Bournemouth
Ferdi Kadioglu,20/1,7/1,20/1,50/1,400/1,Brighton v Bournemouth
Jan Paul van Hecke,22/1,17/2,22/1,66/1,500/1,Brighton v Bournemouth
Olivier Boscagli,22/1,17/2,22/1,66/1,500/1,Brighton v Bournemouth
Lewis Dunk,25/1,9/1,25/1,66/1,500/1,Brighton v Bournemouth
Diego Coppola,28/1,10/1,28/1,80/1,500/1,Brighton v Bournemouth
Joel Veltman,33/1,14/1,33/1,150/1,500/1,Brighton v Bournemouth
Eli Junior Kroupi,15/2,21/10,15/2,12/1,50/1,Brighton v Bournemouth
Enes Unal,15/2,21/10,15/2,12/1,50/1,Brighton v Bournemouth
Evanilson,8/1,11/5,8/1,12/1,50/1,Brighton v Bournemouth
Marcus Tavernier,11/1,16/5,11/1,20/1,80/1,Brighton v Bournemouth
Amine Adli,12/1,18/5,12/1,25/1,100/1,Brighton v Bournemouth
David Brooks,12/1,15/4,12/1,28/1,100/1,Brighton v Bournemouth
Alex Scott,25/1,9/1,25/1,66/1,500/1,Brighton v Bournemouth
Alejandro Jimenez,33/1,12/1,33/1,100/1,500/1,Brighton v Bournemouth
Marcos Senesi,33/1,12/1,33/1,100/1,500/1,Brighton v Bournemouth
Lewis Cook,33/1,14/1,33/1,150/1,500/1,Brighton v Bournemouth
Bafode Diakite,33/1,14/1,33/1,150/1,500/1,Brighton v Bournemouth
Veljko Milosavljevic,33/1,14/1,33/1,150/1,500/1,Brighton v Bournemouth
Adrien Truffert,40/1,14/1,40/1,200/1,500/1,Brighton v Bournemouth
Julio Soler,40/1,14/1,40/1,200/1,500/1,Brighton v Bournemouth
James Hill,40/1,18/1,40/1,250/1,500/1,Brighton v Bournemouth
Adam Smith,40/1,18/1,40/1,250/1,500/1,Brighton v Bournemouth
