player names,first score,anytime score,last score,two or more,hatrick,contest
Oliver Sonne,25/1,10/1,28/1,80/1,500/1,Man Utd v Burnley
Hannibal Mejbri,25/1,10/1,25/1,66/1,500/1,Man Utd v Burnley
Hjalmar Ekdal,33/1,12/1,33/1,100/1,500/1,Man Utd v Burnley
Lesley Ugochukwu,33/1,12/1,33/1,150/1,500/1,Man Utd v Burnley
Josh Cullen,33/1,14/1,33/1,150/1,500/1,Man Utd v Burnley
Bashir Humphreys,40/1,16/1,40/1,200/1,500/1,Man Utd v Burnley
Lucas Pires,33/1,14/1,33/1,150/1,500/1,Man Utd v Burnley
Hannes Delcroix,40/1,18/1,40/1,250/1,500/1,Man Utd v Burnley
Quilindschy Hartman,50/1,22/1,50/1,300/1,500/1,Man Utd v Burnley
Maxime Esteve,50/1,28/1,50/1,300/1,500/1,Man Utd v Burnley
Joe Worrall,66/1,33/1,66/1,300/1,500/1,Man Utd v Burnley
Axel Tuanzebe,66/1,33/1,66/1,300/1,500/1,Man Utd v Burnley
Kyle Walker,66/1,40/1,66/1,300/1,500/1,Man Utd v Burnley
No Goalscorer (either team),12/1,21/20,15/4,11/2,18/1,Man Utd v Burnley
Benjamin Sesko,15/4,17/10,11/2,10/1,40/1,Man Utd v Burnley
Bruno Fernandes,11/2,29/20,5/1,17/2,33/1,Man Utd v Burnley
Matheus Cunha,5/1,31/20,5/1,17/2,33/1,Man Utd v Burnley
Chido Obi,5/1,2/1,13/2,12/1,50/1,Man Utd v Burnley
Bryan Mbeumo,13/2,2/1,13/2,12/1,50/1,Man Utd v Burnley
Rasmus Hojlund,13/2,19/10,6/1,11/1,40/1,Man Utd v Burnley
Joshua Zirkzee,6/1,11/5,7/1,12/1,50/1,Man Utd v Burnley
Mason Mount,7/1,2/1,17/2,14/1,66/1,Man Utd v Burnley
Amad Diallo,13/2,23/5,14/1,33/1,150/1,Man Utd v Burnley
Casemiro,14/1,17/4,12/1,33/1,150/1,Man Utd v Burnley
Kobbie Mainoo,12/1,5/1,14/1,33/1,200/1,Man Utd v Burnley
Diego Leon,14/1,13/2,18/1,50/1,300/1,Man Utd v Burnley
Harry Maguire,18/1,7/1,20/1,50/1,400/1,Man Utd v Burnley
Leny Yoro,20/1,13/2,18/1,50/1,400/1,Man Utd v Burnley
Matthijs de Ligt,18/1,7/1,20/1,50/1,400/1,Man Utd v Burnley
Diogo Dalot,20/1,8/1,20/1,50/1,500/1,Man Utd v Burnley
Patrick Dorgu,20/1,9/1,22/1,66/1,500/1,Man Utd v Burnley
Ayden Heaven,22/1,9/1,25/1,66/1,500/1,Man Utd v Burnley
Manuel Ugarte,25/1,12/1,28/1,100/1,500/1,Man Utd v Burnley
Noussair Mazraoui,28/1,14/1,33/1,200/1,500/1,Man Utd v Burnley
Tyler Fredricson,33/1,18/1,40/1,250/1,500/1,Man Utd v Burnley
Eliezer Mayenda,6/1,21/10,6/1,12/1,50/1,Sunderland v Brentford
Wilson Isidor,6/1,11/5,6/1,12/1,50/1,Sunderland v Brentford
Marc Guiu,13/2,23/10,13/2,14/1,50/1,Sunderland v Brentford
Simon Adingra,10/1,18/5,10/1,25/1,100/1,Sunderland v Brentford
Chemsdine Talbi,12/1,9/2,12/1,33/1,150/1,Sunderland v Brentford
Chris Rigg,12/1,24/5,12/1,33/1,200/1,Sunderland v Brentford
Patrick Roberts,12/1,24/5,12/1,33/1,200/1,Sunderland v Brentford
Habib Diarra,14/1,11/2,14/1,40/1,250/1,Sunderland v Brentford
Granit Xhaka,22/1,9/1,22/1,66/1,500/1,Sunderland v Brentford
Trai Hume,25/1,11/1,25/1,80/1,500/1,Sunderland v Brentford
Omar Alderete,25/1,11/1,25/1,80/1,500/1,Sunderland v Brentford
Jenson Seelt,28/1,12/1,28/1,100/1,500/1,Sunderland v Brentford
Dan Neil,28/1,12/1,28/1,100/1,500/1,Sunderland v Brentford
Nordi Mukiele,28/1,12/1,28/1,100/1,500/1,Sunderland v Brentford
Noah Sadiki,33/1,14/1,33/1,150/1,500/1,Sunderland v Brentford
Arthur Masuaku,33/1,16/1,33/1,200/1,500/1,Sunderland v Brentford
Reinildo Mandava,40/1,18/1,40/1,300/1,500/1,Sunderland v Brentford
Igor Thiago,24/5,13/8,24/5,9/1,40/1,Sunderland v Brentford
Yoane Wissa,24/5,13/8,24/5,9/1,40/1,Sunderland v Brentford
Fabio Carvalho,13/2,23/10,13/2,12/1,50/1,Sunderland v Brentford
Kevin Schade,7/1,12/5,7/1,14/1,50/1,Sunderland v Brentford
Dango Ouattara,8/1,29/10,8/1,16/1,66/1,Sunderland v Brentford
Antoni Milambo,10/1,15/4,10/1,28/1,100/1,Sunderland v Brentford
Paris Maghoma,14/1,5/1,14/1,40/1,250/1,Sunderland v Brentford
Mikkel Damsgaard,16/1,6/1,16/1,50/1,300/1,Sunderland v Brentford
Mathias Jensen,20/1,17/2,20/1,66/1,500/1,Sunderland v Brentford
Yehor Yarmolyuk,22/1,9/1,22/1,66/1,500/1,Sunderland v Brentford
Keane Lewis-Potter,25/1,10/1,25/1,80/1,500/1,Sunderland v Brentford
Frank Onyeka,22/1,9/1,22/1,66/1,500/1,Sunderland v Brentford
Nathan Collins,25/1,11/1,25/1,80/1,500/1,Sunderland v Brentford
Jordan Henderson,25/1,10/1,25/1,80/1,500/1,Sunderland v Brentford
Ethan Pinnock,25/1,11/1,25/1,80/1,500/1,Sunderland v Brentford
Sepp Van den Berg,28/1,14/1,28/1,150/1,500/1,Sunderland v Brentford
Kristoffer Ajer,28/1,14/1,28/1,150/1,500/1,Sunderland v Brentford
Michael Kayode,33/1,14/1,33/1,200/1,500/1,Sunderland v Brentford
Aaron Hickey,33/1,14/1,33/1,200/1,500/1,Sunderland v Brentford
Rico Henry,40/1,18/1,40/1,250/1,500/1,Sunderland v Brentford
Dominic Solanke,15/4,Evs,15/4,5/1,18/1,Tottenham v Bournemouth
Richarlison,17/4,11/10,17/4,6/1,22/1,Tottenham v Bournemouth
Brennan Johnson,13/2,19/10,13/2,11/1,40/1,Tottenham v Bournemouth
Mathys Tel,7/1,2/1,7/1,12/1,50/1,Tottenham v Bournemouth
Mohammed Kudus,15/2,21/10,15/2,12/1,50/1,Tottenham v Bournemouth
Wilson Odobert,9/1,27/10,9/1,16/1,66/1,Tottenham v Bournemouth
Luka Vuskovic,14/1,19/4,14/1,33/1,150/1,Tottenham v Bournemouth
Pape Matar Sarr,14/1,9/2,14/1,33/1,150/1,Tottenham v Bournemouth
Joao Palhinha,16/1,5/1,16/1,40/1,250/1,Tottenham v Bournemouth
Lucas Bergvall,18/1,6/1,18/1,40/1,300/1,Tottenham v Bournemouth
Rodrigo Bentancur,20/1,7/1,20/1,50/1,400/1,Tottenham v Bournemouth
Pedro Porro,22/1,15/2,22/1,50/1,500/1,Tottenham v Bournemouth
Cristian Romero,22/1,15/2,22/1,50/1,500/1,Tottenham v Bournemouth
Micky van de Ven,25/1,9/1,25/1,66/1,500/1,Tottenham v Bournemouth
Archie Gray,28/1,11/1,28/1,80/1,500/1,Tottenham v Bournemouth
Ben Davies,28/1,11/1,28/1,80/1,500/1,Tottenham v Bournemouth
Djed Spence,28/1,12/1,28/1,100/1,500/1,Tottenham v Bournemouth
Kevin Danso,28/1,12/1,28/1,100/1,500/1,Tottenham v Bournemouth
Evanilson,7/1,19/10,7/1,11/1,50/1,Tottenham v Bournemouth
Eli Kroupi Jr,8/1,23/10,8/1,12/1,50/1,Tottenham v Bournemouth
Justin Kluivert,9/1,13/5,9/1,16/1,66/1,Tottenham v Bournemouth
Antoine Semenyo,17/2,5/2,17/2,14/1,66/1,Tottenham v Bournemouth
Amine Adli,12/1,15/4,12/1,28/1,100/1,Tottenham v Bournemouth
David Brooks,14/1,5/1,14/1,40/1,200/1,Tottenham v Bournemouth
Ben Doak,14/1,5/1,14/1,40/1,200/1,Tottenham v Bournemouth
Marcus Tavernier,18/1,6/1,18/1,40/1,300/1,Tottenham v Bournemouth
Ryan Christie,22/1,8/1,22/1,50/1,500/1,Tottenham v Bournemouth
Bafode Diakite,25/1,9/1,25/1,66/1,500/1,Tottenham v Bournemouth
Marcos Senesi,28/1,10/1,28/1,80/1,500/1,Tottenham v Bournemouth
Alex Scott,28/1,12/1,28/1,100/1,500/1,Tottenham v Bournemouth
Adrien Truffert,33/1,12/1,33/1,100/1,500/1,Tottenham v Bournemouth
Tyler Adams,33/1,14/1,33/1,150/1,500/1,Tottenham v Bournemouth
Julio Soler,40/1,18/1,40/1,250/1,500/1,Tottenham v Bournemouth
James Hill,40/1,18/1,40/1,250/1,500/1,Tottenham v Bournemouth
Adam Smith,50/1,25/1,50/1,300/1,500/1,Tottenham v Bournemouth
Jorgen Strand Larsen,19/4,13/8,19/4,9/1,40/1,Wolves v Everton
Hwang Hee-chan,11/2,2/1,11/2,12/1,50/1,Wolves v Everton
Marshall Munetsi,9/1,7/2,9/1,22/1,80/1,Wolves v Everton
Fernando Lopez,9/1,7/2,9/1,22/1,80/1,Wolves v Everton
Jhon Arias,11/1,4/1,11/1,28/1,100/1,Wolves v Everton
Rodrigo Gomes,14/1,6/1,14/1,40/1,300/1,Wolves v Everton
Jean-Ricner Bellegarde,14/1,6/1,14/1,40/1,300/1,Wolves v Everton
Joao Gomes,18/1,8/1,18/1,50/1,500/1,Wolves v Everton
David Moller Wolfe,20/1,17/2,20/1,66/1,500/1,Wolves v Everton
Yerson Mosquera,22/1,10/1,22/1,66/1,500/1,Wolves v Everton
Ki-Jana Hoever,22/1,10/1,22/1,80/1,500/1,Wolves v Everton
Matt Doherty,28/1,12/1,28/1,100/1,500/1,Wolves v Everton
Jackson Tchatchoua,28/1,12/1,28/1,100/1,500/1,Wolves v Everton
Emmanuel Agbadou,33/1,14/1,33/1,150/1,500/1,Wolves v Everton
Toti Gomes,33/1,14/1,33/1,150/1,500/1,Wolves v Everton
Hugo Bueno,33/1,14/1,33/1,150/1,500/1,Wolves v Everton
Santiago Bueno,33/1,16/1,33/1,200/1,500/1,Wolves v Everton
Andre,33/1,18/1,33/1,250/1,500/1,Wolves v Everton
Thierno Barry,13/2,12/5,13/2,14/1,50/1,Wolves v Everton
Iliman Ndiaye,7/1,5/2,7/1,14/1,66/1,Wolves v Everton
Beto,13/2,5/2,13/2,14/1,50/1,Wolves v Everton
Carlos Alcaraz,10/1,15/4,10/1,25/1,100/1,Wolves v Everton
Dwight McNeil,11/1,17/4,11/1,28/1,150/1,Wolves v Everton
Tyler Dibling,11/1,17/4,11/1,28/1,150/1,Wolves v Everton
Kiernan Dewsbury-Hall,12/1,24/5,12/1,33/1,200/1,Wolves v Everton
Jack Grealish,12/1,5/1,12/1,40/1,200/1,Wolves v Everton
Jake O'Brien,22/1,9/1,22/1,66/1,500/1,Wolves v Everton
James Tarkowski,25/1,11/1,25/1,80/1,500/1,Wolves v Everton
Michael Keane,25/1,12/1,25/1,100/1,500/1,Wolves v Everton
Tim Iroegbunam,25/1,12/1,25/1,100/1,500/1,Wolves v Everton
James Garner,28/1,12/1,28/1,100/1,500/1,Wolves v Everton
Idrissa Gueye,28/1,14/1,28/1,150/1,500/1,Wolves v Everton
Adam Aznou,33/1,16/1,33/1,200/1,500/1,Wolves v Everton
Joel Piroe,13/2,21/10,13/2,12/1,50/1,Leeds v Newcastle
Lukas Nmecha,7/1,11/5,7/1,12/1,50/1,Leeds v Newcastle
Daniel James,10/1,10/3,10/1,20/1,80/1,Leeds v Newcastle
Wilfried Gnonto,10/1,17/5,10/1,22/1,80/1,Leeds v Newcastle
Noah Okafor,10/1,10/3,10/1,20/1,80/1,Leeds v Newcastle
Brenden Aaronson,12/1,17/4,12/1,33/1,150/1,Leeds v Newcastle
Jack Harrison,12/1,17/4,12/1,33/1,150/1,Leeds v Newcastle
Anton Stach,16/1,6/1,16/1,40/1,300/1,Leeds v Newcastle
Jayden Bogle,20/1,8/1,20/1,50/1,500/1,Leeds v Newcastle
Sean Longstaff,20/1,8/1,20/1,50/1,500/1,Leeds v Newcastle
Pascal Struijk,22/1,9/1,22/1,66/1,500/1,Leeds v Newcastle
Sebastiaan Bornauw,25/1,9/1,25/1,66/1,500/1,Leeds v Newcastle
Jaka Bijol,28/1,12/1,28/1,100/1,500/1,Leeds v Newcastle
Gabriel Gudmundsson,33/1,14/1,33/1,150/1,500/1,Leeds v Newcastle
Sam Byram,33/1,14/1,33/1,150/1,500/1,Leeds v Newcastle
Ilia Gruev,33/1,16/1,33/1,200/1,500/1,Leeds v Newcastle
Joe Rodon,40/1,18/1,40/1,250/1,500/1,Leeds v Newcastle
William Osula,11/2,15/8,11/2,10/1,40/1,Leeds v Newcastle
Harvey Barnes,13/2,2/1,13/2,12/1,50/1,Leeds v Newcastle
Anthony Elanga,8/1,5/2,8/1,14/1,66/1,Leeds v Newcastle
Jacob Murphy,17/2,29/10,17/2,16/1,66/1,Leeds v Newcastle
Joe Willock,12/1,23/5,12/1,33/1,150/1,Leeds v Newcastle
Bruno Guimaraes,14/1,5/1,14/1,40/1,250/1,Leeds v Newcastle
Jacob Ramsey,14/1,5/1,14/1,40/1,200/1,Leeds v Newcastle
Joelinton,14/1,24/5,14/1,33/1,200/1,Leeds v Newcastle
Sandro Tonali,16/1,13/2,16/1,50/1,300/1,Leeds v Newcastle
Lewis Miley,16/1,6/1,16/1,40/1,300/1,Leeds v Newcastle
Dan Burn,28/1,11/1,28/1,80/1,500/1,Leeds v Newcastle
Sven Botman,28/1,11/1,28/1,80/1,500/1,Leeds v Newcastle
Jamaal Lascelles,28/1,11/1,28/1,80/1,500/1,Leeds v Newcastle
Malick Thiaw,28/1,12/1,28/1,100/1,500/1,Leeds v Newcastle
Lewis Hall,33/1,14/1,33/1,150/1,500/1,Leeds v Newcastle
Kieran Trippier,33/1,16/1,33/1,200/1,500/1,Leeds v Newcastle
Emil Krafth,33/1,16/1,33/1,200/1,500/1,Leeds v Newcastle
Tino Livramento,40/1,18/1,40/1,300/1,500/1,Leeds v Newcastle
Danny Welbeck,15/2,21/10,15/2,12/1,50/1,Brighton v Man City
Georginio Rutter,9/1,14/5,9/1,16/1,66/1,Brighton v Man City
Matt O'Riley,11/1,10/3,11/1,22/1,80/1,Brighton v Man City
Kaoru Mitoma,11/1,10/3,11/1,22/1,80/1,Brighton v Man City
Yankuba Minteh,12/1,15/4,12/1,28/1,100/1,Brighton v Man City
Brajan Gruda,12/1,17/4,12/1,33/1,150/1,Brighton v Man City
Jack Hinshelwood,18/1,13/2,18/1,50/1,400/1,Brighton v Man City
Diego Gomez,18/1,13/2,18/1,50/1,400/1,Brighton v Man City
Ferdi Kadioglu,20/1,15/2,20/1,50/1,500/1,Brighton v Man City
Yasin Ayari,22/1,9/1,22/1,66/1,500/1,Brighton v Man City
Mats Wieffer,25/1,9/1,25/1,66/1,500/1,Brighton v Man City
Carlos Baleba,22/1,9/1,22/1,66/1,500/1,Brighton v Man City
Maxim De Cuyper,25/1,9/1,25/1,66/1,500/1,Brighton v Man City
James Milner,25/1,9/1,25/1,66/1,500/1,Brighton v Man City
Diego Coppola,33/1,12/1,33/1,100/1,500/1,Brighton v Man City
Lewis Dunk,33/1,12/1,33/1,150/1,500/1,Brighton v Man City
Olivier Boscagli,40/1,14/1,40/1,200/1,500/1,Brighton v Man City
Jan Paul van Hecke,40/1,18/1,40/1,250/1,500/1,Brighton v Man City
Joel Veltman,50/1,25/1,50/1,300/1,500/1,Brighton v Man City
Erling Haaland,3/1,4/5,3/1,15/4,12/1,Brighton v Man City
Omar Marmoush,11/2,13/8,11/2,9/1,40/1,Brighton v Man City
Phil Foden,15/2,9/4,15/2,12/1,50/1,Brighton v Man City
Rayan Cherki,9/1,11/4,9/1,14/1,66/1,Brighton v Man City
Oscar Bobb,9/1,3/1,9/1,18/1,66/1,Brighton v Man City
Tijjani Reijnders,10/1,16/5,10/1,20/1,80/1,Brighton v Man City
Jeremy Doku,11/1,7/2,11/1,25/1,100/1,Brighton v Man City
Bernardo Silva,14/1,24/5,14/1,33/1,200/1,Brighton v Man City
Ilkay Gundogan,14/1,5/1,14/1,40/1,200/1,Brighton v Man City
Nico O'Reilly,16/1,5/1,16/1,40/1,250/1,Brighton v Man City
Rodri,18/1,6/1,18/1,50/1,300/1,Brighton v Man City
Rayan Ait-Nouri,18/1,13/2,18/1,50/1,400/1,Brighton v Man City
Nico Gonzalez,20/1,7/1,20/1,50/1,500/1,Brighton v Man City
Rico Lewis,22/1,17/2,22/1,66/1,500/1,Brighton v Man City
John Stones,22/1,17/2,22/1,66/1,500/1,Brighton v Man City
Matheus Nunes,20/1,7/1,20/1,50/1,500/1,Brighton v Man City
Nathan Ake,25/1,9/1,25/1,66/1,500/1,Brighton v Man City
Manuel Akanji,28/1,12/1,28/1,100/1,500/1,Brighton v Man City
Abdukodir Khusanov,28/1,12/1,28/1,100/1,500/1,Brighton v Man City
Ruben Dias,33/1,12/1,33/1,150/1,500/1,Brighton v Man City
Josko Gvardiol,18/1,13/2,18/1,50/1,400/1,Brighton v Man City
Chris Wood,10/3,21/20,10/3,5/1,18/1,Nottingham Forest v West Ham
Igor Jesus,23/5,29/20,23/5,8/1,33/1,Nottingham Forest v West Ham
Arnaud Kalimuendo,11/2,9/5,11/2,10/1,40/1,Nottingham Forest v West Ham
Dan Ndoye,15/2,5/2,15/2,14/1,66/1,Nottingham Forest v West Ham
Omari Hutchinson,8/1,11/4,8/1,14/1,66/1,Nottingham Forest v West Ham
Morgan Gibbs-White,8/1,11/4,8/1,14/1,66/1,Nottingham Forest v West Ham
Callum Hudson-Odoi,17/2,29/10,17/2,16/1,66/1,Nottingham Forest v West Ham
James McAtee,17/2,29/10,17/2,16/1,66/1,Nottingham Forest v West Ham
Douglas Luiz,14/1,11/2,14/1,40/1,300/1,Nottingham Forest v West Ham
Nikola Milenkovic,18/1,15/2,18/1,50/1,500/1,Nottingham Forest v West Ham
Elliot Anderson,16/1,13/2,16/1,50/1,400/1,Nottingham Forest v West Ham
Ryan Yates,16/1,13/2,16/1,50/1,400/1,Nottingham Forest v West Ham
Willy Boly,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v West Ham
Ibrahim Sangare,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v West Ham
Murillo,25/1,11/1,25/1,100/1,500/1,Nottingham Forest v West Ham
Neco Williams,25/1,11/1,25/1,100/1,500/1,Nottingham Forest v West Ham
Morato,25/1,11/1,25/1,100/1,500/1,Nottingham Forest v West Ham
Ola Aina,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v West Ham
Jarrod Bowen,15/2,5/2,15/2,14/1,66/1,Nottingham Forest v West Ham
Callum Wilson,9/1,3/1,9/1,20/1,80/1,Nottingham Forest v West Ham
Niclas Fullkrug,9/1,3/1,9/1,20/1,80/1,Nottingham Forest v West Ham
Lucas Paqueta,10/1,18/5,10/1,25/1,100/1,Nottingham Forest v West Ham
Tomas Soucek,12/1,23/5,12/1,33/1,200/1,Nottingham Forest v West Ham
Andy Irving,20/1,8/1,20/1,66/1,500/1,Nottingham Forest v West Ham
El Hadji Malick Diouf,22/1,17/2,22/1,66/1,500/1,Nottingham Forest v West Ham
James Ward Prowse,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v West Ham
Nayef Aguerd,33/1,12/1,33/1,150/1,500/1,Nottingham Forest v West Ham
Kyle Walker-Peters,33/1,12/1,33/1,150/1,500/1,Nottingham Forest v West Ham
Konstantinos Mavropanos,33/1,12/1,33/1,150/1,500/1,Nottingham Forest v West Ham
Oliver Scarles,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v West Ham
Freddie Potts,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v West Ham
Max Kilman,40/1,16/1,40/1,250/1,500/1,Nottingham Forest v West Ham
Aaron Wan-Bissaka,40/1,16/1,40/1,250/1,500/1,Nottingham Forest v West Ham
Guido Rodriguez,40/1,16/1,40/1,250/1,500/1,Nottingham Forest v West Ham
Jean-Clair Todibo,50/1,25/1,50/1,300/1,500/1,Nottingham Forest v West Ham
Mohamed Salah,24/5,29/20,24/5,15/2,33/1,Liverpool v Arsenal
Hugo Ekitike,6/1,19/10,6/1,10/1,40/1,Liverpool v Arsenal
Cody Gakpo,17/2,14/5,17/2,16/1,66/1,Liverpool v Arsenal
Federico Chiesa,9/1,3/1,9/1,18/1,66/1,Liverpool v Arsenal
Harvey Elliott,10/1,16/5,10/1,20/1,80/1,Liverpool v Arsenal
Florian Wirtz,10/1,16/5,10/1,20/1,80/1,Liverpool v Arsenal
Rio Ngumoha,11/1,15/4,11/1,28/1,100/1,Liverpool v Arsenal
Curtis Jones,14/1,11/2,14/1,40/1,250/1,Liverpool v Arsenal
Dominik Szoboszlai,18/1,7/1,18/1,50/1,500/1,Liverpool v Arsenal
Alexis Mac Allister,18/1,7/1,18/1,50/1,500/1,Liverpool v Arsenal
Conor Bradley,22/1,8/1,22/1,66/1,500/1,Liverpool v Arsenal
Virgil Van Dijk,22/1,17/2,22/1,66/1,500/1,Liverpool v Arsenal
Milos Kerkez,28/1,11/1,28/1,100/1,500/1,Liverpool v Arsenal
Ibrahima Konate,28/1,11/1,28/1,100/1,500/1,Liverpool v Arsenal
Wataru Endo,28/1,11/1,28/1,100/1,500/1,Liverpool v Arsenal
Andy Robertson,33/1,12/1,33/1,150/1,500/1,Liverpool v Arsenal
Ryan Gravenberch,33/1,14/1,33/1,200/1,500/1,Liverpool v Arsenal
Joe Gomez,40/1,18/1,40/1,300/1,500/1,Liverpool v Arsenal
Viktor Gyokeres,24/5,7/5,24/5,15/2,33/1,Liverpool v Arsenal
Leandro Trossard,9/1,29/10,9/1,16/1,66/1,Liverpool v Arsenal
Noni Madueke,10/1,16/5,10/1,20/1,80/1,Liverpool v Arsenal
Eberechi Eze,10/1,16/5,10/1,20/1,80/1,Liverpool v Arsenal
Mikel Merino,9/1,3/1,9/1,18/1,80/1,Liverpool v Arsenal
Max Dowman,10/1,16/5,10/1,20/1,80/1,Liverpool v Arsenal
Gabriel Martinelli,10/1,17/5,10/1,22/1,80/1,Liverpool v Arsenal
Ethan Nwaneri,11/1,18/5,11/1,25/1,100/1,Liverpool v Arsenal
Martin Odegaard,14/1,5/1,14/1,40/1,250/1,Liverpool v Arsenal
Declan Rice,18/1,13/2,18/1,50/1,400/1,Liverpool v Arsenal
Gabriel,22/1,8/1,22/1,66/1,500/1,Liverpool v Arsenal
Christian Norgaard,20/1,7/1,20/1,50/1,500/1,Liverpool v Arsenal
Riccardo Calafiori,22/1,9/1,22/1,66/1,500/1,Liverpool v Arsenal
Martin Zubimendi,22/1,8/1,22/1,66/1,500/1,Liverpool v Arsenal
Jurrien Timber,28/1,11/1,28/1,80/1,500/1,Liverpool v Arsenal
William Saliba,33/1,12/1,33/1,150/1,500/1,Liverpool v Arsenal
Ben White,33/1,14/1,33/1,200/1,500/1,Liverpool v Arsenal
Jakub Kiwior,33/1,14/1,33/1,200/1,500/1,Liverpool v Arsenal
Cristhian Mosquera,40/1,16/1,40/1,250/1,500/1,Liverpool v Arsenal
Myles Lewis-Skelly,40/1,16/1,40/1,250/1,500/1,Liverpool v Arsenal
Ollie Watkins,15/4,6/5,15/4,6/1,25/1,Aston Villa v Crystal Palace
Evann Guessand,5/1,9/5,5/1,10/1,40/1,Aston Villa v Crystal Palace
Donyell Malen,11/2,15/8,11/2,10/1,40/1,Aston Villa v Crystal Palace
Morgan Rogers,13/2,9/4,13/2,12/1,50/1,Aston Villa v Crystal Palace
Emiliano Buendia,9/1,10/3,9/1,22/1,80/1,Aston Villa v Crystal Palace
Samuel Iling-Junior,10/1,15/4,10/1,28/1,100/1,Aston Villa v Crystal Palace
John McGinn,11/1,4/1,11/1,28/1,100/1,Aston Villa v Crystal Palace
Ross Barkley,11/1,15/4,11/1,28/1,100/1,Aston Villa v Crystal Palace
Youri Tielemans,12/1,9/2,12/1,33/1,150/1,Aston Villa v Crystal Palace
Amadou Onana,14/1,11/2,14/1,40/1,300/1,Aston Villa v Crystal Palace
Ezri Konsa,25/1,10/1,25/1,80/1,500/1,Aston Villa v Crystal Palace
Ian Maatsen,22/1,9/1,22/1,66/1,500/1,Aston Villa v Crystal Palace
Matty Cash,25/1,11/1,25/1,100/1,500/1,Aston Villa v Crystal Palace
Tyrone Mings,28/1,11/1,28/1,100/1,500/1,Aston Villa v Crystal Palace
