player names,first score,anytime score,last score,two or more,hatrick,contest
Michael Keane,18/1,8/1,18/1,50/1,500/1,Everton v Brentford
Jake O'Brien,20/1,17/2,20/1,66/1,500/1,Everton v Brentford
James Garner,20/1,9/1,20/1,66/1,500/1,Everton v Brentford
James Tarkowski,25/1,11/1,25/1,80/1,500/1,Everton v Brentford
Tim Iroegbunam,22/1,10/1,22/1,66/1,500/1,Everton v Brentford
Adam Aznou,22/1,10/1,22/1,80/1,500/1,Everton v Brentford
Nathan Patterson,40/1,18/1,40/1,250/1,500/1,Everton v Brentford
Vitaliy Mykolenko,50/1,28/1,50/1,300/1,500/1,Everton v Brentford
Harrison Armstrong,28/1,12/1,28/1,100/1,500/1,Everton v Brentford
Igor Thiago,17/4,6/4,17/4,17/2,33/1,Everton v Brentford
Kevin Schade,8/1,3/1,8/1,18/1,66/1,Everton v Brentford
Keane Lewis-Potter,11/1,17/4,11/1,33/1,150/1,Everton v Brentford
Reiss Nelson,12/1,9/2,12/1,33/1,150/1,Everton v Brentford
Sepp van den Berg,20/1,17/2,20/1,66/1,500/1,Everton v Brentford
Mikkel Damsgaard,20/1,17/2,20/1,66/1,500/1,Everton v Brentford
Mathias Jensen,22/1,9/1,22/1,66/1,500/1,Everton v Brentford
Nathan Collins,25/1,11/1,25/1,100/1,500/1,Everton v Brentford
Vitaly Janelt,28/1,14/1,28/1,150/1,500/1,Everton v Brentford
Ethan Pinnock,33/1,14/1,33/1,200/1,500/1,Everton v Brentford
Kristoffer Ajer,33/1,14/1,33/1,150/1,500/1,Everton v Brentford
Aaron Hickey,33/1,16/1,33/1,250/1,500/1,Everton v Brentford
Michael Kayode,40/1,20/1,40/1,300/1,500/1,Everton v Brentford
Rico Henry,40/1,18/1,40/1,300/1,500/1,Everton v Brentford
Yehor Yarmolyuk,33/1,16/1,33/1,200/1,500/1,Everton v Brentford
Jordan Henderson,40/1,25/1,40/1,300/1,500/1,Everton v Brentford
Raul Jimenez,6/1,19/10,6/1,11/1,40/1,Fulham v Liverpool
Harry Wilson,9/1,16/5,10/1,22/1,80/1,Fulham v Liverpool
Jonah Kusi-Asare,8/1,13/5,8/1,14/1,66/1,Fulham v Liverpool
Emile Smith Rowe,11/1,15/4,11/1,28/1,100/1,Fulham v Liverpool
Joshua King,12/1,23/5,12/1,33/1,150/1,Fulham v Liverpool
Kevin,14/1,5/1,14/1,33/1,200/1,Fulham v Liverpool
Adama Traore,14/1,5/1,14/1,40/1,250/1,Fulham v Liverpool
Tom Cairney,16/1,6/1,16/1,50/1,300/1,Fulham v Liverpool
Sasa Lukic,20/1,15/2,20/1,50/1,500/1,Fulham v Liverpool
Jorge Cuenca,33/1,14/1,33/1,200/1,500/1,Fulham v Liverpool
Harrison Reed,33/1,14/1,33/1,150/1,500/1,Fulham v Liverpool
Joachim Andersen,40/1,16/1,40/1,250/1,500/1,Fulham v Liverpool
Antonee Robinson,40/1,20/1,40/1,300/1,500/1,Fulham v Liverpool
Sander Berge,40/1,16/1,40/1,300/1,500/1,Fulham v Liverpool
Issa Diop,40/1,20/1,40/1,300/1,500/1,Fulham v Liverpool
Timothy Castagne,33/1,14/1,33/1,200/1,500/1,Fulham v Liverpool
Hugo Ekitike,23/5,7/5,23/5,8/1,33/1,Fulham v Liverpool
Dominik Szoboszlai,8/1,13/5,8/1,16/1,66/1,Fulham v Liverpool
Cody Gakpo,7/1,23/10,7/1,14/1,50/1,Fulham v Liverpool
Federico Chiesa,7/1,23/10,7/1,12/1,50/1,Fulham v Liverpool
Florian Wirtz,9/1,16/5,9/1,20/1,80/1,Fulham v Liverpool
Alexis MacAllister,12/1,4/1,12/1,28/1,100/1,Fulham v Liverpool
Rio Ngumoha,9/1,16/5,9/1,20/1,80/1,Fulham v Liverpool
Curtis Jones,16/1,8/1,20/1,66/1,500/1,Fulham v Liverpool
Jeremie Frimpong,10/1,7/2,10/1,22/1,80/1,Fulham v Liverpool
Virgil van Dijk,25/1,10/1,25/1,66/1,500/1,Fulham v Liverpool
Ryan Gravenberch,22/1,9/1,25/1,66/1,500/1,Fulham v Liverpool
Milos Kerkez,25/1,11/1,25/1,80/1,500/1,Fulham v Liverpool
Conor Bradley,25/1,11/1,25/1,80/1,500/1,Fulham v Liverpool
Andrew Robertson,28/1,12/1,28/1,100/1,500/1,Fulham v Liverpool
Ibrahima Konate,33/1,16/1,33/1,200/1,500/1,Fulham v Liverpool
Nick Woltemade,17/4,13/10,17/4,7/1,28/1,Newcastle v Crystal Palace
Yoane Wissa,17/4,13/10,17/4,15/2,28/1,Newcastle v Crystal Palace
Anthony Gordon,11/2,7/4,11/2,10/1,40/1,Newcastle v Crystal Palace
Harvey Barnes,6/1,19/10,6/1,11/1,40/1,Newcastle v Crystal Palace
Jacob Murphy,17/2,29/10,17/2,16/1,66/1,Newcastle v Crystal Palace
Bruno Guimaraes,12/1,9/2,12/1,33/1,150/1,Newcastle v Crystal Palace
Jacob Ramsey,14/1,11/2,14/1,40/1,250/1,Newcastle v Crystal Palace
Joelinton,14/1,11/2,14/1,40/1,250/1,Newcastle v Crystal Palace
Sandro Tonali,16/1,13/2,16/1,50/1,300/1,Newcastle v Crystal Palace
Joe Willock,16/1,13/2,16/1,50/1,300/1,Newcastle v Crystal Palace
Fabian Schar,22/1,9/1,22/1,66/1,500/1,Newcastle v Crystal Palace
Malick Thiaw,22/1,9/1,22/1,66/1,500/1,Newcastle v Crystal Palace
Lewis Miley,22/1,9/1,22/1,66/1,500/1,Newcastle v Crystal Palace
Lewis Hall,28/1,11/1,28/1,80/1,500/1,Newcastle v Crystal Palace
Jean-Philippe Mateta,6/1,9/5,6/1,10/1,40/1,Newcastle v Crystal Palace
Christantus Uche,9/1,16/5,9/1,20/1,80/1,Newcastle v Crystal Palace
Yeremy Pino,12/1,17/4,12/1,33/1,150/1,Newcastle v Crystal Palace
Justin Devenny,14/1,5/1,14/1,40/1,200/1,Newcastle v Crystal Palace
Romaine Esse,16/1,6/1,16/1,50/1,300/1,Newcastle v Crystal Palace
Jefferson Lerma,28/1,12/1,28/1,100/1,500/1,Newcastle v Crystal Palace
Marc Guehi,28/1,12/1,28/1,100/1,500/1,Newcastle v Crystal Palace
Adam Wharton,33/1,14/1,33/1,150/1,500/1,Newcastle v Crystal Palace
Will Hughes,28/1,12/1,28/1,100/1,500/1,Newcastle v Crystal Palace
Maxence Lacroix,33/1,16/1,33/1,200/1,500/1,Newcastle v Crystal Palace
Nathaniel Clyne,40/1,16/1,40/1,200/1,500/1,Newcastle v Crystal Palace
Tyrick Mitchell,40/1,16/1,40/1,200/1,500/1,Newcastle v Crystal Palace
Jaydee Canvot,40/1,16/1,40/1,200/1,500/1,Newcastle v Crystal Palace
Borna Sosa,40/1,16/1,40/1,200/1,500/1,Newcastle v Crystal Palace
Brennan Johnson,12/1,17/4,12/1,33/1,150/1,Newcastle v Crystal Palace
Richarlison,7/2,23/20,7/2,6/1,22/1,Tottenham v Sunderland
Mohammed Kudus,5/1,15/8,5/1,10/1,40/1,Tottenham v Sunderland
Randal Kolo Muani,13/2,23/10,13/2,12/1,50/1,Tottenham v Sunderland
Mathys Tel,13/2,23/10,13/2,12/1,50/1,Tottenham v Sunderland
Wilson Odobert,10/1,15/4,10/1,28/1,100/1,Tottenham v Sunderland
Lucas Bergvall,14/1,11/2,14/1,40/1,250/1,Tottenham v Sunderland
Micky van de Ven,18/1,15/2,18/1,50/1,500/1,Tottenham v Sunderland
Joao Palhinha,18/1,15/2,18/1,50/1,500/1,Tottenham v Sunderland
Cristian Romero,20/1,17/2,20/1,66/1,500/1,Tottenham v Sunderland
Rodrigo Bentancur,22/1,10/1,22/1,66/1,500/1,Tottenham v Sunderland
Pedro Porro,25/1,11/1,25/1,80/1,500/1,Tottenham v Sunderland
Archie Gray,22/1,10/1,22/1,66/1,500/1,Tottenham v Sunderland
Kevin Danso,28/1,12/1,28/1,100/1,500/1,Tottenham v Sunderland
Djed Spence,28/1,14/1,28/1,150/1,500/1,Tottenham v Sunderland
Ben Davies,33/1,16/1,33/1,200/1,500/1,Tottenham v Sunderland
Brian Brobbey,15/2,14/5,15/2,16/1,66/1,Tottenham v Sunderland
Wilson Isidor,15/2,14/5,15/2,16/1,66/1,Tottenham v Sunderland
Eliezer Mayenda,9/1,7/2,9/1,22/1,80/1,Tottenham v Sunderland
Enzo Le Fee,14/1,11/2,14/1,40/1,250/1,Tottenham v Sunderland
Simon Adingra,14/1,11/2,14/1,40/1,250/1,Tottenham v Sunderland
Romaine Mundle,14/1,11/2,14/1,40/1,250/1,Tottenham v Sunderland
Chris Rigg,16/1,13/2,16/1,50/1,400/1,Tottenham v Sunderland
Lutsharel Geertruida,25/1,11/1,25/1,80/1,500/1,Tottenham v Sunderland
Nordi Mukiele,28/1,12/1,28/1,100/1,500/1,Tottenham v Sunderland
Omar Alderete,28/1,12/1,28/1,100/1,500/1,Tottenham v Sunderland
Dennis Cirkin,28/1,12/1,28/1,100/1,500/1,Tottenham v Sunderland
Granit Xhaka,28/1,12/1,28/1,100/1,500/1,Tottenham v Sunderland
Trai Hume,33/1,14/1,33/1,150/1,500/1,Tottenham v Sunderland
Dan Neil,33/1,14/1,33/1,150/1,500/1,Tottenham v Sunderland
Luke O'Nien,33/1,14/1,33/1,150/1,500/1,Tottenham v Sunderland
Erling Haaland,5/2,4/7,5/2,11/4,9/1,Man City v Chelsea
Divine Mukasa,11/2,6/4,11/2,17/2,33/1,Man City v Chelsea
Phil Foden,15/2,21/10,15/2,12/1,50/1,Man City v Chelsea
Rayan Cherki,10/1,29/10,10/1,16/1,66/1,Man City v Chelsea
Savinho,10/1,3/1,10/1,18/1,66/1,Man City v Chelsea
Tijjani Reijnders,12/1,15/4,12/1,28/1,100/1,Man City v Chelsea
Nico O'Reilly,20/1,13/2,20/1,50/1,300/1,Man City v Chelsea
Rodri,20/1,13/2,20/1,50/1,300/1,Man City v Chelsea
Josko Gvardiol,22/1,8/1,22/1,50/1,500/1,Man City v Chelsea
Bernardo Silva,20/1,7/1,20/1,50/1,500/1,Man City v Chelsea
Rico Lewis,22/1,8/1,22/1,50/1,500/1,Man City v Chelsea
Nico Gonzalez,25/1,9/1,25/1,66/1,500/1,Man City v Chelsea
Nathan Ake,25/1,9/1,25/1,66/1,500/1,Man City v Chelsea
Matheus Nunes,33/1,12/1,33/1,100/1,500/1,Man City v Chelsea
Ruben Dias,33/1,12/1,33/1,100/1,500/1,Man City v Chelsea
Abdukodir Khusanov,33/1,12/1,33/1,100/1,500/1,Man City v Chelsea
Cole Palmer,9/1,13/5,9/1,14/1,66/1,Man City v Chelsea
Joao Pedro,10/1,3/1,10/1,18/1,66/1,Man City v Chelsea
Liam Delap,10/1,14/5,10/1,16/1,66/1,Man City v Chelsea
Estevao,12/1,15/4,12/1,25/1,100/1,Man City v Chelsea
Alejandro Garnacho,12/1,4/1,12/1,28/1,100/1,Man City v Chelsea
Pedro Neto,14/1,24/5,14/1,33/1,200/1,Man City v Chelsea
Facundo Buonanotte,14/1,9/2,14/1,33/1,150/1,Man City v Chelsea
Jamie Gittens,14/1,24/5,14/1,33/1,200/1,Man City v Chelsea
Enzo Fernandez,16/1,11/2,16/1,40/1,250/1,Man City v Chelsea
Andrey Santos,22/1,15/2,22/1,50/1,500/1,Man City v Chelsea
Reece James,28/1,11/1,28/1,80/1,500/1,Man City v Chelsea
Trevoh Chalobah,28/1,11/1,28/1,80/1,500/1,Man City v Chelsea
Marc Cucurella,33/1,12/1,33/1,100/1,500/1,Man City v Chelsea
Tosin Adarabioyo,33/1,12/1,33/1,100/1,500/1,Man City v Chelsea
Benoit Badiashile,40/1,16/1,40/1,200/1,500/1,Man City v Chelsea
Malo Gusto,40/1,16/1,40/1,200/1,500/1,Man City v Chelsea
Josh Acheampong,40/1,16/1,40/1,200/1,500/1,Man City v Chelsea
Wesley Fofana,40/1,20/1,40/1,300/1,500/1,Man City v Chelsea
