player names,first score,anytime score,last score,two or more,hatrick,contest
Yehor Yarmolyuk,28/1,11/1,28/1,80/1,500/1,Crystal Palace v Brentford
Frank Onyeka,25/1,10/1,25/1,80/1,500/1,Crystal Palace v Brentford
Nathan Collins,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Brentford
Sepp van den Berg,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Brentford
Ethan Pinnock,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Brentford
Benjamin Arthur,33/1,12/1,33/1,100/1,500/1,Crystal Palace v Brentford
Kristoffer Ajer,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Brentford
Jordan Henderson,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Brentford
Vitaly Janelt,33/1,12/1,33/1,100/1,500/1,Crystal Palace v Brentford
Michael Kayode,40/1,18/1,40/1,300/1,500/1,Crystal Palace v Brentford
Rico Henry,40/1,18/1,40/1,300/1,500/1,Crystal Palace v Brentford
Raul Jimenez,15/4,13/10,15/4,7/1,28/1,Fulham v Wolves
Kevin,7/1,13/5,7/1,14/1,66/1,Fulham v Wolves
Emile Smith Rowe,15/2,11/4,15/2,16/1,66/1,Fulham v Wolves
Alex Iwobi,8/1,29/10,8/1,16/1,66/1,Fulham v Wolves
Samuel Chukwueze,17/2,16/5,17/2,20/1,80/1,Fulham v Wolves
Adama Traore,9/1,10/3,9/1,20/1,80/1,Fulham v Wolves
Joshua King,9/1,7/2,9/1,22/1,80/1,Fulham v Wolves
Ryan Sessegnon,14/1,6/1,14/1,40/1,300/1,Fulham v Wolves
Tom Cairney,14/1,6/1,14/1,40/1,300/1,Fulham v Wolves
Sasa Lukic,18/1,15/2,18/1,50/1,500/1,Fulham v Wolves
Sander Berge,22/1,9/1,22/1,66/1,500/1,Fulham v Wolves
Jorge Cuenca,25/1,11/1,25/1,80/1,500/1,Fulham v Wolves
Timothy Castagne,25/1,11/1,25/1,80/1,500/1,Fulham v Wolves
Kenny Tete,28/1,12/1,28/1,100/1,500/1,Fulham v Wolves
Issa Diop,28/1,14/1,28/1,150/1,500/1,Fulham v Wolves
Calvin Bassey,28/1,14/1,28/1,150/1,500/1,Fulham v Wolves
Jorgen Strand Larsen,6/1,9/4,6/1,12/1,50/1,Fulham v Wolves
Tolu Arokodare,8/1,29/10,8/1,18/1,66/1,Fulham v Wolves
Hwang Hee-chan,9/1,10/3,9/1,20/1,80/1,Fulham v Wolves
Fernando Lopez,11/1,17/4,11/1,33/1,150/1,Fulham v Wolves
Jhon Arias,14/1,11/2,14/1,40/1,250/1,Fulham v Wolves
Marshall Munetsi,14/1,6/1,14/1,50/1,300/1,Fulham v Wolves
Rodrigo Gomes,16/1,13/2,16/1,50/1,300/1,Fulham v Wolves
Jean-Ricner Bellegarde,18/1,15/2,18/1,50/1,500/1,Fulham v Wolves
Ladislav Krejci,22/1,9/1,22/1,66/1,500/1,Fulham v Wolves
David Moller Wolfe,40/1,18/1,40/1,250/1,500/1,Fulham v Wolves
Joao Gomes,25/1,11/1,25/1,80/1,500/1,Fulham v Wolves
Ki-Jana Hoever,28/1,12/1,28/1,100/1,500/1,Fulham v Wolves
Emmanuel Agbadou,33/1,14/1,33/1,150/1,500/1,Fulham v Wolves
Jackson Tchatchoua,33/1,16/1,33/1,200/1,500/1,Fulham v Wolves
Toti Gomes,40/1,18/1,40/1,250/1,500/1,Fulham v Wolves
Andre,40/1,20/1,40/1,300/1,500/1,Fulham v Wolves
Santiago Bueno,40/1,25/1,40/1,300/1,500/1,Fulham v Wolves
Hugo Bueno,40/1,25/1,40/1,300/1,500/1,Fulham v Wolves
Taiwo Awoniyi,13/2,21/10,13/2,12/1,50/1,Nottingham Forest v Man Utd
Arnaud Kalimuendo,15/2,23/10,15/2,12/1,50/1,Nottingham Forest v Man Utd
Igor Jesus,15/2,12/5,15/2,14/1,50/1,Nottingham Forest v Man Utd
Morgan Gibbs-White,17/2,11/4,17/2,16/1,66/1,Nottingham Forest v Man Utd
Dan Ndoye,12/1,4/1,12/1,28/1,100/1,Nottingham Forest v Man Utd
Callum Hudson-Odoi,12/1,4/1,12/1,28/1,100/1,Nottingham Forest v Man Utd
Omari Hutchinson,14/1,5/1,14/1,33/1,200/1,Nottingham Forest v Man Utd
Douglas Luiz,18/1,7/1,18/1,50/1,400/1,Nottingham Forest v Man Utd
Ryan Yates,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Man Utd
Elliot Anderson,25/1,10/1,25/1,80/1,500/1,Nottingham Forest v Man Utd
Nikola Milenkovic,28/1,11/1,28/1,80/1,500/1,Nottingham Forest v Man Utd
Nicolas Dominguez,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Man Utd
Nicolo Savona,33/1,12/1,33/1,100/1,500/1,Nottingham Forest v Man Utd
Murillo,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Man Utd
Neco Williams,33/1,12/1,33/1,100/1,500/1,Nottingham Forest v Man Utd
Ibrahim Sangare,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Man Utd
Morato,40/1,18/1,40/1,250/1,500/1,Nottingham Forest v Man Utd
Chris Wood,11/2,7/4,11/2,10/1,40/1,Nottingham Forest v Man Utd
Oleksandr Zinchenko,40/1,16/1,40/1,200/1,500/1,Nottingham Forest v Man Utd
Benjamin Sesko,11/2,7/4,11/2,10/1,40/1,Nottingham Forest v Man Utd
Bryan Mbeumo,7/1,21/10,7/1,12/1,50/1,Nottingham Forest v Man Utd
Joshua Zirkzee,7/1,23/10,7/1,12/1,50/1,Nottingham Forest v Man Utd
Bruno Fernandes,15/2,12/5,15/2,14/1,50/1,Nottingham Forest v Man Utd
Matheus Cunha,15/2,12/5,15/2,14/1,50/1,Nottingham Forest v Man Utd
Amad Diallo,11/1,15/4,11/1,25/1,100/1,Nottingham Forest v Man Utd
Mason Mount,11/1,15/4,11/1,25/1,100/1,Nottingham Forest v Man Utd
Harry Maguire,18/1,7/1,18/1,50/1,400/1,Nottingham Forest v Man Utd
Patrick Dorgu,18/1,7/1,18/1,50/1,400/1,Nottingham Forest v Man Utd
Kobbie Mainoo,18/1,7/1,18/1,50/1,400/1,Nottingham Forest v Man Utd
Casemiro,22/1,8/1,22/1,66/1,500/1,Nottingham Forest v Man Utd
Matthijs de Ligt,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Man Utd
Diogo Dalot,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Man Utd
Manuel Ugarte,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Man Utd
Ayden Heaven,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Man Utd
Leny Yoro,33/1,16/1,33/1,200/1,500/1,Nottingham Forest v Man Utd
Luke Shaw,33/1,16/1,33/1,200/1,500/1,Nottingham Forest v Man Utd
Noussair Mazraoui,33/1,16/1,33/1,200/1,500/1,Nottingham Forest v Man Utd
Tyrell Malacia,33/1,16/1,33/1,200/1,500/1,Nottingham Forest v Man Utd
Richarlison,5/1,31/20,5/1,17/2,33/1,Tottenham v Chelsea
Randal Kolo Muani,6/1,9/5,6/1,10/1,40/1,Tottenham v Chelsea
Mathys Tel,6/1,9/5,6/1,10/1,40/1,Tottenham v Chelsea
Dane Scarlett,15/2,23/10,15/2,14/1,50/1,Tottenham v Chelsea
Brennan Johnson,9/1,29/10,9/1,16/1,66/1,Tottenham v Chelsea
Mohammed Kudus,10/1,16/5,10/1,20/1,80/1,Tottenham v Chelsea
Xavi Simons,10/1,7/2,10/1,22/1,80/1,Tottenham v Chelsea
Wilson Odobert,11/1,15/4,11/1,25/1,100/1,Tottenham v Chelsea
Pape Sarr,16/1,11/2,16/1,40/1,250/1,Tottenham v Chelsea
Micky van de Ven,20/1,8/1,20/1,50/1,500/1,Tottenham v Chelsea
Lucas Bergvall,18/1,7/1,18/1,50/1,400/1,Tottenham v Chelsea
Joao Palhinha,20/1,8/1,20/1,50/1,500/1,Tottenham v Chelsea
Cristian Romero,22/1,9/1,22/1,66/1,500/1,Tottenham v Chelsea
Pedro Porro,25/1,10/1,25/1,66/1,500/1,Tottenham v Chelsea
Rodrigo Bentancur,25/1,10/1,25/1,66/1,500/1,Tottenham v Chelsea
Kevin Danso,28/1,12/1,28/1,100/1,500/1,Tottenham v Chelsea
Djed Spence,33/1,12/1,33/1,100/1,500/1,Tottenham v Chelsea
Destiny Udogie,33/1,12/1,33/1,100/1,500/1,Tottenham v Chelsea
Archie Gray,33/1,12/1,33/1,100/1,500/1,Tottenham v Chelsea
Marc Guiu,7/1,9/4,7/1,12/1,50/1,Tottenham v Chelsea
Joao Pedro,6/1,9/5,6/1,10/1,40/1,Tottenham v Chelsea
Tyrique George,8/1,5/2,8/1,14/1,50/1,Tottenham v Chelsea
Estevao,9/1,29/10,9/1,16/1,66/1,Tottenham v Chelsea
Enzo Fernandez,8/1,13/5,8/1,14/1,66/1,Tottenham v Chelsea
Facundo Buonanotte,10/1,17/5,10/1,20/1,80/1,Tottenham v Chelsea
Pedro Neto,11/1,18/5,11/1,22/1,100/1,Tottenham v Chelsea
Jamie Gittens,11/1,18/5,11/1,22/1,100/1,Tottenham v Chelsea
Alejandro Garnacho,11/1,18/5,11/1,22/1,100/1,Tottenham v Chelsea
Andrey Santos,16/1,6/1,16/1,40/1,300/1,Tottenham v Chelsea
Marc Cucurella,22/1,17/2,22/1,66/1,500/1,Tottenham v Chelsea
Trevoh Chalobah,25/1,10/1,25/1,80/1,500/1,Tottenham v Chelsea
Tosin Adarabioyo,25/1,10/1,25/1,80/1,500/1,Tottenham v Chelsea
Reece James,25/1,10/1,25/1,80/1,500/1,Tottenham v Chelsea
Jorrel Hato,28/1,12/1,28/1,100/1,500/1,Tottenham v Chelsea
Malo Gusto,28/1,12/1,28/1,100/1,500/1,Tottenham v Chelsea
Wesley Fofana,33/1,14/1,33/1,150/1,500/1,Tottenham v Chelsea
Moises Caicedo,28/1,12/1,28/1,100/1,500/1,Tottenham v Chelsea
Josh Acheampong,33/1,14/1,33/1,150/1,500/1,Tottenham v Chelsea
Romeo Lavia,28/1,12/1,28/1,100/1,500/1,Tottenham v Chelsea
Mohamed Salah,23/5,6/5,23/5,13/2,25/1,Liverpool v Aston Villa
Alexander Isak,23/5,6/5,23/5,13/2,25/1,Liverpool v Aston Villa
Hugo Ekitike,5/1,13/10,5/1,7/1,28/1,Liverpool v Aston Villa
Cody Gakpo,7/1,19/10,7/1,11/1,40/1,Liverpool v Aston Villa
Federico Chiesa,15/2,21/10,15/2,12/1,50/1,Liverpool v Aston Villa
Florian Wirtz,9/1,27/10,9/1,16/1,66/1,Liverpool v Aston Villa
Rio Ngumoha,10/1,29/10,10/1,16/1,66/1,Liverpool v Aston Villa
Dominik Szoboszlai,14/1,17/4,14/1,33/1,150/1,Liverpool v Aston Villa
Curtis Jones,16/1,5/1,16/1,40/1,250/1,Liverpool v Aston Villa
Alexis MacAllister,18/1,6/1,18/1,50/1,300/1,Liverpool v Aston Villa
Virgil van Dijk,22/1,8/1,22/1,66/1,500/1,Liverpool v Aston Villa
Ryan Gravenberch,22/1,8/1,22/1,66/1,500/1,Liverpool v Aston Villa
Conor Bradley,28/1,10/1,28/1,80/1,500/1,Liverpool v Aston Villa
Ibrahima Konate,28/1,11/1,28/1,100/1,500/1,Liverpool v Aston Villa
Milos Kerkez,28/1,10/1,28/1,80/1,500/1,Liverpool v Aston Villa
Wataru Endo,33/1,12/1,33/1,100/1,500/1,Liverpool v Aston Villa
Joe Gomez,40/1,16/1,40/1,200/1,500/1,Liverpool v Aston Villa
Andrew Robertson,40/1,16/1,40/1,200/1,500/1,Liverpool v Aston Villa
Ollie Watkins,15/2,21/10,15/2,12/1,50/1,Liverpool v Aston Villa
Donyell Malen,9/1,14/5,9/1,16/1,66/1,Liverpool v Aston Villa
Morgan Rogers,11/1,17/5,11/1,22/1,80/1,Liverpool v Aston Villa
Evann Guessand,12/1,18/5,12/1,25/1,100/1,Liverpool v Aston Villa
Emiliano Buendia,12/1,4/1,12/1,28/1,100/1,Liverpool v Aston Villa
Jadon Sancho,14/1,17/4,14/1,33/1,150/1,Liverpool v Aston Villa
John McGinn,14/1,23/5,14/1,33/1,150/1,Liverpool v Aston Villa
Ross Barkley,18/1,6/1,18/1,50/1,300/1,Liverpool v Aston Villa
Amadou Onana,22/1,8/1,22/1,50/1,500/1,Liverpool v Aston Villa
Matty Cash,33/1,12/1,33/1,100/1,500/1,Liverpool v Aston Villa
Ian Maatsen,33/1,12/1,33/1,100/1,500/1,Liverpool v Aston Villa
Tyrone Mings,33/1,14/1,33/1,200/1,500/1,Liverpool v Aston Villa
Ezri Konsa,40/1,16/1,40/1,250/1,500/1,Liverpool v Aston Villa
Pau Torres,40/1,16/1,40/1,250/1,500/1,Liverpool v Aston Villa
Lucas Digne,40/1,16/1,40/1,250/1,500/1,Liverpool v Aston Villa
Boubacar Kamara,40/1,20/1,40/1,300/1,500/1,Liverpool v Aston Villa
Lamare Bogarde,50/1,25/1,50/1,300/1,500/1,Liverpool v Aston Villa
Jarrod Bowen,9/1,3/1,9/1,18/1,66/1,West Ham v Newcastle
Lucas Paqueta,10/1,7/2,10/1,22/1,80/1,West Ham v Newcastle
Niclas Fullkrug,10/1,7/2,10/1,22/1,80/1,West Ham v Newcastle
Callum Wilson,11/1,18/5,11/1,25/1,100/1,West Ham v Newcastle
Tomas Soucek,18/1,13/2,18/1,50/1,300/1,West Ham v Newcastle
Crysencio Summerville,16/1,6/1,16/1,40/1,300/1,West Ham v Newcastle
Mateus Fernandes,22/1,9/1,22/1,66/1,500/1,West Ham v Newcastle
Andy Irving,25/1,10/1,25/1,80/1,500/1,West Ham v Newcastle
El Hadji Malick Diouf,28/1,12/1,28/1,100/1,500/1,West Ham v Newcastle
Konstantinos Mavropanos,40/1,16/1,40/1,200/1,500/1,West Ham v Newcastle
Max Kilman,40/1,18/1,40/1,250/1,500/1,West Ham v Newcastle
Soungoutou Magassa,40/1,18/1,40/1,250/1,500/1,West Ham v Newcastle
Aaron Wan-Bissaka,40/1,20/1,40/1,300/1,500/1,West Ham v Newcastle
Kyle Walker-Peters,40/1,18/1,40/1,250/1,500/1,West Ham v Newcastle
Jean-Clair Todibo,50/1,25/1,50/1,300/1,500/1,West Ham v Newcastle
Oliver Scarles,50/1,25/1,50/1,300/1,500/1,West Ham v Newcastle
Nick Woltemade,17/4,13/10,17/4,7/1,28/1,West Ham v Newcastle
Anthony Gordon,24/5,29/20,24/5,8/1,33/1,West Ham v Newcastle
Harvey Barnes,13/2,2/1,13/2,12/1,50/1,West Ham v Newcastle
Jacob Murphy,17/2,29/10,17/2,16/1,66/1,West Ham v Newcastle
Anthony Elanga,17/2,11/4,17/2,16/1,66/1,West Ham v Newcastle
Joelinton,12/1,4/1,12/1,28/1,100/1,West Ham v Newcastle
Bruno Guimaraes,12/1,17/4,12/1,33/1,150/1,West Ham v Newcastle
Sandro Tonali,12/1,23/5,12/1,33/1,150/1,West Ham v Newcastle
Fabian Schar,18/1,13/2,18/1,50/1,400/1,West Ham v Newcastle
Lewis Miley,18/1,7/1,18/1,50/1,500/1,West Ham v Newcastle
Sven Botman,25/1,10/1,25/1,80/1,500/1,West Ham v Newcastle
Dan Burn,25/1,10/1,25/1,80/1,500/1,West Ham v Newcastle
Malick Thiaw,28/1,12/1,28/1,100/1,500/1,West Ham v Newcastle
Kieran Trippier,40/1,16/1,40/1,250/1,500/1,West Ham v Newcastle
Erling Haaland,9/4,1/2,9/4,12/5,8/1,Man City v Bournemouth
Omar Marmoush,7/2,87/100,7/2,17/4,14/1,Man City v Bournemouth
Rayan Cherki,8/1,23/10,8/1,12/1,50/1,Man City v Bournemouth
Phil Foden,17/2,5/2,17/2,14/1,66/1,Man City v Bournemouth
Oscar Bobb,10/1,3/1,10/1,20/1,80/1,Man City v Bournemouth
Jeremy Doku,12/1,18/5,12/1,25/1,100/1,Man City v Bournemouth
Tijani Reijnders,9/1,11/4,9/1,14/1,66/1,Man City v Bournemouth
Savinho,11/1,18/5,11/1,25/1,100/1,Man City v Bournemouth
Bernardo Silva,14/1,5/1,14/1,40/1,200/1,Man City v Bournemouth
Rodri,16/1,11/2,16/1,40/1,300/1,Man City v Bournemouth
Nico O'Reilly,20/1,13/2,20/1,50/1,400/1,Man City v Bournemouth
Josko Gvardiol,20/1,15/2,20/1,50/1,500/1,Man City v Bournemouth
Nathan Ake,20/1,15/2,20/1,50/1,500/1,Man City v Bournemouth
Mateo Kovacic,20/1,15/2,20/1,50/1,500/1,Man City v Bournemouth
Nicolas Gonzalez,22/1,17/2,22/1,66/1,500/1,Man City v Bournemouth
John Stones,25/1,9/1,25/1,66/1,500/1,Man City v Bournemouth
Rico Lewis,25/1,9/1,25/1,66/1,500/1,Man City v Bournemouth
Ruben Dias,33/1,12/1,33/1,100/1,500/1,Man City v Bournemouth
Matheus Nunes,28/1,11/1,28/1,100/1,500/1,Man City v Bournemouth
Eli Junior Kroupi,9/1,29/10,9/1,16/1,66/1,Man City v Bournemouth
Justin Kluivert,11/1,10/3,11/1,22/1,80/1,Man City v Bournemouth
Antoine Semenyo,9/1,29/10,9/1,16/1,66/1,Man City v Bournemouth
Amine Adli,12/1,4/1,12/1,28/1,100/1,Man City v Bournemouth
David Brooks,14/1,5/1,14/1,40/1,200/1,Man City v Bournemouth
Marcus Tavernier,16/1,11/2,16/1,40/1,300/1,Man City v Bournemouth
Ben Doak,16/1,11/2,16/1,40/1,300/1,Man City v Bournemouth
Alex Scott,28/1,11/1,28/1,100/1,500/1,Man City v Bournemouth
Ryan Christie,22/1,9/1,22/1,66/1,500/1,Man City v Bournemouth
Bafode Diakite,28/1,11/1,28/1,100/1,500/1,Man City v Bournemouth
Alex Jimenez,40/1,14/1,40/1,200/1,500/1,Man City v Bournemouth
Marcos Senesi,33/1,12/1,33/1,150/1,500/1,Man City v Bournemouth
Adrien Truffert,33/1,14/1,33/1,150/1,500/1,Man City v Bournemouth
Veljko Milosavljevic,40/1,14/1,40/1,200/1,500/1,Man City v Bournemouth
Tyler Adams,50/1,22/1,50/1,300/1,500/1,Man City v Bournemouth
Lewis Cook,50/1,22/1,50/1,300/1,500/1,Man City v Bournemouth
Wilson Isidor,5/1,9/5,5/1,10/1,40/1,Sunderland v Everton
Brian Brobbey,6/1,21/10,6/1,12/1,50/1,Sunderland v Everton
Eliezer Mayenda,6/1,11/5,6/1,12/1,50/1,Sunderland v Everton
Bertrand Traore,9/1,17/5,9/1,22/1,80/1,Sunderland v Everton
Chemsdine Talbi,9/1,18/5,9/1,25/1,100/1,Sunderland v Everton
Enzo Le Fee,10/1,4/1,10/1,28/1,100/1,Sunderland v Everton
Chris Rigg,12/1,5/1,12/1,40/1,200/1,Sunderland v Everton
Harrison Jones,14/1,5/1,14/1,40/1,250/1,Sunderland v Everton
Daniel Ballard,18/1,8/1,18/1,66/1,500/1,Sunderland v Everton
