player names,first score,anytime score,last score,two or more,hatrick,contest
Omar Alderete,25/1,10/1,25/1,80/1,500/1,West Ham v Sunderland
Lutsharel Geertruida,25/1,10/1,25/1,80/1,500/1,West Ham v Sunderland
Dennis Cirkin,22/1,10/1,22/1,66/1,500/1,West Ham v Sunderland
Luke O'Nien,28/1,12/1,28/1,100/1,500/1,West Ham v Sunderland
Reinildo Mandava,33/1,16/1,33/1,200/1,500/1,West Ham v Sunderland
Noah Sadiki,33/1,16/1,40/1,300/1,500/1,West Ham v Sunderland
Zian Flemming,5/1,9/5,5/1,10/1,40/1,Burnley v Tottenham
Armando Broja,6/1,21/10,6/1,12/1,50/1,Burnley v Tottenham
Lyle Foster,13/2,23/10,13/2,12/1,50/1,Burnley v Tottenham
Marcus Edwards,9/1,16/5,9/1,18/1,80/1,Burnley v Tottenham
Jacob Bruun Larsen,9/1,16/5,9/1,18/1,80/1,Burnley v Tottenham
Jaidon Anthony,10/1,7/2,10/1,22/1,80/1,Burnley v Tottenham
Loum Tchaouna,12/1,17/4,12/1,33/1,150/1,Burnley v Tottenham
Hannibal Mejbri,14/1,5/1,14/1,40/1,250/1,Burnley v Tottenham
Lesley Ugochukwu,16/1,13/2,16/1,50/1,400/1,Burnley v Tottenham
Josh Laurent,22/1,10/1,22/1,80/1,500/1,Burnley v Tottenham
Hjalmar Ekdal,28/1,12/1,28/1,100/1,500/1,Burnley v Tottenham
Florentino Luis,28/1,12/1,28/1,100/1,500/1,Burnley v Tottenham
Bashir Humphreys,33/1,16/1,33/1,200/1,500/1,Burnley v Tottenham
Lucas Pires,33/1,16/1,33/1,200/1,500/1,Burnley v Tottenham
Quilindschy Hartman,33/1,16/1,33/1,200/1,500/1,Burnley v Tottenham
Axel Tuanzebe,40/1,22/1,40/1,300/1,500/1,Burnley v Tottenham
Maxime Esteve,40/1,22/1,40/1,300/1,500/1,Burnley v Tottenham
Kyle Walker,40/1,22/1,40/1,300/1,500/1,Burnley v Tottenham
Dominic Solanke,24/5,13/8,24/5,9/1,40/1,Burnley v Tottenham
Randal Kolo Muani,11/2,19/10,11/2,11/1,50/1,Burnley v Tottenham
Mathys Tel,15/2,27/10,15/2,16/1,66/1,Burnley v Tottenham
Xavi Simons,9/1,7/2,9/1,22/1,80/1,Burnley v Tottenham
Wilson Odobert,9/1,7/2,9/1,22/1,80/1,Burnley v Tottenham
Pape Matar Sarr,12/1,24/5,12/1,33/1,200/1,Burnley v Tottenham
Conor Gallagher,14/1,6/1,14/1,40/1,300/1,Burnley v Tottenham
Cristian Romero,18/1,15/2,18/1,50/1,500/1,Burnley v Tottenham
Micky van de Ven,18/1,15/2,18/1,50/1,500/1,Burnley v Tottenham
Joao Palhinha,16/1,13/2,16/1,50/1,400/1,Burnley v Tottenham
Pedro Porro,28/1,11/1,28/1,80/1,500/1,Burnley v Tottenham
Archie Gray,25/1,10/1,25/1,80/1,500/1,Burnley v Tottenham
Radu Dragusin,28/1,11/1,28/1,80/1,500/1,Burnley v Tottenham
Kevin Danso,28/1,12/1,28/1,100/1,500/1,Burnley v Tottenham
Djed Spence,33/1,14/1,33/1,150/1,500/1,Burnley v Tottenham
Yves Bissouma,28/1,12/1,28/1,100/1,500/1,Burnley v Tottenham
Destiny Udogie,33/1,14/1,33/1,150/1,500/1,Burnley v Tottenham
Raul Jimenez,24/5,29/20,24/5,8/1,33/1,Fulham v Brighton
Harry Wilson,7/1,9/4,7/1,12/1,50/1,Fulham v Brighton
Kevin,9/1,3/1,9/1,18/1,80/1,Fulham v Brighton
Emile Smith Rowe,9/1,3/1,9/1,18/1,80/1,Fulham v Brighton
Joshua King,11/1,18/5,11/1,22/1,100/1,Fulham v Brighton
Ryan Sessegnon,12/1,17/4,12/1,28/1,100/1,Fulham v Brighton
Alex Iwobi,12/1,17/4,12/1,28/1,100/1,Fulham v Brighton
Adama Traore,12/1,17/4,12/1,28/1,100/1,Fulham v Brighton
Tom Cairney,16/1,6/1,16/1,40/1,300/1,Fulham v Brighton
Sasa Lukic,18/1,7/1,18/1,50/1,400/1,Fulham v Brighton
Harrison Reed,22/1,9/1,22/1,66/1,500/1,Fulham v Brighton
Timothy Castagne,25/1,10/1,25/1,80/1,500/1,Fulham v Brighton
Sander Berge,28/1,12/1,28/1,100/1,500/1,Fulham v Brighton
Joachim Andersen,28/1,12/1,28/1,100/1,500/1,Fulham v Brighton
Calvin Bassey,28/1,12/1,28/1,100/1,500/1,Fulham v Brighton
Antonee Robinson,28/1,12/1,28/1,100/1,500/1,Fulham v Brighton
Jorge Cuenca,28/1,12/1,28/1,100/1,500/1,Fulham v Brighton
Issa Diop,28/1,12/1,28/1,100/1,500/1,Fulham v Brighton
Danny Welbeck,11/2,7/4,11/2,10/1,40/1,Fulham v Brighton
Charalampos Kostoulas,13/2,21/10,13/2,12/1,50/1,Fulham v Brighton
Georginio Rutter,9/1,29/10,9/1,16/1,66/1,Fulham v Brighton
Yankuba Minteh,10/1,16/5,10/1,20/1,80/1,Fulham v Brighton
Kaoru Mitoma,10/1,16/5,10/1,20/1,80/1,Fulham v Brighton
Diego Gomez,11/1,15/4,11/1,25/1,100/1,Fulham v Brighton
Pascal Gross,12/1,17/4,12/1,33/1,150/1,Fulham v Brighton
Brajan Gruda,12/1,17/4,12/1,33/1,150/1,Fulham v Brighton
Jack Hinshelwood,16/1,6/1,16/1,50/1,300/1,Fulham v Brighton
Yasin Ayari,18/1,7/1,18/1,50/1,400/1,Fulham v Brighton
Ferdi Kadioglu,20/1,8/1,20/1,50/1,500/1,Fulham v Brighton
Jan Paul van Hecke,28/1,11/1,28/1,80/1,500/1,Fulham v Brighton
Lewis Dunk,28/1,11/1,28/1,80/1,500/1,Fulham v Brighton
Carlos Baleba,28/1,11/1,28/1,80/1,500/1,Fulham v Brighton
Diego Coppola,28/1,11/1,28/1,80/1,500/1,Fulham v Brighton
Olivier Boscagli,33/1,12/1,33/1,100/1,500/1,Fulham v Brighton
Joel Veltman,40/1,16/1,40/1,250/1,500/1,Fulham v Brighton
Maxime De Cuyper,14/1,5/1,14/1,40/1,200/1,Fulham v Brighton
Erling Haaland,19/10,4/11,19/10,7/4,6/1,Man City v Wolves
Omar Marmoush,18/5,5/6,18/5,4/1,14/1,Man City v Wolves
Antoine Semenyo,6/1,31/20,6/1,17/2,33/1,Man City v Wolves
Phil Foden,13/2,13/8,13/2,9/1,40/1,Man City v Wolves
Rayan Cherki,8/1,21/10,8/1,12/1,50/1,Man City v Wolves
Jeremy Doku,9/1,13/5,9/1,16/1,66/1,Man City v Wolves
Tijjani Reijnders,10/1,3/1,10/1,18/1,66/1,Man City v Wolves
Bernardo Silva,12/1,15/4,12/1,28/1,100/1,Man City v Wolves
Nico O'Reilly,14/1,9/2,14/1,33/1,150/1,Man City v Wolves
Marc Guehi,20/1,13/2,20/1,50/1,300/1,Man City v Wolves
Rayan Ait-Nouri,20/1,13/2,20/1,50/1,300/1,Man City v Wolves
Rodri,20/1,13/2,20/1,50/1,300/1,Man City v Wolves
Nathan Ake,22/1,8/1,22/1,66/1,500/1,Man City v Wolves
Max Alleyne,22/1,8/1,22/1,66/1,500/1,Man City v Wolves
Matheus Nunes,28/1,11/1,28/1,80/1,500/1,Man City v Wolves
Abdukodir Khusanov,28/1,11/1,28/1,80/1,500/1,Man City v Wolves
Rico Lewis,28/1,11/1,28/1,80/1,500/1,Man City v Wolves
Jorgen Strand Larsen,11/1,16/5,11/1,18/1,80/1,Man City v Wolves
Tolu Arokodare,12/1,15/4,12/1,25/1,100/1,Man City v Wolves
Hwang Hee-chan,14/1,4/1,14/1,28/1,100/1,Man City v Wolves
Mateus Mane,16/1,5/1,16/1,33/1,200/1,Man City v Wolves
Jhon Arias,18/1,11/2,18/1,40/1,250/1,Man City v Wolves
Fernando Lopez,18/1,6/1,18/1,50/1,300/1,Man City v Wolves
Rodrigo Gomes,20/1,13/2,20/1,50/1,300/1,Man City v Wolves
Ladislav Krejci,28/1,11/1,28/1,80/1,500/1,Man City v Wolves
Yerson Mosquera,33/1,12/1,33/1,100/1,500/1,Man City v Wolves
Emmanuel Agbadou,33/1,14/1,33/1,150/1,500/1,Man City v Wolves
Joao Gomes,33/1,14/1,33/1,150/1,500/1,Man City v Wolves
Hugo Bueno,40/1,16/1,40/1,200/1,500/1,Man City v Wolves
Santiago Bueno,40/1,16/1,40/1,200/1,500/1,Man City v Wolves
David Moller Wolfe,40/1,16/1,40/1,200/1,500/1,Man City v Wolves
Jackson Tchatchoua,50/1,28/1,50/1,300/1,500/1,Man City v Wolves
Matt Doherty,50/1,28/1,50/1,300/1,500/1,Man City v Wolves
Andre,50/1,28/1,50/1,300/1,500/1,Man City v Wolves
Evanilson,13/2,19/10,13/2,11/1,40/1,Bournemouth v Liverpool
Eli Junior Kroupi,15/2,11/5,15/2,12/1,50/1,Bournemouth v Liverpool
Remy Rees-Dottin,9/1,14/5,9/1,16/1,66/1,Bournemouth v Liverpool
Malcom Dacosta,10/1,10/3,10/1,20/1,80/1,Bournemouth v Liverpool
Amine Adli,12/1,4/1,12/1,28/1,100/1,Bournemouth v Liverpool
Ryan Christie,18/1,6/1,18/1,50/1,300/1,Bournemouth v Liverpool
Alex Scott,22/1,9/1,22/1,66/1,500/1,Bournemouth v Liverpool
Alejandro Jimenez,22/1,8/1,22/1,50/1,500/1,Bournemouth v Liverpool
Marcos Senesi,33/1,12/1,33/1,100/1,500/1,Bournemouth v Liverpool
Lewis Cook,33/1,14/1,33/1,150/1,500/1,Bournemouth v Liverpool
Veljko Milosavljevic,33/1,14/1,33/1,150/1,500/1,Bournemouth v Liverpool
James Hill,40/1,18/1,40/1,250/1,500/1,Bournemouth v Liverpool
Adrien Truffert,40/1,18/1,40/1,250/1,500/1,Bournemouth v Liverpool
Adam Smith,40/1,18/1,40/1,250/1,500/1,Bournemouth v Liverpool
Mohamed Salah,5/1,7/5,5/1,15/2,33/1,Bournemouth v Liverpool
Hugo Ekitike,11/2,31/20,11/2,17/2,33/1,Bournemouth v Liverpool
Cody Gakpo,15/2,23/10,15/2,12/1,50/1,Bournemouth v Liverpool
Federico Chiesa,15/2,23/10,15/2,12/1,50/1,Bournemouth v Liverpool
Rio Ngumoha,9/1,14/5,9/1,16/1,66/1,Bournemouth v Liverpool
Florian Wirtz,9/1,29/10,9/1,16/1,66/1,Bournemouth v Liverpool
Trey Nyoni,12/1,4/1,12/1,28/1,100/1,Bournemouth v Liverpool
Dominik Szoboszlai,14/1,17/4,14/1,33/1,150/1,Bournemouth v Liverpool
Curtis Jones,16/1,11/2,16/1,40/1,250/1,Bournemouth v Liverpool
Alexis MacAllister,18/1,13/2,18/1,50/1,300/1,Bournemouth v Liverpool
Jeremie Frimpong,20/1,15/2,20/1,50/1,500/1,Bournemouth v Liverpool
Virgil van Dijk,22/1,9/1,22/1,66/1,500/1,Bournemouth v Liverpool
Ibrahima Konate,28/1,11/1,28/1,80/1,500/1,Bournemouth v Liverpool
Milos Kerkez,28/1,12/1,28/1,100/1,500/1,Bournemouth v Liverpool
Ryan Gravenberch,25/1,10/1,25/1,66/1,500/1,Bournemouth v Liverpool
Wataru Endo,28/1,12/1,28/1,100/1,500/1,Bournemouth v Liverpool
Andrew Robertson,33/1,14/1,33/1,150/1,500/1,Bournemouth v Liverpool
Joe Gomez,40/1,16/1,40/1,250/1,500/1,Bournemouth v Liverpool
Igor Thiago,17/5,21/20,17/5,5/1,18/1,Brentford v Nottingham Forest
Dango Ouattara,11/2,19/10,11/2,10/1,50/1,Brentford v Nottingham Forest
Kevin Schade,13/2,21/10,13/2,12/1,50/1,Brentford v Nottingham Forest
Reiss Nelson,8/1,14/5,8/1,16/1,66/1,Brentford v Nottingham Forest
Keane Lewis-Potter,8/1,14/5,8/1,16/1,66/1,Brentford v Nottingham Forest
Romelle Donovan,17/2,3/1,17/2,18/1,66/1,Brentford v Nottingham Forest
Mathias Jensen,12/1,17/4,12/1,33/1,150/1,Brentford v Nottingham Forest
Mikkel Damsgaard,12/1,17/4,12/1,33/1,150/1,Brentford v Nottingham Forest
Frank Onyeka,18/1,7/1,18/1,50/1,400/1,Brentford v Nottingham Forest
Sepp van den Berg,18/1,15/2,18/1,50/1,500/1,Brentford v Nottingham Forest
Nathan Collins,20/1,8/1,20/1,66/1,500/1,Brentford v Nottingham Forest
Yehor Yarmolyuk,22/1,17/2,22/1,66/1,500/1,Brentford v Nottingham Forest
Vitaly Janelt,22/1,9/1,22/1,66/1,500/1,Brentford v Nottingham Forest
Ethan Pinnock,22/1,17/2,22/1,66/1,500/1,Brentford v Nottingham Forest
Kristoffer Ajer,25/1,10/1,25/1,80/1,500/1,Brentford v Nottingham Forest
Rico Henry,28/1,11/1,28/1,100/1,500/1,Brentford v Nottingham Forest
Aaron Hickey,28/1,11/1,28/1,100/1,500/1,Brentford v Nottingham Forest
Michael Kayode,28/1,12/1,28/1,150/1,500/1,Brentford v Nottingham Forest
Igor Jesus,15/2,5/2,15/2,14/1,66/1,Brentford v Nottingham Forest
Taiwo Awoniyi,15/2,13/5,15/2,14/1,66/1,Brentford v Nottingham Forest
Morgan Gibbs-White,9/1,3/1,9/1,18/1,66/1,Brentford v Nottingham Forest
Callum Hudson-Odoi,12/1,23/5,12/1,33/1,200/1,Brentford v Nottingham Forest
Dan Ndoye,12/1,24/5,12/1,33/1,200/1,Brentford v Nottingham Forest
James McAtee,12/1,24/5,12/1,33/1,200/1,Brentford v Nottingham Forest
Omari Hutchinson,14/1,24/5,14/1,40/1,200/1,Brentford v Nottingham Forest
Ryan Yates,18/1,13/2,18/1,50/1,400/1,Brentford v Nottingham Forest
Nicolas Dominguez,20/1,15/2,20/1,50/1,500/1,Brentford v Nottingham Forest
Elliot Anderson,20/1,8/1,20/1,66/1,500/1,Brentford v Nottingham Forest
Douglas Luiz,20/1,8/1,20/1,66/1,500/1,Brentford v Nottingham Forest
Nikola Milenkovic,25/1,11/1,25/1,80/1,500/1,Brentford v Nottingham Forest
Ibrahim Sangare,25/1,11/1,25/1,80/1,500/1,Brentford v Nottingham Forest
Neco Williams,28/1,11/1,28/1,100/1,500/1,Brentford v Nottingham Forest
Nicolo Savona,28/1,12/1,28/1,100/1,500/1,Brentford v Nottingham Forest
Murillo,33/1,12/1,33/1,150/1,500/1,Brentford v Nottingham Forest
Ola Aina,40/1,16/1,40/1,250/1,500/1,Brentford v Nottingham Forest
Morato,40/1,22/1,40/1,300/1,500/1,Brentford v Nottingham Forest
Jean-Philippe Mateta,11/2,8/5,11/2,17/2,40/1,Crystal Palace v Chelsea
Eddie Nketiah,13/2,21/10,13/2,11/1,50/1,Crystal Palace v Chelsea
Ismaila Sarr,15/2,23/10,15/2,12/1,50/1,Crystal Palace v Chelsea
Brennan Johnson,17/2,27/10,17/2,14/1,66/1,Crystal Palace v Chelsea
Chrisantus Uche,17/2,27/10,17/2,14/1,66/1,Crystal Palace v Chelsea
Yeremi Pino,12/1,4/1,12/1,28/1,100/1,Crystal Palace v Chelsea
Justin Devenny,12/1,17/4,12/1,33/1,150/1,Crystal Palace v Chelsea
Daniel Munoz,18/1,6/1,18/1,50/1,300/1,Crystal Palace v Chelsea
Jefferson Lerma,25/1,10/1,25/1,80/1,500/1,Crystal Palace v Chelsea
Chris Richards,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Chelsea
Maxence Lacroix,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Chelsea
Will Hughes,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Chelsea
Adam Wharton,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Chelsea
Tyrick Mitchell,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Chelsea
Borna Sosa,40/1,18/1,40/1,250/1,500/1,Crystal Palace v Chelsea
Nathaniel Clyne,50/1,25/1,50/1,300/1,500/1,Crystal Palace v Chelsea
Jaydee Canvot,40/1,18/1,40/1,250/1,500/1,Crystal Palace v Chelsea
Cole Palmer,5/1,13/8,5/1,9/1,40/1,Crystal Palace v Chelsea
Liam Delap,5/1,13/8,5/1,9/1,40/1,Crystal Palace v Chelsea
Estevao,6/1,15/8,6/1,10/1,40/1,Crystal Palace v Chelsea
Joao Pedro,6/1,15/8,6/1,10/1,40/1,Crystal Palace v Chelsea
Marc Guiu,13/2,21/10,13/2,11/1,50/1,Crystal Palace v Chelsea
Alejandro Garnacho,15/2,5/2,15/2,14/1,66/1,Crystal Palace v Chelsea
Enzo Fernandez,9/1,3/1,9/1,18/1,80/1,Crystal Palace v Chelsea
Pedro Neto,9/1,3/1,9/1,18/1,80/1,Crystal Palace v Chelsea
Tyrique George,17/2,14/5,17/2,16/1,66/1,Crystal Palace v Chelsea
Jamie Gittens,10/1,18/5,10/1,25/1,100/1,Crystal Palace v Chelsea
Andrey Santos,10/1,18/5,10/1,25/1,100/1,Crystal Palace v Chelsea
Reece James,20/1,15/2,20/1,50/1,500/1,Crystal Palace v Chelsea
Trevoh Chalobah,20/1,15/2,20/1,50/1,500/1,Crystal Palace v Chelsea
Marc Cucurella,22/1,17/2,22/1,66/1,500/1,Crystal Palace v Chelsea
Moises Caicedo,22/1,9/1,22/1,66/1,500/1,Crystal Palace v Chelsea
Benoit Badiashile,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Chelsea
Jorrel Hato,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Chelsea
Wesley Fofana,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Chelsea
Malo Gusto,33/1,12/1,33/1,100/1,500/1,Crystal Palace v Chelsea
Josh Acheampong,33/1,14/1,33/1,200/1,500/1,Crystal Palace v Chelsea
Nick Woltemade,23/5,5/4,23/5,13/2,28/1,Newcastle v Aston Villa
Yoane Wissa,5/1,7/5,5/1,15/2,33/1,Newcastle v Aston Villa
Anthony Gordon,6/1,9/5,6/1,10/1,40/1,Newcastle v Aston Villa
Harvey Barnes,13/2,2/1,13/2,11/1,50/1,Newcastle v Aston Villa
Anthony Elanga,10/1,16/5,10/1,20/1,80/1,Newcastle v Aston Villa
Bruno Guimaraes,11/1,15/4,11/1,28/1,100/1,Newcastle v Aston Villa
Joelinton,14/1,5/1,14/1,40/1,200/1,Newcastle v Aston Villa
Jacob Ramsey,14/1,5/1,14/1,40/1,200/1,Newcastle v Aston Villa
Joe Willock,16/1,11/2,16/1,40/1,300/1,Newcastle v Aston Villa
Sandro Tonali,20/1,15/2,20/1,50/1,500/1,Newcastle v Aston Villa
Lewis Miley,20/1,15/2,20/1,50/1,500/1,Newcastle v Aston Villa
Malick Thiaw,22/1,9/1,22/1,66/1,500/1,Newcastle v Aston Villa
Sven Botman,28/1,11/1,28/1,100/1,500/1,Newcastle v Aston Villa
Kieran Trippier,33/1,14/1,33/1,150/1,500/1,Newcastle v Aston Villa
Lewis Hall,33/1,14/1,33/1,150/1,500/1,Newcastle v Aston Villa
Ollie Watkins,13/2,15/8,13/2,10/1,40/1,Newcastle v Aston Villa
Morgan Rogers,8/1,12/5,8/1,12/1,50/1,Newcastle v Aston Villa
Emiliano Buendia,11/1,7/2,11/1,25/1,100/1,Newcastle v Aston Villa
Evann Guessand,11/1,7/2,11/1,25/1,100/1,Newcastle v Aston Villa
Jadon Sancho,14/1,23/5,14/1,33/1,200/1,Newcastle v Aston Villa
Youri Tielemans,16/1,6/1,16/1,50/1,300/1,Newcastle v Aston Villa
John McGinn,16/1,6/1,16/1,50/1,300/1,Newcastle v Aston Villa
George Hemmings,22/1,8/1,22/1,66/1,500/1,Newcastle v Aston Villa
Matty Cash,28/1,11/1,28/1,100/1,500/1,Newcastle v Aston Villa
Ezri Konsa,33/1,12/1,33/1,150/1,500/1,Newcastle v Aston Villa
Ian Maatsen,33/1,12/1,33/1,150/1,500/1,Newcastle v Aston Villa
Lamare Bogarde,33/1,12/1,33/1,150/1,500/1,Newcastle v Aston Villa
Tyrone Mings,33/1,12/1,33/1,150/1,500/1,Newcastle v Aston Villa
Pau Torres,40/1,18/1,40/1,250/1,500/1,Newcastle v Aston Villa
Victor Lindelof,40/1,18/1,40/1,250/1,500/1,Newcastle v Aston Villa
Lucas Digne,40/1,18/1,40/1,250/1,500/1,Newcastle v Aston Villa
Viktor Gyokeres,4/1,23/20,4/1,6/1,22/1,Arsenal v Man Utd
Gabriel Jesus,5/1,6/4,5/1,8/1,33/1,Arsenal v Man Utd
Bukayo Saka,11/2,17/10,11/2,9/1,40/1,Arsenal v Man Utd
Kai Havertz,5/1,29/20,5/1,8/1,33/1,Arsenal v Man Utd
Leandro Trossard,6/1,19/10,6/1,10/1,40/1,Arsenal v Man Utd
Gabriel Martinelli,13/2,2/1,13/2,11/1,50/1,Arsenal v Man Utd
Noni Madueke,7/1,9/4,7/1,12/1,50/1,Arsenal v Man Utd
Eberechi Eze,8/1,5/2,8/1,14/1,66/1,Arsenal v Man Utd
Ethan Nwaneri,17/2,11/4,17/2,14/1,66/1,Arsenal v Man Utd
Declan Rice,12/1,4/1,12/1,33/1,150/1,Arsenal v Man Utd
Gabriel Magalhaes,14/1,23/5,14/1,33/1,200/1,Arsenal v Man Utd
Martin Odegaard,12/1,4/1,12/1,33/1,150/1,Arsenal v Man Utd
Martin Zubimendi,20/1,7/1,20/1,50/1,500/1,Arsenal v Man Utd
Jurrien Timber,22/1,8/1,22/1,66/1,500/1,Arsenal v Man Utd
Christian Norgaard,20/1,7/1,20/1,50/1,500/1,Arsenal v Man Utd
Ben White,28/1,11/1,28/1,100/1,500/1,Arsenal v Man Utd
William Saliba,28/1,11/1,28/1,100/1,500/1,Arsenal v Man Utd
Myles Lewis-Skelly,28/1,11/1,28/1,100/1,500/1,Arsenal v Man Utd
Cristhian Mosquera,33/1,12/1,33/1,150/1,500/1,Arsenal v Man Utd
Benjamin Sesko,9/1,14/5,9/1,16/1,66/1,Arsenal v Man Utd
Bryan Mbeumo,10/1,16/5,10/1,20/1,80/1,Arsenal v Man Utd
Bruno Fernandes,11/1,15/4,11/1,28/1,100/1,Arsenal v Man Utd
Matheus Cunha,11/1,15/4,11/1,28/1,100/1,Arsenal v Man Utd
Joshua Zirkzee,11/1,15/4,11/1,28/1,100/1,Arsenal v Man Utd
Amad Diallo,14/1,24/5,14/1,33/1,200/1,Arsenal v Man Utd
Mason Mount,16/1,11/2,16/1,40/1,300/1,Arsenal v Man Utd
Patrick Dorgu,16/1,6/1,16/1,50/1,300/1,Arsenal v Man Utd
Casemiro,22/1,17/2,22/1,66/1,500/1,Arsenal v Man Utd
Kobbie Mainoo,25/1,9/1,25/1,66/1,500/1,Arsenal v Man Utd
Harry Maguire,25/1,10/1,25/1,80/1,500/1,Arsenal v Man Utd
Diogo Dalot,40/1,16/1,40/1,250/1,500/1,Arsenal v Man Utd
Lisandro Martinez,40/1,16/1,40/1,250/1,500/1,Arsenal v Man Utd
Manuel Ugarte,40/1,16/1,40/1,250/1,500/1,Arsenal v Man Utd
Noussair Mazraoui,40/1,20/1,40/1,300/1,500/1,Arsenal v Man Utd
Leny Yoro,50/1,25/1,50/1,300/1,500/1,Arsenal v Man Utd
Ayden Heaven,50/1,25/1,50/1,300/1,500/1,Arsenal v Man Utd
Luke Shaw,66/1,40/1,66/1,300/1,500/1,Arsenal v Man Utd
Thierno Barry,11/2,19/10,11/2,11/1,50/1,Everton v Leeds
Iliman Ndiaye,6/1,21/10,6/1,12/1,50/1,Everton v Leeds
Beto,11/2,2/1,11/2,11/1,50/1,Everton v Leeds
Dwight McNeil,12/1,24/5,12/1,33/1,200/1,Everton v Leeds
Harrison Armstrong,12/1,24/5,12/1,33/1,200/1,Everton v Leeds
Tyler Dibling,12/1,5/1,12/1,40/1,200/1,Everton v Leeds
Merlin Rohl,12/1,23/5,12/1,33/1,200/1,Everton v Leeds
James Garner,12/1,5/1,12/1,40/1,200/1,Everton v Leeds
James Tarkowski,22/1,9/1,22/1,66/1,500/1,Everton v Leeds
Jake O'Brien,22/1,9/1,22/1,66/1,500/1,Everton v Leeds
Tim Iroegbunam,18/1,15/2,18/1,50/1,500/1,Everton v Leeds
Jarrad Branthwaite,22/1,10/1,22/1,80/1,500/1,Everton v Leeds
Idrissa Gueye,25/1,11/1,25/1,100/1,500/1,Everton v Leeds
Nathan Patterson,40/1,18/1,40/1,250/1,500/1,Everton v Leeds
Vitaliy Mykolenko,40/1,18/1,40/1,250/1,500/1,Everton v Leeds
Dominic Calvert-Lewin,4/1,7/5,4/1,15/2,33/1,Everton v Leeds
Lukas Nmecha,11/2,19/10,11/2,10/1,40/1,Everton v Leeds
Joel Piroe,6/1,9/4,6/1,12/1,50/1,Everton v Leeds
Noah Okafor,15/2,14/5,15/2,16/1,66/1,Everton v Leeds
Wilfried Gnonto,9/1,18/5,9/1,25/1,100/1,Everton v Leeds
Brenden Aaronson,9/1,16/5,9/1,20/1,80/1,Everton v Leeds
Anton Stach,14/1,11/2,14/1,40/1,250/1,Everton v Leeds
Ao Tanaka,16/1,13/2,16/1,50/1,400/1,Everton v Leeds
Pascal Struijk,20/1,9/1,20/1,66/1,500/1,Everton v Leeds
Jayden Bogle,22/1,9/1,22/1,66/1,500/1,Everton v Leeds
