player names,first score,anytime score,last score,two or more,hatrick,contest
David Moller Wolfe,28/1,11/1,28/1,80/1,500/1,Wolves v Brentford
Ki-Jana Hoever,28/1,12/1,28/1,100/1,500/1,Wolves v Brentford
Toti Gomes,33/1,16/1,33/1,200/1,500/1,Wolves v Brentford
Andre,33/1,16/1,33/1,200/1,500/1,Wolves v Brentford
Santiago Bueno,40/1,20/1,40/1,300/1,500/1,Wolves v Brentford
Igor Thiago,4/1,13/10,4/1,7/1,28/1,Wolves v Brentford
Kevin Schade,13/2,23/10,13/2,12/1,50/1,Wolves v Brentford
Keane Lewis-Potter,9/1,16/5,9/1,20/1,80/1,Wolves v Brentford
Mathias Jensen,14/1,5/1,14/1,40/1,250/1,Wolves v Brentford
Mikkel Damsgaard,12/1,24/5,12/1,33/1,200/1,Wolves v Brentford
Sepp van den Berg,22/1,17/2,22/1,66/1,500/1,Wolves v Brentford
Nathan Collins,22/1,17/2,22/1,66/1,500/1,Wolves v Brentford
Yehor Yarmolyuk,22/1,9/1,22/1,66/1,500/1,Wolves v Brentford
Vitaly Janelt,25/1,10/1,25/1,80/1,500/1,Wolves v Brentford
Ethan Pinnock,25/1,10/1,25/1,80/1,500/1,Wolves v Brentford
Jordan Henderson,25/1,11/1,25/1,80/1,500/1,Wolves v Brentford
Aaron Hickey,28/1,12/1,28/1,100/1,500/1,Wolves v Brentford
Kristoffer Ajer,28/1,12/1,28/1,100/1,500/1,Wolves v Brentford
Michael Kayode,33/1,16/1,33/1,200/1,500/1,Wolves v Brentford
Rico Henry,33/1,16/1,33/1,200/1,500/1,Wolves v Brentford
Thierno Barry,9/1,17/5,9/1,22/1,80/1,Everton v Arsenal
Beto,9/1,16/5,9/1,20/1,80/1,Everton v Arsenal
Carlos Alcaraz,14/1,11/2,14/1,40/1,250/1,Everton v Arsenal
Tyler Dibling,18/1,7/1,18/1,50/1,400/1,Everton v Arsenal
Jack Grealish,16/1,13/2,16/1,50/1,400/1,Everton v Arsenal
Kiernan Dewsbury-Hall,18/1,7/1,18/1,50/1,400/1,Everton v Arsenal
Dwight McNeil,18/1,15/2,18/1,50/1,500/1,Everton v Arsenal
Michael Keane,28/1,12/1,28/1,100/1,500/1,Everton v Arsenal
Jake O'Brien,33/1,14/1,33/1,200/1,500/1,Everton v Arsenal
James Tarkowski,33/1,14/1,33/1,200/1,500/1,Everton v Arsenal
Tim Iroegbunam,33/1,14/1,33/1,150/1,500/1,Everton v Arsenal
James Garner,33/1,14/1,33/1,200/1,500/1,Everton v Arsenal
Adam Aznou,40/1,20/1,40/1,300/1,500/1,Everton v Arsenal
Elijah Campbell,40/1,20/1,40/1,300/1,500/1,Everton v Arsenal
Vitaliy Mykolenko,40/1,25/1,40/1,300/1,500/1,Everton v Arsenal
Nathan Patterson,40/1,25/1,40/1,300/1,500/1,Everton v Arsenal
Viktor Gyokeres,17/4,29/20,17/4,8/1,33/1,Everton v Arsenal
Bukayo Saka,5/1,17/10,5/1,9/1,40/1,Everton v Arsenal
Gabriel Jesus,5/1,17/10,5/1,9/1,40/1,Everton v Arsenal
Leandro Trossard,13/2,9/4,13/2,12/1,50/1,Everton v Arsenal
Noni Madueke,13/2,12/5,13/2,14/1,50/1,Everton v Arsenal
Gabriel Martinelli,7/1,5/2,7/1,14/1,50/1,Everton v Arsenal
Eberechi Eze,15/2,14/5,15/2,16/1,66/1,Everton v Arsenal
Ethan Nwaneri,8/1,3/1,8/1,18/1,66/1,Everton v Arsenal
Mikel Merino,15/2,14/5,15/2,16/1,66/1,Everton v Arsenal
Martin Odegaard,10/1,15/4,10/1,25/1,100/1,Everton v Arsenal
Declan Rice,12/1,5/1,12/1,40/1,200/1,Everton v Arsenal
Riccardo Calafiori,18/1,15/2,18/1,50/1,500/1,Everton v Arsenal
Christian Norgaard,18/1,15/2,18/1,50/1,500/1,Everton v Arsenal
William Saliba,22/1,10/1,22/1,80/1,500/1,Everton v Arsenal
Martin Zubimendi,22/1,9/1,22/1,66/1,500/1,Everton v Arsenal
Jurrien Timber,25/1,11/1,25/1,80/1,500/1,Everton v Arsenal
Piero Hincapie,25/1,11/1,25/1,80/1,500/1,Everton v Arsenal
Myles Lewis-Skelly,25/1,11/1,25/1,80/1,500/1,Everton v Arsenal
Ben White,28/1,12/1,28/1,100/1,500/1,Everton v Arsenal
Dominic Calvert-Lewin,9/2,6/4,9/2,8/1,33/1,Leeds v Crystal Palace
Lukas Nmecha,5/1,17/10,5/1,10/1,40/1,Leeds v Crystal Palace
Noah Okafor,7/1,5/2,7/1,14/1,50/1,Leeds v Crystal Palace
Joel Piroe,13/2,23/10,13/2,12/1,50/1,Leeds v Crystal Palace
Wilfried Gnonto,10/1,18/5,10/1,25/1,100/1,Leeds v Crystal Palace
Brenden Aaronson,10/1,15/4,10/1,28/1,100/1,Leeds v Crystal Palace
Anton Stach,16/1,6/1,16/1,50/1,300/1,Leeds v Crystal Palace
Jack Harrison,14/1,5/1,14/1,40/1,200/1,Leeds v Crystal Palace
Ao Tanaka,14/1,6/1,14/1,40/1,300/1,Leeds v Crystal Palace
Pascal Struijk,20/1,9/1,20/1,66/1,500/1,Leeds v Crystal Palace
Jayden Bogle,20/1,9/1,20/1,66/1,500/1,Leeds v Crystal Palace
Joe Rodon,28/1,12/1,28/1,100/1,500/1,Leeds v Crystal Palace
Jaka Bijol,28/1,12/1,28/1,100/1,500/1,Leeds v Crystal Palace
Gabriel Gudmondsson,33/1,14/1,33/1,150/1,500/1,Leeds v Crystal Palace
James Justin,28/1,12/1,28/1,100/1,500/1,Leeds v Crystal Palace
Ethan Ampadu,40/1,18/1,40/1,250/1,500/1,Leeds v Crystal Palace
Ilia Gruev,40/1,18/1,40/1,250/1,500/1,Leeds v Crystal Palace
Jean-Philippe Mateta,23/5,31/20,23/5,17/2,33/1,Leeds v Crystal Palace
Eddie Nketiah,6/1,21/10,6/1,12/1,50/1,Leeds v Crystal Palace
Yeremy Pino,10/1,15/4,10/1,25/1,100/1,Leeds v Crystal Palace
Christantus Uche,9/1,10/3,9/1,20/1,80/1,Leeds v Crystal Palace
Justin Devenny,12/1,5/1,12/1,33/1,200/1,Leeds v Crystal Palace
Romaine Esse,14/1,5/1,14/1,40/1,250/1,Leeds v Crystal Palace
Marc Guehi,25/1,11/1,25/1,80/1,500/1,Leeds v Crystal Palace
Jefferson Lerma,22/1,9/1,22/1,66/1,500/1,Leeds v Crystal Palace
Maxence Lacroix,25/1,11/1,25/1,80/1,500/1,Leeds v Crystal Palace
Nathaniel Clyne,22/1,9/1,22/1,66/1,500/1,Leeds v Crystal Palace
Adam Wharton,25/1,11/1,25/1,80/1,500/1,Leeds v Crystal Palace
Tyrick Mitchell,28/1,12/1,28/1,100/1,500/1,Leeds v Crystal Palace
Chris Richards,33/1,14/1,33/1,150/1,500/1,Leeds v Crystal Palace
Will Hughes,33/1,14/1,33/1,150/1,500/1,Leeds v Crystal Palace
Jaydee Canvot,33/1,16/1,33/1,200/1,500/1,Leeds v Crystal Palace
Borna Sosa,33/1,14/1,33/1,150/1,500/1,Leeds v Crystal Palace
Kaden Rodney,28/1,12/1,28/1,100/1,500/1,Leeds v Crystal Palace
Joel Drakes-Thomas,14/1,5/1,14/1,40/1,250/1,Leeds v Crystal Palace
George King,28/1,12/1,28/1,100/1,500/1,Leeds v Crystal Palace
Dean Benamar,28/1,12/1,28/1,100/1,500/1,Leeds v Crystal Palace
Ollie Watkins,17/4,23/20,17/4,6/1,22/1,Aston Villa v Man Utd
Donyell Malen,23/5,13/10,23/5,7/1,28/1,Aston Villa v Man Utd
Evann Guessand,13/2,19/10,13/2,10/1,50/1,Aston Villa v Man Utd
Morgan Rogers,13/2,2/1,13/2,11/1,50/1,Aston Villa v Man Utd
Emiliano Buendia,17/2,13/5,17/2,14/1,66/1,Aston Villa v Man Utd
John McGinn,9/1,3/1,9/1,18/1,66/1,Aston Villa v Man Utd
Jadon Sancho,9/1,3/1,9/1,18/1,66/1,Aston Villa v Man Utd
Youri Tielemans,12/1,15/4,12/1,28/1,100/1,Aston Villa v Man Utd
Amadou Onana,18/1,13/2,18/1,50/1,400/1,Aston Villa v Man Utd
Matty Cash,22/1,8/1,22/1,66/1,500/1,Aston Villa v Man Utd
Ian Maatsen,22/1,8/1,22/1,66/1,500/1,Aston Villa v Man Utd
Ezri Konsa,33/1,12/1,33/1,100/1,500/1,Aston Villa v Man Utd
Boubacar Kamara,33/1,12/1,33/1,100/1,500/1,Aston Villa v Man Utd
Andres Garcia,33/1,12/1,33/1,100/1,500/1,Aston Villa v Man Utd
Victor Lindelof,33/1,14/1,33/1,150/1,500/1,Aston Villa v Man Utd
Lucas Digne,33/1,14/1,33/1,150/1,500/1,Aston Villa v Man Utd
Lamare Bogarde,33/1,14/1,33/1,150/1,500/1,Aston Villa v Man Utd
Pau Torres,28/1,11/1,28/1,100/1,500/1,Aston Villa v Man Utd
Benjamin Sesko,15/2,23/10,15/2,12/1,50/1,Aston Villa v Man Utd
Bruno Fernandes,9/1,14/5,9/1,16/1,66/1,Aston Villa v Man Utd
Matheus Cunha,17/2,13/5,17/2,14/1,66/1,Aston Villa v Man Utd
Joshua Zirkzee,9/1,27/10,9/1,14/1,66/1,Aston Villa v Man Utd
Mason Mount,12/1,15/4,12/1,28/1,100/1,Aston Villa v Man Utd
Shea Lacey,14/1,24/5,14/1,33/1,200/1,Aston Villa v Man Utd
Kobbie Mainoo,20/1,7/1,20/1,50/1,500/1,Aston Villa v Man Utd
Patrick Dorgu,25/1,9/1,25/1,66/1,500/1,Aston Villa v Man Utd
Matthijs de Ligt,25/1,10/1,25/1,80/1,500/1,Aston Villa v Man Utd
Diogo Dalot,28/1,11/1,28/1,80/1,500/1,Aston Villa v Man Utd
Lisandro Martinez,33/1,12/1,33/1,150/1,500/1,Aston Villa v Man Utd
Tyrell Malacia,33/1,12/1,33/1,150/1,500/1,Aston Villa v Man Utd
Manuel Ugarte,33/1,12/1,33/1,150/1,500/1,Aston Villa v Man Utd
Leny Yoro,33/1,14/1,33/1,200/1,500/1,Aston Villa v Man Utd
Ayden Heaven,40/1,16/1,40/1,250/1,500/1,Aston Villa v Man Utd
Luke Shaw,50/1,33/1,50/1,300/1,500/1,Aston Villa v Man Utd
Harry Maguire,22/1,8/1,22/1,66/1,500/1,Aston Villa v Man Utd
Raul Jimenez,24/5,31/20,24/5,17/2,33/1,Fulham v Nottingham Forest
Harry Wilson,17/2,29/10,17/2,16/1,66/1,Fulham v Nottingham Forest
Emile Smith Rowe,9/1,10/3,9/1,22/1,80/1,Fulham v Nottingham Forest
Kevin,9/1,10/3,9/1,22/1,80/1,Fulham v Nottingham Forest
Joshua King,10/1,15/4,10/1,28/1,100/1,Fulham v Nottingham Forest
Adama Traore,12/1,17/4,12/1,33/1,150/1,Fulham v Nottingham Forest
Tom Cairney,18/1,7/1,18/1,50/1,500/1,Fulham v Nottingham Forest
Sasa Lukic,20/1,8/1,20/1,66/1,500/1,Fulham v Nottingham Forest
Harrison Reed,22/1,9/1,22/1,66/1,500/1,Fulham v Nottingham Forest
Sander Berge,25/1,10/1,25/1,80/1,500/1,Fulham v Nottingham Forest
Jorge Cuenca,28/1,11/1,28/1,100/1,500/1,Fulham v Nottingham Forest
Kenny Tete,28/1,12/1,28/1,150/1,500/1,Fulham v Nottingham Forest
Joachim Andersen,28/1,12/1,28/1,150/1,500/1,Fulham v Nottingham Forest
Timothy Castagne,28/1,12/1,28/1,150/1,500/1,Fulham v Nottingham Forest
Issa Diop,28/1,12/1,28/1,150/1,500/1,Fulham v Nottingham Forest
Antonee Robinson,40/1,16/1,40/1,250/1,500/1,Fulham v Nottingham Forest
Igor Jesus,6/1,2/1,6/1,11/1,50/1,Fulham v Nottingham Forest
Arnaud Kalimuendo,7/1,12/5,7/1,12/1,50/1,Fulham v Nottingham Forest
Morgan Gibbs-White,17/2,29/10,17/2,16/1,66/1,Fulham v Nottingham Forest
Omari Hutchinson,11/1,4/1,11/1,33/1,150/1,Fulham v Nottingham Forest
Callum Hudson-Odoi,11/1,4/1,11/1,33/1,150/1,Fulham v Nottingham Forest
Dan Ndoye,11/1,4/1,11/1,33/1,150/1,Fulham v Nottingham Forest
James McAtee,11/1,4/1,11/1,33/1,150/1,Fulham v Nottingham Forest
Elliot Anderson,18/1,13/2,18/1,50/1,400/1,Fulham v Nottingham Forest
Nikola Milenkovic,20/1,17/2,20/1,66/1,500/1,Fulham v Nottingham Forest
Douglas Luiz,18/1,15/2,18/1,50/1,500/1,Fulham v Nottingham Forest
Neco Williams,25/1,11/1,25/1,100/1,500/1,Fulham v Nottingham Forest
Nicolo Savona,28/1,12/1,28/1,100/1,500/1,Fulham v Nottingham Forest
Murillo,28/1,12/1,28/1,100/1,500/1,Fulham v Nottingham Forest
Oleksandr Zinchenko,33/1,12/1,33/1,150/1,500/1,Fulham v Nottingham Forest
Morato,40/1,18/1,40/1,250/1,500/1,Fulham v Nottingham Forest
Zach Abbott,40/1,18/1,40/1,250/1,500/1,Fulham v Nottingham Forest
