player names,first score,anytime score,last score,two or more,hatrick,contest
Wilfried Gnonto,18/1,11/2,18/1,40/1,250/1,Man City v Leeds
Brenden Aaronson,20/1,13/2,20/1,50/1,300/1,Man City v Leeds
Noah Okafor,20/1,13/2,20/1,50/1,300/1,Man City v Leeds
Anton Stach,33/1,12/1,33/1,100/1,500/1,Man City v Leeds
Pascal Struijk,33/1,12/1,33/1,100/1,500/1,Man City v Leeds
Ao Tanaka,33/1,12/1,33/1,100/1,500/1,Man City v Leeds
Sean Longstaff,33/1,14/1,33/1,150/1,500/1,Man City v Leeds
Jayden Bogle,40/1,16/1,40/1,200/1,500/1,Man City v Leeds
Joe Rodon,40/1,20/1,40/1,300/1,500/1,Man City v Leeds
Gabriel Gudmundsson,40/1,20/1,40/1,300/1,500/1,Man City v Leeds
Ethan Ampadu,50/1,28/1,50/1,300/1,500/1,Man City v Leeds
No Goalscorer (either team),14/1,4/11,7/4,7/4,6/1,Man City v Leeds
Erling Haaland,7/4,19/20,15/4,24/5,16/1,Man City v Leeds
Omar Marmoush,15/4,2/1,7/1,12/1,50/1,Man City v Leeds
Rayan Cherki,7/1,11/5,15/2,12/1,50/1,Man City v Leeds
Phil Foden,15/2,5/2,9/1,14/1,66/1,Man City v Leeds
Oscar Bobb,9/1,27/10,9/1,16/1,66/1,Man City v Leeds
Savinho,9/1,3/1,10/1,18/1,66/1,Man City v Leeds
Tijjani Reijnders,10/1,10/3,11/1,20/1,80/1,Man City v Leeds
Nico O'Reilly,11/1,3/1,10/1,18/1,80/1,Man City v Leeds
Jeremy Doku,10/1,6/1,18/1,40/1,300/1,Man City v Leeds
Rayan Ait-Nouri,18/1,13/2,20/1,50/1,400/1,Man City v Leeds
Josko Gvardiol,20/1,13/2,20/1,50/1,400/1,Man City v Leeds
Bernardo Silva,20/1,13/2,20/1,50/1,400/1,Man City v Leeds
Nathan Ake,20/1,15/2,22/1,50/1,500/1,Man City v Leeds
Nico Gonzalez,22/1,15/2,22/1,50/1,500/1,Man City v Leeds
John Stones,22/1,17/2,22/1,66/1,500/1,Man City v Leeds
Matheus Nunes,22/1,17/2,22/1,66/1,500/1,Man City v Leeds
Rico Lewis,22/1,10/1,25/1,66/1,500/1,Man City v Leeds
Ruben Dias,25/1,11/1,28/1,100/1,500/1,Man City v Leeds
Wilson Isidor,11/2,19/10,11/2,11/1,40/1,Sunderland v Bournemouth
Brian Brobbey,17/4,7/5,17/4,15/2,28/1,Sunderland v Bournemouth
Eliezer Mayenda,6/1,2/1,6/1,11/1,50/1,Sunderland v Bournemouth
Chemsdine Talbi,17/2,3/1,17/2,18/1,66/1,Sunderland v Bournemouth
Bertrand Traore,17/2,3/1,17/2,18/1,66/1,Sunderland v Bournemouth
Simon Adingra,10/1,7/2,10/1,22/1,80/1,Sunderland v Bournemouth
Chris Rigg,12/1,17/4,12/1,33/1,150/1,Sunderland v Bournemouth
Enzo Le Fee,12/1,24/5,12/1,33/1,200/1,Sunderland v Bournemouth
Daniel Ballard,16/1,6/1,16/1,40/1,300/1,Sunderland v Bournemouth
Nordi Mukiele,22/1,17/2,22/1,66/1,500/1,Sunderland v Bournemouth
Omar Alderete,22/1,17/2,22/1,66/1,500/1,Sunderland v Bournemouth
Lutsharel Geertruida,25/1,10/1,25/1,80/1,500/1,Sunderland v Bournemouth
Trai Hume,25/1,10/1,25/1,80/1,500/1,Sunderland v Bournemouth
Granit Xhaka,28/1,12/1,28/1,100/1,500/1,Sunderland v Bournemouth
Luke O'Nien,28/1,12/1,28/1,100/1,500/1,Sunderland v Bournemouth
Noah Sadiki,33/1,14/1,33/1,150/1,500/1,Sunderland v Bournemouth
Dan Neil,40/1,18/1,40/1,250/1,500/1,Sunderland v Bournemouth
Arthur Masuaku,40/1,18/1,40/1,250/1,500/1,Sunderland v Bournemouth
Reinildo Mandava,40/1,22/1,40/1,300/1,500/1,Sunderland v Bournemouth
Enes Unal,5/1,9/5,5/1,10/1,40/1,Sunderland v Bournemouth
Evanilson,11/2,15/8,11/2,11/1,40/1,Sunderland v Bournemouth
Eli Junior Kroupi,23/5,6/4,23/5,17/2,33/1,Sunderland v Bournemouth
Antoine Semenyo,13/2,11/5,13/2,12/1,50/1,Sunderland v Bournemouth
Marcus Tavernier,8/1,29/10,8/1,16/1,66/1,Sunderland v Bournemouth
David Brooks,11/1,15/4,11/1,28/1,100/1,Sunderland v Bournemouth
Amine Adli,12/1,9/2,12/1,33/1,150/1,Sunderland v Bournemouth
Ryan Christie,20/1,8/1,20/1,50/1,500/1,Sunderland v Bournemouth
James Hill,20/1,17/2,20/1,66/1,500/1,Sunderland v Bournemouth
Alex Scott,22/1,9/1,22/1,66/1,500/1,Sunderland v Bournemouth
Alejandro Jimenez,28/1,12/1,28/1,100/1,500/1,Sunderland v Bournemouth
Bafode Diakite,25/1,11/1,25/1,80/1,500/1,Sunderland v Bournemouth
Marcos Senesi,28/1,12/1,28/1,100/1,500/1,Sunderland v Bournemouth
Adrien Truffert,33/1,14/1,33/1,150/1,500/1,Sunderland v Bournemouth
Tyler Adams,33/1,14/1,33/1,150/1,500/1,Sunderland v Bournemouth
Veljko Milosavljevic,33/1,16/1,33/1,250/1,500/1,Sunderland v Bournemouth
Julian Araujo,40/1,18/1,40/1,250/1,500/1,Sunderland v Bournemouth
Lewis Cook,40/1,20/1,40/1,300/1,500/1,Sunderland v Bournemouth
Julio Soler,50/1,28/1,50/1,300/1,500/1,Sunderland v Bournemouth
Adam Smith,50/1,28/1,50/1,300/1,500/1,Sunderland v Bournemouth
Beto,11/2,19/10,11/2,11/1,50/1,Everton v Newcastle
Iliman Ndiaye,13/2,9/4,13/2,12/1,50/1,Everton v Newcastle
Thierno Barry,6/1,21/10,6/1,12/1,50/1,Everton v Newcastle
Carlos Alcaraz,9/1,17/5,9/1,20/1,80/1,Everton v Newcastle
Jack Grealish,12/1,24/5,12/1,33/1,200/1,Everton v Newcastle
Kiernan Dewsbury-Hall,12/1,5/1,12/1,33/1,200/1,Everton v Newcastle
Dwight McNeil,12/1,24/5,12/1,33/1,200/1,Everton v Newcastle
Tyler Dibling,12/1,17/4,12/1,33/1,150/1,Everton v Newcastle
Michael Keane,22/1,10/1,22/1,66/1,500/1,Everton v Newcastle
Tim Iroegbunam,22/1,10/1,22/1,66/1,500/1,Everton v Newcastle
James Tarkowski,25/1,11/1,25/1,80/1,500/1,Everton v Newcastle
Jake O'Brien,25/1,11/1,25/1,80/1,500/1,Everton v Newcastle
James Garner,25/1,11/1,25/1,80/1,500/1,Everton v Newcastle
Adam Aznou,33/1,14/1,33/1,150/1,500/1,Everton v Newcastle
Vitaliy Mykolenko,40/1,18/1,40/1,250/1,500/1,Everton v Newcastle
Seamus Coleman,40/1,18/1,40/1,250/1,500/1,Everton v Newcastle
Nick Woltemade,11/2,9/5,11/2,10/1,40/1,Everton v Newcastle
Anthony Gordon,6/1,2/1,6/1,12/1,50/1,Everton v Newcastle
William Osula,6/1,21/10,6/1,12/1,50/1,Everton v Newcastle
Harvey Barnes,15/2,13/5,15/2,14/1,66/1,Everton v Newcastle
Anthony Elanga,10/1,18/5,10/1,22/1,100/1,Everton v Newcastle
Jacob Murphy,11/1,4/1,11/1,28/1,100/1,Everton v Newcastle
Jacob Ramsey,12/1,24/5,12/1,33/1,200/1,Everton v Newcastle
Joe Willock,14/1,11/2,14/1,40/1,250/1,Everton v Newcastle
Bruno Guimaraes,16/1,13/2,16/1,50/1,400/1,Everton v Newcastle
Joelinton,16/1,13/2,16/1,50/1,400/1,Everton v Newcastle
Sandro Tonali,18/1,15/2,18/1,50/1,500/1,Everton v Newcastle
Lewis Miley,20/1,17/2,20/1,66/1,500/1,Everton v Newcastle
Dan Burn,22/1,10/1,22/1,66/1,500/1,Everton v Newcastle
Malick Thiaw,28/1,12/1,28/1,100/1,500/1,Everton v Newcastle
Fabian Schar,28/1,12/1,28/1,100/1,500/1,Everton v Newcastle
Sven Botman,28/1,12/1,28/1,100/1,500/1,Everton v Newcastle
Lewis Hall,33/1,16/1,33/1,200/1,500/1,Everton v Newcastle
Kieran Trippier,40/1,18/1,40/1,250/1,500/1,Everton v Newcastle
Tino Livramento,50/1,28/1,50/1,300/1,500/1,Everton v Newcastle
Jean-Philippe Mateta,15/4,11/10,15/4,11/2,20/1,Crystal Palace v Man Utd
Ismaila Sarr,13/2,21/10,13/2,12/1,50/1,Crystal Palace v Man Utd
Eddie Nketiah,5/1,13/8,5/1,9/1,33/1,Crystal Palace v Man Utd
Yeremy Pino,11/1,18/5,11/1,22/1,100/1,Crystal Palace v Man Utd
Christantus Uche,10/1,10/3,10/1,20/1,80/1,Crystal Palace v Man Utd
Justin Devenny,11/1,15/4,11/1,28/1,100/1,Crystal Palace v Man Utd
Daniel Munoz,14/1,5/1,14/1,40/1,200/1,Crystal Palace v Man Utd
Daichi Kamada,20/1,7/1,20/1,50/1,500/1,Crystal Palace v Man Utd
Jefferson Lerma,22/1,17/2,22/1,66/1,500/1,Crystal Palace v Man Utd
Maxence Lacroix,25/1,10/1,25/1,66/1,500/1,Crystal Palace v Man Utd
Marc Guehi,25/1,10/1,25/1,66/1,500/1,Crystal Palace v Man Utd
Chris Richards,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Man Utd
Tyrick Mitchell,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Man Utd
Adam Wharton,33/1,12/1,33/1,200/1,500/1,Crystal Palace v Man Utd
Will Hughes,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Man Utd
Jaydee Canvot,33/1,16/1,33/1,200/1,500/1,Crystal Palace v Man Utd
Nathaniel Clyne,50/1,28/1,50/1,300/1,500/1,Crystal Palace v Man Utd
Bryan Mbeumo,15/2,12/5,15/2,14/1,50/1,Crystal Palace v Man Utd
Bruno Fernandes,9/1,3/1,9/1,18/1,80/1,Crystal Palace v Man Utd
Joshua Zirkzee,9/1,14/5,9/1,16/1,66/1,Crystal Palace v Man Utd
Amad Diallo,11/1,4/1,12/1,33/1,150/1,Crystal Palace v Man Utd
Mason Mount,12/1,17/4,12/1,33/1,150/1,Crystal Palace v Man Utd
Casemiro,18/1,13/2,18/1,50/1,400/1,Crystal Palace v Man Utd
Kobbie Mainoo,18/1,13/2,18/1,50/1,400/1,Crystal Palace v Man Utd
Matthijs de Ligt,22/1,9/1,22/1,66/1,500/1,Crystal Palace v Man Utd
Patrick Dorgu,22/1,17/2,22/1,66/1,500/1,Crystal Palace v Man Utd
Leny Yoro,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Man Utd
Diogo Dalot,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Man Utd
Lisandro Martinez,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Man Utd
Ayden Heaven,33/1,16/1,33/1,200/1,500/1,Crystal Palace v Man Utd
Noussair Mazraoui,40/1,18/1,40/1,250/1,500/1,Crystal Palace v Man Utd
Manuel Ugarte,33/1,16/1,33/1,200/1,500/1,Crystal Palace v Man Utd
Luke Shaw,50/1,33/1,50/1,300/1,500/1,Crystal Palace v Man Utd
Donyell Malen,15/4,11/10,15/4,6/1,22/1,Aston Villa v Wolves
Ollie Watkins,15/4,23/20,15/4,6/1,22/1,Aston Villa v Wolves
Evann Guessand,11/2,9/5,11/2,10/1,40/1,Aston Villa v Wolves
Morgan Rogers,6/1,19/10,6/1,11/1,40/1,Aston Villa v Wolves
John McGinn,15/2,5/2,15/2,14/1,50/1,Aston Villa v Wolves
Emiliano Buendia,8/1,13/5,8/1,16/1,66/1,Aston Villa v Wolves
Harvey Elliott,8/1,13/5,8/1,16/1,66/1,Aston Villa v Wolves
Jadon Sancho,17/2,29/10,17/2,16/1,66/1,Aston Villa v Wolves
Youri Tielemans,11/1,15/4,11/1,25/1,100/1,Aston Villa v Wolves
Ross Barkley,11/1,15/4,11/1,25/1,100/1,Aston Villa v Wolves
Matty Cash,18/1,7/1,18/1,50/1,400/1,Aston Villa v Wolves
Ian Maatsen,18/1,7/1,18/1,50/1,400/1,Aston Villa v Wolves
Amadou Onana,16/1,6/1,16/1,40/1,300/1,Aston Villa v Wolves
Pau Torres,25/1,10/1,25/1,80/1,500/1,Aston Villa v Wolves
Ezri Konsa,33/1,14/1,33/1,150/1,500/1,Aston Villa v Wolves
Lucas Digne,33/1,14/1,33/1,150/1,500/1,Aston Villa v Wolves
Boubacar Kamara,33/1,14/1,33/1,150/1,500/1,Aston Villa v Wolves
Victor Lindelof,33/1,14/1,33/1,150/1,500/1,Aston Villa v Wolves
Lamare Bogarde,33/1,14/1,33/1,150/1,500/1,Aston Villa v Wolves
Jorgen Strand Larsen,15/2,12/5,15/2,14/1,50/1,Aston Villa v Wolves
Hwang Hee-chan,11/1,4/1,11/1,28/1,100/1,Aston Villa v Wolves
Tolu Arokodare,11/1,15/4,11/1,25/1,100/1,Aston Villa v Wolves
Jhon Arias,14/1,5/1,14/1,40/1,250/1,Aston Villa v Wolves
Fernando Lopez,14/1,5/1,14/1,40/1,250/1,Aston Villa v Wolves
Marshall Munetsi,18/1,13/2,18/1,50/1,400/1,Aston Villa v Wolves
Jean-Ricner Bellegarde,18/1,7/1,18/1,50/1,400/1,Aston Villa v Wolves
Ladislav Krejci,28/1,11/1,28/1,80/1,500/1,Aston Villa v Wolves
Joao Gomes,28/1,11/1,28/1,80/1,500/1,Aston Villa v Wolves
Emmanuel Agbadou,33/1,16/1,33/1,200/1,500/1,Aston Villa v Wolves
Toti Gomes,33/1,16/1,33/1,200/1,500/1,Aston Villa v Wolves
Ki-Jana Hoever,33/1,16/1,33/1,200/1,500/1,Aston Villa v Wolves
Jackson Tchatchoua,40/1,18/1,40/1,250/1,500/1,Aston Villa v Wolves
Andre,40/1,18/1,40/1,250/1,500/1,Aston Villa v Wolves
Hugo Bueno,40/1,18/1,40/1,250/1,500/1,Aston Villa v Wolves
David Moller Wolfe,40/1,18/1,40/1,250/1,500/1,Aston Villa v Wolves
Santiago Bueno,50/1,28/1,50/1,300/1,500/1,Aston Villa v Wolves
Igor Jesus,6/1,19/10,6/1,11/1,40/1,Nottingham Forest v Brighton
Arnaud Kalimuendo,13/2,2/1,13/2,12/1,50/1,Nottingham Forest v Brighton
Morgan Gibbs-White,15/2,5/2,15/2,14/1,50/1,Nottingham Forest v Brighton
Dan Ndoye,10/1,7/2,10/1,22/1,80/1,Nottingham Forest v Brighton
James McAtee,10/1,7/2,10/1,22/1,80/1,Nottingham Forest v Brighton
Callum Hudson-Odoi,12/1,23/5,12/1,33/1,150/1,Nottingham Forest v Brighton
Omari Hutchinson,12/1,23/5,12/1,33/1,150/1,Nottingham Forest v Brighton
Ryan Yates,14/1,11/2,14/1,40/1,250/1,Nottingham Forest v Brighton
Elliot Anderson,16/1,13/2,16/1,50/1,400/1,Nottingham Forest v Brighton
Nicolas Dominguez,16/1,13/2,16/1,50/1,400/1,Nottingham Forest v Brighton
Ibrahim Sangare,22/1,10/1,22/1,66/1,500/1,Nottingham Forest v Brighton
Nikola Milenkovic,25/1,10/1,25/1,80/1,500/1,Nottingham Forest v Brighton
Neco Williams,25/1,10/1,25/1,80/1,500/1,Nottingham Forest v Brighton
Murillo,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Brighton
Nicolo Savona,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Brighton
Jair Cunha,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Brighton
Morato,40/1,18/1,40/1,250/1,500/1,Nottingham Forest v Brighton
Zach Abbott,40/1,18/1,40/1,250/1,500/1,Nottingham Forest v Brighton
Danny Welbeck,5/1,13/8,5/1,9/1,40/1,Nottingham Forest v Brighton
Stefanos Tzimas,6/1,2/1,6/1,11/1,50/1,Nottingham Forest v Brighton
Charalampos Kostoulas,8/1,13/5,8/1,16/1,66/1,Nottingham Forest v Brighton
Georginio Rutter,10/1,18/5,10/1,22/1,100/1,Nottingham Forest v Brighton
Yankuba Minteh,10/1,18/5,10/1,22/1,100/1,Nottingham Forest v Brighton
Diego Gomez,12/1,17/4,12/1,33/1,150/1,Nottingham Forest v Brighton
Brajan Gruda,12/1,9/2,12/1,33/1,150/1,Nottingham Forest v Brighton
Jack Hinshelwood,16/1,13/2,16/1,50/1,300/1,Nottingham Forest v Brighton
Yasin Ayari,18/1,13/2,18/1,50/1,400/1,Nottingham Forest v Brighton
Ferdi Kadioglu,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Brighton
Maxime De Cuyper,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Brighton
Carlos Baleba,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Brighton
Mats Wieffer,28/1,11/1,28/1,80/1,500/1,Nottingham Forest v Brighton
Lewis Dunk,28/1,11/1,28/1,80/1,500/1,Nottingham Forest v Brighton
Jan Paul van Hecke,28/1,14/1,28/1,100/1,500/1,Nottingham Forest v Brighton
Olivier Boscagli,28/1,14/1,28/1,100/1,500/1,Nottingham Forest v Brighton
Diego Coppola,28/1,14/1,28/1,100/1,500/1,Nottingham Forest v Brighton
Joel Veltman,40/1,16/1,40/1,250/1,500/1,Nottingham Forest v Brighton
Jarrod Bowen,8/1,23/10,8/1,14/1,50/1,West Ham v Liverpool
Callum Wilson,8/1,23/10,8/1,14/1,50/1,West Ham v Liverpool
Lucas Paqueta,12/1,4/1,12/1,28/1,100/1,West Ham v Liverpool
Luis Guilherme,14/1,23/5,14/1,33/1,150/1,West Ham v Liverpool
Crysencio Summerville,14/1,24/5,14/1,33/1,200/1,West Ham v Liverpool
Tomas Soucek,14/1,24/5,14/1,33/1,200/1,West Ham v Liverpool
Mateus Fernandes,20/1,7/1,20/1,50/1,400/1,West Ham v Liverpool
Andy Irving,20/1,15/2,20/1,50/1,500/1,West Ham v Liverpool
El Hadji Malick Diouf,25/1,9/1,25/1,66/1,500/1,West Ham v Liverpool
Freddie Potts,33/1,12/1,33/1,100/1,500/1,West Ham v Liverpool
Max Kilman,33/1,14/1,33/1,150/1,500/1,West Ham v Liverpool
Guido Rodriguez,33/1,14/1,33/1,150/1,500/1,West Ham v Liverpool
Aaron Wan-Bissaka,40/1,16/1,40/1,200/1,500/1,West Ham v Liverpool
Jean-Clair Todibo,40/1,16/1,40/1,200/1,500/1,West Ham v Liverpool
Kyle Walker-Peters,40/1,16/1,40/1,200/1,500/1,West Ham v Liverpool
Igor Julio,40/1,20/1,40/1,300/1,500/1,West Ham v Liverpool
Mohamed Salah,19/4,5/4,19/4,13/2,25/1,West Ham v Liverpool
Alexander Isak,19/4,5/4,19/4,13/2,25/1,West Ham v Liverpool
Hugo Ekitike,5/1,29/20,5/1,8/1,33/1,West Ham v Liverpool
Cody Gakpo,15/2,9/4,15/2,12/1,50/1,West Ham v Liverpool
Federico Chiesa,15/2,9/4,15/2,12/1,50/1,West Ham v Liverpool
Curtis Jones,14/1,24/5,14/1,33/1,200/1,West Ham v Liverpool
Alexis MacAllister,16/1,6/1,16/1,40/1,300/1,West Ham v Liverpool
Dominik Szoboszlai,16/1,6/1,16/1,40/1,300/1,West Ham v Liverpool
Wataru Endo,22/1,15/2,22/1,50/1,500/1,West Ham v Liverpool
Milos Kerkez,20/1,7/1,20/1,50/1,400/1,West Ham v Liverpool
Virgil van Dijk,25/1,9/1,25/1,66/1,500/1,West Ham v Liverpool
Ibrahima Konate,25/1,9/1,25/1,66/1,500/1,West Ham v Liverpool
Ryan Gravenberch,28/1,10/1,28/1,80/1,500/1,West Ham v Liverpool
Andrew Robertson,28/1,12/1,28/1,100/1,500/1,West Ham v Liverpool
Joe Gomez,28/1,12/1,28/1,100/1,500/1,West Ham v Liverpool
Cole Palmer,7/1,12/5,7/1,14/1,50/1,Chelsea v Arsenal
Joao Pedro,17/2,29/10,17/2,16/1,66/1,Chelsea v Arsenal
Liam Delap,17/2,29/10,17/2,16/1,66/1,Chelsea v Arsenal
Estevao,9/1,16/5,9/1,20/1,80/1,Chelsea v Arsenal
Alejandro Garnacho,10/1,15/4,10/1,25/1,100/1,Chelsea v Arsenal
Enzo Fernandez,10/1,15/4,10/1,25/1,100/1,Chelsea v Arsenal
Pedro Neto,12/1,24/5,12/1,33/1,200/1,Chelsea v Arsenal
Jamie Gittens,12/1,9/2,12/1,33/1,150/1,Chelsea v Arsenal
Andrey Santos,16/1,7/1,16/1,50/1,400/1,Chelsea v Arsenal
Marc Cucurella,25/1,11/1,25/1,80/1,500/1,Chelsea v Arsenal
Reece James,28/1,12/1,28/1,100/1,500/1,Chelsea v Arsenal
Trevoh Chalobah,28/1,12/1,28/1,100/1,500/1,Chelsea v Arsenal
Wesley Fofana,33/1,14/1,33/1,200/1,500/1,Chelsea v Arsenal
Moises Caicedo,33/1,14/1,33/1,200/1,500/1,Chelsea v Arsenal
Tosin Adarabioyo,33/1,14/1,33/1,200/1,500/1,Chelsea v Arsenal
Malo Gusto,33/1,14/1,33/1,200/1,500/1,Chelsea v Arsenal
Viktor Gyokeres,11/2,19/10,11/2,11/1,50/1,Chelsea v Arsenal
Bukayo Saka,7/1,12/5,7/1,14/1,50/1,Chelsea v Arsenal
Mikel Merino,15/2,27/10,15/2,16/1,66/1,Chelsea v Arsenal
Gabriel Martinelli,9/1,10/3,9/1,20/1,80/1,Chelsea v Arsenal
Leandro Trossard,9/1,10/3,9/1,20/1,80/1,Chelsea v Arsenal
Eberechi Eze,9/1,10/3,9/1,20/1,80/1,Chelsea v Arsenal
Noni Madueke,10/1,7/2,10/1,22/1,80/1,Chelsea v Arsenal
Martin Odegaard,14/1,5/1,14/1,40/1,250/1,Chelsea v Arsenal
Declan Rice,16/1,6/1,16/1,50/1,300/1,Chelsea v Arsenal
Riccardo Calafiori,20/1,17/2,20/1,66/1,500/1,Chelsea v Arsenal
Jurrien Timber,20/1,17/2,20/1,66/1,500/1,Chelsea v Arsenal
Martin Zubimendi,25/1,11/1,25/1,80/1,500/1,Chelsea v Arsenal
William Saliba,28/1,12/1,28/1,100/1,500/1,Chelsea v Arsenal
Piero Hincapie,28/1,12/1,28/1,100/1,500/1,Chelsea v Arsenal
Myles Lewis-Skelly,28/1,12/1,28/1,100/1,500/1,Chelsea v Arsenal
Cristhian Mosquera,33/1,16/1,33/1,200/1,500/1,Chelsea v Arsenal
Richarlison,24/5,8/5,24/5,9/1,33/1,Tottenham v Fulham
Mathys Tel,5/1,7/4,5/1,10/1,40/1,Tottenham v Fulham
Randal Kolo Muani,11/2,19/10,11/2,11/1,40/1,Tottenham v Fulham
Brennan Johnson,15/2,5/2,15/2,14/1,66/1,Tottenham v Fulham
Mohammed Kudus,9/1,10/3,9/1,20/1,80/1,Tottenham v Fulham
Wilson Odobert,10/1,18/5,10/1,22/1,100/1,Tottenham v Fulham
Xavi Simons,17/2,3/1,17/2,18/1,66/1,Tottenham v Fulham
Lucas Bergvall,14/1,11/2,14/1,40/1,250/1,Tottenham v Fulham
Pape Sarr,14/1,6/1,14/1,40/1,300/1,Tottenham v Fulham
Micky van de Ven,16/1,13/2,16/1,50/1,300/1,Tottenham v Fulham
Joao Palhinha,20/1,17/2,20/1,66/1,500/1,Tottenham v Fulham
Rodrigo Bentancur,22/1,10/1,22/1,66/1,500/1,Tottenham v Fulham
Pedro Porro,25/1,10/1,25/1,80/1,500/1,Tottenham v Fulham
Cristian Romero,25/1,10/1,25/1,80/1,500/1,Tottenham v Fulham
Destiny Udogie,28/1,12/1,28/1,100/1,500/1,Tottenham v Fulham
Djed Spence,33/1,14/1,33/1,150/1,500/1,Tottenham v Fulham
Kevin Danso,33/1,14/1,33/1,150/1,500/1,Tottenham v Fulham
Raul Jimenez,11/2,15/8,11/2,11/1,40/1,Tottenham v Fulham
Harry Wilson,11/1,15/4,11/1,28/1,100/1,Tottenham v Fulham
Emile Smith Rowe,11/1,15/4,11/1,25/1,100/1,Tottenham v Fulham
Kevin,12/1,17/4,12/1,28/1,150/1,Tottenham v Fulham
Josh King,12/1,23/5,12/1,33/1,150/1,Tottenham v Fulham
Alex Iwobi,12/1,24/5,12/1,33/1,200/1,Tottenham v Fulham
Ryan Sessegnon,20/1,8/1,20/1,66/1,500/1,Tottenham v Fulham
Sasa Lukic,22/1,9/1,22/1,66/1,500/1,Tottenham v Fulham
Sander Berge,28/1,12/1,28/1,100/1,500/1,Tottenham v Fulham
Jorge Cuenca,28/1,14/1,28/1,100/1,500/1,Tottenham v Fulham
Kenny Tete,33/1,16/1,33/1,200/1,500/1,Tottenham v Fulham
Joachim Andersen,33/1,16/1,33/1,200/1,500/1,Tottenham v Fulham
Calvin Bassey,33/1,16/1,33/1,200/1,500/1,Tottenham v Fulham
