player names,first score,anytime score,last score,two or more,hatrick,contest
Marcus Tavernier,14/1,23/5,14/1,33/1,150/1,Bournemouth v Chelsea
Bafode Diakite,25/1,9/1,25/1,66/1,500/1,Bournemouth v Chelsea
Alex Scott,25/1,9/1,25/1,66/1,500/1,Bournemouth v Chelsea
Marcos Senesi,28/1,11/1,28/1,80/1,500/1,Bournemouth v Chelsea
Adrien Truffert,28/1,12/1,28/1,100/1,500/1,Bournemouth v Chelsea
Alex Jimenez,33/1,12/1,33/1,100/1,500/1,Bournemouth v Chelsea
Veljko Milosavljevic,33/1,14/1,33/1,100/1,500/1,Bournemouth v Chelsea
Julio Soler,33/1,14/1,33/1,100/1,500/1,Bournemouth v Chelsea
Adam Smith,50/1,22/1,50/1,300/1,500/1,Bournemouth v Chelsea
Cole Palmer,5/1,6/4,5/1,17/2,33/1,Bournemouth v Chelsea
Liam Delap,13/2,19/10,13/2,11/1,40/1,Bournemouth v Chelsea
Estevao,7/1,21/10,7/1,12/1,50/1,Bournemouth v Chelsea
Marc Guiu,13/2,19/10,13/2,11/1,40/1,Bournemouth v Chelsea
Enzo Fernandez,13/2,2/1,13/2,12/1,50/1,Bournemouth v Chelsea
Joao Pedro,7/1,21/10,7/1,12/1,50/1,Bournemouth v Chelsea
Alejandro Garnacho,9/1,14/5,9/1,16/1,66/1,Bournemouth v Chelsea
Jamie Gittens,10/1,3/1,10/1,18/1,80/1,Bournemouth v Chelsea
Pedro Neto,10/1,16/5,10/1,18/1,80/1,Bournemouth v Chelsea
Andrey Santos,14/1,5/1,14/1,40/1,200/1,Bournemouth v Chelsea
Marc Cucurella,20/1,15/2,20/1,50/1,500/1,Bournemouth v Chelsea
Reece James,22/1,8/1,22/1,66/1,500/1,Bournemouth v Chelsea
Trevoh Chalobah,25/1,9/1,25/1,66/1,500/1,Bournemouth v Chelsea
Tosin Adarabioyo,28/1,10/1,28/1,80/1,500/1,Bournemouth v Chelsea
Jorrel Hato,28/1,12/1,28/1,100/1,500/1,Bournemouth v Chelsea
Malo Gusto,33/1,16/1,33/1,200/1,500/1,Bournemouth v Chelsea
Wesley Fofana,33/1,16/1,33/1,200/1,500/1,Bournemouth v Chelsea
Benoit Badiashile,33/1,16/1,33/1,200/1,500/1,Bournemouth v Chelsea
Josh Acheampong,33/1,16/1,33/1,200/1,500/1,Bournemouth v Chelsea
Thierno Barry,5/1,7/4,5/1,10/1,40/1,Everton v Nottingham Forest
Beto,23/5,31/20,23/5,17/2,33/1,Everton v Nottingham Forest
Iliman Ndiaye,13/2,12/5,13/2,14/1,50/1,Everton v Nottingham Forest
Jack Grealish,10/1,15/4,10/1,25/1,100/1,Everton v Nottingham Forest
Kiernan Dewsbury-Hall,12/1,19/4,12/1,33/1,150/1,Everton v Nottingham Forest
Carlos Alcaraz,10/1,4/1,10/1,28/1,100/1,Everton v Nottingham Forest
Tyler Dibling,11/1,17/4,11/1,33/1,150/1,Everton v Nottingham Forest
Michael Keane,14/1,6/1,14/1,50/1,300/1,Everton v Nottingham Forest
Dwight McNeil,14/1,5/1,14/1,40/1,250/1,Everton v Nottingham Forest
Jake O'Brien,22/1,9/1,22/1,66/1,500/1,Everton v Nottingham Forest
James Tarkowski,25/1,11/1,25/1,80/1,500/1,Everton v Nottingham Forest
James Garner,25/1,11/1,25/1,80/1,500/1,Everton v Nottingham Forest
Nathan Patterson,28/1,12/1,28/1,100/1,500/1,Everton v Nottingham Forest
Vitaliy Mykolenko,33/1,16/1,33/1,250/1,500/1,Everton v Nottingham Forest
Adam Aznou,33/1,16/1,33/1,250/1,500/1,Everton v Nottingham Forest
Igor Jesus,15/2,13/5,15/2,14/1,66/1,Everton v Nottingham Forest
Arnaud Kalimuendo,15/2,13/5,15/2,16/1,66/1,Everton v Nottingham Forest
Morgan Gibbs-White,10/1,18/5,10/1,25/1,100/1,Everton v Nottingham Forest
James McAtee,12/1,23/5,12/1,33/1,150/1,Everton v Nottingham Forest
Dan Ndoye,14/1,11/2,14/1,40/1,250/1,Everton v Nottingham Forest
Callum Hudson-Odoi,14/1,6/1,14/1,40/1,300/1,Everton v Nottingham Forest
Ryan Yates,18/1,7/1,18/1,50/1,500/1,Everton v Nottingham Forest
Elliot Anderson,22/1,9/1,22/1,66/1,500/1,Everton v Nottingham Forest
Nikola Milenkovic,22/1,10/1,22/1,66/1,500/1,Everton v Nottingham Forest
Ibrahim Sangare,22/1,9/1,22/1,66/1,500/1,Everton v Nottingham Forest
Nicolas Dominguez,22/1,9/1,22/1,66/1,500/1,Everton v Nottingham Forest
Nicolo Savona,25/1,11/1,25/1,80/1,500/1,Everton v Nottingham Forest
Neco Williams,28/1,12/1,28/1,100/1,500/1,Everton v Nottingham Forest
Murillo,33/1,14/1,33/1,150/1,500/1,Everton v Nottingham Forest
Morato,40/1,22/1,40/1,300/1,500/1,Everton v Nottingham Forest
Omari Hutchinson,14/1,5/1,14/1,40/1,250/1,Everton v Nottingham Forest
Erling Haaland,19/10,2/5,19/10,2/1,13/2,Man City v Sunderland
Omar Marmoush,24/5,13/10,24/5,7/1,28/1,Man City v Sunderland
Phil Foden,13/2,9/5,13/2,10/1,40/1,Man City v Sunderland
Rayan Cherki,8/1,23/10,8/1,14/1,50/1,Man City v Sunderland
Tijjani Reijnders,9/1,29/10,9/1,16/1,66/1,Man City v Sunderland
Jeremy Doku,9/1,29/10,9/1,16/1,66/1,Man City v Sunderland
Savinho,9/1,29/10,9/1,16/1,66/1,Man City v Sunderland
Nico O'Reilly,14/1,24/5,14/1,33/1,200/1,Man City v Sunderland
Nico Gonzalez,16/1,11/2,16/1,40/1,250/1,Man City v Sunderland
Bernardo Silva,16/1,11/2,16/1,40/1,250/1,Man City v Sunderland
Josko Gvardiol,20/1,7/1,20/1,50/1,400/1,Man City v Sunderland
Rayan Ait-Nouri,20/1,7/1,20/1,50/1,400/1,Man City v Sunderland
Matheus Nunes,22/1,17/2,22/1,66/1,500/1,Man City v Sunderland
John Stones,22/1,17/2,22/1,66/1,500/1,Man City v Sunderland
Nathan Ake,22/1,17/2,22/1,66/1,500/1,Man City v Sunderland
Rico Lewis,22/1,17/2,22/1,66/1,500/1,Man City v Sunderland
Ruben Dias,28/1,12/1,28/1,100/1,500/1,Man City v Sunderland
Abdukodir Khusanov,28/1,12/1,28/1,100/1,500/1,Man City v Sunderland
Wilson Isidor,12/1,15/4,12/1,25/1,100/1,Man City v Sunderland
Brian Brobbey,12/1,4/1,12/1,28/1,100/1,Man City v Sunderland
Eliezer Mayenda,14/1,17/4,14/1,33/1,150/1,Man City v Sunderland
Bertrand Traore,18/1,6/1,18/1,50/1,300/1,Man City v Sunderland
Chemsdine Talbi,18/1,6/1,18/1,50/1,300/1,Man City v Sunderland
Simon Adingra,20/1,7/1,20/1,50/1,400/1,Man City v Sunderland
Enzo Le Fee,22/1,8/1,22/1,50/1,500/1,Man City v Sunderland
Daniel Ballard,28/1,11/1,28/1,80/1,500/1,Man City v Sunderland
Nordi Mukiele,33/1,14/1,33/1,150/1,500/1,Man City v Sunderland
Omar Alderete,33/1,14/1,33/1,150/1,500/1,Man City v Sunderland
Lutsharel Geertruida,33/1,14/1,33/1,150/1,500/1,Man City v Sunderland
Granit Xhaka,40/1,16/1,40/1,200/1,500/1,Man City v Sunderland
Trai Hume,40/1,16/1,40/1,250/1,500/1,Man City v Sunderland
Noah Sadiki,40/1,18/1,40/1,250/1,500/1,Man City v Sunderland
Reinildo Mandava,50/1,28/1,50/1,300/1,500/1,Man City v Sunderland
Nick Woltemade,10/3,17/20,10/3,17/4,14/1,Newcastle v Burnley
Yoane Wissa,4/1,11/10,4/1,11/2,20/1,Newcastle v Burnley
Anthony Gordon,9/2,6/5,9/2,13/2,25/1,Newcastle v Burnley
Harvey Barnes,9/2,6/5,9/2,13/2,25/1,Newcastle v Burnley
Jacob Murphy,13/2,15/8,13/2,11/1,40/1,Newcastle v Burnley
Anthony Elanga,7/1,2/1,7/1,12/1,50/1,Newcastle v Burnley
Joelinton,10/1,3/1,10/1,18/1,66/1,Newcastle v Burnley
Bruno Guimaraes,10/1,10/3,10/1,20/1,80/1,Newcastle v Burnley
Jacob Ramsey,9/1,11/4,9/1,16/1,66/1,Newcastle v Burnley
Sandro Tonali,11/1,7/2,11/1,22/1,80/1,Newcastle v Burnley
Joe Willock,10/1,3/1,10/1,18/1,66/1,Newcastle v Burnley
Lewis Miley,12/1,4/1,12/1,28/1,100/1,Newcastle v Burnley
Fabian Schar,14/1,5/1,14/1,33/1,200/1,Newcastle v Burnley
Malick Thiaw,22/1,8/1,22/1,50/1,500/1,Newcastle v Burnley
Dan Burn,22/1,8/1,22/1,50/1,500/1,Newcastle v Burnley
Tino Livramento,33/1,14/1,33/1,150/1,500/1,Newcastle v Burnley
Lewis Hall,28/1,10/1,28/1,80/1,500/1,Newcastle v Burnley
Zian Flemming,11/1,10/3,11/1,20/1,80/1,Newcastle v Burnley
Jaidon Anthony,16/1,5/1,16/1,40/1,250/1,Newcastle v Burnley
Lyle Foster,14/1,5/1,14/1,33/1,200/1,Newcastle v Burnley
Armando Broja,14/1,5/1,14/1,33/1,200/1,Newcastle v Burnley
Jacob Bruun Larsen,16/1,11/2,16/1,40/1,250/1,Newcastle v Burnley
Marcus Edwards,16/1,11/2,16/1,40/1,250/1,Newcastle v Burnley
Loum Tchaouna,20/1,7/1,20/1,50/1,400/1,Newcastle v Burnley
Hannibal Mejbri,25/1,9/1,25/1,66/1,500/1,Newcastle v Burnley
Josh Laurent,25/1,9/1,25/1,66/1,500/1,Newcastle v Burnley
Lesley Ugochukwu,28/1,11/1,28/1,80/1,500/1,Newcastle v Burnley
Josh Cullen,33/1,14/1,33/1,200/1,500/1,Newcastle v Burnley
Florentino Luis,40/1,18/1,40/1,250/1,500/1,Newcastle v Burnley
Hjalmar Ekdal,50/1,33/1,50/1,300/1,500/1,Newcastle v Burnley
Maxime Esteve,50/1,33/1,50/1,300/1,500/1,Newcastle v Burnley
Quilindschy Hartman,50/1,33/1,50/1,300/1,500/1,Newcastle v Burnley
Lucas Pires,50/1,33/1,50/1,300/1,500/1,Newcastle v Burnley
Kyle Walker,66/1,40/1,66/1,300/1,500/1,Newcastle v Burnley
Richarlison,5/1,17/10,5/1,9/1,40/1,Tottenham v Brentford
Randal Kolo Muani,11/2,9/5,11/2,10/1,40/1,Tottenham v Brentford
Mathys Tel,6/1,2/1,6/1,12/1,50/1,Tottenham v Brentford
Brennan Johnson,15/2,5/2,15/2,14/1,50/1,Tottenham v Brentford
Mohammed Kudus,17/2,14/5,17/2,16/1,66/1,Tottenham v Brentford
Xavi Simons,10/1,18/5,10/1,25/1,100/1,Tottenham v Brentford
Wilson Odobert,10/1,18/5,10/1,25/1,100/1,Tottenham v Brentford
Lucas Bergvall,14/1,5/1,14/1,33/1,200/1,Tottenham v Brentford
Pape Sarr,14/1,11/2,14/1,40/1,250/1,Tottenham v Brentford
Joao Palhinha,20/1,15/2,20/1,50/1,500/1,Tottenham v Brentford
Micky van de Ven,18/1,7/1,18/1,50/1,400/1,Tottenham v Brentford
Cristian Romero,22/1,17/2,22/1,66/1,500/1,Tottenham v Brentford
Pedro Porro,25/1,10/1,25/1,66/1,500/1,Tottenham v Brentford
Rodrigo Bentancur,22/1,9/1,22/1,66/1,500/1,Tottenham v Brentford
Kevin Danso,28/1,12/1,28/1,100/1,500/1,Tottenham v Brentford
Destiny Udogie,28/1,12/1,28/1,100/1,500/1,Tottenham v Brentford
Archie Gray,28/1,12/1,28/1,100/1,500/1,Tottenham v Brentford
Djed Spence,28/1,12/1,28/1,100/1,500/1,Tottenham v Brentford
Igor Thiago,5/1,31/20,5/1,9/1,33/1,Tottenham v Brentford
Dango Ouattara,15/2,12/5,15/2,14/1,50/1,Tottenham v Brentford
Kevin Schade,17/2,14/5,17/2,16/1,66/1,Tottenham v Brentford
Keane Lewis-Potter,10/1,18/5,10/1,22/1,100/1,Tottenham v Brentford
Reiss Nelson,11/1,15/4,11/1,28/1,100/1,Tottenham v Brentford
Mikkel Damsgaard,20/1,15/2,20/1,50/1,500/1,Tottenham v Brentford
Mathias Jensen,25/1,10/1,25/1,66/1,500/1,Tottenham v Brentford
Sepp Van den Berg,25/1,11/1,25/1,80/1,500/1,Tottenham v Brentford
Nathan Collins,25/1,10/1,25/1,66/1,500/1,Tottenham v Brentford
Vitaly Janelt,25/1,10/1,25/1,66/1,500/1,Tottenham v Brentford
Yehor Yarmolyuk,25/1,10/1,25/1,66/1,500/1,Tottenham v Brentford
Kristoffer Ajer,28/1,12/1,28/1,100/1,500/1,Tottenham v Brentford
Ethan Pinnock,33/1,14/1,33/1,150/1,500/1,Tottenham v Brentford
Aaron Hickey,33/1,14/1,33/1,150/1,500/1,Tottenham v Brentford
Rico Henry,33/1,16/1,33/1,200/1,500/1,Tottenham v Brentford
Michael Kayode,40/1,18/1,40/1,250/1,500/1,Tottenham v Brentford
Jordan Henderson,40/1,18/1,40/1,250/1,500/1,Tottenham v Brentford
Lukas Nmecha,13/2,19/10,13/2,11/1,50/1,Leeds v Liverpool
Joel Piroe,7/1,21/10,7/1,12/1,50/1,Leeds v Liverpool
Dominic Calvert-Lewin,15/2,23/10,15/2,12/1,50/1,Leeds v Liverpool
Noah Okafor,10/1,16/5,10/1,18/1,80/1,Leeds v Liverpool
Wilfried Gnonto,11/1,7/2,11/1,22/1,80/1,Leeds v Liverpool
Brenden Aaronson,12/1,4/1,12/1,28/1,100/1,Leeds v Liverpool
Jack Harrison,14/1,9/2,14/1,33/1,150/1,Leeds v Liverpool
Anton Stach,16/1,6/1,16/1,40/1,300/1,Leeds v Liverpool
Pascal Struijk,25/1,9/1,25/1,66/1,500/1,Leeds v Liverpool
Ao Tanaka,22/1,9/1,22/1,66/1,500/1,Leeds v Liverpool
Jayden Bogle,25/1,9/1,25/1,66/1,500/1,Leeds v Liverpool
James Justin,25/1,9/1,25/1,66/1,500/1,Leeds v Liverpool
Sebastiaan Bornauw,28/1,11/1,28/1,100/1,500/1,Leeds v Liverpool
Jaka Bijol,28/1,12/1,28/1,100/1,500/1,Leeds v Liverpool
Joe Rodon,33/1,14/1,33/1,150/1,500/1,Leeds v Liverpool
Gabriel Gudmondsson,33/1,14/1,33/1,150/1,500/1,Leeds v Liverpool
Ilia Gruev,33/1,14/1,33/1,150/1,500/1,Leeds v Liverpool
Ethan Ampadu,33/1,14/1,33/1,150/1,500/1,Leeds v Liverpool
Alexander Isak,15/4,11/10,15/4,11/2,20/1,Leeds v Liverpool
Mohamed Salah,5/1,7/5,5/1,15/2,33/1,Leeds v Liverpool
Cody Gakpo,13/2,19/10,13/2,11/1,40/1,Leeds v Liverpool
Hugo Ekitike,11/2,13/8,11/2,9/1,40/1,Leeds v Liverpool
Federico Chiesa,8/1,5/2,8/1,14/1,50/1,Leeds v Liverpool
Florian Wirtz,9/1,29/10,9/1,16/1,66/1,Leeds v Liverpool
Rio Ngumoha,9/1,29/10,9/1,16/1,66/1,Leeds v Liverpool
Trey Nyoni,11/1,18/5,11/1,25/1,100/1,Leeds v Liverpool
Dominik Szoboszlai,12/1,17/4,12/1,28/1,150/1,Leeds v Liverpool
Alexis MacAllister,12/1,9/2,12/1,33/1,150/1,Leeds v Liverpool
Curtis Jones,16/1,11/2,16/1,40/1,250/1,Leeds v Liverpool
Ibrahima Konate,25/1,10/1,25/1,66/1,500/1,Leeds v Liverpool
Virgil van Dijk,25/1,10/1,25/1,66/1,500/1,Leeds v Liverpool
Ryan Gravenberch,25/1,10/1,25/1,66/1,500/1,Leeds v Liverpool
Milos Kerkez,25/1,10/1,25/1,66/1,500/1,Leeds v Liverpool
Wataru Endo,28/1,11/1,28/1,80/1,500/1,Leeds v Liverpool
Joe Gomez,33/1,14/1,33/1,150/1,500/1,Leeds v Liverpool
Andrew Robertson,33/1,14/1,33/1,150/1,500/1,Leeds v Liverpool
Danny Welbeck,18/5,19/20,18/5,5/1,16/1,Brighton v West Ham
Stefanos Tzimas,17/4,23/20,17/4,6/1,22/1,Brighton v West Ham
Charalampos Kostoulas,11/2,13/8,11/2,9/1,40/1,Brighton v West Ham
Kaoru Mitoma,13/2,9/5,13/2,10/1,40/1,Brighton v West Ham
Georginio Rutter,7/1,21/10,7/1,12/1,50/1,Brighton v West Ham
Yankuba Minteh,7/1,21/10,7/1,12/1,50/1,Brighton v West Ham
Brajan Gruda,9/1,29/10,9/1,16/1,66/1,Brighton v West Ham
Diego Gomez,9/1,29/10,9/1,16/1,66/1,Brighton v West Ham
Jack Hinshelwood,11/1,7/2,11/1,22/1,80/1,Brighton v West Ham
Maxime De Cuyper,11/1,7/2,11/1,22/1,80/1,Brighton v West Ham
Yasin Ayari,12/1,17/4,12/1,33/1,150/1,Brighton v West Ham
Ferdi Kadioglu,16/1,11/2,16/1,40/1,250/1,Brighton v West Ham
Mats Wieffer,20/1,7/1,20/1,50/1,500/1,Brighton v West Ham
Carlos Baleba,20/1,7/1,20/1,50/1,500/1,Brighton v West Ham
Jan Paul van Hecke,22/1,8/1,22/1,50/1,500/1,Brighton v West Ham
Lewis Dunk,22/1,8/1,22/1,50/1,500/1,Brighton v West Ham
Diego Coppola,22/1,9/1,22/1,66/1,500/1,Brighton v West Ham
Olivier Boscagli,25/1,10/1,25/1,66/1,500/1,Brighton v West Ham
Joel Veltman,33/1,12/1,33/1,100/1,500/1,Brighton v West Ham
Callum Wilson,9/1,27/10,9/1,16/1,66/1,Brighton v West Ham
Jarrod Bowen,9/1,29/10,9/1,16/1,66/1,Brighton v West Ham
Niclas Fullkrug,10/1,16/5,10/1,18/1,80/1,Brighton v West Ham
Lucas Paqueta,12/1,15/4,12/1,25/1,100/1,Brighton v West Ham
Crysencio Summerville,14/1,24/5,14/1,33/1,200/1,Brighton v West Ham
Luis Guilherme,16/1,5/1,16/1,40/1,250/1,Brighton v West Ham
Tomas Soucek,16/1,5/1,16/1,40/1,250/1,Brighton v West Ham
Mateus Fernandes,22/1,17/2,22/1,66/1,500/1,Brighton v West Ham
El Hadji Malick Diouf,25/1,9/1,25/1,66/1,500/1,Brighton v West Ham
James Ward-Prowse,25/1,9/1,25/1,66/1,500/1,Brighton v West Ham
Konstantinos Mavropanos,33/1,12/1,33/1,100/1,500/1,Brighton v West Ham
Freddie Potts,28/1,12/1,28/1,100/1,500/1,Brighton v West Ham
Kyle Walker-Peters,33/1,14/1,33/1,200/1,500/1,Brighton v West Ham
Max Kilman,40/1,16/1,40/1,200/1,500/1,Brighton v West Ham
Aaron Wan-Bissaka,40/1,16/1,40/1,200/1,500/1,Brighton v West Ham
Guido Rodriguez,40/1,16/1,40/1,200/1,500/1,Brighton v West Ham
Soungoutou Magassa,40/1,18/1,40/1,250/1,500/1,Brighton v West Ham
Jean-Clair Todibo,50/1,22/1,50/1,300/1,500/1,Brighton v West Ham
Raul Jimenez,5/1,13/8,5/1,9/1,40/1,Fulham v Crystal Palace
Harry Wilson,9/1,16/5,9/1,20/1,80/1,Fulham v Crystal Palace
Emile Smith Rowe,9/1,16/5,9/1,20/1,80/1,Fulham v Crystal Palace
Samuel Chukwueze,10/1,18/5,10/1,25/1,100/1,Fulham v Crystal Palace
Joshua King,10/1,15/4,10/1,28/1,100/1,Fulham v Crystal Palace
Kevin,10/1,15/4,10/1,28/1,100/1,Fulham v Crystal Palace
Alex Iwobi,12/1,24/5,12/1,40/1,200/1,Fulham v Crystal Palace
Adama Traore,12/1,9/2,12/1,33/1,150/1,Fulham v Crystal Palace
Tom Cairney,16/1,13/2,16/1,50/1,400/1,Fulham v Crystal Palace
Ryan Sessegnon,16/1,13/2,16/1,50/1,400/1,Fulham v Crystal Palace
Sasa Lukic,20/1,8/1,20/1,66/1,500/1,Fulham v Crystal Palace
Jorge Cuenca,28/1,12/1,28/1,100/1,500/1,Fulham v Crystal Palace
Kenny Tete,28/1,12/1,28/1,150/1,500/1,Fulham v Crystal Palace
Sander Berge,28/1,12/1,28/1,150/1,500/1,Fulham v Crystal Palace
Timothy Castagne,28/1,12/1,28/1,150/1,500/1,Fulham v Crystal Palace
Joachim Andersen,33/1,14/1,33/1,200/1,500/1,Fulham v Crystal Palace
Calvin Bassey,33/1,14/1,33/1,200/1,500/1,Fulham v Crystal Palace
Jean-Philippe Mateta,15/4,5/4,15/4,13/2,28/1,Fulham v Crystal Palace
Eddie Nketiah,11/2,9/5,11/2,10/1,40/1,Fulham v Crystal Palace
Yeremi Pino,9/1,17/5,9/1,22/1,80/1,Fulham v Crystal Palace
Chrisantus Uche,9/1,17/5,9/1,22/1,80/1,Fulham v Crystal Palace
Romain Esse,9/1,17/5,9/1,22/1,80/1,Fulham v Crystal Palace
Daniel Munoz,14/1,5/1,14/1,40/1,250/1,Fulham v Crystal Palace
Justin Devenny,11/1,4/1,11/1,28/1,150/1,Fulham v Crystal Palace
Daichi Kamada,14/1,5/1,14/1,40/1,250/1,Fulham v Crystal Palace
Maxence Lacroix,25/1,11/1,25/1,100/1,500/1,Fulham v Crystal Palace
Marc Guehi,25/1,11/1,25/1,100/1,500/1,Fulham v Crystal Palace
Jefferson Lerma,25/1,11/1,25/1,100/1,500/1,Fulham v Crystal Palace
Chris Richards,33/1,12/1,33/1,150/1,500/1,Fulham v Crystal Palace
Tyrick Mitchell,33/1,12/1,33/1,150/1,500/1,Fulham v Crystal Palace
Jaydee Canvot,33/1,12/1,33/1,150/1,500/1,Fulham v Crystal Palace
Adam Wharton,40/1,18/1,40/1,250/1,500/1,Fulham v Crystal Palace
Will Hughes,40/1,18/1,40/1,250/1,500/1,Fulham v Crystal Palace
Nathaniel Clyne,50/1,33/1,50/1,300/1,500/1,Fulham v Crystal Palace
Jorgen Strand Larsen,11/2,13/8,11/2,9/1,40/1,Wolves v Man Utd
Tolu Arokodare,15/2,12/5,15/2,12/1,50/1,Wolves v Man Utd
Hwang Hee-chan,9/1,14/5,9/1,16/1,66/1,Wolves v Man Utd
Mateus Mane,10/1,10/3,10/1,22/1,80/1,Wolves v Man Utd
Jhon Arias,11/1,18/5,11/1,25/1,100/1,Wolves v Man Utd
Tawanda Chirewa,14/1,23/5,14/1,33/1,200/1,Wolves v Man Utd
Marshall Munetsi,14/1,5/1,14/1,40/1,250/1,Wolves v Man Utd
Jean-Ricner Bellegarde,14/1,5/1,14/1,40/1,250/1,Wolves v Man Utd
Ladislav Krejci,20/1,15/2,20/1,50/1,500/1,Wolves v Man Utd
Matt Doherty,25/1,10/1,25/1,80/1,500/1,Wolves v Man Utd
Yerson Mosquera,28/1,11/1,28/1,100/1,500/1,Wolves v Man Utd
Emmanuel Agbadou,28/1,11/1,28/1,100/1,500/1,Wolves v Man Utd
Jackson Tchatchoua,28/1,11/1,28/1,100/1,500/1,Wolves v Man Utd
David Moller Wolfe,33/1,12/1,33/1,100/1,500/1,Wolves v Man Utd
Ki-Jana Hoever,33/1,12/1,33/1,100/1,500/1,Wolves v Man Utd
Toti Gomes,40/1,16/1,40/1,250/1,500/1,Wolves v Man Utd
Hugo Bueno,40/1,16/1,40/1,250/1,500/1,Wolves v Man Utd
Andre,40/1,20/1,40/1,300/1,500/1,Wolves v Man Utd
Santiago Bueno,40/1,20/1,40/1,300/1,500/1,Wolves v Man Utd
Bryan Mbeumo,11/2,13/8,11/2,9/1,40/1,Wolves v Man Utd
Matheus Cunha,6/1,15/8,6/1,10/1,40/1,Wolves v Man Utd
Joshua Zirkzee,6/1,15/8,6/1,10/1,40/1,Wolves v Man Utd
Bruno Fernandes,7/1,9/4,7/1,12/1,50/1,Wolves v Man Utd
Mason Mount,17/2,11/4,17/2,14/1,66/1,Wolves v Man Utd
Amad Diallo,11/1,7/2,11/1,25/1,100/1,Wolves v Man Utd
Casemiro,14/1,5/1,14/1,40/1,250/1,Wolves v Man Utd
Kobbie Mainoo,14/1,5/1,14/1,40/1,200/1,Wolves v Man Utd
Matthijs de Ligt,20/1,7/1,20/1,50/1,500/1,Wolves v Man Utd
Patrick Dorgu,20/1,7/1,20/1,50/1,500/1,Wolves v Man Utd
Diogo Dalot,25/1,10/1,25/1,80/1,500/1,Wolves v Man Utd
Noussair Mazraoui,25/1,10/1,25/1,80/1,500/1,Wolves v Man Utd
Lisandro Martinez,25/1,10/1,25/1,80/1,500/1,Wolves v Man Utd
