player names,first score,anytime score,last score,two or more,hatrick,contest
Brian Brobbey,11/1,4/1,11/1,28/1,100/1,Sunderland v Arsenal
Eliezer Mayenda,11/1,4/1,11/1,28/1,100/1,Sunderland v Arsenal
Bertrand Traore,16/1,6/1,16/1,50/1,300/1,Sunderland v Arsenal
Enzo Le Fee,16/1,7/1,16/1,50/1,400/1,Sunderland v Arsenal
Chemsdine Talbi,16/1,7/1,16/1,50/1,400/1,Sunderland v Arsenal
Simon Adingra,16/1,7/1,16/1,50/1,400/1,Sunderland v Arsenal
Chris Rigg,20/1,8/1,20/1,66/1,500/1,Sunderland v Arsenal
Daniel Ballard,28/1,12/1,28/1,100/1,500/1,Sunderland v Arsenal
Granit Xhaka,28/1,12/1,28/1,100/1,500/1,Sunderland v Arsenal
Lutsharel Geertruida,33/1,16/1,33/1,200/1,500/1,Sunderland v Arsenal
Nordi Mukiele,33/1,16/1,33/1,250/1,500/1,Sunderland v Arsenal
Dan Neil,33/1,16/1,33/1,250/1,500/1,Sunderland v Arsenal
Luke O'Nien,33/1,16/1,33/1,250/1,500/1,Sunderland v Arsenal
Omar Alderete,33/1,16/1,33/1,250/1,500/1,Sunderland v Arsenal
Trai Hume,40/1,18/1,40/1,250/1,500/1,Sunderland v Arsenal
Reinildo Mandava,40/1,20/1,40/1,300/1,500/1,Sunderland v Arsenal
Noah Sadiki,40/1,22/1,40/1,300/1,500/1,Sunderland v Arsenal
Arthur Masuaku,40/1,22/1,40/1,300/1,500/1,Sunderland v Arsenal
Bukayo Saka,9/2,6/4,9/2,17/2,33/1,Sunderland v Arsenal
Mikel Merino,5/1,17/10,5/1,9/1,40/1,Sunderland v Arsenal
Andre Harriman-Annous,11/2,19/10,11/2,11/1,40/1,Sunderland v Arsenal
Eberechi Eze,7/1,12/5,7/1,14/1,50/1,Sunderland v Arsenal
Leandro Trossard,7/1,12/5,7/1,14/1,50/1,Sunderland v Arsenal
Gabriel Martinelli,7/1,12/5,7/1,14/1,50/1,Sunderland v Arsenal
Ethan Nwaneri,15/2,14/5,15/2,16/1,66/1,Sunderland v Arsenal
Max Dowman,15/2,14/5,15/2,16/1,66/1,Sunderland v Arsenal
Declan Rice,12/1,24/5,12/1,33/1,200/1,Sunderland v Arsenal
Gabriel Magalhaes,16/1,6/1,16/1,50/1,300/1,Sunderland v Arsenal
Riccardo Calafiori,18/1,15/2,18/1,50/1,500/1,Sunderland v Arsenal
Christian Norgaard,16/1,6/1,16/1,50/1,300/1,Sunderland v Arsenal
Martin Zubimendi,22/1,9/1,22/1,66/1,500/1,Sunderland v Arsenal
Piero Hincapie,22/1,9/1,22/1,66/1,500/1,Sunderland v Arsenal
Jurrien Timber,22/1,10/1,22/1,66/1,500/1,Sunderland v Arsenal
William Saliba,28/1,12/1,28/1,100/1,500/1,Sunderland v Arsenal
Ben White,28/1,12/1,28/1,100/1,500/1,Sunderland v Arsenal
Myles Lewis-Skelly,28/1,12/1,28/1,100/1,500/1,Sunderland v Arsenal
Cristhian Mosquera,33/1,14/1,33/1,150/1,500/1,Sunderland v Arsenal
Joao Pedro,15/4,21/20,15/4,11/2,18/1,Chelsea v Wolves
Enzo Fernandez,5/1,29/20,5/1,8/1,33/1,Chelsea v Wolves
Marc Guiu,24/5,13/10,24/5,15/2,28/1,Chelsea v Wolves
Estevao,6/1,7/4,6/1,10/1,40/1,Chelsea v Wolves
Alejandro Garnacho,13/2,2/1,13/2,11/1,50/1,Chelsea v Wolves
Pedro Neto,15/2,23/10,15/2,12/1,50/1,Chelsea v Wolves
Jamie Gittens,7/1,21/10,7/1,12/1,50/1,Chelsea v Wolves
Andrey Santos,11/1,18/5,11/1,25/1,100/1,Chelsea v Wolves
Marc Cucurella,16/1,11/2,16/1,40/1,250/1,Chelsea v Wolves
Trevoh Chalobah,20/1,15/2,20/1,50/1,500/1,Chelsea v Wolves
Reece James,18/1,6/1,18/1,50/1,300/1,Chelsea v Wolves
Tosin Adarabioyo,20/1,15/2,20/1,50/1,500/1,Chelsea v Wolves
Malo Gusto,28/1,11/1,28/1,80/1,500/1,Chelsea v Wolves
Moises Caicedo,22/1,8/1,22/1,66/1,500/1,Chelsea v Wolves
Jorrel Hato,25/1,9/1,25/1,66/1,500/1,Chelsea v Wolves
Romeo Lavia,25/1,9/1,25/1,66/1,500/1,Chelsea v Wolves
Wesley Fofana,28/1,12/1,28/1,100/1,500/1,Chelsea v Wolves
Josh Acheampong,28/1,11/1,28/1,80/1,500/1,Chelsea v Wolves
Liam Delap,17/4,6/5,17/4,13/2,25/1,Chelsea v Wolves
Tyrique George,24/5,13/10,24/5,15/2,28/1,Chelsea v Wolves
Facundo Buonanotte,7/1,21/10,7/1,12/1,50/1,Chelsea v Wolves
Jorgen Strand Larsen,8/1,12/5,8/1,14/1,50/1,Chelsea v Wolves
Hwang Hee-chan,12/1,4/1,12/1,28/1,100/1,Chelsea v Wolves
Fernando Lopez,14/1,24/5,14/1,33/1,200/1,Chelsea v Wolves
Jhon Arias,16/1,11/2,16/1,40/1,250/1,Chelsea v Wolves
Marshall Munetsi,18/1,6/1,18/1,50/1,300/1,Chelsea v Wolves
Jean-Ricner Bellegarde,22/1,17/2,22/1,66/1,500/1,Chelsea v Wolves
Ladislav Krejci,25/1,10/1,25/1,66/1,500/1,Chelsea v Wolves
Joao Gomes,28/1,11/1,28/1,100/1,500/1,Chelsea v Wolves
Ki-Jana Hoever,33/1,14/1,33/1,150/1,500/1,Chelsea v Wolves
Yerson Mosquera,33/1,14/1,33/1,150/1,500/1,Chelsea v Wolves
Jackson Tchatchoua,33/1,14/1,33/1,150/1,500/1,Chelsea v Wolves
David Moller Wolfe,40/1,16/1,40/1,200/1,500/1,Chelsea v Wolves
Toti Gomes,40/1,18/1,40/1,300/1,500/1,Chelsea v Wolves
Santiago Bueno,50/1,28/1,50/1,300/1,500/1,Chelsea v Wolves
Andre,50/1,28/1,50/1,300/1,500/1,Chelsea v Wolves
Hugo Bueno,50/1,25/1,50/1,300/1,500/1,Chelsea v Wolves
Toluwalase Emmanuel Arokodare,10/1,3/1,10/1,18/1,66/1,Chelsea v Wolves
Igor Thiago,6/1,19/10,6/1,11/1,40/1,Brentford v Newcastle
Kevin Schade,15/2,5/2,15/2,14/1,66/1,Brentford v Newcastle
Dango Ouattara,17/2,14/5,17/2,16/1,66/1,Brentford v Newcastle
Fabio Carvalho,9/1,3/1,9/1,18/1,80/1,Brentford v Newcastle
Reiss Nelson,12/1,17/4,12/1,33/1,150/1,Brentford v Newcastle
Mikkel Damsgaard,18/1,13/2,18/1,50/1,400/1,Brentford v Newcastle
Keane Lewis-Potter,18/1,13/2,18/1,50/1,400/1,Brentford v Newcastle
Mathias Jensen,20/1,15/2,20/1,50/1,500/1,Brentford v Newcastle
Frank Onyeka,22/1,17/2,22/1,66/1,500/1,Brentford v Newcastle
Vitaly Janelt,22/1,17/2,22/1,66/1,500/1,Brentford v Newcastle
Nathan Collins,28/1,11/1,28/1,100/1,500/1,Brentford v Newcastle
Sepp van den Berg,28/1,11/1,28/1,100/1,500/1,Brentford v Newcastle
Kristoffer Ajer,28/1,11/1,28/1,100/1,500/1,Brentford v Newcastle
Jordan Henderson,28/1,11/1,28/1,100/1,500/1,Brentford v Newcastle
Yehor Yarmolyuk,28/1,11/1,28/1,100/1,500/1,Brentford v Newcastle
Ethan Pinnock,28/1,11/1,28/1,100/1,500/1,Brentford v Newcastle
Rico Henry,33/1,14/1,33/1,150/1,500/1,Brentford v Newcastle
Michael Kayode,40/1,18/1,40/1,250/1,500/1,Brentford v Newcastle
Nick Woltemade,11/2,7/4,11/2,10/1,40/1,Brentford v Newcastle
Anthony Gordon,13/2,21/10,13/2,12/1,50/1,Brentford v Newcastle
Harvey Barnes,15/2,5/2,15/2,14/1,66/1,Brentford v Newcastle
Jacob Murphy,10/1,18/5,10/1,25/1,100/1,Brentford v Newcastle
Anthony Elanga,10/1,18/5,10/1,25/1,100/1,Brentford v Newcastle
Joelinton,14/1,11/2,14/1,40/1,250/1,Brentford v Newcastle
Bruno Guimaraes,16/1,6/1,16/1,50/1,300/1,Brentford v Newcastle
Jacob Ramsey,14/1,11/2,14/1,40/1,250/1,Brentford v Newcastle
Sandro Tonali,18/1,7/1,18/1,50/1,400/1,Brentford v Newcastle
Joe Willock,14/1,11/2,14/1,40/1,250/1,Brentford v Newcastle
Lewis Miley,18/1,7/1,18/1,50/1,400/1,Brentford v Newcastle
Fabian Schar,22/1,17/2,22/1,66/1,500/1,Brentford v Newcastle
Dan Burn,25/1,11/1,25/1,80/1,500/1,Brentford v Newcastle
Malick Thiaw,28/1,12/1,28/1,100/1,500/1,Brentford v Newcastle
Sven Botman,28/1,12/1,28/1,100/1,500/1,Brentford v Newcastle
Kieran Trippier,40/1,16/1,40/1,200/1,500/1,Brentford v Newcastle
Lewis Hall,40/1,16/1,40/1,200/1,500/1,Brentford v Newcastle
Emil Krafth,50/1,25/1,50/1,300/1,500/1,Brentford v Newcastle
Jean-Philippe Mateta,4/1,6/5,4/1,6/1,25/1,Crystal Palace v Brighton
Ismaila Sarr,15/2,12/5,15/2,14/1,50/1,Crystal Palace v Brighton
Yeremi Pino,11/1,18/5,11/1,25/1,100/1,Crystal Palace v Brighton
Daniel Munoz,12/1,23/5,12/1,33/1,150/1,Crystal Palace v Brighton
Daichi Kamada,16/1,11/2,16/1,40/1,250/1,Crystal Palace v Brighton
Maxence Lacroix,25/1,10/1,25/1,66/1,500/1,Crystal Palace v Brighton
Jefferson Lerma,25/1,10/1,25/1,66/1,500/1,Crystal Palace v Brighton
Will Hughes,25/1,10/1,25/1,66/1,500/1,Crystal Palace v Brighton
Marc Guehi,25/1,10/1,25/1,80/1,500/1,Crystal Palace v Brighton
Adam Wharton,25/1,10/1,25/1,80/1,500/1,Crystal Palace v Brighton
Tyrick Mitchell,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Brighton
Chris Richards,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Brighton
Danny Welbeck,6/1,7/4,6/1,10/1,40/1,Crystal Palace v Brighton
Yankuba Minteh,11/1,18/5,11/1,22/1,100/1,Crystal Palace v Brighton
Georginio Rutter,11/1,15/4,11/1,25/1,100/1,Crystal Palace v Brighton
Tom Watson,11/1,18/5,11/1,25/1,100/1,Crystal Palace v Brighton
Diego Gomez,12/1,15/4,12/1,28/1,100/1,Crystal Palace v Brighton
Maxim De Cuyper,12/1,9/2,12/1,33/1,150/1,Crystal Palace v Brighton
Ferdi Kadioglu,18/1,6/1,18/1,50/1,300/1,Crystal Palace v Brighton
Yasin Ayari,20/1,8/1,20/1,50/1,500/1,Crystal Palace v Brighton
Carlos Baleba,25/1,10/1,25/1,80/1,500/1,Crystal Palace v Brighton
Mats Wieffer,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Brighton
Lewis Dunk,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Brighton
Jan Paul van Hecke,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Brighton
Kaoru Mitoma,9/1,3/1,9/1,18/1,66/1,Crystal Palace v Brighton
Igor Jesus,5/1,9/5,5/1,10/1,40/1,Nottingham Forest v Leeds
Taiwo Awoniyi,5/1,9/5,5/1,10/1,40/1,Nottingham Forest v Leeds
Arnaud Kalimuendo,6/1,21/10,6/1,12/1,50/1,Nottingham Forest v Leeds
Morgan Gibbs-White,13/2,12/5,13/2,14/1,50/1,Nottingham Forest v Leeds
James McAtee,9/1,16/5,9/1,20/1,80/1,Nottingham Forest v Leeds
Dan Ndoye,10/1,18/5,10/1,25/1,100/1,Nottingham Forest v Leeds
Callum Hudson-Odoi,10/1,15/4,10/1,25/1,100/1,Nottingham Forest v Leeds
Omari Hutchinson,11/1,4/1,11/1,28/1,100/1,Nottingham Forest v Leeds
Ryan Yates,14/1,6/1,14/1,40/1,300/1,Nottingham Forest v Leeds
Douglas Luiz,16/1,13/2,16/1,50/1,400/1,Nottingham Forest v Leeds
Elliot Anderson,18/1,15/2,18/1,50/1,500/1,Nottingham Forest v Leeds
Nikola Milenkovic,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Leeds
Neco Williams,22/1,10/1,22/1,80/1,500/1,Nottingham Forest v Leeds
Ibrahim Sangare,22/1,10/1,22/1,80/1,500/1,Nottingham Forest v Leeds
Murillo,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Leeds
Jair Cunha,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Leeds
Nicolo Savona,28/1,14/1,28/1,100/1,500/1,Nottingham Forest v Leeds
Morato,33/1,16/1,33/1,250/1,500/1,Nottingham Forest v Leeds
Dominic Calvert-Lewin,11/2,9/5,11/2,10/1,40/1,Nottingham Forest v Leeds
Joel Piroe,11/2,2/1,11/2,11/1,50/1,Nottingham Forest v Leeds
Lukas Nmecha,11/2,2/1,11/2,11/1,50/1,Nottingham Forest v Leeds
Noah Okafor,10/1,7/2,10/1,22/1,100/1,Nottingham Forest v Leeds
Daniel James,9/1,7/2,9/1,22/1,80/1,Nottingham Forest v Leeds
Brenden Aaronson,12/1,23/5,12/1,33/1,150/1,Nottingham Forest v Leeds
Jack Harrison,12/1,23/5,12/1,33/1,150/1,Nottingham Forest v Leeds
Anton Stach,16/1,6/1,16/1,40/1,300/1,Nottingham Forest v Leeds
Pascal Struijk,16/1,13/2,16/1,50/1,300/1,Nottingham Forest v Leeds
Ao Tanaka,16/1,13/2,16/1,50/1,400/1,Nottingham Forest v Leeds
Jayden Bogle,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Leeds
Sean Longstaff,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Leeds
James Justin,22/1,10/1,22/1,66/1,500/1,Nottingham Forest v Leeds
Jaka Bijol,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Leeds
Joe Rodon,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Leeds
Gabriel Gudmundsson,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Leeds
Ilia Gruev,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Leeds
Ethan Ampadu,33/1,16/1,33/1,200/1,500/1,Nottingham Forest v Leeds
Erling Haaland,29/10,13/20,29/10,16/5,11/1,Man City v Liverpool
Omar Marmoush,6/1,31/20,6/1,17/2,33/1,Man City v Liverpool
Phil Foden,9/1,11/4,9/1,16/1,66/1,Man City v Liverpool
Rayan Cherki,11/1,16/5,11/1,20/1,80/1,Man City v Liverpool
Oscar Bobb,11/1,17/5,11/1,20/1,80/1,Man City v Liverpool
Jeremy Doku,14/1,4/1,14/1,28/1,100/1,Man City v Liverpool
Savinho,14/1,4/1,14/1,28/1,100/1,Man City v Liverpool
Tijjani Reijnders,14/1,23/5,14/1,33/1,150/1,Man City v Liverpool
Bernardo Silva,18/1,6/1,18/1,40/1,300/1,Man City v Liverpool
Nico O'Reilly,20/1,13/2,20/1,50/1,300/1,Man City v Liverpool
Josko Gvardiol,22/1,15/2,22/1,50/1,500/1,Man City v Liverpool
Rodri,20/1,7/1,20/1,50/1,400/1,Man City v Liverpool
Rayan Ait-Nouri,22/1,17/2,22/1,66/1,500/1,Man City v Liverpool
Nico Gonzalez,25/1,9/1,25/1,66/1,500/1,Man City v Liverpool
John Stones,28/1,10/1,28/1,80/1,500/1,Man City v Liverpool
Matheus Nunes,28/1,12/1,28/1,100/1,500/1,Man City v Liverpool
Nathan Ake,28/1,10/1,28/1,80/1,500/1,Man City v Liverpool
Rico Lewis,28/1,12/1,28/1,100/1,500/1,Man City v Liverpool
Ruben Dias,33/1,14/1,33/1,150/1,500/1,Man City v Liverpool
Abdukodir Khusanov,33/1,14/1,33/1,150/1,500/1,Man City v Liverpool
Mohamed Salah,7/1,19/10,7/1,11/1,40/1,Man City v Liverpool
Hugo Ekitike,15/2,21/10,15/2,12/1,50/1,Man City v Liverpool
Alexander Isak,7/1,19/10,7/1,11/1,40/1,Man City v Liverpool
Cody Gakpo,11/1,3/1,11/1,18/1,80/1,Man City v Liverpool
Federico Chiesa,9/1,13/5,9/1,16/1,66/1,Man City v Liverpool
Florian Wirtz,14/1,4/1,14/1,28/1,100/1,Man City v Liverpool
Rio Ngumoha,14/1,4/1,14/1,28/1,100/1,Man City v Liverpool
Dominik Szoboszlai,16/1,5/1,16/1,40/1,250/1,Man City v Liverpool
Curtis Jones,22/1,7/1,22/1,50/1,500/1,Man City v Liverpool
Alexis Mac Allister,22/1,8/1,22/1,66/1,500/1,Man City v Liverpool
Virgil van Dijk,28/1,10/1,28/1,80/1,500/1,Man City v Liverpool
Ryan Gravenberch,28/1,11/1,28/1,80/1,500/1,Man City v Liverpool
Conor Bradley,33/1,12/1,33/1,100/1,500/1,Man City v Liverpool
Ibrahima Konate,40/1,14/1,40/1,150/1,500/1,Man City v Liverpool
Andrew Robertson,40/1,14/1,40/1,150/1,500/1,Man City v Liverpool
Wataru Endo,40/1,14/1,40/1,150/1,500/1,Man City v Liverpool
Milos Kerkez,40/1,14/1,40/1,150/1,500/1,Man City v Liverpool
Joe Gomez,50/1,28/1,50/1,300/1,500/1,Man City v Liverpool
Ollie Watkins,23/5,7/5,23/5,15/2,33/1,Aston Villa v Bournemouth
Donyell Malen,24/5,6/4,24/5,17/2,33/1,Aston Villa v Bournemouth
Morgan Rogers,17/2,29/10,17/2,16/1,66/1,Aston Villa v Bournemouth
Evann Guessand,15/2,12/5,15/2,14/1,50/1,Aston Villa v Bournemouth
Harvey Elliott,9/1,3/1,9/1,18/1,66/1,Aston Villa v Bournemouth
Jadon Sancho,10/1,7/2,10/1,22/1,100/1,Aston Villa v Bournemouth
John McGinn,10/1,7/2,10/1,22/1,100/1,Aston Villa v Bournemouth
Ross Barkley,14/1,24/5,14/1,33/1,200/1,Aston Villa v Bournemouth
Amadou Onana,18/1,13/2,18/1,50/1,400/1,Aston Villa v Bournemouth
Matty Cash,25/1,10/1,25/1,80/1,500/1,Aston Villa v Bournemouth
Ian Maatsen,25/1,10/1,25/1,80/1,500/1,Aston Villa v Bournemouth
Ezri Konsa,28/1,12/1,28/1,100/1,500/1,Aston Villa v Bournemouth
Pau Torres,28/1,12/1,28/1,100/1,500/1,Aston Villa v Bournemouth
Lucas Digne,33/1,16/1,33/1,200/1,500/1,Aston Villa v Bournemouth
Boubacar Kamara,33/1,16/1,33/1,200/1,500/1,Aston Villa v Bournemouth
Evanilson,13/2,21/10,13/2,12/1,50/1,Aston Villa v Bournemouth
Eli Kroupi,13/2,11/5,13/2,12/1,50/1,Aston Villa v Bournemouth
Antoine Semenyo,13/2,11/5,13/2,12/1,50/1,Aston Villa v Bournemouth
Justin Kluivert,8/1,13/5,8/1,16/1,66/1,Aston Villa v Bournemouth
Amine Adli,10/1,7/2,10/1,22/1,80/1,Aston Villa v Bournemouth
David Brooks,12/1,17/4,12/1,28/1,100/1,Aston Villa v Bournemouth
Marcus Tavernier,12/1,9/2,12/1,33/1,150/1,Aston Villa v Bournemouth
Ben Gannon-Doak,14/1,24/5,14/1,33/1,200/1,Aston Villa v Bournemouth
Ryan Christie,18/1,7/1,18/1,50/1,400/1,Aston Villa v Bournemouth
Bafode Diakite,25/1,10/1,25/1,80/1,500/1,Aston Villa v Bournemouth
Alex Scott,25/1,10/1,25/1,80/1,500/1,Aston Villa v Bournemouth
Marcos Senesi,28/1,12/1,28/1,100/1,500/1,Aston Villa v Bournemouth
Adrien Truffert,28/1,12/1,28/1,100/1,500/1,Aston Villa v Bournemouth
Alex Jimenez,28/1,12/1,28/1,100/1,500/1,Aston Villa v Bournemouth
Tyler Adams,33/1,16/1,33/1,200/1,500/1,Aston Villa v Bournemouth
Lewis Cook,40/1,18/1,40/1,250/1,500/1,Aston Villa v Bournemouth
