player names,first score,anytime score,last score,two or more,hatrick,contest
James Justin,22/1,9/1,22/1,66/1,500/1,Burnley v Leeds
Jaka Bijol,25/1,11/1,25/1,80/1,500/1,Burnley v Leeds
Sebastiaan Bornauw,25/1,11/1,25/1,80/1,500/1,Burnley v Leeds
Joe Rodon,28/1,14/1,28/1,150/1,500/1,Burnley v Leeds
Gabriel Gudmundsson,28/1,14/1,28/1,150/1,500/1,Burnley v Leeds
Ilia Gruev,28/1,14/1,28/1,150/1,500/1,Burnley v Leeds
Ethan Ampadu,33/1,18/1,33/1,250/1,500/1,Burnley v Leeds
Mohamed Salah,9/2,21/20,9/2,11/2,20/1,Liverpool v Man Utd
Alexander Isak,9/2,21/20,9/2,11/2,20/1,Liverpool v Man Utd
Hugo Ekitike,24/5,23/20,24/5,6/1,25/1,Liverpool v Man Utd
Cody Gakpo,13/2,17/10,13/2,9/1,40/1,Liverpool v Man Utd
Federico Chiesa,7/1,19/10,7/1,10/1,50/1,Liverpool v Man Utd
Florian Wirtz,8/1,9/4,8/1,12/1,50/1,Liverpool v Man Utd
Dominik Szoboszlai,12/1,7/2,12/1,25/1,100/1,Liverpool v Man Utd
Curtis Jones,12/1,4/1,12/1,28/1,100/1,Liverpool v Man Utd
Jeremie Frimpong,16/1,5/1,16/1,40/1,250/1,Liverpool v Man Utd
Alexis MacAllister,16/1,5/1,16/1,40/1,250/1,Liverpool v Man Utd
Virgil van Dijk,22/1,7/1,22/1,50/1,500/1,Liverpool v Man Utd
Ryan Gravenberch,22/1,8/1,22/1,66/1,500/1,Liverpool v Man Utd
Conor Bradley,22/1,8/1,22/1,66/1,500/1,Liverpool v Man Utd
Wataru Endo,25/1,9/1,25/1,66/1,500/1,Liverpool v Man Utd
Ibrahima Konate,28/1,10/1,28/1,80/1,500/1,Liverpool v Man Utd
Milos Kerkez,28/1,10/1,28/1,80/1,500/1,Liverpool v Man Utd
Andrew Robertson,28/1,10/1,28/1,80/1,500/1,Liverpool v Man Utd
Joe Gomez,33/1,12/1,33/1,100/1,500/1,Liverpool v Man Utd
Benjamin Sesko,9/1,12/5,9/1,12/1,50/1,Liverpool v Man Utd
Matheus Cunha,9/1,27/10,9/1,14/1,66/1,Liverpool v Man Utd
Bryan Mbeumo,10/1,29/10,10/1,16/1,66/1,Liverpool v Man Utd
Bruno Fernandes,11/1,16/5,11/1,22/1,80/1,Liverpool v Man Utd
Joshua Zirkzee,10/1,29/10,10/1,16/1,66/1,Liverpool v Man Utd
Amad Diallo,14/1,17/4,14/1,33/1,150/1,Liverpool v Man Utd
Mason Mount,14/1,17/4,14/1,33/1,150/1,Liverpool v Man Utd
Casemiro,22/1,15/2,22/1,50/1,500/1,Liverpool v Man Utd
Harry Maguire,25/1,17/2,25/1,66/1,500/1,Liverpool v Man Utd
Kobbie Mainoo,22/1,15/2,22/1,50/1,500/1,Liverpool v Man Utd
Patrick Dorgu,28/1,10/1,28/1,80/1,500/1,Liverpool v Man Utd
Matthijs de Ligt,28/1,10/1,28/1,80/1,500/1,Liverpool v Man Utd
Diogo Dalot,33/1,11/1,33/1,100/1,500/1,Liverpool v Man Utd
Leny Yoro,33/1,12/1,33/1,100/1,500/1,Liverpool v Man Utd
Ayden Heaven,33/1,12/1,33/1,100/1,500/1,Liverpool v Man Utd
Manuel Ugarte,33/1,12/1,33/1,150/1,500/1,Liverpool v Man Utd
Noussair Mazraoui,40/1,14/1,40/1,200/1,500/1,Liverpool v Man Utd
Luke Shaw,66/1,33/1,66/1,300/1,500/1,Liverpool v Man Utd
