player names,first score,anytime score,last score,two or more,hatrick,contest
Riccardo Calafiori,22/1,10/1,22/1,80/1,500/1,Newcastle v Arsenal
William Saliba,28/1,12/1,28/1,100/1,500/1,Newcastle v Arsenal
Jurrien Timber,28/1,12/1,28/1,100/1,500/1,Newcastle v Arsenal
Ben White,28/1,12/1,28/1,150/1,500/1,Newcastle v Arsenal
Piero Hincapie,28/1,12/1,28/1,150/1,500/1,Newcastle v Arsenal
Myles Lewis-Skelly,33/1,14/1,33/1,200/1,500/1,Newcastle v Arsenal
Cristhian Mosquera,33/1,16/1,33/1,250/1,500/1,Newcastle v Arsenal
Igor Thiago,11/2,31/20,11/2,17/2,33/1,Brentford v Man Utd
Kevin Schade,15/2,21/10,15/2,12/1,50/1,Brentford v Man Utd
Dango Ouattara,15/2,21/10,15/2,12/1,50/1,Brentford v Man Utd
Fabio Carvalho,10/1,3/1,10/1,18/1,66/1,Brentford v Man Utd
Reiss Nelson,11/1,7/2,11/1,22/1,80/1,Brentford v Man Utd
Antoni Milambo,16/1,11/2,16/1,40/1,250/1,Brentford v Man Utd
Mikkel Damsgaard,18/1,13/2,18/1,50/1,300/1,Brentford v Man Utd
Keane Lewis-Potter,18/1,13/2,18/1,50/1,300/1,Brentford v Man Utd
Frank Onyeka,18/1,13/2,18/1,50/1,300/1,Brentford v Man Utd
Yehor Yarmolyuk,22/1,17/2,22/1,66/1,500/1,Brentford v Man Utd
Mathias Jensen,22/1,17/2,22/1,66/1,500/1,Brentford v Man Utd
Vitaly Janelt,22/1,17/2,22/1,66/1,500/1,Brentford v Man Utd
Sepp van den Berg,28/1,10/1,28/1,80/1,500/1,Brentford v Man Utd
Nathan Collins,28/1,10/1,28/1,80/1,500/1,Brentford v Man Utd
Ethan Pinnock,28/1,10/1,28/1,80/1,500/1,Brentford v Man Utd
Kristoffer Ajer,28/1,10/1,28/1,80/1,500/1,Brentford v Man Utd
Aaron Hickey,28/1,10/1,28/1,80/1,500/1,Brentford v Man Utd
Michael Kayode,33/1,14/1,33/1,150/1,500/1,Brentford v Man Utd
Jordan Henderson,28/1,12/1,28/1,100/1,500/1,Brentford v Man Utd
Rico Henry,28/1,12/1,28/1,100/1,500/1,Brentford v Man Utd
Bruno Fernandes,7/1,11/5,7/1,12/1,50/1,Brentford v Man Utd
Bryan Mbeumo,7/1,21/10,7/1,12/1,50/1,Brentford v Man Utd
Benjamin Sesko,6/1,9/5,6/1,10/1,40/1,Brentford v Man Utd
Matheus Cunha,7/1,21/10,7/1,12/1,50/1,Brentford v Man Utd
Joshua Zirkzee,7/1,2/1,7/1,12/1,50/1,Brentford v Man Utd
Amad Diallo,17/2,13/5,17/2,16/1,66/1,Brentford v Man Utd
Mason Mount,10/1,3/1,10/1,18/1,66/1,Brentford v Man Utd
Harry Maguire,18/1,13/2,18/1,50/1,400/1,Brentford v Man Utd
Patrick Dorgu,20/1,7/1,20/1,50/1,500/1,Brentford v Man Utd
Matthijs de Ligt,22/1,8/1,22/1,50/1,500/1,Brentford v Man Utd
Kobbie Mainoo,18/1,13/2,18/1,50/1,400/1,Brentford v Man Utd
Leny Yoro,28/1,10/1,28/1,80/1,500/1,Brentford v Man Utd
Diogo Dalot,25/1,9/1,25/1,66/1,500/1,Brentford v Man Utd
Ayden Heaven,28/1,10/1,28/1,80/1,500/1,Brentford v Man Utd
Noussair Mazraoui,33/1,12/1,33/1,100/1,500/1,Brentford v Man Utd
Manuel Ugarte,33/1,12/1,33/1,100/1,500/1,Brentford v Man Utd
Luke Shaw,50/1,25/1,50/1,300/1,500/1,Brentford v Man Utd
Nick Woltemade,6/1,21/10,6/1,12/1,50/1,Newcastle v Arsenal
Anthony Gordon,15/2,13/5,15/2,14/1,66/1,Newcastle v Arsenal
William Osula,9/1,16/5,9/1,18/1,80/1,Newcastle v Arsenal
Harvey Barnes,10/1,15/4,10/1,25/1,100/1,Newcastle v Arsenal
Jacob Murphy,12/1,17/4,12/1,33/1,150/1,Newcastle v Arsenal
Anthony Elanga,12/1,9/2,12/1,33/1,150/1,Newcastle v Arsenal
Joe Willock,16/1,13/2,16/1,50/1,300/1,Newcastle v Arsenal
Joelinton,18/1,7/1,18/1,50/1,500/1,Newcastle v Arsenal
Bruno Guimaraes,18/1,15/2,18/1,50/1,500/1,Newcastle v Arsenal
Sandro Tonali,20/1,8/1,20/1,50/1,500/1,Newcastle v Arsenal
Fabian Schar,20/1,8/1,20/1,50/1,500/1,Newcastle v Arsenal
Lewis Miley,25/1,11/1,25/1,80/1,500/1,Newcastle v Arsenal
Dan Burn,33/1,14/1,33/1,150/1,500/1,Newcastle v Arsenal
Sven Botman,33/1,14/1,33/1,150/1,500/1,Newcastle v Arsenal
Lewis Hall,40/1,18/1,40/1,250/1,500/1,Newcastle v Arsenal
Malick Thiaw,40/1,18/1,40/1,300/1,500/1,Newcastle v Arsenal
Kieran Trippier,40/1,25/1,40/1,300/1,500/1,Newcastle v Arsenal
Tino Livramento,40/1,25/1,40/1,300/1,500/1,Newcastle v Arsenal
Viktor Gyokeres,5/1,7/4,5/1,10/1,40/1,Newcastle v Arsenal
Bukayo Saka,13/2,23/10,13/2,12/1,50/1,Newcastle v Arsenal
Gabriel Martinelli,9/1,10/3,9/1,20/1,80/1,Newcastle v Arsenal
Leandro Trossard,9/1,10/3,9/1,20/1,80/1,Newcastle v Arsenal
Ethan Nwaneri,9/1,17/5,9/1,22/1,80/1,Newcastle v Arsenal
Eberechi Eze,10/1,18/5,10/1,25/1,100/1,Newcastle v Arsenal
Mikel Merino,10/1,4/1,10/1,28/1,100/1,Newcastle v Arsenal
Martin Odegaard,14/1,11/2,14/1,40/1,250/1,Newcastle v Arsenal
Declan Rice,16/1,13/2,16/1,50/1,400/1,Newcastle v Arsenal
Martin Zubimendi,20/1,17/2,20/1,66/1,500/1,Newcastle v Arsenal
Gabriel Magalhaes,20/1,9/1,20/1,66/1,500/1,Newcastle v Arsenal
Christian Norgaard,20/1,17/2,20/1,66/1,500/1,Newcastle v Arsenal
Riccardo Calafiori,25/1,11/1,25/1,80/1,500/1,Newcastle v Arsenal
William Saliba,28/1,12/1,28/1,100/1,500/1,Newcastle v Arsenal
Jurrien Timber,28/1,12/1,28/1,100/1,500/1,Newcastle v Arsenal
Ben White,28/1,14/1,28/1,150/1,500/1,Newcastle v Arsenal
Piero Hincapie,28/1,14/1,28/1,150/1,500/1,Newcastle v Arsenal
Myles Lewis-Skelly,33/1,16/1,33/1,200/1,500/1,Newcastle v Arsenal
Cristhian Mosquera,33/1,16/1,33/1,250/1,500/1,Newcastle v Arsenal
Beto,4/1,13/10,4/1,7/1,28/1,Everton v West Ham
Thierno Barry,4/1,13/10,4/1,7/1,28/1,Everton v West Ham
Iliman Ndiaye,24/5,31/20,24/5,17/2,33/1,Everton v West Ham
Carlos Alcaraz,8/1,27/10,8/1,14/1,66/1,Everton v West Ham
Jack Grealish,17/2,29/10,17/2,18/1,66/1,Everton v West Ham
Kiernan Dewsbury-Hall,9/1,17/5,9/1,22/1,80/1,Everton v West Ham
Dwight McNeil,9/1,17/5,9/1,22/1,80/1,Everton v West Ham
Tyler Dibling,9/1,3/1,9/1,18/1,80/1,Everton v West Ham
Merlin Rohl,9/1,17/5,9/1,22/1,80/1,Everton v West Ham
Tim Iroegbunam,16/1,6/1,16/1,50/1,300/1,Everton v West Ham
Michael Keane,18/1,15/2,18/1,50/1,500/1,Everton v West Ham
Jake O'Brien,18/1,15/2,18/1,50/1,500/1,Everton v West Ham
James Tarkowski,20/1,8/1,20/1,66/1,500/1,Everton v West Ham
Jarrad Branthwaite,22/1,17/2,22/1,66/1,500/1,Everton v West Ham
Idrissa Gueye,25/1,10/1,25/1,80/1,500/1,Everton v West Ham
James Garner,25/1,10/1,25/1,80/1,500/1,Everton v West Ham
Nathan Patterson,25/1,10/1,25/1,80/1,500/1,Everton v West Ham
Vitaliy Mykolenko,25/1,10/1,25/1,80/1,500/1,Everton v West Ham
Adam Aznou,25/1,10/1,25/1,80/1,500/1,Everton v West Ham
Seamus Coleman,28/1,12/1,28/1,100/1,500/1,Everton v West Ham
Niclas Fullkrug,9/1,29/10,9/1,16/1,66/1,Everton v West Ham
Jarrod Bowen,10/1,10/3,10/1,22/1,80/1,Everton v West Ham
Callum Wilson,9/1,16/5,9/1,20/1,80/1,Everton v West Ham
Lucas Paqueta,11/1,15/4,11/1,28/1,100/1,Everton v West Ham
Crysencio Summerville,14/1,5/1,14/1,40/1,200/1,Everton v West Ham
Luis Guilherme,18/1,7/1,18/1,50/1,500/1,Everton v West Ham
Mateus Fernandes,22/1,9/1,22/1,66/1,500/1,Everton v West Ham
El Hadji Malick Diouf,28/1,12/1,28/1,100/1,500/1,Everton v West Ham
James Ward Prowse,28/1,11/1,28/1,100/1,500/1,Everton v West Ham
Freddie Potts,28/1,12/1,28/1,100/1,500/1,Everton v West Ham
Konstantinos Mavropanos,40/1,16/1,40/1,250/1,500/1,Everton v West Ham
Max Kilman,40/1,16/1,40/1,250/1,500/1,Everton v West Ham
Aaron Wan-Bissaka,40/1,16/1,40/1,250/1,500/1,Everton v West Ham
Kyle Walker-Peters,40/1,20/1,40/1,300/1,500/1,Everton v West Ham
Jean-Clair Todibo,40/1,20/1,40/1,300/1,500/1,Everton v West Ham
Soungoutou Magassa,40/1,20/1,40/1,300/1,500/1,Everton v West Ham
