player names,first score,anytime score,last score,two or more,hatrick,contest
Rodrigo Bentancur,25/1,10/1,25/1,66/1,500/1,Bournemouth v Tottenham
Ben Davies,25/1,10/1,25/1,66/1,500/1,Bournemouth v Tottenham
Kevin Danso,28/1,12/1,28/1,100/1,500/1,Bournemouth v Tottenham
Pedro Porro,33/1,14/1,33/1,150/1,500/1,Bournemouth v Tottenham
Djed Spence,40/1,18/1,40/1,250/1,500/1,Bournemouth v Tottenham
Igor Thiago,17/5,11/10,17/5,11/2,20/1,Brentford v Sunderland
Kevin Schade,13/2,11/5,13/2,12/1,50/1,Brentford v Sunderland
Keane Lewis-Potter,10/1,7/2,10/1,22/1,80/1,Brentford v Sunderland
Mathias Jensen,11/1,4/1,11/1,28/1,100/1,Brentford v Sunderland
Mikkel Damsgaard,12/1,23/5,12/1,33/1,150/1,Brentford v Sunderland
Nathan Collins,22/1,9/1,22/1,66/1,500/1,Brentford v Sunderland
Sepp van den Berg,22/1,10/1,22/1,66/1,500/1,Brentford v Sunderland
Vitaly Janelt,22/1,10/1,22/1,66/1,500/1,Brentford v Sunderland
Aaron Hickey,25/1,11/1,25/1,80/1,500/1,Brentford v Sunderland
Kristoffer Ajer,28/1,11/1,28/1,80/1,500/1,Brentford v Sunderland
Rico Henry,28/1,12/1,28/1,100/1,500/1,Brentford v Sunderland
Jordan Henderson,22/1,10/1,22/1,66/1,500/1,Brentford v Sunderland
Yehor Yarmolyuk,22/1,9/1,22/1,66/1,500/1,Brentford v Sunderland
Michael Kayode,28/1,14/1,28/1,150/1,500/1,Brentford v Sunderland
Wilson Isidor,15/2,13/5,15/2,16/1,66/1,Brentford v Sunderland
Brian Brobbey,9/1,3/1,9/1,18/1,66/1,Brentford v Sunderland
Eliezer Mayenda,9/1,17/5,9/1,22/1,80/1,Brentford v Sunderland
Enzo Le Fee,14/1,5/1,14/1,40/1,250/1,Brentford v Sunderland
Simon Adingra,14/1,11/2,14/1,40/1,250/1,Brentford v Sunderland
Lutsharel Geertruida,25/1,11/1,25/1,80/1,500/1,Brentford v Sunderland
Granit Xhaka,25/1,10/1,25/1,80/1,500/1,Brentford v Sunderland
Dennis Cirkin,28/1,12/1,28/1,100/1,500/1,Brentford v Sunderland
Omar Alderete,28/1,12/1,28/1,100/1,500/1,Brentford v Sunderland
Nordi Mukiele,28/1,14/1,28/1,150/1,500/1,Brentford v Sunderland
Trai Hume,28/1,14/1,28/1,150/1,500/1,Brentford v Sunderland
Jean-Philippe Mateta,17/4,13/10,17/4,7/1,28/1,Crystal Palace v Aston Villa
Yeremi Pino,9/1,16/5,9/1,20/1,80/1,Crystal Palace v Aston Villa
Brennan Johnson,10/1,7/2,10/1,22/1,80/1,Crystal Palace v Aston Villa
Justin Devenny,11/1,15/4,11/1,25/1,100/1,Crystal Palace v Aston Villa
Will Hughes,22/1,9/1,22/1,66/1,500/1,Crystal Palace v Aston Villa
Marc Guehi,25/1,11/1,25/1,80/1,500/1,Crystal Palace v Aston Villa
Jefferson Lerma,25/1,10/1,25/1,80/1,500/1,Crystal Palace v Aston Villa
Adam Wharton,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Aston Villa
Maxence Lacroix,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Aston Villa
Jaydee Canvot,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Aston Villa
Nathaniel Clyne,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Aston Villa
Tyrick Mitchell,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Aston Villa
Borna Sosa,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Aston Villa
Ollie Watkins,23/5,29/20,23/5,8/1,33/1,Crystal Palace v Aston Villa
Donyell Malen,5/1,31/20,5/1,9/1,33/1,Crystal Palace v Aston Villa
Morgan Rogers,8/1,13/5,8/1,16/1,66/1,Crystal Palace v Aston Villa
Emi Buendia,10/1,17/5,10/1,22/1,80/1,Crystal Palace v Aston Villa
John McGinn,11/1,15/4,11/1,28/1,100/1,Crystal Palace v Aston Villa
Jadon Sancho,11/1,15/4,11/1,28/1,100/1,Crystal Palace v Aston Villa
Youri Tielemans,18/1,7/1,18/1,50/1,400/1,Crystal Palace v Aston Villa
Matty Cash,22/1,10/1,22/1,66/1,500/1,Crystal Palace v Aston Villa
Ian Maatsen,25/1,11/1,25/1,80/1,500/1,Crystal Palace v Aston Villa
Boubacar Kamara,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Aston Villa
Ezri Konsa,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Aston Villa
Victor Lindelof,33/1,16/1,33/1,200/1,500/1,Crystal Palace v Aston Villa
Lucas Digne,33/1,16/1,33/1,200/1,500/1,Crystal Palace v Aston Villa
Lamare Bogarde,33/1,16/1,33/1,200/1,500/1,Crystal Palace v Aston Villa
Beto,18/5,23/20,18/5,6/1,22/1,Everton v Wolves
Thierno Barry,18/5,6/5,18/5,13/2,25/1,Everton v Wolves
Tyler Dibling,9/1,16/5,9/1,20/1,80/1,Everton v Wolves
Jack Grealish,9/1,16/5,9/1,20/1,80/1,Everton v Wolves
Dwight McNeil,10/1,15/4,10/1,25/1,100/1,Everton v Wolves
Merlin Rohl,9/1,7/2,9/1,22/1,80/1,Everton v Wolves
Harrison Armstrong,10/1,15/4,10/1,25/1,100/1,Everton v Wolves
Michael Keane,18/1,7/1,18/1,50/1,400/1,Everton v Wolves
Jake O'Brien,20/1,17/2,20/1,66/1,500/1,Everton v Wolves
Tim Iroegbunam,20/1,17/2,20/1,66/1,500/1,Everton v Wolves
James Garner,20/1,17/2,20/1,66/1,500/1,Everton v Wolves
Adam Aznou,22/1,9/1,22/1,66/1,500/1,Everton v Wolves
James Tarkowski,22/1,10/1,22/1,66/1,500/1,Everton v Wolves
Reece Welch,28/1,12/1,28/1,100/1,500/1,Everton v Wolves
Elijah Campbell,28/1,12/1,28/1,100/1,500/1,Everton v Wolves
Nathan Patterson,28/1,14/1,28/1,150/1,500/1,Everton v Wolves
Vitaliy Mykolenko,33/1,16/1,33/1,200/1,500/1,Everton v Wolves
Jorgen Strand Larsen,7/1,12/5,7/1,14/1,50/1,Everton v Wolves
Hwang Hee-chan,9/1,16/5,9/1,18/1,80/1,Everton v Wolves
Tolu Arokodare,10/1,15/4,10/1,25/1,100/1,Everton v Wolves
Fernando Lopez,14/1,5/1,14/1,40/1,200/1,Everton v Wolves
Mateus Mane,14/1,11/2,14/1,40/1,250/1,Everton v Wolves
Tawanda Chirewa,14/1,11/2,14/1,40/1,250/1,Everton v Wolves
Jhon Arias,16/1,13/2,16/1,50/1,400/1,Everton v Wolves
Joao Gomes,25/1,10/1,25/1,80/1,500/1,Everton v Wolves
Ladislav Krejci,28/1,12/1,28/1,100/1,500/1,Everton v Wolves
Yerson Mosquera,28/1,14/1,28/1,150/1,500/1,Everton v Wolves
Ki-Jana Hoever,28/1,12/1,28/1,100/1,500/1,Everton v Wolves
Jackson Tchatchoua,33/1,14/1,33/1,150/1,500/1,Everton v Wolves
Matt Doherty,33/1,14/1,33/1,150/1,500/1,Everton v Wolves
David Moller Wolfe,33/1,14/1,33/1,150/1,500/1,Everton v Wolves
Santiago Bueno,40/1,20/1,40/1,300/1,500/1,Everton v Wolves
Hugo Bueno,40/1,20/1,40/1,300/1,500/1,Everton v Wolves
Andre,40/1,20/1,40/1,300/1,500/1,Everton v Wolves
Raul Jimenez,11/2,7/4,11/2,10/1,40/1,Fulham v Chelsea
Harry Wilson,9/1,29/10,9/1,16/1,66/1,Fulham v Chelsea
Jonah Kusi-Asare,8/1,13/5,8/1,14/1,66/1,Fulham v Chelsea
Emile Smith Rowe,10/1,17/5,10/1,22/1,80/1,Fulham v Chelsea
Kevin,12/1,23/5,12/1,33/1,150/1,Fulham v Chelsea
Joshua King,14/1,5/1,14/1,33/1,200/1,Fulham v Chelsea
Adama Traore,14/1,5/1,14/1,40/1,250/1,Fulham v Chelsea
Tom Cairney,18/1,7/1,18/1,50/1,400/1,Fulham v Chelsea
Sasa Lukic,22/1,9/1,22/1,66/1,500/1,Fulham v Chelsea
Sander Berge,28/1,12/1,28/1,100/1,500/1,Fulham v Chelsea
Timothy Castagne,28/1,12/1,28/1,100/1,500/1,Fulham v Chelsea
Harrison Reed,28/1,12/1,28/1,100/1,500/1,Fulham v Chelsea
Issa Diop,33/1,14/1,33/1,150/1,500/1,Fulham v Chelsea
Joachim Andersen,33/1,14/1,33/1,150/1,500/1,Fulham v Chelsea
Jorge Cuenca,33/1,14/1,33/1,150/1,500/1,Fulham v Chelsea
Antonee Robinson,33/1,14/1,33/1,150/1,500/1,Fulham v Chelsea
Cole Palmer,6/1,9/5,6/1,10/1,40/1,Fulham v Chelsea
Liam Delap,6/1,19/10,6/1,11/1,40/1,Fulham v Chelsea
Marc Guiu,6/1,19/10,6/1,11/1,40/1,Fulham v Chelsea
Estevao,9/1,3/1,9/1,18/1,66/1,Fulham v Chelsea
Enzo Fernandez,10/1,7/2,10/1,22/1,80/1,Fulham v Chelsea
Alejandro Garnacho,9/1,3/1,9/1,18/1,66/1,Fulham v Chelsea
Pedro Neto,11/1,18/5,11/1,25/1,100/1,Fulham v Chelsea
Jamie Gittens,11/1,18/5,11/1,25/1,100/1,Fulham v Chelsea
Andrey Santos,14/1,11/2,14/1,40/1,250/1,Fulham v Chelsea
Reece James,22/1,8/1,22/1,66/1,500/1,Fulham v Chelsea
Trevoh Chalobah,22/1,9/1,22/1,66/1,500/1,Fulham v Chelsea
Moises Caicedo,22/1,9/1,22/1,66/1,500/1,Fulham v Chelsea
Marc Cucurella,25/1,10/1,25/1,66/1,500/1,Fulham v Chelsea
Tosin Adarabioyo,28/1,11/1,28/1,80/1,500/1,Fulham v Chelsea
Benoit Badiashile,33/1,14/1,33/1,100/1,500/1,Fulham v Chelsea
Jorrel Hato,33/1,14/1,33/1,100/1,500/1,Fulham v Chelsea
Malo Gusto,33/1,16/1,33/1,200/1,500/1,Fulham v Chelsea
Wesley Fofana,33/1,16/1,33/1,200/1,500/1,Fulham v Chelsea
Josh Acheampong,33/1,16/1,33/1,200/1,500/1,Fulham v Chelsea
Joao Pedro,13/2,2/1,13/2,12/1,50/1,Fulham v Chelsea
Erling Haaland,9/4,4/9,9/4,21/10,7/1,Man City v Brighton
Divine Mukasa,5/1,5/4,5/1,13/2,28/1,Man City v Brighton
Phil Foden,13/2,13/8,13/2,9/1,40/1,Man City v Brighton
Rayan Cherki,17/2,9/4,17/2,12/1,50/1,Man City v Brighton
Savinho,9/1,27/10,9/1,16/1,66/1,Man City v Brighton
Tijjani Reijnders,9/1,27/10,9/1,16/1,66/1,Man City v Brighton
Jeremy Doku,10/1,3/1,10/1,18/1,66/1,Man City v Brighton
Nico O'Reilly,16/1,5/1,16/1,40/1,250/1,Man City v Brighton
Bernardo Silva,16/1,24/5,16/1,33/1,200/1,Man City v Brighton
Nico Gonzalez,18/1,11/2,18/1,40/1,250/1,Man City v Brighton
Rodri,16/1,5/1,16/1,40/1,250/1,Man City v Brighton
Nathan Ake,25/1,9/1,25/1,66/1,500/1,Man City v Brighton
Rico Lewis,25/1,9/1,25/1,66/1,500/1,Man City v Brighton
Matheus Nunes,25/1,9/1,25/1,66/1,500/1,Man City v Brighton
Ruben Dias,33/1,12/1,33/1,100/1,500/1,Man City v Brighton
Abdukodir Khusanov,33/1,12/1,33/1,100/1,500/1,Man City v Brighton
John Stones,22/1,8/1,22/1,50/1,500/1,Man City v Brighton
Danny Welbeck,10/1,13/5,10/1,16/1,66/1,Man City v Brighton
Charalampos Kostoulas,12/1,10/3,12/1,20/1,80/1,Man City v Brighton
Georginio Rutter,14/1,4/1,14/1,28/1,100/1,Man City v Brighton
Tom Watson,14/1,4/1,14/1,28/1,100/1,Man City v Brighton
Kaoru Mitoma,14/1,9/2,14/1,33/1,150/1,Man City v Brighton
Diego Gomez,16/1,5/1,16/1,40/1,200/1,Man City v Brighton
Brajan Gruda,18/1,6/1,18/1,40/1,300/1,Man City v Brighton
James Milner,20/1,7/1,20/1,50/1,400/1,Man City v Brighton
Maxime De Cuyper,20/1,6/1,20/1,50/1,300/1,Man City v Brighton
Jack Hinshelwood,20/1,7/1,20/1,50/1,400/1,Man City v Brighton
Yasin Ayari,25/1,9/1,25/1,66/1,500/1,Man City v Brighton
Ferdi Kadioglu,33/1,12/1,33/1,100/1,500/1,Man City v Brighton
Jan Paul van Hecke,33/1,14/1,33/1,150/1,500/1,Man City v Brighton
Olivier Boscagli,33/1,14/1,33/1,150/1,500/1,Man City v Brighton
Lewis Dunk,40/1,14/1,40/1,150/1,500/1,Man City v Brighton
Diego Coppola,40/1,16/1,40/1,200/1,500/1,Man City v Brighton
Joel Veltman,40/1,18/1,40/1,250/1,500/1,Man City v Brighton
Yankuba Minteh,16/1,24/5,16/1,33/1,200/1,Man City v Brighton
Armando Broja,15/2,12/5,15/2,14/1,50/1,Burnley v Man Utd
Ashley Barnes,9/1,29/10,9/1,16/1,66/1,Burnley v Man Utd
Jacob Bruun Larsen,11/1,18/5,11/1,22/1,100/1,Burnley v Man Utd
Jaidon Anthony,12/1,4/1,12/1,28/1,100/1,Burnley v Man Utd
Marcus Edwards,12/1,17/4,12/1,33/1,150/1,Burnley v Man Utd
Loum Tchaouna,14/1,5/1,14/1,33/1,200/1,Burnley v Man Utd
Lesley Ugochukwu,18/1,7/1,18/1,50/1,400/1,Burnley v Man Utd
Josh Laurent,25/1,10/1,25/1,80/1,500/1,Burnley v Man Utd
Oliver Sonne,25/1,10/1,25/1,80/1,500/1,Burnley v Man Utd
Hjalmar Ekdal,33/1,14/1,33/1,150/1,500/1,Burnley v Man Utd
Florentino Luis,33/1,14/1,33/1,150/1,500/1,Burnley v Man Utd
Bashir Humphreys,40/1,16/1,40/1,200/1,500/1,Burnley v Man Utd
Maxime Esteve,50/1,22/1,50/1,300/1,500/1,Burnley v Man Utd
Lucas Pires,50/1,22/1,50/1,300/1,500/1,Burnley v Man Utd
Quilindschy Hartman,50/1,22/1,50/1,300/1,500/1,Burnley v Man Utd
Kyle Walker,66/1,33/1,66/1,300/1,500/1,Burnley v Man Utd
Matheus Cunha,17/4,13/10,17/4,7/1,28/1,Burnley v Man Utd
Benjamin Sesko,17/4,13/10,17/4,7/1,28/1,Burnley v Man Utd
Bruno Fernandes,11/2,7/4,11/2,10/1,40/1,Burnley v Man Utd
Joshua Zirkzee,6/1,15/8,6/1,11/1,40/1,Burnley v Man Utd
Mason Mount,8/1,13/5,8/1,14/1,66/1,Burnley v Man Utd
Shea Lacey,9/1,3/1,9/1,18/1,66/1,Burnley v Man Utd
Bendito Mantato,9/1,3/1,9/1,18/1,66/1,Burnley v Man Utd
Patrick Dorgu,11/1,15/4,11/1,28/1,100/1,Burnley v Man Utd
Jack Fletcher,11/1,15/4,11/1,28/1,100/1,Burnley v Man Utd
Casemiro,14/1,24/5,14/1,33/1,200/1,Burnley v Man Utd
Kobbie Mainoo,16/1,6/1,16/1,50/1,300/1,Burnley v Man Utd
Diogo Dalot,28/1,11/1,28/1,80/1,500/1,Burnley v Man Utd
Ayden Heaven,28/1,11/1,28/1,80/1,500/1,Burnley v Man Utd
Lisandro Martinez,28/1,11/1,28/1,80/1,500/1,Burnley v Man Utd
Leny Yoro,28/1,11/1,28/1,80/1,500/1,Burnley v Man Utd
Manuel Ugarte,28/1,11/1,28/1,80/1,500/1,Burnley v Man Utd
Luke Shaw,50/1,25/1,50/1,300/1,500/1,Burnley v Man Utd
Nick Woltemade,15/4,11/10,15/4,11/2,20/1,Newcastle v Leeds
Yoane Wissa,17/4,13/10,17/4,7/1,28/1,Newcastle v Leeds
Anthony Gordon,5/1,13/8,5/1,9/1,40/1,Newcastle v Leeds
Harvey Barnes,11/2,9/5,11/2,10/1,40/1,Newcastle v Leeds
Jacob Murphy,17/2,29/10,17/2,16/1,66/1,Newcastle v Leeds
Jacob Ramsey,10/1,17/5,10/1,20/1,80/1,Newcastle v Leeds
Bruno Guimaraes,12/1,9/2,12/1,33/1,150/1,Newcastle v Leeds
Joelinton,14/1,5/1,14/1,40/1,250/1,Newcastle v Leeds
Joe Willock,14/1,5/1,14/1,40/1,250/1,Newcastle v Leeds
Sandro Tonali,16/1,13/2,16/1,50/1,300/1,Newcastle v Leeds
Lewis Miley,18/1,7/1,18/1,50/1,400/1,Newcastle v Leeds
Fabian Schar,22/1,9/1,22/1,66/1,500/1,Newcastle v Leeds
Malick Thiaw,22/1,9/1,22/1,66/1,500/1,Newcastle v Leeds
Sven Botman,22/1,9/1,22/1,66/1,500/1,Newcastle v Leeds
Lewis Hall,28/1,11/1,28/1,80/1,500/1,Newcastle v Leeds
Kieran Trippier,33/1,14/1,33/1,150/1,500/1,Newcastle v Leeds
Tino Livramento,40/1,20/1,40/1,300/1,500/1,Newcastle v Leeds
Dominic Calvert-Lewin,13/2,2/1,13/2,12/1,50/1,Newcastle v Leeds
Lukas Nmecha,15/2,23/10,15/2,14/1,50/1,Newcastle v Leeds
Joel Piroe,17/2,27/10,17/2,16/1,66/1,Newcastle v Leeds
Noah Okafor,10/1,17/5,10/1,20/1,80/1,Newcastle v Leeds
Wilfried Gnonto,12/1,17/4,12/1,33/1,150/1,Newcastle v Leeds
Brenden Aaronson,16/1,6/1,16/1,40/1,300/1,Newcastle v Leeds
Jack Harrison,16/1,13/2,16/1,50/1,300/1,Newcastle v Leeds
Ao Tanaka,20/1,15/2,20/1,50/1,500/1,Newcastle v Leeds
Anton Stach,20/1,15/2,20/1,50/1,500/1,Newcastle v Leeds
Sean Longstaff,22/1,9/1,22/1,66/1,500/1,Newcastle v Leeds
Pascal Struijk,28/1,11/1,28/1,80/1,500/1,Newcastle v Leeds
Jayden Bogle,28/1,11/1,28/1,80/1,500/1,Newcastle v Leeds
Sebastiaan Bornauw,28/1,12/1,28/1,100/1,500/1,Newcastle v Leeds
Jaka Bijol,28/1,12/1,28/1,100/1,500/1,Newcastle v Leeds
James Justin,33/1,14/1,33/1,150/1,500/1,Newcastle v Leeds
Gabriel Gudmondsson,33/1,14/1,33/1,150/1,500/1,Newcastle v Leeds
Ilia Gruev,40/1,16/1,40/1,200/1,500/1,Newcastle v Leeds
Ethan Ampadu,40/1,22/1,40/1,300/1,500/1,Newcastle v Leeds
Viktor Gyokeres,17/4,5/4,17/4,13/2,28/1,Arsenal v Liverpool
Gabriel Jesus,5/1,31/20,5/1,17/2,33/1,Arsenal v Liverpool
Bukayo Saka,11/2,7/4,11/2,9/1,40/1,Arsenal v Liverpool
Kai Havertz,5/1,31/20,5/1,17/2,33/1,Arsenal v Liverpool
Leandro Trossard,13/2,21/10,13/2,11/1,50/1,Arsenal v Liverpool
Eberechi Eze,7/1,9/4,7/1,12/1,50/1,Arsenal v Liverpool
Gabriel Martinelli,7/1,9/4,7/1,12/1,50/1,Arsenal v Liverpool
Noni Madueke,7/1,23/10,7/1,12/1,50/1,Arsenal v Liverpool
Mikel Merino,9/1,3/1,9/1,18/1,80/1,Arsenal v Liverpool
Martin Odegaard,12/1,4/1,12/1,28/1,100/1,Arsenal v Liverpool
Declan Rice,12/1,4/1,12/1,28/1,100/1,Arsenal v Liverpool
Gabriel Magalhaes,14/1,11/2,14/1,40/1,250/1,Arsenal v Liverpool
Martin Zubimendi,18/1,13/2,18/1,50/1,400/1,Arsenal v Liverpool
Riccardo Calafiori,18/1,13/2,18/1,50/1,400/1,Arsenal v Liverpool
Christian Norgaard,20/1,15/2,20/1,50/1,500/1,Arsenal v Liverpool
Jurrien Timber,20/1,8/1,20/1,66/1,500/1,Arsenal v Liverpool
Ben White,25/1,10/1,25/1,80/1,500/1,Arsenal v Liverpool
Piero Hincapie,28/1,11/1,28/1,100/1,500/1,Arsenal v Liverpool
William Saliba,33/1,12/1,33/1,150/1,500/1,Arsenal v Liverpool
Myles Lewis-Skelly,33/1,12/1,33/1,150/1,500/1,Arsenal v Liverpool
Hugo Ekitike,17/2,27/10,17/2,14/1,66/1,Arsenal v Liverpool
Cody Gakpo,10/1,17/5,10/1,22/1,100/1,Arsenal v Liverpool
Dominik Szoboszlai,12/1,4/1,12/1,33/1,150/1,Arsenal v Liverpool
Federico Chiesa,12/1,23/5,12/1,33/1,200/1,Arsenal v Liverpool
Florian Wirtz,12/1,23/5,12/1,33/1,200/1,Arsenal v Liverpool
Rio Ngumoha,16/1,11/2,16/1,40/1,250/1,Arsenal v Liverpool
Alexis MacAllister,18/1,13/2,18/1,50/1,400/1,Arsenal v Liverpool
Jeremie Frimpong,18/1,13/2,18/1,50/1,400/1,Arsenal v Liverpool
Curtis Jones,25/1,10/1,25/1,80/1,500/1,Arsenal v Liverpool
Virgil van Dijk,33/1,12/1,33/1,100/1,500/1,Arsenal v Liverpool
Ryan Gravenberch,33/1,12/1,33/1,100/1,500/1,Arsenal v Liverpool
Milos Kerkez,33/1,14/1,33/1,200/1,500/1,Arsenal v Liverpool
Conor Bradley,40/1,16/1,40/1,250/1,500/1,Arsenal v Liverpool
Ibrahima Konate,40/1,20/1,40/1,300/1,500/1,Arsenal v Liverpool
Andrew Robertson,40/1,20/1,40/1,300/1,500/1,Arsenal v Liverpool
Joe Gomez,50/1,33/1,50/1,300/1,500/1,Arsenal v Liverpool
