player names,first score,anytime score,last score,two or more,hatrick,contest
Arnaud Kalimuendo,9/1,27/10,9/1,16/1,66/1,Nottingham Forest v Man City
Morgan Gibbs-White,11/1,17/5,11/1,22/1,80/1,Nottingham Forest v Man City
Callum Hudson-Odoi,14/1,24/5,14/1,33/1,200/1,Nottingham Forest v Man City
James McAtee,14/1,19/4,14/1,33/1,150/1,Nottingham Forest v Man City
Omari Hutchinson,16/1,11/2,16/1,40/1,250/1,Nottingham Forest v Man City
Dilane Bakwa,16/1,11/2,16/1,40/1,250/1,Nottingham Forest v Man City
Elliot Anderson,25/1,9/1,25/1,66/1,500/1,Nottingham Forest v Man City
Nikola Milenkovic,28/1,11/1,28/1,80/1,500/1,Nottingham Forest v Man City
Nicolas Dominguez,28/1,10/1,28/1,80/1,500/1,Nottingham Forest v Man City
Nicolo Savona,28/1,11/1,28/1,100/1,500/1,Nottingham Forest v Man City
Douglas Luiz,28/1,10/1,28/1,80/1,500/1,Nottingham Forest v Man City
Neco Williams,33/1,12/1,33/1,100/1,500/1,Nottingham Forest v Man City
Murillo,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Man City
Oleksandr Zinchenko,50/1,22/1,50/1,300/1,500/1,Nottingham Forest v Man City
Morato,50/1,28/1,50/1,300/1,500/1,Nottingham Forest v Man City
Erling Haaland,23/10,4/7,23/10,11/4,9/1,Nottingham Forest v Man City
Divine Mukasa,11/2,8/5,11/2,9/1,33/1,Nottingham Forest v Man City
Phil Foden,7/1,2/1,7/1,12/1,50/1,Nottingham Forest v Man City
Rayan Cherki,9/1,3/1,9/1,18/1,66/1,Nottingham Forest v Man City
Savinho,10/1,3/1,10/1,18/1,66/1,Nottingham Forest v Man City
Tijjani Reijnders,12/1,4/1,12/1,28/1,100/1,Nottingham Forest v Man City
Nico O'Reilly,18/1,6/1,18/1,50/1,300/1,Nottingham Forest v Man City
Bernardo Silva,18/1,13/2,18/1,50/1,400/1,Nottingham Forest v Man City
Josko Gvardiol,20/1,15/2,20/1,50/1,500/1,Nottingham Forest v Man City
Nico Gonzalez,22/1,8/1,22/1,66/1,500/1,Nottingham Forest v Man City
Nathan Ake,25/1,9/1,25/1,66/1,500/1,Nottingham Forest v Man City
Rico Lewis,22/1,8/1,22/1,66/1,500/1,Nottingham Forest v Man City
Matheus Nunes,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Man City
Ruben Dias,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Man City
Abdukodir Khusanov,33/1,14/1,33/1,100/1,500/1,Nottingham Forest v Man City
Viktor Gyokeres,3/1,4/5,18/5,5/1,18/1,Arsenal v Brighton
Kai Havertz,5/1,29/20,5/1,8/1,33/1,Arsenal v Brighton
Gabriel Jesus,5/1,29/20,5/1,8/1,33/1,Arsenal v Brighton
Bukayo Saka,24/5,13/10,11/2,9/1,33/1,Arsenal v Brighton
Eberechi Eze,6/1,9/5,6/1,10/1,40/1,Arsenal v Brighton
Leandro Trossard,6/1,15/8,6/1,10/1,40/1,Arsenal v Brighton
Mikel Merino,5/1,13/8,15/2,12/1,50/1,Arsenal v Brighton
Gabriel Martinelli,7/1,21/10,7/1,12/1,50/1,Arsenal v Brighton
Noni Madueke,13/2,19/10,13/2,11/1,40/1,Arsenal v Brighton
Ethan Nwaneri,15/2,23/10,15/2,12/1,50/1,Arsenal v Brighton
Martin Odegaard,13/2,2/1,10/1,20/1,80/1,Arsenal v Brighton
Riccardo Calafiori,14/1,11/2,14/1,40/1,250/1,Arsenal v Brighton
Declan Rice,14/1,11/2,14/1,40/1,250/1,Arsenal v Brighton
Gabriel Magalhaes,18/1,13/2,18/1,50/1,300/1,Arsenal v Brighton
Jurrien Timber,18/1,13/2,18/1,50/1,300/1,Arsenal v Brighton
Christian Norgaard,18/1,13/2,18/1,50/1,300/1,Arsenal v Brighton
Martin Zubimendi,22/1,17/2,22/1,66/1,500/1,Arsenal v Brighton
Piero Hincapie,25/1,10/1,25/1,66/1,500/1,Arsenal v Brighton
William Saliba,28/1,12/1,28/1,100/1,500/1,Arsenal v Brighton
Myles Lewis-Skelly,40/1,20/1,40/1,300/1,500/1,Arsenal v Brighton
Danny Welbeck,9/1,3/1,11/1,20/1,80/1,Arsenal v Brighton
Charalampos Kostoulas,12/1,15/4,12/1,28/1,100/1,Arsenal v Brighton
Georginio Rutter,11/1,17/5,14/1,33/1,150/1,Arsenal v Brighton
Kaoru Mitoma,14/1,5/1,14/1,40/1,200/1,Arsenal v Brighton
Diego Gomez,14/1,17/4,14/1,40/1,200/1,Arsenal v Brighton
Maxime De Cuyper,14/1,23/5,16/1,40/1,300/1,Arsenal v Brighton
Yankuba Minteh,16/1,6/1,16/1,40/1,300/1,Arsenal v Brighton
Tom Watson,18/1,13/2,18/1,50/1,400/1,Arsenal v Brighton
Jack Hinshelwood,22/1,17/2,22/1,66/1,500/1,Arsenal v Brighton
James Milner,20/1,7/1,20/1,50/1,400/1,Arsenal v Brighton
Brajan Gruda,22/1,17/2,22/1,66/1,500/1,Arsenal v Brighton
Yasin Ayari,28/1,10/1,28/1,80/1,500/1,Arsenal v Brighton
Ferdi Kadioglu,33/1,14/1,33/1,150/1,500/1,Arsenal v Brighton
Lewis Dunk,40/1,16/1,40/1,200/1,500/1,Arsenal v Brighton
Mats Wieffer,40/1,16/1,40/1,200/1,500/1,Arsenal v Brighton
Jan Paul van Hecke,40/1,16/1,40/1,200/1,500/1,Arsenal v Brighton
Diego Coppola,40/1,16/1,40/1,200/1,500/1,Arsenal v Brighton
Olivier Boscagli,50/1,28/1,50/1,300/1,500/1,Arsenal v Brighton
Joel Veltman,66/1,40/1,66/1,300/1,500/1,Arsenal v Brighton
Igor Thiago,23/5,13/10,23/5,7/1,28/1,Brentford v Bournemouth
Kevin Schade,15/2,9/4,15/2,12/1,50/1,Brentford v Bournemouth
Keane Lewis-Potter,9/1,3/1,9/1,18/1,66/1,Brentford v Bournemouth
Mikkel Damsgaard,12/1,15/4,12/1,28/1,100/1,Brentford v Bournemouth
Mathias Jensen,14/1,23/5,14/1,33/1,150/1,Brentford v Bournemouth
Sepp van den Berg,20/1,8/1,20/1,50/1,500/1,Brentford v Bournemouth
Nathan Collins,22/1,17/2,22/1,66/1,500/1,Brentford v Bournemouth
Yehor Yarmolyuk,22/1,17/2,22/1,66/1,500/1,Brentford v Bournemouth
Vitaly Janelt,22/1,17/2,22/1,66/1,500/1,Brentford v Bournemouth
Ethan Pinnock,25/1,10/1,25/1,66/1,500/1,Brentford v Bournemouth
Jordan Henderson,25/1,10/1,25/1,66/1,500/1,Brentford v Bournemouth
Rico Henry,28/1,12/1,28/1,100/1,500/1,Brentford v Bournemouth
Aaron Hickey,28/1,12/1,28/1,100/1,500/1,Brentford v Bournemouth
Kristoffer Ajer,28/1,12/1,28/1,100/1,500/1,Brentford v Bournemouth
Michael Kayode,33/1,16/1,33/1,200/1,500/1,Brentford v Bournemouth
Evanilson,7/1,11/5,7/1,12/1,50/1,Brentford v Bournemouth
Eli Junior Kroupi,7/1,11/5,7/1,12/1,50/1,Brentford v Bournemouth
Enes Unal,15/2,23/10,15/2,12/1,50/1,Brentford v Bournemouth
Antoine Semenyo,8/1,5/2,8/1,14/1,66/1,Brentford v Bournemouth
Justin Kluivert,17/2,13/5,17/2,16/1,66/1,Brentford v Bournemouth
Amine Adli,10/1,16/5,10/1,18/1,80/1,Brentford v Bournemouth
David Brooks,14/1,24/5,14/1,33/1,200/1,Brentford v Bournemouth
Ryan Christie,14/1,5/1,14/1,40/1,250/1,Brentford v Bournemouth
Marcus Tavernier,16/1,11/2,16/1,40/1,250/1,Brentford v Bournemouth
Bafode Diakite,25/1,9/1,25/1,66/1,500/1,Brentford v Bournemouth
Alex Scott,25/1,9/1,25/1,66/1,500/1,Brentford v Bournemouth
Alex Jimenez,33/1,14/1,33/1,100/1,500/1,Brentford v Bournemouth
Marcos Senesi,33/1,14/1,33/1,100/1,500/1,Brentford v Bournemouth
Adrien Truffert,40/1,16/1,40/1,250/1,500/1,Brentford v Bournemouth
Lewis Cook,40/1,16/1,40/1,250/1,500/1,Brentford v Bournemouth
Julio Soler,40/1,16/1,40/1,250/1,500/1,Brentford v Bournemouth
Adam Smith,40/1,16/1,40/1,250/1,500/1,Brentford v Bournemouth
James Hill,40/1,16/1,40/1,250/1,500/1,Brentford v Bournemouth
Zian Flemming,13/2,23/10,13/2,14/1,50/1,Burnley v Everton
Armando Broja,7/1,5/2,7/1,14/1,66/1,Burnley v Everton
Jaidon Anthony,10/1,15/4,10/1,28/1,100/1,Burnley v Everton
Marcus Edwards,10/1,15/4,10/1,28/1,100/1,Burnley v Everton
Jacob Bruun Larsen,11/1,17/4,11/1,33/1,150/1,Burnley v Everton
Mike Tresor,12/1,23/5,12/1,33/1,150/1,Burnley v Everton
Lesley Ugochukwu,14/1,11/2,14/1,40/1,250/1,Burnley v Everton
Loum Tchaouna,12/1,5/1,12/1,40/1,200/1,Burnley v Everton
Oliver Sonne,14/1,6/1,14/1,50/1,300/1,Burnley v Everton
Josh Laurent,22/1,10/1,22/1,66/1,500/1,Burnley v Everton
Josh Cullen,28/1,12/1,28/1,100/1,500/1,Burnley v Everton
Florentino Luis,28/1,12/1,28/1,100/1,500/1,Burnley v Everton
Lucas Pires,33/1,16/1,33/1,200/1,500/1,Burnley v Everton
Joe Worrall,33/1,16/1,33/1,250/1,500/1,Burnley v Everton
Hjalmar Ekdal,40/1,25/1,40/1,300/1,500/1,Burnley v Everton
Maxime Esteve,40/1,25/1,40/1,300/1,500/1,Burnley v Everton
Quilindschy Hartman,40/1,25/1,40/1,300/1,500/1,Burnley v Everton
Kyle Walker,50/1,28/1,50/1,300/1,500/1,Burnley v Everton
Beto,15/4,13/10,15/4,7/1,28/1,Burnley v Everton
Thierno Barry,17/4,6/4,17/4,17/2,33/1,Burnley v Everton
Charly Alcaraz,13/2,5/2,13/2,14/1,50/1,Burnley v Everton
Jack Grealish,10/1,15/4,10/1,25/1,100/1,Burnley v Everton
Tyler Dibling,12/1,23/5,12/1,33/1,150/1,Burnley v Everton
Dwight McNeil,14/1,11/2,14/1,40/1,250/1,Burnley v Everton
Merlin Rohl,14/1,11/2,14/1,40/1,250/1,Burnley v Everton
Michael Keane,16/1,7/1,16/1,50/1,400/1,Burnley v Everton
James Garner,20/1,17/2,20/1,66/1,500/1,Burnley v Everton
James Tarkowski,25/1,11/1,25/1,80/1,500/1,Burnley v Everton
Jake O'Brien,25/1,11/1,25/1,80/1,500/1,Burnley v Everton
Tim Iroegbunam,22/1,10/1,22/1,66/1,500/1,Burnley v Everton
Nathan Patterson,28/1,12/1,28/1,100/1,500/1,Burnley v Everton
Adam Aznou,28/1,12/1,28/1,100/1,500/1,Burnley v Everton
Elijah Campbell,28/1,12/1,28/1,100/1,500/1,Burnley v Everton
Reece Welch,28/1,12/1,28/1,100/1,500/1,Burnley v Everton
Vitaliy Mykolenko,33/1,16/1,33/1,200/1,500/1,Burnley v Everton
Hugo Ekitike,29/10,7/10,29/10,17/5,12/1,Liverpool v Wolves
Alexis Mac Allister,13/2,7/4,13/2,10/1,40/1,Liverpool v Wolves
Federico Chiesa,11/2,31/20,11/2,17/2,33/1,Liverpool v Wolves
Florian Wirtz,13/2,9/5,13/2,10/1,40/1,Liverpool v Wolves
Rio Ngumoha,7/1,19/10,7/1,11/1,40/1,Liverpool v Wolves
Trey Nyoni,9/1,27/10,9/1,16/1,66/1,Liverpool v Wolves
Curtis Jones,12/1,15/4,12/1,25/1,100/1,Liverpool v Wolves
Jeremie Frimpong,16/1,5/1,16/1,40/1,200/1,Liverpool v Wolves
Virgil van Dijk,18/1,6/1,18/1,40/1,300/1,Liverpool v Wolves
Ryan Gravenberch,20/1,13/2,20/1,50/1,400/1,Liverpool v Wolves
Ibrahima Konate,22/1,15/2,22/1,50/1,500/1,Liverpool v Wolves
Milos Kerkez,22/1,15/2,22/1,50/1,500/1,Liverpool v Wolves
Conor Bradley,22/1,15/2,22/1,50/1,500/1,Liverpool v Wolves
Andy Robertson,25/1,10/1,25/1,66/1,500/1,Liverpool v Wolves
Calvin Ramsay,25/1,10/1,25/1,66/1,500/1,Liverpool v Wolves
Cody Gakpo,17/4,21/20,17/4,11/2,18/1,Liverpool v Wolves
Jorgen Strand Larsen,10/1,3/1,10/1,18/1,66/1,Liverpool v Wolves
Tolu Arokodare,12/1,15/4,12/1,28/1,100/1,Liverpool v Wolves
Mateus Mane,14/1,5/1,14/1,33/1,200/1,Liverpool v Wolves
Hwang Hee-chan,14/1,5/1,14/1,33/1,200/1,Liverpool v Wolves
Jhon Arias,18/1,6/1,18/1,40/1,300/1,Liverpool v Wolves
Fer Lopez,18/1,6/1,18/1,40/1,300/1,Liverpool v Wolves
Ladislav Krejci,33/1,12/1,33/1,100/1,500/1,Liverpool v Wolves
Joao Gomes,28/1,12/1,28/1,100/1,500/1,Liverpool v Wolves
Jackson Tchatchoua,33/1,14/1,33/1,150/1,500/1,Liverpool v Wolves
Ki-Jana Hoever,33/1,14/1,33/1,150/1,500/1,Liverpool v Wolves
Matt Doherty,40/1,16/1,40/1,250/1,500/1,Liverpool v Wolves
David Moller Wolfe,40/1,18/1,40/1,250/1,500/1,Liverpool v Wolves
Santiago Bueno,50/1,25/1,50/1,300/1,500/1,Liverpool v Wolves
Andre,50/1,25/1,50/1,300/1,500/1,Liverpool v Wolves
Jarrod Bowen,5/1,13/8,5/1,9/1,33/1,West Ham v Fulham
Callum Wilson,11/2,7/4,11/2,10/1,40/1,West Ham v Fulham
Lucas Paqueta,7/1,23/10,7/1,12/1,50/1,West Ham v Fulham
Crysencio Summerville,9/1,29/10,9/1,16/1,66/1,West Ham v Fulham
Tomas Soucek,9/1,29/10,9/1,16/1,66/1,West Ham v Fulham
Mateus Fernandes,16/1,6/1,16/1,50/1,300/1,West Ham v Fulham
Freddie Potts,22/1,9/1,22/1,66/1,500/1,West Ham v Fulham
Luis Guilherme,14/1,11/2,14/1,40/1,250/1,West Ham v Fulham
Mohamadou Kante,16/1,6/1,16/1,50/1,300/1,West Ham v Fulham
Konstantinos Mavropanos,25/1,10/1,25/1,66/1,500/1,West Ham v Fulham
Oliver Scarles,22/1,9/1,22/1,66/1,500/1,West Ham v Fulham
Kyle Walker-Peters,28/1,12/1,28/1,100/1,500/1,West Ham v Fulham
Max Kilman,28/1,12/1,28/1,100/1,500/1,West Ham v Fulham
Guido Rodriguez,28/1,12/1,28/1,100/1,500/1,West Ham v Fulham
Andy Irving,20/1,8/1,20/1,50/1,500/1,West Ham v Fulham
Soungoutou Magassa,28/1,12/1,28/1,100/1,500/1,West Ham v Fulham
Jean-Clair Todibo,40/1,16/1,40/1,250/1,500/1,West Ham v Fulham
Igor,40/1,22/1,40/1,300/1,500/1,West Ham v Fulham
Raul Jimenez,5/1,6/4,5/1,8/1,33/1,West Ham v Fulham
Jonah Kusi-Asare,13/2,2/1,13/2,11/1,50/1,West Ham v Fulham
Harry Wilson,9/1,14/5,9/1,16/1,66/1,West Ham v Fulham
Kevin,10/1,16/5,10/1,20/1,80/1,West Ham v Fulham
Emile Smith Rowe,10/1,16/5,10/1,20/1,80/1,West Ham v Fulham
Joshua King,11/1,18/5,11/1,25/1,100/1,West Ham v Fulham
Adama Traore,12/1,17/4,12/1,33/1,150/1,West Ham v Fulham
Ryan Sessegnon,12/1,17/4,12/1,33/1,150/1,West Ham v Fulham
Tom Cairney,16/1,6/1,16/1,50/1,300/1,West Ham v Fulham
Sasa Lukic,20/1,8/1,20/1,50/1,500/1,West Ham v Fulham
Sander Berge,28/1,11/1,28/1,80/1,500/1,West Ham v Fulham
Harrison Reed,22/1,9/1,22/1,66/1,500/1,West Ham v Fulham
Jorge Cuenca,28/1,12/1,28/1,100/1,500/1,West Ham v Fulham
Joachim Andersen,28/1,12/1,28/1,100/1,500/1,West Ham v Fulham
Kenny Tete,28/1,12/1,28/1,100/1,500/1,West Ham v Fulham
Timothy Castagne,28/1,12/1,28/1,100/1,500/1,West Ham v Fulham
Issa Diop,28/1,12/1,28/1,100/1,500/1,West Ham v Fulham
Antonee Robinson,40/1,16/1,40/1,250/1,500/1,West Ham v Fulham
Cole Palmer,5/1,31/20,5/1,17/2,33/1,Chelsea v Aston Villa
Marc Guiu,11/2,17/10,11/2,10/1,40/1,Chelsea v Aston Villa
Joao Pedro,13/2,19/10,13/2,11/1,40/1,Chelsea v Aston Villa
Alejandro Garnacho,8/1,5/2,8/1,14/1,50/1,Chelsea v Aston Villa
Pedro Neto,9/1,14/5,9/1,16/1,66/1,Chelsea v Aston Villa
Facundo Buonanotte,10/1,3/1,10/1,18/1,66/1,Chelsea v Aston Villa
Enzo Fernandez,12/1,9/2,12/1,33/1,150/1,Chelsea v Aston Villa
Andrey Santos,12/1,9/2,12/1,33/1,150/1,Chelsea v Aston Villa
Marc Cucurella,20/1,15/2,20/1,50/1,500/1,Chelsea v Aston Villa
Reece James,22/1,9/1,22/1,66/1,500/1,Chelsea v Aston Villa
Trevoh Chalobah,22/1,9/1,22/1,66/1,500/1,Chelsea v Aston Villa
Moises Caicedo,22/1,9/1,22/1,66/1,500/1,Chelsea v Aston Villa
Tosin Adarabioyo,28/1,11/1,28/1,80/1,500/1,Chelsea v Aston Villa
Josh Acheampong,28/1,11/1,28/1,80/1,500/1,Chelsea v Aston Villa
Benoit Badiashile,28/1,12/1,28/1,100/1,500/1,Chelsea v Aston Villa
Jorrel Hato,28/1,12/1,28/1,100/1,500/1,Chelsea v Aston Villa
Wesley Fofana,33/1,14/1,33/1,150/1,500/1,Chelsea v Aston Villa
Malo Gusto,33/1,14/1,33/1,150/1,500/1,Chelsea v Aston Villa
Ollie Watkins,13/2,19/10,13/2,11/1,40/1,Chelsea v Aston Villa
Donyell Malen,15/2,11/5,15/2,12/1,50/1,Chelsea v Aston Villa
Evann Guessand,9/1,3/1,9/1,18/1,66/1,Chelsea v Aston Villa
Morgan Rogers,10/1,16/5,10/1,18/1,80/1,Chelsea v Aston Villa
Emi Buendia,12/1,4/1,12/1,28/1,100/1,Chelsea v Aston Villa
John McGinn,12/1,17/4,12/1,28/1,150/1,Chelsea v Aston Villa
Youri Tielemans,16/1,11/2,16/1,40/1,250/1,Chelsea v Aston Villa
George Hemmings,20/1,15/2,20/1,50/1,500/1,Chelsea v Aston Villa
Amadou Onana,25/1,9/1,25/1,66/1,500/1,Chelsea v Aston Villa
Matty Cash,28/1,11/1,28/1,100/1,500/1,Chelsea v Aston Villa
Ian Maatsen,28/1,11/1,28/1,100/1,500/1,Chelsea v Aston Villa
Ezri Konsa,40/1,16/1,40/1,200/1,500/1,Chelsea v Aston Villa
Boubacar Kamara,40/1,16/1,40/1,200/1,500/1,Chelsea v Aston Villa
Lucas Digne,40/1,16/1,40/1,200/1,500/1,Chelsea v Aston Villa
Andres Garcia,40/1,16/1,40/1,200/1,500/1,Chelsea v Aston Villa
Victor Lindelof,40/1,20/1,40/1,300/1,500/1,Chelsea v Aston Villa
Lamare Bogarde,40/1,20/1,40/1,300/1,500/1,Chelsea v Aston Villa
Wilson Isidor,5/1,9/5,5/1,10/1,40/1,Sunderland v Leeds
Eliezer Mayenda,6/1,11/5,6/1,12/1,50/1,Sunderland v Leeds
Brian Brobbey,6/1,11/5,6/1,12/1,50/1,Sunderland v Leeds
Romaine Mundle,9/1,17/5,9/1,22/1,80/1,Sunderland v Leeds
Simon Adingra,10/1,15/4,10/1,28/1,100/1,Sunderland v Leeds
Enzo Le Fee,11/1,17/4,11/1,33/1,150/1,Sunderland v Leeds
Habib Diarra,12/1,24/5,12/1,33/1,200/1,Sunderland v Leeds
Chris Rigg,12/1,24/5,12/1,33/1,200/1,Sunderland v Leeds
Daniel Ballard,16/1,13/2,16/1,50/1,400/1,Sunderland v Leeds
Lutsharel Geertruida,20/1,17/2,20/1,66/1,500/1,Sunderland v Leeds
Omar Alderete,20/1,17/2,20/1,66/1,500/1,Sunderland v Leeds
Nordi Mukiele,25/1,10/1,25/1,80/1,500/1,Sunderland v Leeds
Granit Xhaka,22/1,9/1,22/1,80/1,500/1,Sunderland v Leeds
Dan Neil,25/1,11/1,25/1,100/1,500/1,Sunderland v Leeds
Trai Hume,25/1,11/1,25/1,100/1,500/1,Sunderland v Leeds
Dominic Calvert-Lewin,19/4,13/8,19/4,9/1,40/1,Sunderland v Leeds
Lukas Nmecha,11/2,19/10,11/2,11/1,50/1,Sunderland v Leeds
Joel Piroe,6/1,21/10,6/1,12/1,50/1,Sunderland v Leeds
Noah Okafor,15/2,11/4,15/2,14/1,66/1,Sunderland v Leeds
Wilfried Gnonto,9/1,18/5,9/1,25/1,100/1,Sunderland v Leeds
Brenden Aaronson,12/1,5/1,12/1,40/1,200/1,Sunderland v Leeds
Jack Harrison,14/1,5/1,14/1,40/1,250/1,Sunderland v Leeds
Ao Tanaka,16/1,6/1,16/1,50/1,300/1,Sunderland v Leeds
Anton Stach,18/1,15/2,18/1,66/1,500/1,Sunderland v Leeds
Pascal Struijk,22/1,9/1,22/1,66/1,500/1,Sunderland v Leeds
Jayden Bogle,22/1,9/1,22/1,66/1,500/1,Sunderland v Leeds
Jaka Bijol,25/1,11/1,25/1,100/1,500/1,Sunderland v Leeds
James Justin,25/1,11/1,25/1,100/1,500/1,Sunderland v Leeds
Joe Rodon,28/1,12/1,28/1,100/1,500/1,Sunderland v Leeds
Gabriel Gudmundsson,33/1,14/1,33/1,150/1,500/1,Sunderland v Leeds
Ilia Gruev,33/1,14/1,33/1,150/1,500/1,Sunderland v Leeds
Ethan Ampadu,33/1,14/1,33/1,200/1,500/1,Sunderland v Leeds
Jean-Philippe Mateta,4/1,13/10,4/1,7/1,28/1,Crystal Palace v Tottenham
Chrisantus Uche,6/1,2/1,6/1,11/1,50/1,Crystal Palace v Tottenham
Eddie Nketiah,6/1,2/1,6/1,11/1,50/1,Crystal Palace v Tottenham
Yeremi Pino,10/1,18/5,10/1,25/1,100/1,Crystal Palace v Tottenham
Romain Esse,11/1,4/1,11/1,33/1,150/1,Crystal Palace v Tottenham
Justin Devenny,11/1,4/1,11/1,33/1,150/1,Crystal Palace v Tottenham
Jefferson Lerma,18/1,15/2,18/1,50/1,500/1,Crystal Palace v Tottenham
Marc Guehi,22/1,9/1,22/1,66/1,500/1,Crystal Palace v Tottenham
Maxence Lacroix,25/1,10/1,25/1,80/1,500/1,Crystal Palace v Tottenham
Nathaniel Clyne,22/1,17/2,22/1,66/1,500/1,Crystal Palace v Tottenham
Tyrick Mitchell,25/1,11/1,25/1,100/1,500/1,Crystal Palace v Tottenham
Adam Wharton,25/1,10/1,25/1,80/1,500/1,Crystal Palace v Tottenham
Borna Sosa,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Tottenham
Chris Richards,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Tottenham
Jaydee Canvot,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Tottenham
Will Hughes,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Tottenham
Richarlison,13/2,21/10,13/2,12/1,50/1,Crystal Palace v Tottenham
Randal Kolo Muani,15/2,5/2,15/2,14/1,66/1,Crystal Palace v Tottenham
Mathys Tel,15/2,5/2,15/2,14/1,66/1,Crystal Palace v Tottenham
Brennan Johnson,17/2,29/10,17/2,16/1,66/1,Crystal Palace v Tottenham
Mohammed Kudus,9/1,17/5,9/1,22/1,80/1,Crystal Palace v Tottenham
Wilson Odobert,12/1,17/4,12/1,33/1,150/1,Crystal Palace v Tottenham
Lucas Bergvall,14/1,5/1,14/1,40/1,250/1,Crystal Palace v Tottenham
Micky van de Ven,22/1,9/1,22/1,66/1,500/1,Crystal Palace v Tottenham
Joao Palhinha,22/1,9/1,22/1,66/1,500/1,Crystal Palace v Tottenham
Pedro Porro,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Tottenham
Rodrigo Bentancur,25/1,11/1,25/1,80/1,500/1,Crystal Palace v Tottenham
Kevin Danso,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Tottenham
Ben Davies,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Tottenham
Djed Spence,33/1,14/1,33/1,200/1,500/1,Crystal Palace v Tottenham
Archie Gray,40/1,20/1,40/1,300/1,500/1,Crystal Palace v Tottenham
